,date,game_key,문성현,양현,박정준,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,해커,이상민,이영준,하영민,최원태,김해수,김정인,로저스,김선기,서의태,안현석,이찬석,김성택,브리검,오윤성,이승호,김성민,안우진,오주원,이보근,김상수
10,2018-04-05,20180405KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 2.0, 5.333333333333333]","[0, 0, 17.18181818181818, 2.7272727272727275, 1.0, 3.6666666666666665]","[0, 1, 4.153846153846154, 1.153846153846154, 3.5, 1.0833333333333333]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.5, 2, 2.3333333333333335]","[0, 0, 5.4, 1.8, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.538461538461538, 1.4615384615384615, 13.0, 6.5]","[0, 0, 2.076923076923077, 2.307692307692308, 0.7142857142857143, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 3.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.3333333333333335, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0, 0.6666666666666666]","[0, 1, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 1, 0.0, 1.090909090909091, 2.5, 0.9166666666666666]"
11,2018-04-06,20180406WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 2.0, 5.333333333333333]","[0, 0, 17.18181818181818, 2.7272727272727275, 1.0, 3.6666666666666665]","[0, 0, 4.153846153846154, 1.153846153846154, 3.5, 1.0833333333333333]","[0, 1, 2.25, 0.75, 5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 4.090909090909091, 1.5454545454545454, 3.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.4615384615384615, 13.0, 6.5]","[0, 1, 1.6875, 1.875, 0.8571428571428571, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.5, 3.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8999999999999999, 2.3333333333333335, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0, 0.6666666666666666]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0.0, 1.090909090909091, 2.5, 0.9166666666666666]"
12,2018-04-07,20180407WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 2.0, 5.333333333333333]","[0, 0, 17.18181818181818, 2.7272727272727275, 1.0, 3.6666666666666665]","[0, 0, 4.153846153846154, 1.153846153846154, 3.5, 1.0833333333333333]","[0, 0, 2.25, 0.75, 5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.4615384615384615, 13.0, 6.5]","[0, 0, 1.6875, 1.875, 0.8571428571428571, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.6363636363636365, 4.666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8999999999999999, 2.3333333333333335, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.3333333333333333, 1, 0.75]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0.0, 1.090909090909091, 2.5, 0.9166666666666666]"
13,2018-04-08,20180408WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 2.0, 5.333333333333333]","[1, 0, 14.08695652173913, 2.3478260869565215, 2.5, 3.8333333333333335]","[0, 0, 4.153846153846154, 1.153846153846154, 3.5, 1.0833333333333333]","[0, 0, 2.25, 0.75, 5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.4615384615384615, 13.0, 6.5]","[0, 0, 1.6875, 1.875, 0.8571428571428571, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2857142857142856, 1.1428571428571428, 2.3333333333333335, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 1, 0.75]","[0, 1, 5.4, 1.2, 2, 0.8333333333333334]","[0, 1, 0.0, 0.8571428571428571, 3.5, 0.9333333333333333]"
14,2018-04-10,20180410WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8421052631578947, 1.105263157894737, 3.5, 6.333333333333333]","[0, 0, 14.08695652173913, 2.3478260869565215, 2.5, 3.8333333333333335]","[0, 0, 4.153846153846154, 1.153846153846154, 3.5, 1.0833333333333333]","[0, 0, 2.25, 0.75, 5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.4615384615384615, 13.0, 6.5]","[0, 1, 1.4210526315789473, 1.8947368421052633, 0.875, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.2857142857142858, 2.3333333333333335, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.3636363636363638, 1.0, 0.7333333333333333]","[0, 1, 6.75, 1.75, 2, 0.8]","[0, 0, 0.0, 0.8571428571428571, 3.5, 0.9333333333333333]"
15,2018-04-11,20180411WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.105263157894737, 3.5, 6.333333333333333]","[0, 0, 14.08695652173913, 2.3478260869565215, 2.5, 3.8333333333333335]","[0, 0, 4.153846153846154, 1.153846153846154, 3.5, 1.0833333333333333]","[0, 1, 1.8, 0.6, 6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.25, 9.0, 6.666666666666667]","[0, 1, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.2857142857142858, 2.3333333333333335, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.3636363636363638, 1.0, 0.7333333333333333]","[0, 0, 6.75, 1.75, 2, 0.8]","[0, 0, 0.0, 0.8571428571428571, 3.5, 0.9333333333333333]"
16,2018-04-12,20180412WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.105263157894737, 3.5, 6.333333333333333]","[0, 0, 14.08695652173913, 2.3478260869565215, 2.5, 3.8333333333333335]","[0, 1, 5.0625, 1.3125, 2.3333333333333335, 1.0666666666666667]","[0, 0, 1.8, 0.6, 6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 5.74468085106383, 1.8510638297872342, 1.7142857142857142, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 9.0, 6.666666666666667]","[0, 0, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.2857142857142858, 2.3333333333333335, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.3636363636363638, 1.0, 0.7333333333333333]","[0, 1, 5.785714285714286, 1.5, 2, 0.7777777777777778]","[0, 1, 0.0, 0.6666666666666666, 4.0, 1.0]"
17,2018-04-13,20180413OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.105263157894737, 3.5, 6.333333333333333]","[0, 0, 14.08695652173913, 2.3478260869565215, 2.5, 3.8333333333333335]","[0, 0, 5.0625, 1.3125, 2.3333333333333335, 1.0666666666666667]","[0, 1, 4.764705882352941, 0.8823529411764706, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.74468085106383, 1.8510638297872342, 1.7142857142857142, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 9.0, 6.666666666666667]","[0, 0, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.581818181818182, 4.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.5, 2.6666666666666665, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.3636363636363638, 1.0, 0.7333333333333333]","[0, 0, 5.785714285714286, 1.5, 2, 0.7777777777777778]","[0, 0, 0.0, 0.6666666666666666, 4.0, 1.0]"
18,2018-04-14,20180414OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.105263157894737, 3.5, 6.333333333333333]","[1, 0, 9.219512195121952, 1.6829268292682928, 5.5, 4.555555555555555]","[0, 1, 4.263157894736842, 1.2631578947368423, 2.6666666666666665, 1.0555555555555556]","[0, 0, 4.764705882352941, 0.8823529411764706, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.74468085106383, 1.8510638297872342, 1.7142857142857142, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 9.0, 6.666666666666667]","[0, 0, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.581818181818182, 4.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 2.6666666666666665, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.0714285714285714, 2.0, 0.7777777777777778]","[0, 1, 4.05, 1.05, 3, 0.9523809523809524]","[0, 1, 0.0, 0.7142857142857143, 2.6666666666666665, 1.0]"
19,2018-04-15,20180415OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.436363636363636, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 9.219512195121952, 1.6829268292682928, 5.5, 4.555555555555555]","[0, 0, 4.263157894736842, 1.2631578947368423, 2.6666666666666665, 1.0555555555555556]","[0, 0, 4.764705882352941, 0.8823529411764706, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.74468085106383, 1.8510638297872342, 1.7142857142857142, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 9.0, 6.666666666666667]","[0, 0, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.581818181818182, 4.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5600000000000005, 1.7999999999999998, 3.3333333333333335, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 0.8823529411764706, 2.0, 0.8095238095238095]","[0, 0, 4.05, 1.05, 3, 0.9523809523809524]","[0, 1, 0.0, 0.625, 3.0, 1.0]"
20,2018-04-17,20180417NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 9.219512195121952, 1.6829268292682928, 5.5, 4.555555555555555]","[0, 1, 3.6818181818181817, 1.090909090909091, 3.3333333333333335, 1.0476190476190477]","[0, 0, 4.764705882352941, 0.8823529411764706, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.74468085106383, 1.8510638297872342, 1.7142857142857142, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.547945205479452, 1.4383561643835616, 5.5, 6.083333333333333]","[0, 0, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.581818181818182, 4.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.7999999999999998, 3.3333333333333335, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.2631578947368423, 1.0, 0.7916666666666666]","[0, 1, 3.5217391304347827, 1.0434782608695652, 3, 0.9583333333333334]","[0, 1, 0.0, 0.5357142857142857, 3.3333333333333335, 1.0370370370370372]"
21,2018-04-18,20180418NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 9.219512195121952, 1.6829268292682928, 5.5, 4.555555555555555]","[0, 0, 3.6818181818181817, 1.090909090909091, 3.3333333333333335, 1.0476190476190477]","[0, 0, 4.764705882352941, 0.8823529411764706, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 5.661290322580645, 1.8870967741935483, 2.111111111111111, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.4383561643835616, 5.5, 6.083333333333333]","[0, 0, 1.35, 2.1, 0.7777777777777778, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.581818181818182, 4.0, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.7999999999999998, 3.3333333333333335, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.0, 0.7916666666666666]","[0, 0, 3.5217391304347827, 1.0434782608695652, 3, 0.9583333333333334]","[0, 0, 0.0, 0.5357142857142857, 3.3333333333333335, 1.0370370370370372]"
22,2018-04-19,20180419NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.309090909090909, 2.5, 6.111111111111111]","[0, 0, 9.219512195121952, 1.6829268292682928, 5.5, 4.555555555555555]","[0, 1, 2.892857142857143, 0.8571428571428571, 4.0, 1.1666666666666667]","[0, 0, 4.764705882352941, 0.8823529411764706, 6.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.661290322580645, 1.8870967741935483, 2.111111111111111, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.4383561643835616, 5.5, 6.083333333333333]","[0, 1, 0.9642857142857142, 1.9285714285714284, 1.1111111111111112, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.808219178082192, 1.5205479452054795, 2.2, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.7999999999999998, 3.3333333333333335, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.0, 0.7916666666666666]","[0, 0, 3.5217391304347827, 1.0434782608695652, 3, 0.9583333333333334]","[0, 0, 0.0, 0.5357142857142857, 3.3333333333333335, 1.0370370370370372]"
23,2018-04-20,20180420WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 4.0, 0.0, 1.0]","[0, 0, 3.436363636363636, 1.309090909090909, 2.5, 6.111111111111111]","[1, 0, 9.642857142857142, 1.6607142857142856, 7.5, 4.666666666666667]","[0, 0, 2.892857142857143, 0.8571428571428571, 4.0, 1.1666666666666667]","[0, 1, 8.1, 1.3499999999999999, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.661290322580645, 1.8870967741935483, 2.111111111111111, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.4383561643835616, 5.5, 6.083333333333333]","[0, 0, 0.9642857142857142, 1.9285714285714284, 1.1111111111111112, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5205479452054795, 2.2, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7142857142857142, 2.75, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.0, 0.7916666666666666]","[0, 0, 3.5217391304347827, 1.0434782608695652, 3, 0.9583333333333334]","[0, 0, 0.0, 0.5357142857142857, 3.3333333333333335, 1.0370370370370372]"
24,2018-04-21,20180421WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.0, 0.0, 1.0]","[1, 0, 3.328767123287671, 1.356164383561644, 2.2857142857142856, 6.083333333333333]","[0, 0, 9.642857142857142, 1.6607142857142856, 7.5, 4.666666666666667]","[0, 1, 2.793103448275862, 0.9310344827586208, 4.0, 1.074074074074074]","[0, 0, 8.1, 1.3499999999999999, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.661290322580645, 1.8870967741935483, 2.111111111111111, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.4383561643835616, 5.5, 6.083333333333333]","[0, 0, 0.9642857142857142, 1.9285714285714284, 1.1111111111111112, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5205479452054795, 2.2, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 2.75, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.0, 0.7916666666666666]","[0, 1, 3.1153846153846154, 1.0384615384615385, 4, 0.9629629629629629]","[0, 1, 0.0, 0.8571428571428571, 2.5, 0.9333333333333333]"
25,2018-04-22,20180422WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.0, 0.0, 1.0]","[0, 0, 3.328767123287671, 1.356164383561644, 2.2857142857142856, 6.083333333333333]","[0, 0, 9.642857142857142, 1.6607142857142856, 7.5, 4.666666666666667]","[0, 0, 2.793103448275862, 0.9310344827586208, 4.0, 1.074074074074074]","[0, 0, 8.1, 1.3499999999999999, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 5.661290322580645, 1.8870967741935483, 2.111111111111111, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.882978723404255, 1.3085106382978724, 5.2, 6.266666666666667]","[0, 0, 0.9642857142857142, 1.9285714285714284, 1.1111111111111112, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5205479452054795, 2.2, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 2.75, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.0, 0.7916666666666666]","[0, 0, 3.1153846153846154, 1.0384615384615385, 4, 0.9629629629629629]","[0, 0, 0.0, 0.8571428571428571, 2.5, 0.9333333333333333]"
