,date,game_key,문성현,양현,박정준,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,해커,이상민,이영준,하영민,최원태,김해수,김정인,로저스,김선기,서의태,안현석,이찬석,김성택,브리검,오윤성,이승호,김성민,안우진,오주원,이보근,김상수
118,2018-09-04,20180904WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.0, 1.0666666666666667, 5.0, 1.6666666666666667]","[0, 0, 4.891304347826087, 1.4782608695652173, 2.2666666666666666, 1.5333333333333334]","[0, 0, 4.944578313253012, 1.5253012048192771, 2.263157894736842, 6.0144927536231885]","[0, 0, 6.5675675675675675, 1.4478764478764479, 2.9411764705882355, 4.5438596491228065]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.438356164383562, 1.3767123287671235, 2.0, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.684210526315789, 1.736842105263158, 2.0, 2.111111111111111]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.046979865771812, 1.261744966442953, 2.9523809523809526, 6.478260869565218]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.704225352112676, 1.732394366197183, 1.4375, 1.028985507246377]","[0, 0, 5.837837837837839, 1.6756756756756757, 1.75, 0.9736842105263158]","[0, 0, 8.723076923076924, 1.846153846153846, 1.5333333333333334, 1.8055555555555556]","[0, 1, 4.835820895522388, 1.1417910447761195, 3.2222222222222223, 0.8933333333333333]","[0, 1, 4.978723404255319, 1.425531914893617, 3.727272727272727, 0.9215686274509803]","[0, 1, 5.2734375, 1.3828125, 3.4375, 0.9696969696969696]"
119,2018-09-05,20180905WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.3461538461538463, 1.6363636363636365, 1.04]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.0, 1.0666666666666667, 5.0, 1.6666666666666667]","[0, 0, 4.891304347826087, 1.4782608695652173, 2.2666666666666666, 1.5333333333333334]","[0, 0, 4.944578313253012, 1.5253012048192771, 2.263157894736842, 6.0144927536231885]","[0, 0, 6.5675675675675675, 1.4478764478764479, 2.9411764705882355, 4.5438596491228065]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.438356164383562, 1.3767123287671235, 2.0, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.684210526315789, 1.736842105263158, 2.0, 2.111111111111111]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.149350649350649, 1.2792207792207793, 2.977272727272727, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.732394366197183, 1.4375, 1.028985507246377]","[0, 1, 5.921052631578947, 1.6842105263157894, 1.8, 0.9743589743589743]","[0, 0, 8.723076923076924, 1.846153846153846, 1.5333333333333334, 1.8055555555555556]","[0, 0, 4.835820895522388, 1.1417910447761195, 3.2222222222222223, 0.8933333333333333]","[0, 1, 4.875, 1.3958333333333333, 3.8181818181818183, 0.9230769230769231]","[0, 1, 5.113636363636363, 1.3409090909090908, 3.5, 0.9777777777777777]"
120,2018-09-06,20180906WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3461538461538463, 1.6363636363636365, 1.04]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 2.6470588235294117, 1.0, 6.0, 1.7]","[0, 0, 4.891304347826087, 1.4782608695652173, 2.2666666666666666, 1.5333333333333334]","[1, 0, 4.909090909090909, 1.5215311004784688, 2.263157894736842, 5.805555555555556]","[0, 0, 6.5675675675675675, 1.4478764478764479, 2.9411764705882355, 4.5438596491228065]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.438356164383562, 1.3767123287671235, 2.0, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.684210526315789, 1.736842105263158, 2.0, 2.111111111111111]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.149350649350649, 1.2792207792207793, 2.977272727272727, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.472972972972974, 1.7027027027027026, 1.5625, 1.027777777777778]","[0, 0, 5.921052631578947, 1.6842105263157894, 1.8, 0.9743589743589743]","[0, 0, 8.723076923076924, 1.846153846153846, 1.5333333333333334, 1.8055555555555556]","[0, 1, 4.963235294117648, 1.1691176470588234, 2.9, 0.888888888888889]","[0, 0, 4.875, 1.3958333333333333, 3.8181818181818183, 0.9230769230769231]","[0, 0, 5.113636363636363, 1.3409090909090908, 3.5, 0.9777777777777777]"
121,2018-09-07,20180907WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3461538461538463, 1.6363636363636365, 1.04]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 2.6470588235294117, 1.0, 6.0, 1.7]","[0, 0, 4.891304347826087, 1.4782608695652173, 2.2666666666666666, 1.5333333333333334]","[0, 0, 4.909090909090909, 1.5215311004784688, 2.263157894736842, 5.805555555555556]","[0, 0, 6.5675675675675675, 1.4478764478764479, 2.9411764705882355, 4.5438596491228065]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.438356164383562, 1.3767123287671235, 2.0, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[1, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.149350649350649, 1.2792207792207793, 2.977272727272727, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.202702702702703, 1.7837837837837838, 1.3888888888888888, 0.9866666666666667]","[0, 1, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 1, 8.46268656716418, 1.8805970149253732, 1.4705882352941178, 1.7179487179487178]","[0, 0, 4.963235294117648, 1.1691176470588234, 2.9, 0.888888888888889]","[0, 1, 4.993150684931506, 1.4178082191780823, 3.5, 0.9182389937106917]","[0, 0, 5.113636363636363, 1.3409090909090908, 3.5, 0.9777777777777777]"
122,2018-09-08,20180908KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.417721518987342, 1.4050632911392407, 1.6363636363636365, 1.0128205128205128]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 3.5, 1.1111111111111112, 6.333333333333333, 1.6363636363636365]","[0, 1, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.909090909090909, 1.5215311004784688, 2.263157894736842, 5.805555555555556]","[1, 0, 6.364285714285714, 1.4357142857142857, 2.888888888888889, 4.666666666666666]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 1, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.438356164383562, 1.3767123287671235, 2.0, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.149350649350649, 1.2792207792207793, 2.977272727272727, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.202702702702703, 1.7837837837837838, 1.3888888888888888, 0.9866666666666667]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 0, 8.46268656716418, 1.8805970149253732, 1.4705882352941178, 1.7179487179487178]","[0, 1, 5.360294117647059, 1.213235294117647, 2.6363636363636362, 0.8717948717948718]","[0, 0, 4.993150684931506, 1.4178082191780823, 3.5, 0.9182389937106917]","[0, 0, 5.113636363636363, 1.3409090909090908, 3.5, 0.9777777777777777]"
123,2018-09-09,20180909KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.417721518987342, 1.4050632911392407, 1.6363636363636365, 1.0128205128205128]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.5, 1.1111111111111112, 6.333333333333333, 1.6363636363636365]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.909090909090909, 1.5215311004784688, 2.263157894736842, 5.805555555555556]","[0, 0, 6.364285714285714, 1.4357142857142857, 2.888888888888889, 4.666666666666666]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.3602484472049685, 1.4161490683229814, 1.9473684210526316, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.149350649350649, 1.2792207792207793, 2.977272727272727, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.202702702702703, 1.7837837837837838, 1.3888888888888888, 0.9866666666666667]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 0, 8.46268656716418, 1.8805970149253732, 1.4705882352941178, 1.7179487179487178]","[0, 0, 5.360294117647059, 1.213235294117647, 2.6363636363636362, 0.8717948717948718]","[0, 0, 4.993150684931506, 1.4178082191780823, 3.5, 0.9182389937106917]","[0, 1, 5.4, 1.3777777777777778, 3.3529411764705883, 0.9782608695652174]"
124,2018-09-11,20180911WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.417721518987342, 1.4050632911392407, 1.6363636363636365, 1.0128205128205128]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.5, 1.1111111111111112, 6.333333333333333, 1.6363636363636365]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.909090909090909, 1.5215311004784688, 2.263157894736842, 5.805555555555556]","[0, 0, 6.364285714285714, 1.4357142857142857, 2.888888888888889, 4.666666666666666]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.4161490683229814, 1.9473684210526316, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.192546583850931, 1.2732919254658386, 3.1818181818181817, 6.44]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.202702702702703, 1.7837837837837838, 1.3888888888888888, 0.9866666666666667]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 0, 8.46268656716418, 1.8805970149253732, 1.4705882352941178, 1.7179487179487178]","[0, 1, 5.478260869565218, 1.2608695652173914, 2.727272727272727, 0.8679245283018868]","[0, 1, 4.925675675675675, 1.3986486486486487, 3.5833333333333335, 0.9135802469135803]","[0, 1, 5.282608695652174, 1.3695652173913044, 3.2222222222222223, 0.9787234042553191]"
125,2018-09-12,20180912WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.417721518987342, 1.4050632911392407, 1.6363636363636365, 1.0128205128205128]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.5, 1.1111111111111112, 6.333333333333333, 1.6363636363636365]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[1, 0, 4.735763097949886, 1.4897494305239178, 2.268292682926829, 5.8533333333333335]","[0, 0, 6.364285714285714, 1.4357142857142857, 2.888888888888889, 4.666666666666666]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.4161490683229814, 1.9473684210526316, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.192546583850931, 1.2732919254658386, 3.1818181818181817, 6.44]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.202702702702703, 1.7837837837837838, 1.3888888888888888, 0.9866666666666667]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 0, 8.46268656716418, 1.8805970149253732, 1.4705882352941178, 1.7179487179487178]","[0, 1, 5.361702127659575, 1.2340425531914894, 2.727272727272727, 0.8703703703703703]","[0, 1, 4.827814569536423, 1.390728476821192, 3.6666666666666665, 0.9151515151515152]","[0, 1, 5.170212765957447, 1.3404255319148937, 3.2222222222222223, 0.9791666666666666]"
126,2018-09-14,20180914WONC0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.292682926829268, 1.353658536585366, 1.7272727272727273, 1.0123456790123457]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 3.983606557377049, 1.180327868852459, 7.333333333333333, 1.6944444444444444]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.735763097949886, 1.4897494305239178, 2.268292682926829, 5.8533333333333335]","[1, 0, 6.633217993079585, 1.4740484429065746, 2.789473684210526, 4.587301587301587]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.4161490683229814, 1.9473684210526316, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.192546583850931, 1.2732919254658386, 3.1818181818181817, 6.44]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.884615384615385, 1.7307692307692308, 1.368421052631579, 1.0]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 1, 8.136986301369863, 1.8493150684931507, 1.4736842105263157, 1.738095238095238]","[0, 0, 5.361702127659575, 1.2340425531914894, 2.727272727272727, 0.8703703703703703]","[0, 0, 4.827814569536423, 1.390728476821192, 3.6666666666666665, 0.9151515151515152]","[0, 0, 5.170212765957447, 1.3404255319148937, 3.2222222222222223, 0.9791666666666666]"
127,2018-09-15,20180915WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.353658536585366, 1.7272727272727273, 1.0123456790123457]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.983606557377049, 1.180327868852459, 7.333333333333333, 1.6944444444444444]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.735763097949886, 1.4897494305239178, 2.268292682926829, 5.8533333333333335]","[0, 0, 6.633217993079585, 1.4740484429065746, 2.789473684210526, 4.587301587301587]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.378378378378379, 1.3297297297297297, 2.0526315789473686, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.192546583850931, 1.2732919254658386, 3.1818181818181817, 6.44]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.333333333333333, 1.7407407407407407, 1.4210526315789473, 1.0]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 0, 8.136986301369863, 1.8493150684931507, 1.4736842105263157, 1.738095238095238]","[0, 0, 5.361702127659575, 1.2340425531914894, 2.727272727272727, 0.8703703703703703]","[0, 1, 4.733766233766234, 1.383116883116883, 3.6666666666666665, 0.9166666666666667]","[0, 1, 5.213793103448276, 1.3448275862068966, 3.1052631578947367, 0.9863945578231293]"
128,2018-09-16,20180916WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.353658536585366, 1.7272727272727273, 1.0123456790123457]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.983606557377049, 1.180327868852459, 7.333333333333333, 1.6944444444444444]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.735763097949886, 1.4897494305239178, 2.268292682926829, 5.8533333333333335]","[0, 0, 6.633217993079585, 1.4740484429065746, 2.789473684210526, 4.587301587301587]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.3297297297297297, 2.0526315789473686, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.095808383233534, 1.2694610778443114, 3.2222222222222223, 6.423076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.333333333333333, 1.7407407407407407, 1.4210526315789473, 1.0]","[0, 0, 6.75, 1.7586206896551726, 1.9, 0.9666666666666666]","[0, 0, 8.136986301369863, 1.8493150684931507, 1.4736842105263157, 1.738095238095238]","[0, 0, 5.361702127659575, 1.2340425531914894, 2.727272727272727, 0.8703703703703703]","[0, 0, 4.733766233766234, 1.383116883116883, 3.6666666666666665, 0.9166666666666667]","[0, 0, 5.213793103448276, 1.3448275862068966, 3.1052631578947367, 0.9863945578231293]"
129,2018-09-18,20180918OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.353658536585366, 1.7272727272727273, 1.0123456790123457]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.285714285714286, 1.2380952380952381, 5.75, 1.6153846153846154]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[1, 0, 4.647058823529412, 1.4640522875816993, 2.3095238095238093, 5.884615384615385]","[0, 0, 6.633217993079585, 1.4740484429065746, 2.789473684210526, 4.587301587301587]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.3297297297297297, 2.0526315789473686, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.095808383233534, 1.2694610778443114, 3.2222222222222223, 6.423076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.333333333333333, 1.7407407407407407, 1.4210526315789473, 1.0]","[0, 1, 6.639344262295082, 1.7459016393442623, 2.0, 0.991869918699187]","[0, 0, 8.136986301369863, 1.8493150684931507, 1.4736842105263157, 1.738095238095238]","[0, 1, 5.514084507042254, 1.3098591549295775, 2.5, 0.8606060606060606]","[0, 1, 4.584905660377358, 1.3962264150943395, 3.6153846153846154, 0.9298245614035088]","[0, 1, 5.108108108108109, 1.3175675675675675, 3.1578947368421053, 0.9866666666666667]"
