,date,game_key,배민관,신정락,김지용,문광은,임찬규,이우찬,윤지웅,임정우,최성훈,소사,김태형,류제국,배재준,임지섭,김대현,고우석,손주영,김영준,윌슨,이강욱,성동현,이동현,차우찬,진해수,봉중근,정찬헌,최동환,전인환,여건욱
119,2018-09-07,20180907NCLG0,"[0, 1, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 5.225806451612903, 1.5, 3.6666666666666665, 1.1171171171171173]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[1, 0, 5.33810888252149, 1.6160458452722064, 2.0930232558139537, 5.057971014492753]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.166311300639659, 1.183368869936034, 6.416666666666667, 6.797101449275362]","[0, 1, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.35, 2.2, 2.2222222222222223]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.85655737704918, 1.8442622950819674, 1.263157894736842, 4.280701754385965]","[0, 0, 5.61849710982659, 1.5433526011560694, 1.2666666666666666, 1.226950354609929]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.125615763546798, 1.167487684729064, 5.04, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[0, 0, 6.819587628865979, 1.6314432989690721, 1.59375, 5.6231884057971016]","[0, 0, 7.118181818181817, 1.8, 2.1538461538461537, 0.6790123456790123]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.151315789473684, 1.5, 2.5, 0.9559748427672956]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
120,2018-09-08,20180908HHLG0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 1, 5.142857142857142, 1.4761904761904763, 3.6666666666666665, 1.105263157894737]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.33810888252149, 1.6160458452722064, 2.0930232558139537, 5.057971014492753]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 3.2510204081632654, 1.1877551020408164, 6.625, 6.805555555555556]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.35, 2.2, 2.2222222222222223]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.85655737704918, 1.8442622950819674, 1.263157894736842, 4.280701754385965]","[0, 0, 5.61849710982659, 1.5433526011560694, 1.2666666666666666, 1.226950354609929]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.125615763546798, 1.167487684729064, 5.04, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[0, 0, 6.819587628865979, 1.6314432989690721, 1.59375, 5.6231884057971016]","[0, 0, 7.118181818181817, 1.8, 2.1538461538461537, 0.6790123456790123]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.051612903225807, 1.5096774193548388, 2.625, 0.95679012345679]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
121,2018-09-09,20180909HHLG0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 1, 5.023255813953488, 1.441860465116279, 3.75, 1.1025641025641026]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.33810888252149, 1.6160458452722064, 2.0930232558139537, 5.057971014492753]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.2510204081632654, 1.1877551020408164, 6.625, 6.805555555555556]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.35, 2.2, 2.2222222222222223]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.85655737704918, 1.8442622950819674, 1.263157894736842, 4.280701754385965]","[0, 0, 5.61849710982659, 1.5433526011560694, 1.2666666666666666, 1.226950354609929]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.125615763546798, 1.167487684729064, 5.04, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[1, 0, 6.766749379652605, 1.630272952853598, 1.626865671641791, 5.597222222222222]","[0, 1, 6.929203539823009, 1.752212389380531, 2.230769230769231, 0.6848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.955696202531645, 1.5, 2.6875, 0.9575757575757575]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
122,2018-09-11,20180911WOLG0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 5.023255813953488, 1.441860465116279, 3.75, 1.1025641025641026]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.33810888252149, 1.6160458452722064, 2.0930232558139537, 5.057971014492753]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.2510204081632654, 1.1877551020408164, 6.625, 6.805555555555556]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.5, 1.6428571428571428, 2.2]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[1, 0, 7.505791505791506, 1.7837837837837838, 1.2820512820512822, 4.316666666666666]","[0, 1, 5.61849710982659, 1.578034682080925, 1.1875, 1.2013888888888888]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.125615763546798, 1.167487684729064, 5.04, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[0, 0, 6.766749379652605, 1.630272952853598, 1.626865671641791, 5.597222222222222]","[0, 0, 6.929203539823009, 1.752212389380531, 2.230769230769231, 0.6848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.955696202531645, 1.5, 2.6875, 0.9575757575757575]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
123,2018-09-12,20180912WOLG0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 1, 5.1526717557251915, 1.4427480916030535, 3.75, 1.0916666666666666]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.33810888252149, 1.6160458452722064, 2.0930232558139537, 5.057971014492753]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.2510204081632654, 1.1877551020408164, 6.625, 6.805555555555556]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 1.6428571428571428, 2.2]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.505791505791506, 1.7837837837837838, 1.2820512820512822, 4.316666666666666]","[0, 0, 5.61849710982659, 1.578034682080925, 1.1875, 1.2013888888888888]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[1, 0, 3.056603773584906, 1.167452830188679, 4.814814814814815, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[0, 0, 6.766749379652605, 1.630272952853598, 1.626865671641791, 5.597222222222222]","[0, 1, 7.407079646017698, 1.7787610619469028, 2.230769230769231, 0.6726190476190476]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.833333333333333, 1.462962962962963, 2.75, 0.9642857142857143]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
124,2018-09-13,20180913LGSS0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 1, 5.113636363636363, 1.4318181818181819, 3.8333333333333335, 1.0731707317073171]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[1, 0, 5.489010989010989, 1.6236263736263736, 2.2045454545454546, 5.055555555555555]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.2510204081632654, 1.1877551020408164, 6.625, 6.805555555555556]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 1.6428571428571428, 2.2]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.505791505791506, 1.7837837837837838, 1.2820512820512822, 4.316666666666666]","[0, 0, 5.61849710982659, 1.578034682080925, 1.1875, 1.2013888888888888]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.056603773584906, 1.167452830188679, 4.814814814814815, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[0, 0, 6.766749379652605, 1.630272952853598, 1.626865671641791, 5.597222222222222]","[0, 1, 7.278260869565218, 1.7478260869565216, 2.3076923076923075, 0.672514619883041]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.745454545454545, 1.4727272727272727, 2.588235294117647, 0.9649122807017544]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
125,2018-09-14,20180914LGSS0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 5.113636363636363, 1.4318181818181819, 3.8333333333333335, 1.0731707317073171]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.489010989010989, 1.6236263736263736, 2.2045454545454546, 5.055555555555555]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 3.170254403131115, 1.1624266144814088, 7.041666666666667, 6.8133333333333335]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 1.6428571428571428, 2.2]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.505791505791506, 1.7837837837837838, 1.2820512820512822, 4.316666666666666]","[0, 1, 5.676136363636364, 1.5681818181818183, 1.25, 1.1972789115646258]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 1, 5.0, 1.6666666666666667, 1.0, 1.2857142857142858]","[0, 0, 3.056603773584906, 1.167452830188679, 4.814814814814815, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.799999999999999, 1.4333333333333333, 3.0, 0.967741935483871]","[0, 0, 6.766749379652605, 1.630272952853598, 1.626865671641791, 5.597222222222222]","[0, 0, 7.278260869565218, 1.7478260869565216, 2.3076923076923075, 0.672514619883041]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.4727272727272727, 2.588235294117647, 0.9649122807017544]","[0, 0, 4.333333333333333, 1.1111111111111112, 2.5, 1.35]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
126,2018-09-15,20180915LGHH0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 5.113636363636363, 1.4318181818181819, 3.8333333333333335, 1.0731707317073171]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.489010989010989, 1.6236263736263736, 2.2045454545454546, 5.055555555555555]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.170254403131115, 1.1624266144814088, 7.041666666666667, 6.8133333333333335]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 1.6428571428571428, 2.2]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.505791505791506, 1.7837837837837838, 1.2820512820512822, 4.316666666666666]","[0, 0, 5.676136363636364, 1.5681818181818183, 1.25, 1.1972789115646258]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 5.0, 1.6666666666666667, 1.0, 1.2857142857142858]","[0, 0, 3.056603773584906, 1.167452830188679, 4.814814814814815, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.097826086956522, 1.5978260869565217, 3.0, 0.9583333333333334]","[1, 0, 6.495283018867925, 1.5919811320754715, 1.6666666666666667, 5.653333333333333]","[0, 0, 7.278260869565218, 1.7478260869565216, 2.3076923076923075, 0.672514619883041]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.4727272727272727, 2.588235294117647, 0.9649122807017544]","[0, 1, 4.939024390243902, 1.1707317073170733, 2.5, 1.3015873015873016]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
127,2018-09-16,20180916LGHH0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 5.113636363636363, 1.4318181818181819, 3.8333333333333335, 1.0731707317073171]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.489010989010989, 1.6236263736263736, 2.2045454545454546, 5.055555555555555]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.170254403131115, 1.1624266144814088, 7.041666666666667, 6.8133333333333335]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.32, 1.9285714285714286, 2.272727272727273]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[1, 0, 7.291970802919709, 1.7627737226277373, 1.3658536585365855, 4.349206349206349]","[0, 1, 5.581005586592179, 1.5418994413407823, 1.28125, 1.1933333333333334]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 5.0, 1.6666666666666667, 1.0, 1.2857142857142858]","[0, 0, 3.056603773584906, 1.167452830188679, 4.814814814814815, 6.424242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.097826086956522, 1.5978260869565217, 3.0, 0.9583333333333334]","[0, 0, 6.495283018867925, 1.5919811320754715, 1.6666666666666667, 5.653333333333333]","[0, 0, 7.278260869565218, 1.7478260869565216, 2.3076923076923075, 0.672514619883041]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.4727272727272727, 2.588235294117647, 0.9649122807017544]","[0, 0, 4.939024390243902, 1.1707317073170733, 2.5, 1.3015873015873016]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
128,2018-09-18,20180918LTLG0,"[0, 0, 1.588235294117647, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 1, 5.2781954887218046, 1.4887218045112782, 3.6153846153846154, 1.0555555555555556]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.489010989010989, 1.6236263736263736, 2.2045454545454546, 5.055555555555555]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.170254403131115, 1.1624266144814088, 7.041666666666667, 6.8133333333333335]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.32, 1.9285714285714286, 2.272727272727273]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.291970802919709, 1.7627737226277373, 1.3658536585365855, 4.349206349206349]","[0, 1, 5.489010989010989, 1.5164835164835166, 1.28125, 1.1895424836601307]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 5.0, 1.6666666666666667, 1.0, 1.2857142857142858]","[1, 0, 3.0736607142857144, 1.1450892857142856, 4.857142857142857, 6.492753623188406]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.097826086956522, 1.5978260869565217, 3.0, 0.9583333333333334]","[0, 0, 6.495283018867925, 1.5919811320754715, 1.6666666666666667, 5.653333333333333]","[0, 1, 7.153846153846154, 1.7179487179487178, 2.4615384615384617, 0.6724137931034483]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.578947368421052, 1.456140350877193, 2.3684210526315788, 0.9827586206896551]","[0, 1, 5.08235294117647, 1.2, 2.5, 1.2878787878787878]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
129,2018-09-19,20180919LTLG0,"[0, 1, 1.125, 1.25, 2.25, 1.1428571428571428]","[0, 1, 5.161764705882352, 1.4558823529411764, 3.769230769230769, 1.054263565891473]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[1, 0, 5.513089005235602, 1.6099476439790577, 2.340909090909091, 5.093333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.170254403131115, 1.1624266144814088, 7.041666666666667, 6.8133333333333335]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.927710843373494, 1.2650602409638554, 1.8666666666666667, 2.305555555555556]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.291970802919709, 1.7627737226277373, 1.3658536585365855, 4.349206349206349]","[0, 0, 5.489010989010989, 1.5164835164835166, 1.28125, 1.1895424836601307]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 1, 4.5, 1.7, 1.0, 1.25]","[0, 0, 3.0736607142857144, 1.1450892857142856, 4.857142857142857, 6.492753623188406]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.810526315789474, 1.5789473684210527, 3.142857142857143, 0.9595959595959597]","[0, 0, 6.495283018867925, 1.5919811320754715, 1.6666666666666667, 5.653333333333333]","[0, 0, 7.153846153846154, 1.7179487179487178, 2.4615384615384617, 0.6724137931034483]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5523255813953485, 1.4651162790697674, 2.3684210526315788, 0.9717514124293786]","[0, 0, 5.08235294117647, 1.2, 2.5, 1.2878787878787878]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
130,2018-09-20,20180920OBLG0,"[0, 0, 1.125, 1.25, 2.25, 1.1428571428571428]","[0, 0, 5.161764705882352, 1.4558823529411764, 3.769230769230769, 1.054263565891473]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.513089005235602, 1.6099476439790577, 2.340909090909091, 5.093333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 3.31758034026465, 1.1739130434782608, 7.08, 6.782051282051283]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.2857142857142858, 2.0, 2.1538461538461537]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.291970802919709, 1.7627737226277373, 1.3658536585365855, 4.349206349206349]","[0, 1, 5.754098360655737, 1.5245901639344261, 1.28125, 1.1730769230769231]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 1, 3.9705882352941178, 1.7647058823529411, 0.8333333333333334, 1.2592592592592593]","[0, 0, 3.0736607142857144, 1.1450892857142856, 4.857142857142857, 6.492753623188406]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.810526315789474, 1.5789473684210527, 3.142857142857143, 0.9595959595959597]","[0, 0, 6.495283018867925, 1.5919811320754715, 1.6666666666666667, 5.653333333333333]","[0, 0, 7.153846153846154, 1.7179487179487178, 2.4615384615384617, 0.6724137931034483]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5523255813953485, 1.4651162790697674, 2.3684210526315788, 0.9717514124293786]","[0, 0, 5.08235294117647, 1.2, 2.5, 1.2878787878787878]","[0, 1, 0.0, 1.6363636363636365, 0.6666666666666666, 1.8333333333333333]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
131,2018-09-21,20180921OBLG0,"[0, 0, 1.125, 1.25, 2.25, 1.1428571428571428]","[0, 0, 5.161764705882352, 1.4558823529411764, 3.769230769230769, 1.054263565891473]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 13.5, 2.625, 1.25, 1.0666666666666667]","[0, 0, 5.513089005235602, 1.6099476439790577, 2.340909090909091, 5.093333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.0, 1.5, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.31758034026465, 1.1739130434782608, 7.08, 6.782051282051283]","[0, 0, 27.0, 4.8, 0.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.2857142857142858, 2.0, 2.1538461538461537]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.291970802919709, 1.7627737226277373, 1.3658536585365855, 4.349206349206349]","[0, 0, 5.754098360655737, 1.5245901639344261, 1.28125, 1.1730769230769231]","[0, 0, 7.59375, 2.15625, 0.5833333333333334, 3.5555555555555554]","[0, 0, 3.9705882352941178, 1.7647058823529411, 0.8333333333333334, 1.2592592592592593]","[0, 0, 3.0736607142857144, 1.1450892857142856, 4.857142857142857, 6.492753623188406]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.64, 1.5899999999999999, 3.2857142857142856, 0.9803921568627452]","[1, 0, 6.370786516853933, 1.5640449438202246, 1.647887323943662, 5.705128205128205]","[0, 0, 7.153846153846154, 1.7179487179487178, 2.4615384615384617, 0.6724137931034483]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5523255813953485, 1.4651162790697674, 2.3684210526315788, 0.9717514124293786]","[0, 1, 4.853932584269662, 1.247191011235955, 2.3333333333333335, 1.289855072463768]","[0, 1, 0.0, 1.2857142857142856, 1.0, 1.5555555555555556]","[0, 0, 4.56923076923077, 1.4769230769230768, 1.875, 1.3541666666666667]"
