,date,game_key,배민관,신정락,김지용,문광은,임찬규,이우찬,윤지웅,임정우,최성훈,소사,김태형,류제국,배재준,임지섭,김대현,고우석,손주영,김영준,윌슨,이강욱,성동현,이동현,차우찬,진해수,봉중근,정찬헌,최동환,전인환,여건욱
61,2018-06-06,20180606HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.75, 2.75, 1.3333333333333333]","[0, 0, 4.821428571428571, 1.1428571428571428, 6.25, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.027624309392265, 1.4917127071823204, 1.4814814814814814, 5.484848484848485]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.8837209302325582, 1.0, 5.714285714285714, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 1, 6.328125, 1.5, 1.75, 1.1851851851851851]","[1, 0, 2.076923076923077, 2.076923076923077, 0.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 2, 1.0]","[0, 0, 3.7611940298507465, 1.2985074626865671, 5.230769230769231, 6.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5600000000000005, 1.5, 2.25, 0.8333333333333334]","[0, 0, 5.808139534883721, 1.5, 1.8095238095238095, 5.733333333333333]","[0, 0, 9.0, 2.0, 1.4285714285714286, 0.6521739130434783]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.3928571428571428, 2.1, 1.037037037037037]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
62,2018-06-07,20180607HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.9230769230769225, 1.7692307692307692, 2.1666666666666665, 1.3]","[0, 0, 4.821428571428571, 1.1428571428571428, 6.25, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.027624309392265, 1.4917127071823204, 1.4814814814814814, 5.484848484848485]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.8837209302325582, 1.0, 5.714285714285714, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 6.328125, 1.5, 1.75, 1.1851851851851851]","[0, 0, 2.076923076923077, 2.076923076923077, 0.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 2, 1.0]","[0, 0, 3.7611940298507465, 1.2985074626865671, 5.230769230769231, 6.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.5, 2.25, 0.8333333333333334]","[1, 0, 5.288659793814433, 1.4226804123711339, 1.9565217391304348, 5.878787878787879]","[0, 1, 9.978260869565217, 2.152173913043478, 1.25, 0.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8255813953488373, 1.3604651162790697, 2.1, 1.023809523809524]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
63,2018-06-08,20180608LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.585365853658536, 1.7560975609756098, 2.3333333333333335, 1.2424242424242424]","[0, 1, 4.602272727272727, 1.125, 6.25, 1.011494252873563]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7611940298507465, 1.507462686567164, 1.7037037037037037, 5.583333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.8837209302325582, 1.0, 5.714285714285714, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 1, 5.785714285714286, 1.3714285714285714, 1.875, 1.2280701754385965]","[0, 0, 2.076923076923077, 2.076923076923077, 0.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 2, 1.0]","[0, 0, 3.7611940298507465, 1.2985074626865671, 5.230769230769231, 6.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.5, 2.25, 0.8333333333333334]","[0, 0, 5.288659793814433, 1.4226804123711339, 1.9565217391304348, 5.878787878787879]","[0, 0, 9.978260869565217, 2.152173913043478, 1.25, 0.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.730337078651685, 1.348314606741573, 2.3, 1.0229885057471264]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
64,2018-06-09,20180609LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.585365853658536, 1.7560975609756098, 2.3333333333333335, 1.2424242424242424]","[0, 0, 4.602272727272727, 1.125, 6.25, 1.011494252873563]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7611940298507465, 1.507462686567164, 1.7037037037037037, 5.583333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.8837209302325582, 1.0, 5.714285714285714, 7.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 1, 5.625, 1.375, 2.125, 1.2]","[0, 0, 2.076923076923077, 2.076923076923077, 0.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 2, 1.0]","[1, 0, 3.31578947368421, 1.1973684210526316, 5.571428571428571, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.5, 2.25, 0.8333333333333334]","[0, 0, 5.288659793814433, 1.4226804123711339, 1.9565217391304348, 5.878787878787879]","[0, 1, 9.76595744680851, 2.1063829787234045, 1.375, 0.6266666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.730337078651685, 1.348314606741573, 2.3, 1.0229885057471264]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
65,2018-06-10,20180610LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 7.071428571428572, 1.8571428571428572, 2.5, 1.1666666666666667]","[0, 0, 4.602272727272727, 1.125, 6.25, 1.011494252873563]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7611940298507465, 1.507462686567164, 1.7037037037037037, 5.583333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.7999999999999998, 0.0, 0.8333333333333334]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 1.9354838709677418, 0.978494623655914, 6.428571428571429, 7.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.625, 1.375, 2.125, 1.2]","[0, 0, 2.076923076923077, 2.076923076923077, 0.0, 4.333333333333333]","[0, 1, 0.0, 1.2857142857142856, 2, 0.7777777777777778]","[0, 0, 3.31578947368421, 1.1973684210526316, 5.571428571428571, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.5, 2.25, 0.8333333333333334]","[0, 0, 5.288659793814433, 1.4226804123711339, 1.9565217391304348, 5.878787878787879]","[0, 0, 9.76595744680851, 2.1063829787234045, 1.375, 0.6266666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.730337078651685, 1.348314606741573, 2.3, 1.0229885057471264]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
66,2018-06-12,20180612LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.906976744186046, 1.813953488372093, 2.6666666666666665, 1.1025641025641026]","[0, 0, 4.602272727272727, 1.125, 6.25, 1.011494252873563]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7611940298507465, 1.507462686567164, 1.7037037037037037, 5.583333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 9.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.9354838709677418, 0.978494623655914, 6.428571428571429, 7.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 1, 5.4, 1.32, 2.125, 1.1904761904761905]","[1, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 1, 0.0, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 3.31578947368421, 1.1973684210526316, 5.571428571428571, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.5599999999999998, 2.25, 0.7936507936507937]","[0, 0, 5.288659793814433, 1.4226804123711339, 1.9565217391304348, 5.878787878787879]","[0, 0, 9.76595744680851, 2.1063829787234045, 1.375, 0.6266666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.730337078651685, 1.348314606741573, 2.3, 1.0229885057471264]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
67,2018-06-13,20180613LGNC0,"[0, 1, 0, 0, 0, 0]","[0, 0, 6.906976744186046, 1.813953488372093, 2.6666666666666665, 1.1025641025641026]","[0, 1, 4.450549450549451, 1.120879120879121, 6.5, 1.011111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7611940298507465, 1.507462686567164, 1.7037037037037037, 5.583333333333333]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 9.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.9354838709677418, 0.978494623655914, 6.428571428571429, 7.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.4, 1.32, 2.125, 1.1904761904761905]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 3.31578947368421, 1.1973684210526316, 5.571428571428571, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.5599999999999998, 2.25, 0.7936507936507937]","[1, 0, 5.274418604651163, 1.4511627906976743, 2.0416666666666665, 5.972222222222222]","[0, 1, 9.180000000000001, 2.04, 1.5, 0.6410256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.730337078651685, 1.348314606741573, 2.3, 1.0229885057471264]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
68,2018-06-14,20180614LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.8936170212765955, 1.7872340425531916, 3.0, 1.119047619047619]","[0, 0, 4.450549450549451, 1.120879120879121, 6.5, 1.011111111111111]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.698630136986301, 1.4931506849315068, 1.7857142857142858, 5.615384615384615]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.9354838709677418, 0.978494623655914, 6.428571428571429, 7.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.4, 1.32, 2.125, 1.1904761904761905]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 3.31578947368421, 1.1973684210526316, 5.571428571428571, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.788461538461537, 1.5, 2.25, 0.7878787878787878]","[0, 0, 5.274418604651163, 1.4511627906976743, 2.0416666666666665, 5.972222222222222]","[0, 1, 8.826923076923077, 2.019230769230769, 1.75, 0.6419753086419753]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.641304347826087, 1.3043478260869565, 2.3, 1.0222222222222224]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
69,2018-06-15,20180615HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.7872340425531916, 3.0, 1.119047619047619]","[0, 0, 4.450549450549451, 1.120879120879121, 6.5, 1.011111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.698630136986301, 1.4931506849315068, 1.7857142857142858, 5.615384615384615]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 1.9354838709677418, 0.978494623655914, 6.428571428571429, 7.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.4, 1.32, 2.125, 1.1904761904761905]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2, 0.9166666666666666]","[1, 0, 3.036144578313253, 1.1686746987951808, 5.0625, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.5, 2.25, 0.7878787878787878]","[0, 0, 5.274418604651163, 1.4511627906976743, 2.0416666666666665, 5.972222222222222]","[0, 0, 8.826923076923077, 2.019230769230769, 1.75, 0.6419753086419753]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.557894736842105, 1.3263157894736841, 2.1818181818181817, 1.021505376344086]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
70,2018-06-16,20180616HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.7872340425531916, 3.0, 1.119047619047619]","[0, 1, 4.308510638297872, 1.148936170212766, 5.6, 1.010752688172043]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.698630136986301, 1.4931506849315068, 1.7857142857142858, 5.615384615384615]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 2.4545454545454546, 1.0404040404040404, 6.333333333333333, 7.071428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.4, 1.32, 2.125, 1.1904761904761905]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 3.036144578313253, 1.1686746987951808, 5.0625, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.5, 2.25, 0.7878787878787878]","[0, 0, 5.274418604651163, 1.4511627906976743, 2.0416666666666665, 5.972222222222222]","[0, 0, 8.826923076923077, 2.019230769230769, 1.75, 0.6419753086419753]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.557894736842105, 1.3263157894736841, 2.1818181818181817, 1.021505376344086]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
71,2018-06-17,20180617HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.7647058823529411, 3.5, 1.1333333333333333]","[0, 1, 4.175257731958763, 1.1443298969072164, 5.8, 1.0104166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.698630136986301, 1.4931506849315068, 1.7857142857142858, 5.615384615384615]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.4545454545454546, 1.0404040404040404, 6.333333333333333, 7.071428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 1, 5.204819277108434, 1.3373493975903614, 1.8181818181818181, 1.2575757575757576]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[1, 0, 0.0, 0.6428571428571428, 4, 0.9333333333333333]","[0, 0, 3.036144578313253, 1.1686746987951808, 5.0625, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.5, 2.25, 0.7878787878787878]","[0, 0, 5.274418604651163, 1.4511627906976743, 2.0416666666666665, 5.972222222222222]","[0, 1, 8.345454545454546, 1.9636363636363638, 2.0, 0.6547619047619048]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0306122448979593, 1.4081632653061225, 2.1818181818181817, 1.0208333333333333]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
72,2018-06-19,20180619LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.7647058823529411, 3.5, 1.1333333333333333]","[0, 1, 4.636363636363637, 1.2424242424242424, 4.142857142857143, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.698630136986301, 1.4931506849315068, 1.7857142857142858, 5.615384615384615]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.4545454545454546, 1.0404040404040404, 6.333333333333333, 7.071428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.204819277108434, 1.3373493975903614, 1.8181818181818181, 1.2575757575757576]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.6428571428571428, 4, 0.9333333333333333]","[0, 0, 3.036144578313253, 1.1686746987951808, 5.0625, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.5, 2.25, 0.7878787878787878]","[1, 0, 5.634782608695652, 1.4478260869565216, 2.1153846153846154, 5.897435897435898]","[0, 1, 8.526315789473683, 1.9473684210526316, 2.0, 0.6551724137931034]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0306122448979593, 1.4081632653061225, 2.1818181818181817, 1.0208333333333333]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
73,2018-06-20,20180620LGHH0,"[0, 1, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 6.352941176470588, 1.7647058823529411, 3.5, 1.1333333333333333]","[0, 0, 4.636363636363637, 1.2424242424242424, 4.142857142857143, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.778761061946903, 1.592920353982301, 1.7096774193548387, 5.3809523809523805]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.4545454545454546, 1.0404040404040404, 6.333333333333333, 7.071428571428571]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 1, 5.043956043956044, 1.3186813186813187, 1.75, 1.3188405797101448]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.6428571428571428, 4, 0.9333333333333333]","[0, 0, 3.036144578313253, 1.1686746987951808, 5.0625, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.982758620689656, 1.396551724137931, 2.5, 0.8405797101449275]","[0, 0, 5.634782608695652, 1.4478260869565216, 2.1153846153846154, 5.897435897435898]","[0, 0, 8.526315789473683, 1.9473684210526316, 2.0, 0.6551724137931034]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0306122448979593, 1.4081632653061225, 2.1818181818181817, 1.0208333333333333]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
74,2018-06-21,20180621LGHH0,"[0, 0, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 6.352941176470588, 1.7647058823529411, 3.5, 1.1333333333333333]","[0, 1, 4.5, 1.2058823529411764, 4.285714285714286, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.778761061946903, 1.592920353982301, 1.7096774193548387, 5.3809523809523805]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.4545454545454546, 1.0404040404040404, 6.333333333333333, 7.071428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.4625, 1.65, 4.848484848484849]","[0, 0, 5.043956043956044, 1.3186813186813187, 1.75, 1.3188405797101448]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 0.0, 0.6428571428571428, 4, 0.9333333333333333]","[1, 0, 2.868131868131868, 1.1318681318681318, 5.4375, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.982758620689656, 1.396551724137931, 2.5, 0.8405797101449275]","[0, 0, 5.634782608695652, 1.4478260869565216, 2.1153846153846154, 5.897435897435898]","[0, 0, 8.526315789473683, 1.9473684210526316, 2.0, 0.6551724137931034]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9117647058823533, 1.3529411764705883, 2.1818181818181817, 1.0303030303030303]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
