,date,game_key,박시영,이정담,김원중,정태승,홍성민,박진형,구승민,박세웅,양형진,이인복,최영환,조무근,차재용,레일리,임지유,윤성빈,듀브론트,이승헌,정성종,김도규,김동우,고효준,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,송승준,김대우,오현택,진명호
20,2018-04-20,20180420SKLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 2.142857142857143, 1.2857142857142858, 1.0370370370370372]","[0, 0, 5.0, 1.4444444444444444, 1.6666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.745762711864407, 1.11864406779661, 3.6, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.4285714285714286, 2.0, 5.25]","[0, 0, 9.679245283018867, 1.981132075471698, 0.8, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 2.0, 0.6666666666666666, 1.0]","[0, 0, 2.571428571428571, 0.5714285714285714, 1.3333333333333333, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 3, 1.0]","[0, 1, 7.9411764705882355, 1.4117647058823528, 2.5, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 1.5, 0.7142857142857143]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 3.2399999999999998, 0.84, 11.0, 1.1904761904761905]","[0, 1, 1.5428571428571427, 1.2, 2.142857142857143, 1.1666666666666665]"
21,2018-04-21,20180421SKLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 2.129032258064516, 1.375, 1.0333333333333334]","[0, 1, 4.764705882352941, 1.3235294117647058, 2.3333333333333335, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.745762711864407, 1.11864406779661, 3.6, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 2.0, 5.25]","[0, 0, 9.679245283018867, 1.981132075471698, 0.8, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 2.0, 0.6666666666666666, 1.0]","[0, 1, 2.793103448275862, 0.7241379310344828, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 0.42857142857142855, 3, 0.7777777777777778]","[0, 1, 6.428571428571428, 1.2857142857142858, 2.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 1.5, 0.7142857142857143]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.892857142857143, 0.8571428571428571, 12.0, 1.1666666666666667]","[0, 0, 1.5428571428571427, 1.2, 2.142857142857143, 1.1666666666666665]"
22,2018-04-22,20180422SKLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 2.129032258064516, 1.375, 1.0333333333333334]","[0, 1, 4.628571428571429, 1.2857142857142858, 2.3333333333333335, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.013513513513514, 1.2567567567567568, 3.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 2.0, 5.25]","[0, 0, 9.679245283018867, 1.981132075471698, 0.8, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 2.1, 0.75, 0.8333333333333334]","[0, 0, 2.793103448275862, 0.7241379310344828, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 3, 0.7777777777777778]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 1.0, 0.625]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.892857142857143, 0.8571428571428571, 12.0, 1.1666666666666667]","[0, 0, 1.5428571428571427, 1.2, 2.142857142857143, 1.1666666666666665]"
23,2018-04-24,20180424LTKT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.978260869565217, 2.217391304347826, 1.3076923076923077, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 2.129032258064516, 1.375, 1.0333333333333334]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.3333333333333335, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.2567567567567568, 3.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 2.0, 5.25]","[0, 0, 9.679245283018867, 1.981132075471698, 0.8, 4.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.25, 0.6666666666666666, 0.8]","[0, 1, 2.6129032258064515, 0.6774193548387096, 1.0, 0.7380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 3, 0.7777777777777778]","[0, 0, 6.428571428571428, 1.2857142857142858, 2.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 0.625]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.892857142857143, 0.8571428571428571, 12.0, 1.1666666666666667]","[0, 1, 2.076923076923077, 1.3076923076923077, 1.8888888888888888, 1.1818181818181819]"
24,2018-04-25,20180425LTKT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.217391304347826, 1.3076923076923077, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.967741935483871, 2.4193548387096775, 1.375, 0.9393939393939394]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.3333333333333335, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.2567567567567568, 3.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 2.0, 5.25]","[1, 0, 8.36619718309859, 2.0704225352112675, 0.9, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 0.6666666666666666, 0.8]","[0, 1, 3.75, 0.8333333333333334, 1.25, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 3, 0.7777777777777778]","[0, 1, 5.625, 1.375, 2.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 0.625]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.3823529411764706, 0.7058823529411764, 14.0, 1.2592592592592593]","[0, 1, 2.025, 1.275, 2.0, 1.1111111111111112]"
25,2018-04-26,20180426LTKT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.217391304347826, 1.3076923076923077, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.967741935483871, 2.4193548387096775, 1.375, 0.9393939393939394]","[0, 1, 3.8571428571428568, 1.3571428571428572, 1.875, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.2567567567567568, 3.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 8.36619718309859, 2.0704225352112675, 0.9, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 0.6666666666666666, 0.8]","[0, 0, 3.75, 0.8333333333333334, 1.25, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 3, 0.7777777777777778]","[0, 0, 5.625, 1.375, 2.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.875000000000001, 1.875, 0.8, 0.8888888888888888]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.3823529411764706, 0.7058823529411764, 14.0, 1.2592592592592593]","[0, 0, 2.025, 1.275, 2.0, 1.1111111111111112]"
26,2018-04-27,20180427HHLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.217391304347826, 1.3076923076923077, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8571428571428568, 1.3571428571428572, 1.875, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.2567567567567568, 3.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 8.36619718309859, 2.0704225352112675, 0.9, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 0.6666666666666666, 0.8]","[0, 0, 3.75, 0.8333333333333334, 1.25, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 1.090909090909091, 3.5, 1.8333333333333333]","[0, 1, 4.655172413793104, 1.2413793103448276, 2.75, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.875, 0.8, 0.8888888888888888]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 3.0, 0.75, 14.0, 1.2]","[0, 0, 2.025, 1.275, 2.0, 1.1111111111111112]"
27,2018-04-28,20180428HHLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.217391304347826, 1.3076923076923077, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8571428571428568, 1.3571428571428572, 1.875, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.53012048192771, 1.5180722891566265, 2.5454545454545454, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 8.36619718309859, 2.0704225352112675, 0.9, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.5, 0.9166666666666666, 1.25, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 3.5, 1.8333333333333333]","[0, 0, 4.655172413793104, 1.2413793103448276, 2.75, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.517241379310345, 1.5517241379310345, 1.0, 0.9666666666666666]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 3.0, 0.75, 14.0, 1.2]","[0, 1, 2.025, 1.5, 1.8, 1.0256410256410258]"
28,2018-04-29,20180429HHLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.28125, 1.96875, 1.6875, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8571428571428568, 1.3571428571428572, 1.875, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.53012048192771, 1.5180722891566265, 2.5454545454545454, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 8.36619718309859, 2.0704225352112675, 0.9, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.378378378378379, 0.8918918918918919, 1.5, 0.7254901960784315]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 3.5, 1.8333333333333333]","[0, 1, 4.21875, 1.3125, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.5517241379310345, 1.0, 0.9666666666666666]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.769230769230769, 0.6923076923076923, 17.0, 1.1818181818181819]","[0, 1, 1.8409090909090908, 1.5, 1.6363636363636365, 1.0476190476190477]"
29,2018-05-01,20180501HTLT0,"[0, 0, 9.45, 1.7999999999999998, 4.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.6875, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8571428571428568, 1.3571428571428572, 1.875, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.53012048192771, 1.5180722891566265, 2.5454545454545454, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[1, 0, 7.534883720930233, 1.9534883720930232, 1.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 4.378378378378379, 0.8918918918918919, 1.5, 0.7254901960784315]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 3.5, 1.8333333333333333]","[0, 0, 4.21875, 1.3125, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.5517241379310345, 1.0, 0.9666666666666666]","[0, 0, 5.4, 0.8999999999999999, 6.0, 1.1111111111111112]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 3.068181818181818, 0.75, 17.0, 1.222222222222222]","[0, 1, 1.6875, 1.4375, 1.5833333333333333, 1.0666666666666667]"
30,2018-05-02,20180502HTLT0,"[1, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.6875, 4.266666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.53012048192771, 1.5180722891566265, 2.5454545454545454, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 7.534883720930233, 1.9534883720930232, 1.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 4.263157894736842, 0.9473684210526316, 1.5, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 3.5, 1.8333333333333333]","[0, 0, 4.21875, 1.3125, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.096774193548387, 1.4516129032258063, 1.2, 0.9393939393939394]","[0, 1, 12.461538461538462, 1.6153846153846154, 2.0, 1.0833333333333333]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 3.068181818181818, 0.75, 17.0, 1.222222222222222]","[0, 0, 1.6875, 1.4375, 1.5833333333333333, 1.0666666666666667]"
31,2018-05-03,20180503HTLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.6875, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.6138613861386135, 1.4554455445544556, 2.5384615384615383, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 7.534883720930233, 1.9534883720930232, 1.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 4.263157894736842, 0.9473684210526316, 1.5, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 3.5, 1.8333333333333333]","[0, 1, 3.6486486486486487, 1.2162162162162162, 3.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.4516129032258063, 1.2, 0.9393939393939394]","[0, 0, 12.461538461538462, 1.6153846153846154, 2.0, 1.0833333333333333]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.872340425531915, 0.7659574468085106, 17.0, 1.205128205128205]","[0, 1, 1.588235294117647, 1.411764705882353, 1.4615384615384615, 1.0625]"
32,2018-05-04,20180504LTSK0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 1.6875, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.4468085106382977, 1.3404255319148937, 2.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6138613861386135, 1.4554455445544556, 2.5384615384615383, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.48, 1.8666666666666667, 5.0]","[0, 0, 7.534883720930233, 1.9534883720930232, 1.0, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 5.4, 1.125, 1.5, 0.7017543859649124]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 1.35, 1.125, 4.5, 2.666666666666667]","[0, 0, 3.6486486486486487, 1.2162162162162162, 3.25, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.5454545454545454, 1.2, 0.9166666666666666]","[0, 1, 9.947368421052632, 1.736842105263158, 1.75, 1.2666666666666666]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.872340425531915, 0.7659574468085106, 17.0, 1.205128205128205]","[0, 1, 1.5576923076923077, 1.4423076923076925, 1.4615384615384615, 1.0196078431372548]"
