,date,game_key,장민익,임진우,이현호,강동연,김정후,변진수,함덕주,박종기,한주성,윤수호,린드블럼,유재유,고봉재,이영하,김명신,최원준,박치국,김민규,박성모,배창현,신현수,정우석,곽빈,후랭코프,정철원,박신지,현도훈,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,성영훈,유희관,허준혁
114,2018-09-05,20180905HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.6199999999999999, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.3011363636363633, 1.3125, 2.3333333333333335, 1.1503267973856208]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.25, 1.75, 1.1666666666666667, 1.7142857142857142]","[0, 0, 2.789010989010989, 1.0681318681318681, 4.294117647058823, 6.594202898550725]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.307377049180328, 1.6352459016393444, 1.8571428571428572, 2.4646464646464645]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 3, 1.4444444444444444]","[0, 0, 3.609625668449198, 1.4117647058823528, 3.933333333333333, 1.056497175141243]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.9530386740331487, 1.1767955801104972, 2.1914893617021276, 5.246376811594203]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 1.090909090909091, 4.0, 1.8333333333333333]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.762295081967213, 1.5, 1.4210526315789473, 0.9682539682539681]","[0, 1, 10.475409836065573, 1.9508196721311475, 1.3793103448275863, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.736842105263158, 1.4166666666666667, 0.7450980392156863]","[0, 0, 3.70926517571885, 1.293929712460064, 2.4285714285714284, 5.796296296296296]","[0, 0, 5.466257668711656, 1.4539877300613497, 3.0, 1.044871794871795]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.241721854304635, 1.7781456953642383, 2.2142857142857144, 4.575757575757576]","[0, 0, 0, 0, 0, 0]"
115,2018-09-06,20180906OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.6199999999999999, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.3011363636363633, 1.3125, 2.3333333333333335, 1.1503267973856208]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.25, 1.75, 1.1666666666666667, 1.7142857142857142]","[0, 0, 2.789010989010989, 1.0681318681318681, 4.294117647058823, 6.594202898550725]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.307377049180328, 1.6352459016393444, 1.8571428571428572, 2.4646464646464645]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 3, 1.4444444444444444]","[0, 1, 3.7540106951871657, 1.4117647058823528, 3.933333333333333, 1.038888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[1, 0, 3.836842105263158, 1.1526315789473685, 2.234042553191489, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.090909090909091, 4.0, 1.8333333333333333]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.951219512195122, 1.5121951219512195, 1.35, 0.9534883720930233]","[0, 1, 10.251336898395722, 1.9251336898395721, 1.4137931034482758, 3.8958333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.736842105263158, 1.4166666666666667, 0.7450980392156863]","[0, 0, 3.70926517571885, 1.293929712460064, 2.4285714285714284, 5.796296296296296]","[0, 0, 5.466257668711656, 1.4539877300613497, 3.0, 1.044871794871795]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.241721854304635, 1.7781456953642383, 2.2142857142857144, 4.575757575757576]","[0, 0, 0, 0, 0, 0]"
116,2018-09-07,20180907OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.6199999999999999, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.7613636363636367, 1.3636363636363638, 2.2580645161290325, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.25, 1.75, 1.1666666666666667, 1.7142857142857142]","[0, 0, 2.789010989010989, 1.0681318681318681, 4.294117647058823, 6.594202898550725]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.307377049180328, 1.6352459016393444, 1.8571428571428572, 2.4646464646464645]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 3, 1.4444444444444444]","[0, 1, 3.714285714285714, 1.4126984126984128, 3.933333333333333, 1.0327868852459017]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.836842105263158, 1.1526315789473685, 2.234042553191489, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.090909090909091, 4.0, 1.8333333333333333]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.796875, 1.453125, 1.4, 0.9696969696969696]","[0, 0, 10.251336898395722, 1.9251336898395721, 1.4137931034482758, 3.8958333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.736842105263158, 1.4166666666666667, 0.7450980392156863]","[1, 0, 3.70926517571885, 1.3130990415335464, 2.3448275862068964, 5.491228070175438]","[0, 0, 5.466257668711656, 1.4539877300613497, 3.0, 1.044871794871795]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.241721854304635, 1.7781456953642383, 2.2142857142857144, 4.575757575757576]","[0, 0, 0, 0, 0, 0]"
117,2018-09-08,20180908OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.6199999999999999, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.7150837988826817, 1.340782122905028, 2.2580645161290325, 1.1257861635220126]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.25, 1.75, 1.1666666666666667, 1.7142857142857142]","[0, 0, 2.789010989010989, 1.0681318681318681, 4.294117647058823, 6.594202898550725]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.1269230769230765, 1.65, 1.794871794871795, 2.5490196078431375]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 3, 1.4444444444444444]","[0, 0, 3.714285714285714, 1.4126984126984128, 3.933333333333333, 1.0327868852459017]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.836842105263158, 1.1526315789473685, 2.234042553191489, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.090909090909091, 4.0, 1.8333333333333333]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.796875, 1.453125, 1.4, 0.9696969696969696]","[0, 0, 10.251336898395722, 1.9251336898395721, 1.4137931034482758, 3.8958333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.736842105263158, 1.4166666666666667, 0.7450980392156863]","[0, 0, 3.70926517571885, 1.3130990415335464, 2.3448275862068964, 5.491228070175438]","[0, 1, 5.7975460122699385, 1.4907975460122698, 2.7142857142857144, 1.0251572327044025]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.241721854304635, 1.7781456953642383, 2.2142857142857144, 4.575757575757576]","[0, 0, 0, 0, 0, 0]"
118,2018-09-09,20180909OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.6199999999999999, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.7150837988826817, 1.340782122905028, 2.2580645161290325, 1.1257861635220126]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 1, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[1, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1269230769230765, 1.65, 1.794871794871795, 2.5490196078431375]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 0, 3.714285714285714, 1.4126984126984128, 3.933333333333333, 1.0327868852459017]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.836842105263158, 1.1526315789473685, 2.234042553191489, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 0.9230769230769231, 4.0, 1.7333333333333332]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.796875, 1.453125, 1.4, 0.9696969696969696]","[0, 0, 10.251336898395722, 1.9251336898395721, 1.4137931034482758, 3.8958333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.417721518987342, 1.7088607594936709, 1.3076923076923077, 0.7523809523809524]","[0, 0, 3.70926517571885, 1.3130990415335464, 2.3448275862068964, 5.491228070175438]","[0, 1, 5.69277108433735, 1.5, 2.590909090909091, 1.0246913580246915]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.241721854304635, 1.7781456953642383, 2.2142857142857144, 4.575757575757576]","[0, 0, 0, 0, 0, 0]"
119,2018-09-11,20180911OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.269230769230769, 1.6730769230769231, 2.142857142857143, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.7150837988826817, 1.340782122905028, 2.2580645161290325, 1.1257861635220126]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[0, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1269230769230765, 1.65, 1.794871794871795, 2.5490196078431375]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 0, 3.714285714285714, 1.4126984126984128, 3.933333333333333, 1.0327868852459017]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.836842105263158, 1.1526315789473685, 2.234042553191489, 5.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.0, 3.3333333333333335, 1.6666666666666667]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.796875, 1.453125, 1.4, 0.9696969696969696]","[0, 0, 10.251336898395722, 1.9251336898395721, 1.4137931034482758, 3.8958333333333335]","[0, 1, 81.0, 10.0, 0.3333333333333333, 1.0]","[0, 0, 3.417721518987342, 1.7088607594936709, 1.3076923076923077, 0.7523809523809524]","[0, 0, 3.70926517571885, 1.3130990415335464, 2.3448275862068964, 5.491228070175438]","[0, 0, 5.69277108433735, 1.5, 2.590909090909091, 1.0246913580246915]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.897196261682242, 1.7383177570093458, 2.206896551724138, 4.6521739130434785]","[0, 0, 0, 0, 0, 0]"
120,2018-09-12,20180912OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.6730769230769231, 2.142857142857143, 1.5757575757575757]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.7150837988826817, 1.340782122905028, 2.2580645161290325, 1.1257861635220126]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[0, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1269230769230765, 1.65, 1.794871794871795, 2.5490196078431375]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 1, 3.6562499999999996, 1.40625, 3.933333333333333, 1.032258064516129]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[1, 0, 3.798994974874372, 1.1457286432160805, 2.404255319148936, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 3.3333333333333335, 1.6666666666666667]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.7099236641221376, 1.4427480916030535, 1.45, 0.9703703703703703]","[0, 0, 10.251336898395722, 1.9251336898395721, 1.4137931034482758, 3.8958333333333335]","[0, 0, 81.0, 10.0, 0.3333333333333333, 1.0]","[0, 0, 3.417721518987342, 1.7088607594936709, 1.3076923076923077, 0.7523809523809524]","[0, 0, 3.70926517571885, 1.3130990415335464, 2.3448275862068964, 5.491228070175438]","[0, 1, 5.7514792899408285, 1.5088757396449703, 2.6363636363636362, 1.0242424242424242]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.897196261682242, 1.7383177570093458, 2.206896551724138, 4.6521739130434785]","[0, 0, 0, 0, 0, 0]"
121,2018-09-13,20180913KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.6730769230769231, 2.142857142857143, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.641304347826087, 1.3369565217391304, 2.25, 1.1358024691358024]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[0, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1269230769230765, 1.65, 1.794871794871795, 2.5490196078431375]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 1, 3.6373056994818653, 1.4145077720207255, 3.933333333333333, 1.0211640211640212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.798994974874372, 1.1457286432160805, 2.404255319148936, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 3.3333333333333335, 1.6666666666666667]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.7099236641221376, 1.4427480916030535, 1.45, 0.9703703703703703]","[0, 1, 10.142857142857142, 1.9047619047619047, 1.4482758620689655, 3.7058823529411766]","[0, 0, 81.0, 10.0, 0.3333333333333333, 1.0]","[0, 0, 3.417721518987342, 1.7088607594936709, 1.3076923076923077, 0.7523809523809524]","[1, 0, 3.6706948640483383, 1.3232628398791542, 2.3548387096774195, 5.516666666666667]","[0, 0, 5.7514792899408285, 1.5088757396449703, 2.6363636363636362, 1.0242424242424242]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.897196261682242, 1.7383177570093458, 2.206896551724138, 4.6521739130434785]","[0, 0, 0, 0, 0, 0]"
122,2018-09-14,20180914KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.6730769230769231, 2.142857142857143, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.641304347826087, 1.3369565217391304, 2.25, 1.1358024691358024]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[0, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.709677419354839, 1.6021505376344085, 1.7380952380952381, 2.657142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 0, 3.6373056994818653, 1.4145077720207255, 3.933333333333333, 1.0211640211640212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.798994974874372, 1.1457286432160805, 2.404255319148936, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5428571428571427, 1.0285714285714287, 2.75, 1.6666666666666665]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.626865671641791, 1.4328358208955225, 1.45, 0.9710144927536232]","[0, 0, 10.142857142857142, 1.9047619047619047, 1.4482758620689655, 3.7058823529411766]","[0, 0, 81.0, 10.0, 0.3333333333333333, 1.0]","[0, 0, 3.417721518987342, 1.7088607594936709, 1.3076923076923077, 0.7523809523809524]","[0, 0, 3.6706948640483383, 1.3232628398791542, 2.3548387096774195, 5.516666666666667]","[0, 0, 5.7514792899408285, 1.5088757396449703, 2.6363636363636362, 1.0242424242424242]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.897196261682242, 1.7383177570093458, 2.206896551724138, 4.6521739130434785]","[0, 0, 0, 0, 0, 0]"
123,2018-09-15,20180915NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.6730769230769231, 2.142857142857143, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.641304347826087, 1.3369565217391304, 2.25, 1.1358024691358024]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[0, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.709677419354839, 1.6021505376344085, 1.7380952380952381, 2.657142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 0, 3.6373056994818653, 1.4145077720207255, 3.933333333333333, 1.0211640211640212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.798994974874372, 1.1457286432160805, 2.404255319148936, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5428571428571427, 1.0285714285714287, 2.75, 1.6666666666666665]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.626865671641791, 1.4328358208955225, 1.45, 0.9710144927536232]","[0, 0, 10.142857142857142, 1.9047619047619047, 1.4482758620689655, 3.7058823529411766]","[0, 1, 40.5, 5.0, 0.3333333333333333, 1.0]","[0, 1, 3.333333333333333, 1.6666666666666667, 1.3846153846153846, 0.75]","[0, 0, 3.6706948640483383, 1.3232628398791542, 2.3548387096774195, 5.516666666666667]","[0, 1, 6.0, 1.5263157894736843, 2.6363636363636362, 1.0178571428571428]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.897196261682242, 1.7383177570093458, 2.206896551724138, 4.6521739130434785]","[1, 0, 0, 0, 0, 0]"
124,2018-09-16,20180916NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.6730769230769231, 2.142857142857143, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.598930481283422, 1.3315508021390374, 2.212121212121212, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 0.5]","[0, 0, 11.368421052631579, 1.8947368421052633, 1.0, 1.5833333333333333]","[0, 0, 2.722689075630252, 1.0399159663865547, 4.382352941176471, 6.611111111111111]","[0, 0, 6.75, 2.0, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.709677419354839, 1.6021505376344085, 1.7380952380952381, 2.657142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 1.8947368421052633, 4, 1.5833333333333333]","[0, 1, 3.5816326530612246, 1.392857142857143, 3.933333333333333, 1.0208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.798994974874372, 1.1457286432160805, 2.404255319148936, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5428571428571427, 1.0285714285714287, 2.75, 1.6666666666666665]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.471428571428571, 1.392857142857143, 1.5, 0.9929078014184397]","[0, 1, 9.984375, 1.890625, 1.4, 3.5555555555555554]","[0, 0, 40.5, 5.0, 0.3333333333333333, 1.0]","[0, 0, 3.333333333333333, 1.6666666666666667, 1.3846153846153846, 0.75]","[0, 0, 3.6706948640483383, 1.3232628398791542, 2.3548387096774195, 5.516666666666667]","[0, 0, 6.0, 1.5263157894736843, 2.6363636363636362, 1.0178571428571428]","[0, 0, 1.975609756097561, 1.5365853658536586, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.89020771513353, 1.70919881305638, 2.2666666666666666, 4.680555555555555]","[0, 0, 0, 0, 0, 0]"
