,date,game_key,이재학,김건태,노성호,이민호,이형범,최금강,윤강민,장현식,박진우,심규범,배재환,류재인,구창모,이우석,최성영,정수민,김영규,김재균,김시훈,왕웨이중,베렛,공수빈,김진성,원종현,유원상,임창민,민태호,강윤구
55,2018-05-31,20180531NCHH0,"[0, 0, 4.280487804878049, 1.225609756097561, 4.777777777777778, 5.466666666666667]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.230769230769231, 1.5576923076923077, 2.6666666666666665, 1.3333333333333333]","[0, 0, 4.959183673469388, 1.3469387755102042, 3.5, 1.0208333333333333]","[0, 0, 8.1, 2.25, 0.3333333333333333, 1.3333333333333335]","[0, 0, 7.9772727272727275, 2.0454545454545454, 0.8333333333333334, 2.0952380952380953]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 6.75, 2.25, 0.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.6666666666666667, 1.5333333333333334, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.5909090909090908, 2.1666666666666665, 3.3846153846153846]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.2461538461538462, 3.0, 3.0952380952380953]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.3035714285714286, 2.642857142857143, 6.222222222222222]","[0, 0, 6.048, 1.6800000000000002, 1.8421052631578947, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 4.949999999999999, 1.55, 1.4444444444444444, 1.0526315789473684]","[0, 0, 7.534883720930233, 1.744186046511628, 1.8, 1.1466666666666667]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.0, 4.333333333333333, 0.48]"
56,2018-06-01,20180601SSNC0,"[1, 0, 3.8571428571428568, 1.2032967032967032, 4.9, 5.515151515151515]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.230769230769231, 1.5576923076923077, 2.6666666666666665, 1.3333333333333333]","[0, 0, 4.959183673469388, 1.3469387755102042, 3.5, 1.0208333333333333]","[0, 0, 8.1, 2.25, 0.3333333333333333, 1.3333333333333335]","[0, 1, 7.7142857142857135, 2.010989010989011, 0.7894736842105263, 2.022222222222222]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 7.7142857142857135, 1.7142857142857142, 0.6666666666666666, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.6666666666666667, 1.5333333333333334, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.5909090909090908, 2.1666666666666665, 3.3846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2461538461538462, 3.0, 3.0952380952380953]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.3035714285714286, 2.642857142857143, 6.222222222222222]","[0, 0, 6.048, 1.6800000000000002, 1.8421052631578947, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 0, 4.949999999999999, 1.55, 1.4444444444444444, 1.0526315789473684]","[0, 0, 7.534883720930233, 1.744186046511628, 1.8, 1.1466666666666667]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.0, 4.333333333333333, 0.48]"
57,2018-06-02,20180602SSNC0,"[0, 0, 3.8571428571428568, 1.2032967032967032, 4.9, 5.515151515151515]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.230769230769231, 1.5576923076923077, 2.6666666666666665, 1.3333333333333333]","[0, 1, 5.294117647058823, 1.411764705882353, 3.75, 1.0]","[0, 0, 8.1, 2.25, 0.3333333333333333, 1.3333333333333335]","[0, 0, 7.7142857142857135, 2.010989010989011, 0.7894736842105263, 2.022222222222222]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 7.7142857142857135, 1.7142857142857142, 0.6666666666666666, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.6666666666666667, 1.5333333333333334, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.591836734693877, 1.6122448979591837, 2.2777777777777777, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2461538461538462, 3.0, 3.0952380952380953]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.3035714285714286, 2.642857142857143, 6.222222222222222]","[0, 0, 6.048, 1.6800000000000002, 1.8421052631578947, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 0, 4.949999999999999, 1.55, 1.4444444444444444, 1.0526315789473684]","[0, 1, 7.280898876404494, 1.7528089887640448, 1.7272727272727273, 1.141025641025641]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.1666666666666667, 3.25, 0.46153846153846156]"
58,2018-06-03,20180603SSNC0,"[0, 0, 3.8571428571428568, 1.2032967032967032, 4.9, 5.515151515151515]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[1, 0, 6.328125, 1.640625, 1.7857142857142858, 1.5238095238095237]","[0, 0, 5.294117647058823, 1.411764705882353, 3.75, 1.0]","[0, 1, 5.4, 2.0571428571428574, 0.8, 1.9444444444444444]","[0, 0, 7.7142857142857135, 2.010989010989011, 0.7894736842105263, 2.022222222222222]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 7.7142857142857135, 1.7142857142857142, 0.6666666666666666, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.417721518987342, 1.5569620253164558, 1.625, 1.144927536231884]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.591836734693877, 1.6122448979591837, 2.2777777777777777, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2461538461538462, 3.0, 3.0952380952380953]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.3035714285714286, 2.642857142857143, 6.222222222222222]","[0, 0, 6.048, 1.6800000000000002, 1.8421052631578947, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 4.56923076923077, 1.5692307692307692, 1.5555555555555556, 1.0833333333333335]","[0, 1, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.5675675675675675, 1.135135135135135, 3.25, 0.45679012345679015]"
59,2018-06-05,20180605LTNC0,"[0, 0, 3.8571428571428568, 1.2032967032967032, 4.9, 5.515151515151515]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.328125, 1.640625, 1.7857142857142858, 1.5238095238095237]","[0, 0, 5.294117647058823, 1.411764705882353, 3.75, 1.0]","[0, 0, 5.4, 2.0571428571428574, 0.8, 1.9444444444444444]","[0, 1, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 4.263157894736842, 1.2631578947368423, 0.75, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.417721518987342, 1.5569620253164558, 1.625, 1.144927536231884]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.591836734693877, 1.6122448979591837, 2.2777777777777777, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2461538461538462, 3.0, 3.0952380952380953]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8983050847457625, 1.3898305084745763, 2.6, 5.9]","[0, 0, 6.048, 1.6800000000000002, 1.8421052631578947, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 0, 4.56923076923077, 1.5692307692307692, 1.5555555555555556, 1.0833333333333335]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.135135135135135, 3.25, 0.45679012345679015]"
60,2018-06-06,20180606LTNC0,"[0, 0, 3.8571428571428568, 1.2032967032967032, 4.9, 5.515151515151515]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 1, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 1, 4.576271186440678, 1.3220338983050848, 3.75, 1.0925925925925926]","[0, 0, 5.4, 2.0571428571428574, 0.8, 1.9444444444444444]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 4.263157894736842, 1.2631578947368423, 0.75, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.417721518987342, 1.5569620253164558, 1.625, 1.144927536231884]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.591836734693877, 1.6122448979591837, 2.2777777777777777, 3.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.207792207792208, 1.2077922077922076, 2.875, 3.2083333333333335]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.3898305084745763, 2.6, 5.9]","[0, 0, 6.048, 1.6800000000000002, 1.8421052631578947, 5.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 6.545454545454546, 1.7727272727272727, 1.5555555555555556, 1.0476190476190477]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.0, 3.75, 0.5]"
61,2018-06-07,20180607LTNC0,"[0, 0, 3.8571428571428568, 1.2032967032967032, 4.9, 5.515151515151515]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 1, 4.354838709677419, 1.2580645161290323, 3.75, 1.087719298245614]","[0, 0, 5.4, 2.0571428571428574, 0.8, 1.9444444444444444]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 3.375, 1.25, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.253012048192771, 1.5542168674698795, 1.5555555555555556, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.591836734693877, 1.6122448979591837, 2.2777777777777777, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.2077922077922076, 2.875, 3.2083333333333335]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.3898305084745763, 2.6, 5.9]","[1, 0, 6.488372093023256, 1.744186046511628, 1.894736842105263, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 6.447761194029851, 1.8805970149253732, 1.2727272727272727, 1.0151515151515151]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.2391304347826086, 3.2, 0.5287356321839081]"
62,2018-06-08,20180608NCOB0,"[1, 0, 4.175257731958763, 1.2216494845360824, 4.333333333333333, 5.388888888888889]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 0, 4.354838709677419, 1.2580645161290323, 3.75, 1.087719298245614]","[0, 1, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 3.375, 1.25, 1.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.253012048192771, 1.5542168674698795, 1.5555555555555556, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.591836734693877, 1.6122448979591837, 2.2777777777777777, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.2077922077922076, 2.875, 3.2083333333333335]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.3898305084745763, 2.6, 5.9]","[0, 0, 6.488372093023256, 1.744186046511628, 1.894736842105263, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 0, 6.447761194029851, 1.8805970149253732, 1.2727272727272727, 1.0151515151515151]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 0.5111111111111112]"
63,2018-06-09,20180609NCOB0,"[0, 0, 4.175257731958763, 1.2216494845360824, 4.333333333333333, 5.388888888888889]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 0, 4.354838709677419, 1.2580645161290323, 3.75, 1.087719298245614]","[0, 0, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 3.2399999999999998, 1.2, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.253012048192771, 1.5542168674698795, 1.5555555555555556, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.969325153374233, 1.6012269938650305, 2.4444444444444446, 3.6222222222222222]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.2077922077922076, 2.875, 3.2083333333333335]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8983050847457625, 1.3898305084745763, 2.6, 5.9]","[0, 0, 6.488372093023256, 1.744186046511628, 1.894736842105263, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 6.0, 1.875, 1.4545454545454546, 1.0434782608695652]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 0.5111111111111112]"
64,2018-06-10,20180610NCOB0,"[0, 0, 4.175257731958763, 1.2216494845360824, 4.333333333333333, 5.388888888888889]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 1, 4.153846153846154, 1.2, 4.0, 1.0833333333333335]","[0, 0, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 3.2399999999999998, 1.2, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.494117647058824, 1.6588235294117648, 1.45, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.969325153374233, 1.6012269938650305, 2.4444444444444446, 3.6222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.2077922077922076, 2.875, 3.2083333333333335]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6562499999999996, 1.421875, 2.2777777777777777, 5.818181818181818]","[0, 0, 6.488372093023256, 1.744186046511628, 1.894736842105263, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 0, 6.0, 1.875, 1.4545454545454546, 1.0434782608695652]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 0.5111111111111112]"
65,2018-06-12,20180612LGNC0,"[0, 0, 4.175257731958763, 1.2216494845360824, 4.333333333333333, 5.388888888888889]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 0, 4.153846153846154, 1.2, 4.0, 1.0833333333333335]","[0, 0, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 5.1923076923076925, 1.6153846153846154, 1.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.6022727272727273, 1.45, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.969325153374233, 1.6012269938650305, 2.4444444444444446, 3.6222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6562499999999996, 1.421875, 2.2777777777777777, 5.818181818181818]","[0, 0, 6.488372093023256, 1.744186046511628, 1.894736842105263, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 5.884615384615385, 1.8076923076923077, 1.4166666666666667, 1.0833333333333333]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 0.5111111111111112]"
66,2018-06-13,20180613LGNC0,"[0, 0, 4.175257731958763, 1.2216494845360824, 4.333333333333333, 5.388888888888889]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 1, 4.029850746268656, 1.2985074626865671, 3.2, 1.0634920634920635]","[0, 0, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 0, 7.468085106382979, 1.946808510638298, 0.8421052631578947, 1.9583333333333333]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 5.1923076923076925, 1.6153846153846154, 1.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.6022727272727273, 1.45, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.969325153374233, 1.6012269938650305, 2.4444444444444446, 3.6222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6562499999999996, 1.421875, 2.2777777777777777, 5.818181818181818]","[1, 0, 6.3310344827586205, 1.6965517241379309, 2.05, 4.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 5.666666666666666, 1.7777777777777777, 1.4166666666666667, 1.08]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.3043478260869565, 2.6666666666666665, 0.5111111111111112]"
67,2018-06-14,20180614LGNC0,"[1, 0, 4.25, 1.2083333333333333, 3.7857142857142856, 5.538461538461538]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 1, 3.8571428571428568, 1.2857142857142858, 2.8333333333333335, 1.0606060606060606]","[0, 0, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 1, 8.287128712871286, 1.9603960396039606, 0.8947368421052632, 1.980392156862745]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 5.1923076923076925, 1.6153846153846154, 1.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5604395604395607, 1.6483516483516485, 1.3181818181818181, 1.1234567901234567]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.969325153374233, 1.6012269938650305, 2.4444444444444446, 3.6222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6562499999999996, 1.421875, 2.2777777777777777, 5.818181818181818]","[0, 0, 6.3310344827586205, 1.6965517241379309, 2.05, 4.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 1, 5.464285714285714, 1.75, 1.4166666666666667, 1.0769230769230769]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.217391304347826, 1.5, 2.6666666666666665, 0.4946236559139785]"
68,2018-06-15,20180615KTNC0,"[0, 0, 4.25, 1.2083333333333333, 3.7857142857142856, 5.538461538461538]","[0, 0, 5.890909090909091, 1.581818181818182, 2.8, 2.619047619047619]","[0, 0, 6.954545454545454, 1.8181818181818181, 1.4444444444444444, 1.4666666666666666]","[0, 1, 3.698630136986301, 1.2328767123287672, 3.3333333333333335, 1.0579710144927537]","[0, 0, 3.9375000000000004, 1.6875, 1.1666666666666667, 2.2857142857142856]","[0, 0, 8.287128712871286, 1.9603960396039606, 0.8947368421052632, 1.980392156862745]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 0, 5.1923076923076925, 1.6153846153846154, 1.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5604395604395607, 1.6483516483516485, 1.3181818181818181, 1.1234567901234567]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.525139664804469, 1.5083798882681565, 2.526315789473684, 3.7291666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6562499999999996, 1.421875, 2.2777777777777777, 5.818181818181818]","[0, 0, 6.3310344827586205, 1.6965517241379309, 2.05, 4.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7, 1.2, 0.7692307692307693]","[0, 0, 5.464285714285714, 1.75, 1.4166666666666667, 1.0769230769230769]","[0, 0, 7.417582417582418, 1.7802197802197803, 1.7272727272727273, 1.1234567901234567]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 1, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.5, 2.6666666666666665, 0.4946236559139785]"
