,date,game_key,이재학,김건태,노성호,이민호,이형범,최금강,윤강민,장현식,박진우,심규범,배재환,류재인,구창모,이우석,최성영,정수민,김영규,김재균,김시훈,왕웨이중,베렛,공수빈,김진성,원종현,유원상,임창민,민태호,강윤구
119,2018-09-07,20180907NCLG0,"[0, 0, 4.043147208121828, 1.2258883248730963, 3.28125, 5.472222222222222]","[0, 0, 4.537815126050421, 1.46218487394958, 1.9285714285714286, 2.4791666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 4.0, 1.3333333333333333, 2.4375, 1.0465116279069768]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.150769230769231, 1.56, 2.0, 3.869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.657534246575342, 1.4178082191780823, 2.6470588235294117, 2.8627450980392157]","[0, 0, 6.9750000000000005, 1.85, 1.25, 3.076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.04140127388535, 1.4235668789808917, 2.2, 5.814814814814815]","[0, 0, 5.336283185840708, 1.5221238938053097, 2.5, 5.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.150943396226415, 1.7547169811320753, 1.8, 0.9298245614035089]","[0, 0, 4.666666666666666, 1.462962962962963, 1.6666666666666667, 1.125]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 1, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.311475409836065, 1.3032786885245902, 2.6666666666666665, 0.7261904761904762]"
120,2018-09-08,20180908LTNC0,"[0, 0, 4.043147208121828, 1.2258883248730963, 3.28125, 5.472222222222222]","[1, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.9130434782608696, 1.3695652173913044, 2.2222222222222223, 1.0454545454545454]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.150769230769231, 1.56, 2.0, 3.869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.657534246575342, 1.4178082191780823, 2.6470588235294117, 2.8627450980392157]","[0, 0, 6.9750000000000005, 1.85, 1.25, 3.076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.04140127388535, 1.4235668789808917, 2.2, 5.814814814814815]","[0, 0, 5.336283185840708, 1.5221238938053097, 2.5, 5.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.150943396226415, 1.7547169811320753, 1.8, 0.9298245614035089]","[0, 1, 4.774390243902439, 1.5, 1.6666666666666667, 1.1156462585034013]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 1, 5.357142857142857, 1.2857142857142858, 2.7222222222222223, 0.7368421052631579]"
121,2018-09-09,20180909LTNC0,"[0, 0, 4.043147208121828, 1.2258883248730963, 3.28125, 5.472222222222222]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.9130434782608696, 1.3695652173913044, 2.2222222222222223, 1.0454545454545454]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.150769230769231, 1.56, 2.0, 3.869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.523489932885906, 1.4093959731543624, 2.823529411764706, 2.759259259259259]","[0, 1, 6.3893129770992365, 1.7633587786259544, 1.1923076923076923, 3.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.04140127388535, 1.4235668789808917, 2.2, 5.814814814814815]","[1, 0, 5.067226890756302, 1.504201680672269, 2.511111111111111, 5.409090909090909]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.955357142857143, 1.7142857142857142, 1.8666666666666667, 0.9572649572649573]","[0, 0, 4.774390243902439, 1.5, 1.6666666666666667, 1.1156462585034013]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.357142857142857, 1.2857142857142858, 2.7222222222222223, 0.7368421052631579]"
122,2018-09-11,20180911HTNC0,"[1, 0, 4.245700245700245, 1.253071253071253, 3.057142857142857, 5.426666666666666]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.9130434782608696, 1.3695652173913044, 2.2222222222222223, 1.0454545454545454]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.150769230769231, 1.56, 2.0, 3.869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.42, 2.7222222222222223, 2.6315789473684212]","[0, 1, 6.2, 1.7555555555555555, 1.1923076923076923, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.04140127388535, 1.4235668789808917, 2.2, 5.814814814814815]","[0, 0, 5.067226890756302, 1.504201680672269, 2.511111111111111, 5.409090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.955357142857143, 1.7142857142857142, 1.8666666666666667, 0.9572649572649573]","[0, 0, 4.774390243902439, 1.5, 1.6666666666666667, 1.1156462585034013]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 1, 5.075187969924812, 1.2406015037593985, 2.789473684210526, 0.764367816091954]"
123,2018-09-12,20180912HTNC0,"[0, 0, 4.245700245700245, 1.253071253071253, 3.057142857142857, 5.426666666666666]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.150769230769231, 1.56, 2.0, 3.869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.42, 2.7222222222222223, 2.6315789473684212]","[0, 0, 6.2, 1.7555555555555555, 1.1923076923076923, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0212765957446805, 1.4407294832826747, 2.2857142857142856, 5.771929824561404]","[0, 0, 5.067226890756302, 1.504201680672269, 2.511111111111111, 5.409090909090909]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.747826086956522, 1.7217391304347824, 1.9333333333333333, 0.9583333333333334]","[0, 0, 4.774390243902439, 1.5, 1.6666666666666667, 1.1156462585034013]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.075187969924812, 1.2406015037593985, 2.789473684210526, 0.764367816091954]"
124,2018-09-14,20180914WONC0,"[0, 0, 4.245700245700245, 1.253071253071253, 3.057142857142857, 5.426666666666666]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.150769230769231, 1.56, 2.0, 3.869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.151898734177215, 1.3860759493670887, 2.45, 2.6333333333333333]","[0, 1, 6.065217391304348, 1.7391304347826086, 1.1923076923076923, 2.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.4407294832826747, 2.2857142857142856, 5.771929824561404]","[1, 0, 5.026595744680851, 1.5, 2.5106382978723403, 5.449275362318841]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.747826086956522, 1.7217391304347824, 1.9333333333333333, 0.9583333333333334]","[0, 1, 4.716867469879518, 1.5180722891566265, 1.5789473684210527, 1.1066666666666667]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.075187969924812, 1.2406015037593985, 2.789473684210526, 0.764367816091954]"
125,2018-09-15,20180915NCOB0,"[0, 0, 4.245700245700245, 1.253071253071253, 3.057142857142857, 5.426666666666666]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 0, 5.170212765957447, 1.6595744680851063, 0.8695652173913043, 2.9375]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.923529411764705, 1.535294117647059, 2.159090909090909, 3.908045977011494]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.322784810126582, 1.4050632911392407, 2.3333333333333335, 2.507936507936508]","[0, 1, 5.9361702127659575, 1.7234042553191489, 1.2692307692307692, 2.764705882352941]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.4407294832826747, 2.2857142857142856, 5.771929824561404]","[0, 0, 5.026595744680851, 1.5, 2.5106382978723403, 5.449275362318841]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.747826086956522, 1.7217391304347824, 1.9333333333333333, 0.9583333333333334]","[0, 0, 4.716867469879518, 1.5180722891566265, 1.5789473684210527, 1.1066666666666667]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.075187969924812, 1.2406015037593985, 2.789473684210526, 0.764367816091954]"
126,2018-09-16,20180916NCOB0,"[1, 0, 4.532374100719425, 1.2949640287769784, 2.7, 5.346153846153846]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 1, 5.323943661971831, 1.6901408450704225, 0.8695652173913043, 2.7843137254901964]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.535294117647059, 2.159090909090909, 3.908045977011494]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.372670807453416, 1.4347826086956523, 2.227272727272727, 2.4393939393939394]","[0, 0, 5.9361702127659575, 1.7234042553191489, 1.2692307692307692, 2.764705882352941]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.4407294832826747, 2.2857142857142856, 5.771929824561404]","[0, 0, 5.026595744680851, 1.5, 2.5106382978723403, 5.449275362318841]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.747826086956522, 1.7217391304347824, 1.9333333333333333, 0.9583333333333334]","[0, 1, 4.709302325581396, 1.4825581395348837, 1.631578947368421, 1.1241830065359477]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 1, 5.0503597122302155, 1.2517985611510791, 2.6666666666666665, 0.7853107344632769]"
127,2018-09-18,20180918HHNC0,"[0, 0, 4.532374100719425, 1.2949640287769784, 2.7, 5.346153846153846]","[0, 0, 4.5360000000000005, 1.488, 1.8125, 2.4509803921568625]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 0, 5.323943661971831, 1.6901408450704225, 0.8695652173913043, 2.7843137254901964]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.535294117647059, 2.159090909090909, 3.908045977011494]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.372670807453416, 1.4347826086956523, 2.227272727272727, 2.4393939393939394]","[0, 1, 6.084507042253521, 1.7535211267605633, 1.2222222222222223, 2.6296296296296298]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.4142857142857141, 2.3333333333333335, 5.833333333333334]","[0, 0, 5.026595744680851, 1.5, 2.5106382978723403, 5.449275362318841]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.550847457627118, 1.6779661016949152, 2.0, 0.9593495934959351]","[0, 0, 4.709302325581396, 1.4825581395348837, 1.631578947368421, 1.1241830065359477]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.0503597122302155, 1.2517985611510791, 2.6666666666666665, 0.7853107344632769]"
128,2018-09-19,20180919HHNC0,"[0, 0, 4.532374100719425, 1.2949640287769784, 2.7, 5.346153846153846]","[1, 0, 4.242857142857143, 1.4571428571428573, 1.736842105263158, 2.5925925925925926]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 0, 5.323943661971831, 1.6901408450704225, 0.8695652173913043, 2.7843137254901964]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 1, 3.375, 0.375, 2, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.535294117647059, 2.159090909090909, 3.908045977011494]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.218181818181819, 1.4, 2.3181818181818183, 2.391304347826087]","[0, 0, 6.084507042253521, 1.7535211267605633, 1.2222222222222223, 2.6296296296296298]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4142857142857141, 2.3333333333333335, 5.833333333333334]","[0, 0, 5.026595744680851, 1.5, 2.5106382978723403, 5.449275362318841]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.6363636363636362, 2.066666666666667, 0.9603174603174603]","[0, 0, 4.709302325581396, 1.4825581395348837, 1.631578947368421, 1.1241830065359477]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 1, 5.4, 1.3071428571428572, 2.6666666666666665, 0.7777777777777778]"
129,2018-09-20,20180920NCHT0,"[0, 0, 4.532374100719425, 1.2949640287769784, 2.7, 5.346153846153846]","[0, 0, 4.242857142857143, 1.4571428571428573, 1.736842105263158, 2.5925925925925926]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 1, 5.25, 1.6666666666666667, 0.9130434782608695, 2.6666666666666665]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 1, 1.9285714285714284, 0.42857142857142855, 4, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.535294117647059, 2.159090909090909, 3.908045977011494]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.218181818181819, 1.4, 2.3181818181818183, 2.391304347826087]","[0, 0, 6.084507042253521, 1.7535211267605633, 1.2222222222222223, 2.6296296296296298]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4142857142857141, 2.3333333333333335, 5.833333333333334]","[1, 0, 4.865482233502538, 1.4771573604060912, 2.489795918367347, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.6363636363636362, 2.066666666666667, 0.9603174603174603]","[0, 0, 4.709302325581396, 1.4825581395348837, 1.631578947368421, 1.1241830065359477]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 1, 5.514084507042254, 1.3732394366197183, 2.4347826086956523, 0.7759562841530055]"
130,2018-09-21,20180921NCHT0,"[1, 0, 4.551963048498846, 1.3094688221709005, 2.522727272727273, 5.34567901234568]","[0, 0, 4.242857142857143, 1.4571428571428573, 1.736842105263158, 2.5925925925925926]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.8297872340425534, 1.3404255319148937, 2.2777777777777777, 1.0444444444444445]","[0, 0, 5.25, 1.6666666666666667, 0.9130434782608695, 2.6666666666666665]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 1, 1.588235294117647, 0.5294117647058824, 4.0, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.535294117647059, 2.159090909090909, 3.908045977011494]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.218181818181819, 1.4, 2.3181818181818183, 2.391304347826087]","[0, 1, 5.837837837837839, 1.7229729729729728, 1.25, 2.5964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4142857142857141, 2.3333333333333335, 5.833333333333334]","[0, 0, 4.865482233502538, 1.4771573604060912, 2.489795918367347, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.6363636363636362, 2.066666666666667, 0.9603174603174603]","[0, 1, 4.682080924855491, 1.4739884393063585, 1.631578947368421, 1.108974358974359]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 1, 5.664335664335664, 1.4055944055944056, 2.3333333333333335, 0.7688172043010753]"
131,2018-09-22,20180922OBNC0,"[0, 0, 4.551963048498846, 1.3094688221709005, 2.522727272727273, 5.34567901234568]","[0, 0, 4.242857142857143, 1.4571428571428573, 1.736842105263158, 2.5925925925925926]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 4.3125, 1.375, 2.2777777777777777, 1.0434782608695652]","[0, 1, 5.04, 1.62, 0.9130434782608695, 2.6315789473684212]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 6.835443037974684, 1.7468354430379747, 1.5, 1.3166666666666667]","[0, 0, 1.588235294117647, 0.5294117647058824, 4.0, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.8676056338028175, 1.5380281690140847, 2.152173913043478, 3.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.88268156424581, 1.3910614525139666, 2.5, 2.486111111111111]","[0, 1, 6.02027027027027, 1.7432432432432432, 1.25, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4142857142857141, 2.3333333333333335, 5.833333333333334]","[0, 0, 4.865482233502538, 1.4771573604060912, 2.489795918367347, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.303278688524591, 1.6229508196721312, 2.1333333333333333, 0.945736434108527]","[0, 0, 4.682080924855491, 1.4739884393063585, 1.631578947368421, 1.108974358974359]","[0, 0, 6.700729927007299, 1.72992700729927, 1.6470588235294117, 1.1709401709401708]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.6363636363636365, 0.6666666666666666, 1.222222222222222]","[0, 0, 5.664335664335664, 1.4055944055944056, 2.3333333333333335, 0.7688172043010753]"
