,date,game_key,김대유,박종훈,서진용,최진호,정영일,신동훈,문승원,허건엽,이승진,박민호,김택형,봉민호,켈리,허웅,정동윤,김주한,남윤성,이원준,산체스,김정우,조성훈,최민준,이채호,채병용,임준혁,정재원,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,강지광,김태훈
10,2018-04-07,20180407SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 1.875, 8.0, 5.333333333333333]","[0, 1, 6.75, 0.75, 4, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.46153846153846156, 3, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 5.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.5, 0.75, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 1.0, 1.0]","[0, 0, 0.0, 0.5, 4, 0.6666666666666666]","[0, 1, 0.0, 0.5, 4, 1.0]","[0, 0, 2.25, 1.0, 5.0, 1.3333333333333333]","[0, 0, 0.0, 2.3333333333333335, 0.6666666666666666, 1.5]","[0, 0, 0.0, 0.8, 6.0, 5.0]","[0, 1, 2.25, 1.25, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.4285714285714286, 1.5, 3.5]"
11,2018-04-08,20180408SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 1.875, 8.0, 5.333333333333333]","[0, 0, 6.75, 0.75, 4, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 0.3529411764705882, 4, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 5.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.75, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 15.0, 2.6666666666666665, 1.0, 0.75]","[0, 1, 0.0, 0.6666666666666666, 5, 0.75]","[0, 0, 0.0, 0.5, 4, 1.0]","[0, 1, 7.2, 1.6, 5.0, 1.25]","[0, 1, 0.0, 1.75, 1.3333333333333333, 1.3333333333333333]","[1, 0, 0.0, 0.9, 3.6666666666666665, 5.0]","[0, 0, 2.25, 1.25, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.5, 3.5]"
12,2018-04-10,20180410SKLG0,"[0, 0, 0, 0, 0, 0]","[1, 0, 7.363636363636363, 1.4545454545454546, 4.0, 5.5]","[0, 1, 4.909090909090909, 0.6818181818181819, 6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 0.3529411764705882, 4, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6, 5.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.75, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.25, 2.25, 0.5, 0.8]","[0, 1, 0.0, 0.5, 6, 0.8]","[0, 0, 0.0, 0.5, 4, 1.0]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 0, 0.0, 1.75, 1.3333333333333333, 1.3333333333333333]","[0, 0, 0.0, 0.9, 3.6666666666666665, 5.0]","[0, 0, 2.25, 1.25, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.5, 3.5]"
13,2018-04-11,20180411SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.4545454545454546, 4.0, 5.5]","[0, 0, 4.909090909090909, 0.6818181818181819, 6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 0.3529411764705882, 4, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.354838709677419, 1.5483870967741935, 8.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.75, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.25, 0.5, 0.8]","[0, 0, 0.0, 0.5, 6, 0.8]","[0, 0, 0.0, 0.5, 4, 1.0]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 1, 0.0, 1.8, 1.5, 1.25]","[0, 0, 0.0, 0.9, 3.6666666666666665, 5.0]","[0, 0, 2.25, 1.25, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.5, 3.5]"
14,2018-04-12,20180412SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.4545454545454546, 4.0, 5.5]","[0, 1, 3.8571428571428568, 0.5357142857142857, 10, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 0.8999999999999999, 1.6666666666666667, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 8.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.75, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.25, 0.5, 0.8]","[0, 0, 0.0, 0.5, 6, 0.8]","[0, 1, 0.0, 0.375, 5, 1.0666666666666667]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 0, 0.0, 1.8, 1.5, 1.25]","[0, 0, 0.0, 0.9, 3.6666666666666665, 5.0]","[0, 0, 2.25, 1.25, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4545454545454546, 1.5, 2.0, 2.444444444444444]"
15,2018-04-13,20180413NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.4545454545454546, 4.0, 5.5]","[0, 1, 3.6, 0.6, 12.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 1.6666666666666667, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 8.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4210526315789473, 0.7894736842105263, 18.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.2, 1.0, 0.8333333333333334]","[0, 1, 1.8, 0.8, 7, 0.8333333333333334]","[0, 0, 0.0, 0.375, 5, 1.0666666666666667]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 0, 0.0, 1.8, 1.5, 1.25]","[0, 0, 0.0, 0.9, 3.6666666666666665, 5.0]","[0, 1, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.5, 2.0, 2.444444444444444]"
16,2018-04-14,20180414NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.4545454545454546, 4.0, 5.5]","[0, 0, 3.6, 0.6, 12.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 0.9130434782608695, 2.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 8.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.8, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 18.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 2.0625, 1.3333333333333333, 0.7619047619047619]","[0, 0, 1.8, 0.8, 7, 0.8333333333333334]","[0, 0, 0.0, 0.375, 5, 1.0666666666666667]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 1, 0.0, 1.5, 2.0, 1.2]","[0, 0, 0.0, 0.9, 3.6666666666666665, 5.0]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.5, 2.0, 2.444444444444444]"
17,2018-04-15,20180415NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.4545454545454546, 4.0, 5.5]","[0, 1, 3.272727272727273, 0.5454545454545454, 13.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 0.9230769230769231, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 8.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 18.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 2.0625, 1.3333333333333333, 0.7619047619047619]","[0, 0, 1.8, 0.8, 7, 0.8333333333333334]","[0, 1, 4.5, 1.0, 5, 1.0]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 0, 0.0, 1.5, 2.0, 1.2]","[1, 0, 4.153846153846154, 1.4615384615384615, 2.0, 4.333333333333333]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.5, 2.0, 2.444444444444444]"
18,2018-04-17,20180417SKKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.0625, 1.3125, 3.6, 5.333333333333333]","[0, 0, 3.272727272727273, 0.5454545454545454, 13.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 0.9230769230769231, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 8.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 18.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.8947368421052633, 1.6666666666666667, 0.7916666666666666]","[0, 0, 1.8, 0.8, 7, 0.8333333333333334]","[0, 1, 3.8571428571428568, 1.0, 6, 1.0]","[0, 0, 7.2, 1.6, 5.0, 1.25]","[0, 0, 0.0, 1.5, 2.0, 1.2]","[0, 0, 4.153846153846154, 1.4615384615384615, 2.0, 4.333333333333333]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.975609756097561, 1.1707317073170733, 2.6666666666666665, 3.4166666666666665]"
19,2018-04-18,20180418SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 3.6, 5.333333333333333]","[0, 0, 3.272727272727273, 0.5454545454545454, 13.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 0.9230769230769231, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.3846153846153848, 5.5, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 18.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.6666666666666667, 0.7916666666666666]","[0, 0, 1.8, 0.8, 7, 0.8333333333333334]","[0, 0, 3.8571428571428568, 1.0, 6, 1.0]","[0, 1, 7.7142857142857135, 1.4285714285714286, 6.0, 1.4]","[0, 1, 0.0, 1.2857142857142858, 2.25, 1.1666666666666667]","[0, 0, 4.153846153846154, 1.4615384615384615, 2.0, 4.333333333333333]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.1707317073170733, 2.6666666666666665, 3.4166666666666665]"
20,2018-04-19,20180419SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 3.6, 5.333333333333333]","[0, 1, 4.5, 0.9166666666666666, 7.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 5.5, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.0384615384615385, 0.6923076923076923, 27.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.6666666666666667, 0.7916666666666666]","[0, 1, 1.6875, 1.125, 7, 0.7619047619047619]","[0, 1, 3.375, 0.875, 6, 1.0]","[0, 0, 7.7142857142857135, 1.4285714285714286, 6.0, 1.4]","[0, 0, 0.0, 1.2857142857142858, 2.25, 1.1666666666666667]","[0, 0, 4.153846153846154, 1.4615384615384615, 2.0, 4.333333333333333]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.1707317073170733, 2.6666666666666665, 3.4166666666666665]"
21,2018-04-20,20180420SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 3.6, 5.333333333333333]","[0, 0, 4.5, 0.9166666666666666, 7.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 5.5, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4545454545454546, 1.0, 6.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.6923076923076923, 27.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.8947368421052633, 1.6666666666666667, 0.7916666666666666]","[0, 0, 1.6875, 1.125, 7, 0.7619047619047619]","[0, 0, 3.375, 0.875, 6, 1.0]","[0, 1, 9.0, 1.75, 3.5, 1.3333333333333333]","[0, 0, 0.0, 1.2857142857142858, 2.25, 1.1666666666666667]","[0, 0, 4.153846153846154, 1.4615384615384615, 2.0, 4.333333333333333]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.2391304347826086, 2.25, 3.066666666666667]"
22,2018-04-21,20180421SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 3.6, 5.333333333333333]","[0, 1, 4.263157894736842, 1.0263157894736843, 5.0, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 5.5, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 6.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.6923076923076923, 27.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.826086956521739, 2.0, 0.8518518518518519]","[0, 0, 1.6875, 1.125, 7, 0.7619047619047619]","[0, 0, 3.375, 0.875, 6, 1.0]","[0, 0, 9.0, 1.75, 3.5, 1.3333333333333333]","[0, 0, 0.0, 1.2857142857142858, 2.25, 1.1666666666666667]","[1, 0, 2.745762711864407, 1.423728813559322, 1.8888888888888888, 4.916666666666667]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.2391304347826086, 2.25, 3.066666666666667]"
23,2018-04-22,20180422SKLT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.571428571428571, 1.5238095238095237, 2.4444444444444446, 5.25]","[0, 0, 4.263157894736842, 1.0263157894736843, 5.0, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.1, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 5.5, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 6.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.6923076923076923, 27.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.6153846153846154, 2.3333333333333335, 0.8666666666666666]","[0, 1, 1.35, 1.05, 9, 0.8333333333333334]","[0, 1, 3.0, 1.0, 7.0, 1.0]","[0, 0, 9.0, 1.75, 3.5, 1.3333333333333333]","[0, 0, 0.0, 1.2857142857142858, 2.25, 1.1666666666666667]","[0, 0, 2.745762711864407, 1.423728813559322, 1.8888888888888888, 4.916666666666667]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.2391304347826086, 2.25, 3.066666666666667]"
24,2018-04-24,20180424OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.571428571428571, 1.5238095238095237, 2.4444444444444446, 5.25]","[0, 1, 4.5, 1.2142857142857142, 6.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.1, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.328767123287671, 1.273972602739726, 5.666666666666667, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 6.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.6923076923076923, 27.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.6153846153846154, 2.3333333333333335, 0.8666666666666666]","[0, 1, 1.125, 0.875, 10, 0.8888888888888888]","[0, 0, 3.0, 1.0, 7.0, 1.0]","[0, 1, 8.307692307692308, 1.7307692307692308, 2.6666666666666665, 1.238095238095238]","[0, 1, 0.0, 1.25, 1.8, 1.1428571428571428]","[0, 0, 2.745762711864407, 1.423728813559322, 1.8888888888888888, 4.916666666666667]","[0, 0, 1.6875, 1.3125, 2.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.2391304347826086, 2.25, 3.066666666666667]"
