,date,game_key,김대유,박종훈,문광은,이정담,서진용,정영일,임치영,문승원,허건엽,김정빈,이건욱,김택형,박세웅,켈리,허웅,김찬호,정동윤,김주한,다이아몬드,남윤성,이원준,채병용,임준혁,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,김태훈
119,2017-08-25,20170825SKSS0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.487106017191977, 1.4097421203438396, 1.5490196078431373, 5.287878787878788]","[0, 1, 7.747826086956522, 1.6695652173913043, 2.6, 0.982905982905983]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 6.75, 1.6875, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0, 1.5, 1.5217391304347827, 5.478260869565218]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.448051948051948, 1.2727272727272727, 4.514285714285714, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 5.4, 1.5692307692307692, 1.4193548387096775, 1.1818181818181819]","[0, 0, 4.323843416370107, 1.494661921708185, 1.1379310344827587, 5.509803921568627]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.525, 1.525, 2.4615384615384617, 1.2121212121212122]","[0, 1, 4.706422018348624, 1.8440366972477062, 1.125, 1.101010101010101]","[0, 0, 5.483076923076923, 1.4215384615384616, 2.75, 5.701754385964912]","[0, 0, 3.5409836065573774, 1.3278688524590165, 2.0, 0.9242424242424242]","[0, 0, 3.0176470588235293, 1.147058823529412, 1.7727272727272727, 1.1805555555555556]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.4666666666666666, 0.8148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5789473684210527, 1.0, 2.111111111111111]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
120,2017-08-26,20170826HHSK0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.487106017191977, 1.4097421203438396, 1.5490196078431373, 5.287878787878788]","[0, 0, 7.747826086956522, 1.6695652173913043, 2.6, 0.982905982905983]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 6.75, 1.6875, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5, 1.5217391304347827, 5.478260869565218]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.448051948051948, 1.2727272727272727, 4.514285714285714, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 5.372448979591836, 1.5612244897959184, 1.4516129032258065, 1.1666666666666665]","[0, 0, 4.323843416370107, 1.494661921708185, 1.1379310344827587, 5.509803921568627]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.418032786885245, 1.5245901639344264, 2.4615384615384617, 1.196078431372549]","[0, 0, 4.706422018348624, 1.8440366972477062, 1.125, 1.101010101010101]","[0, 0, 5.483076923076923, 1.4215384615384616, 2.75, 5.701754385964912]","[0, 0, 3.5409836065573774, 1.3278688524590165, 2.0, 0.9242424242424242]","[0, 1, 2.9314285714285715, 1.1657142857142857, 1.6956521739130435, 1.1904761904761905]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.4666666666666666, 0.8148148148148148]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
121,2017-08-27,20170827HHSK0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[1, 0, 4.450549450549451, 1.4093406593406594, 1.5471698113207548, 5.275362318840579]","[0, 1, 7.681034482758621, 1.6810344827586208, 2.4375, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 6.75, 1.6875, 0.3333333333333333, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5, 1.5217391304347827, 5.478260869565218]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.448051948051948, 1.2727272727272727, 4.514285714285714, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.372448979591836, 1.5612244897959184, 1.4516129032258065, 1.1666666666666665]","[0, 0, 4.323843416370107, 1.494661921708185, 1.1379310344827587, 5.509803921568627]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.418032786885245, 1.5245901639344264, 2.4615384615384617, 1.196078431372549]","[0, 1, 4.539823008849558, 1.8318584070796462, 1.12, 1.1078431372549018]","[0, 0, 5.483076923076923, 1.4215384615384616, 2.75, 5.701754385964912]","[0, 0, 3.5409836065573774, 1.3278688524590165, 2.0, 0.9242424242424242]","[0, 0, 2.9314285714285715, 1.1657142857142857, 1.6956521739130435, 1.1904761904761905]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.370786516853933, 1.8539325842696628, 1.4375, 0.8018018018018018]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
122,2017-08-29,20170829SKWO0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.450549450549451, 1.4093406593406594, 1.5471698113207548, 5.275362318840579]","[0, 0, 7.681034482758621, 1.6810344827586208, 2.4375, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.9326923076923075, 1.5576923076923077, 2.1052631578947367, 1.0833333333333333]","[0, 1, 9.529411764705882, 2.2941176470588234, 0.2, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5, 1.5217391304347827, 5.478260869565218]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.448051948051948, 1.2727272727272727, 4.514285714285714, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.372448979591836, 1.5612244897959184, 1.4516129032258065, 1.1666666666666665]","[1, 0, 4.21594684385382, 1.4750830564784054, 1.2, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.1171875, 1.4765625, 2.769230769230769, 1.219047619047619]","[0, 0, 4.539823008849558, 1.8318584070796462, 1.12, 1.1078431372549018]","[0, 0, 5.483076923076923, 1.4215384615384616, 2.75, 5.701754385964912]","[0, 1, 4.21875, 1.359375, 1.9, 0.9275362318840579]","[0, 0, 2.9314285714285715, 1.1657142857142857, 1.6956521739130435, 1.1904761904761905]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.370786516853933, 1.8539325842696628, 1.4375, 0.8018018018018018]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
123,2017-08-30,20170830SKWO0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.450549450549451, 1.4093406593406594, 1.5471698113207548, 5.275362318840579]","[0, 1, 7.487394957983193, 1.6386554621848741, 2.5625, 0.9674796747967479]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9326923076923075, 1.5576923076923077, 2.1052631578947367, 1.0833333333333333]","[0, 0, 9.529411764705882, 2.2941176470588234, 0.2, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5, 1.5217391304347827, 5.478260869565218]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.54375, 1.3125, 4.153846153846154, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 5.29145728643216, 1.5376884422110555, 1.4516129032258065, 1.1637426900584795]","[0, 0, 4.21594684385382, 1.4750830564784054, 1.2, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1171875, 1.4765625, 2.769230769230769, 1.219047619047619]","[0, 1, 4.887931034482759, 1.8362068965517242, 1.12, 1.1047619047619046]","[0, 0, 5.483076923076923, 1.4215384615384616, 2.75, 5.701754385964912]","[0, 0, 4.21875, 1.359375, 1.9, 0.9275362318840579]","[0, 0, 2.9314285714285715, 1.1657142857142857, 1.6956521739130435, 1.1904761904761905]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.163043478260869, 1.826086956521739, 1.5, 0.8070175438596492]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
124,2017-08-31,20170831SSSK0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.450549450549451, 1.4093406593406594, 1.5471698113207548, 5.275362318840579]","[0, 0, 7.487394957983193, 1.6386554621848741, 2.5625, 0.9674796747967479]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.663636363636364, 1.5272727272727273, 2.1, 1.111111111111111]","[0, 0, 9.529411764705882, 2.2941176470588234, 0.2, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.964735516372796, 1.4811083123425692, 1.5833333333333333, 5.513888888888889]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.54375, 1.3125, 4.153846153846154, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.29145728643216, 1.5376884422110555, 1.4516129032258065, 1.1637426900584795]","[0, 0, 4.21594684385382, 1.4750830564784054, 1.2, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.697674418604651, 1.558139534883721, 2.642857142857143, 1.1944444444444444]","[0, 0, 4.887931034482759, 1.8362068965517242, 1.12, 1.1047619047619046]","[0, 0, 5.483076923076923, 1.4215384615384616, 2.75, 5.701754385964912]","[0, 1, 4.029850746268656, 1.3432835820895523, 2.1, 0.9305555555555555]","[0, 1, 3.033707865168539, 1.1797752808988764, 1.7391304347826086, 1.1866666666666668]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.163043478260869, 1.826086956521739, 1.5, 0.8070175438596492]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
125,2017-09-01,20170901SSSK0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.450549450549451, 1.4093406593406594, 1.5471698113207548, 5.275362318840579]","[0, 1, 7.6499999999999995, 1.675, 2.2777777777777777, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.663636363636364, 1.5272727272727273, 2.1, 1.111111111111111]","[0, 0, 9.529411764705882, 2.2941176470588234, 0.2, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.964735516372796, 1.4811083123425692, 1.5833333333333333, 5.513888888888889]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.54375, 1.3125, 4.153846153846154, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.29145728643216, 1.5376884422110555, 1.4516129032258065, 1.1637426900584795]","[0, 0, 4.21594684385382, 1.4750830564784054, 1.2, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.697674418604651, 1.558139534883721, 2.642857142857143, 1.1944444444444444]","[0, 1, 4.805084745762712, 1.8559322033898304, 1.0769230769230769, 1.0925925925925926]","[1, 0, 5.658682634730539, 1.4820359281437125, 2.40625, 5.566666666666666]","[0, 0, 4.029850746268656, 1.3432835820895523, 2.1, 0.9305555555555555]","[0, 1, 3.46927374301676, 1.240223463687151, 1.7391304347826086, 1.1699346405228759]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.606382978723404, 1.8829787234042554, 1.5, 0.8034188034188033]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
126,2017-09-02,20170902SKKT0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[1, 0, 4.2408376963350785, 1.37434554973822, 1.5818181818181818, 5.305555555555555]","[0, 0, 7.6499999999999995, 1.675, 2.2777777777777777, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.621621621621622, 1.5405405405405406, 2.0, 1.088235294117647]","[0, 1, 9.45, 2.1, 0.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.964735516372796, 1.4811083123425692, 1.5833333333333333, 5.513888888888889]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.54375, 1.3125, 4.153846153846154, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 5.534999999999999, 1.5599999999999998, 1.40625, 1.149425287356322]","[0, 0, 4.21594684385382, 1.4750830564784054, 1.2, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.697674418604651, 1.558139534883721, 2.642857142857143, 1.1944444444444444]","[0, 0, 4.805084745762712, 1.8559322033898304, 1.0769230769230769, 1.0925925925925926]","[0, 0, 5.658682634730539, 1.4820359281437125, 2.40625, 5.566666666666666]","[0, 0, 4.029850746268656, 1.3432835820895523, 2.1, 0.9305555555555555]","[0, 0, 3.46927374301676, 1.240223463687151, 1.7391304347826086, 1.1699346405228759]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.606382978723404, 1.8829787234042554, 1.5, 0.8034188034188033]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
127,2017-09-03,20170903SKKT0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.2408376963350785, 1.37434554973822, 1.5818181818181818, 5.305555555555555]","[0, 0, 7.6499999999999995, 1.675, 2.2777777777777777, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.621621621621622, 1.5405405405405406, 2.0, 1.088235294117647]","[0, 0, 9.45, 2.1, 0.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.964735516372796, 1.4811083123425692, 1.5833333333333333, 5.513888888888889]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.54375, 1.3125, 4.153846153846154, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 5.507462686567163, 1.5671641791044777, 1.40625, 1.1355932203389831]","[1, 0, 4.413461538461538, 1.5192307692307692, 1.3666666666666667, 5.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.595419847328244, 1.5572519083969467, 2.642857142857143, 1.1801801801801801]","[0, 1, 4.725, 1.85, 1.1153846153846154, 1.0810810810810811]","[0, 0, 5.658682634730539, 1.4820359281437125, 2.40625, 5.566666666666666]","[0, 1, 3.75, 1.2916666666666667, 2.090909090909091, 0.96]","[0, 0, 3.46927374301676, 1.240223463687151, 1.7391304347826086, 1.1699346405228759]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.336734693877552, 1.806122448979592, 1.5, 0.8166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
128,2017-09-05,20170905LTSK0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.2408376963350785, 1.37434554973822, 1.5818181818181818, 5.305555555555555]","[0, 0, 7.6499999999999995, 1.675, 2.2777777777777777, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.621621621621622, 1.5405405405405406, 2.0, 1.088235294117647]","[0, 0, 9.45, 2.1, 0.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.964735516372796, 1.4811083123425692, 1.5833333333333333, 5.513888888888889]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.632530120481928, 1.319277108433735, 4.048780487804878, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.507462686567163, 1.5671641791044777, 1.40625, 1.1355932203389831]","[0, 0, 4.413461538461538, 1.5192307692307692, 1.3666666666666667, 5.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.595419847328244, 1.5572519083969467, 2.642857142857143, 1.1801801801801801]","[0, 0, 4.725, 1.85, 1.1153846153846154, 1.0810810810810811]","[0, 0, 5.658682634730539, 1.4820359281437125, 2.40625, 5.566666666666666]","[0, 0, 3.75, 1.2916666666666667, 2.090909090909091, 0.96]","[0, 1, 3.75, 1.2833333333333334, 1.7083333333333333, 1.1538461538461537]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.148514851485149, 1.7524752475247527, 1.5625, 0.8211382113821137]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
129,2017-09-07,20170907SKNC0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 4.2408376963350785, 1.37434554973822, 1.5818181818181818, 5.305555555555555]","[0, 0, 7.6499999999999995, 1.675, 2.2777777777777777, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.347457627118644, 1.5, 2.0, 1.1238095238095238]","[0, 0, 9.45, 2.1, 0.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.814457831325301, 1.4602409638554217, 1.6041666666666667, 5.533333333333334]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.632530120481928, 1.319277108433735, 4.048780487804878, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.507462686567163, 1.5671641791044777, 1.40625, 1.1355932203389831]","[0, 0, 4.413461538461538, 1.5192307692307692, 1.3666666666666667, 5.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.595419847328244, 1.5572519083969467, 2.642857142857143, 1.1801801801801801]","[0, 1, 4.609756097560976, 1.829268292682927, 1.1538461538461537, 1.0789473684210527]","[0, 0, 5.658682634730539, 1.4820359281437125, 2.40625, 5.566666666666666]","[0, 1, 3.6, 1.32, 2.0833333333333335, 0.9615384615384616]","[0, 0, 3.75, 1.2833333333333334, 1.7083333333333333, 1.1538461538461537]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.230769230769231, 1.7307692307692308, 1.5625, 0.8253968253968254]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
130,2017-09-08,20170908SKNC0,"[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[1, 0, 4.148614609571789, 1.3677581863979849, 1.6785714285714286, 5.293333333333334]","[0, 1, 7.344, 1.6320000000000001, 2.1578947368421053, 0.9689922480620154]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.239669421487603, 1.487603305785124, 2.0454545454545454, 1.1203703703703705]","[0, 0, 9.45, 2.1, 0.2, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.814457831325301, 1.4602409638554217, 1.6041666666666667, 5.533333333333334]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.632530120481928, 1.319277108433735, 4.048780487804878, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 5.507462686567163, 1.5671641791044777, 1.40625, 1.1355932203389831]","[0, 0, 4.413461538461538, 1.5192307692307692, 1.3666666666666667, 5.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.595419847328244, 1.5572519083969467, 2.642857142857143, 1.1801801801801801]","[0, 0, 4.609756097560976, 1.829268292682927, 1.1538461538461537, 1.0789473684210527]","[0, 0, 5.658682634730539, 1.4820359281437125, 2.40625, 5.566666666666666]","[0, 1, 3.4615384615384612, 1.3461538461538463, 2.0, 0.9629629629629629]","[0, 0, 3.75, 1.2833333333333334, 1.7083333333333333, 1.1538461538461537]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.05607476635514, 1.766355140186916, 1.4444444444444444, 0.8294573643410852]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.5, 1.75]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
