,date,game_key,김대유,박종훈,문광은,이정담,서진용,정영일,임치영,문승원,허건엽,김정빈,이건욱,김택형,박세웅,켈리,허웅,김찬호,정동윤,김주한,다이아몬드,남윤성,이원준,채병용,임준혁,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,김태훈
60,2017-06-11,20170611SKLG0,"[0, 1, 6.75, 2.25, 0, 1.3333333333333333]","[0, 0, 4.105263157894736, 1.4385964912280702, 1.5833333333333333, 5.181818181818182]","[0, 1, 4.584905660377358, 1.3018867924528301, 2.375, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.984615384615385, 1.6153846153846152, 3.111111111111111, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2457142857142856, 1.6285714285714286, 1.7619047619047619, 5.303030303030304]","[0, 1, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3276595744680852, 4.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4444444444444444, 1.6923076923076923, 1.5]","[0, 0, 1.4210526315789473, 1.105263157894737, 1.6, 4.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.5769230769230769, 1.5, 1.2380952380952381]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.395348837209303, 1.2209302325581395, 3.357142857142857, 5.733333333333333]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 2.9634146341463414, 1.1341463414634148, 1.7777777777777777, 1.2424242424242424]","[0, 1, 4.0, 1.7777777777777777, 1.8571428571428572, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2816901408450705, 1.5633802816901408, 1.8181818181818181, 2.9583333333333335]"
61,2017-06-13,20170613HHSK0,"[0, 0, 6.75, 2.25, 0, 1.3333333333333333]","[0, 0, 4.105263157894736, 1.4385964912280702, 1.5833333333333333, 5.181818181818182]","[0, 0, 4.584905660377358, 1.3018867924528301, 2.375, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.563380281690141, 1.5211267605633803, 2.8, 1.126984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2457142857142856, 1.6285714285714286, 1.7619047619047619, 5.303030303030304]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3276595744680852, 4.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4444444444444444, 1.6923076923076923, 1.5]","[1, 0, 1.875, 1.1666666666666667, 1.8333333333333333, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.333333333333333, 1.5925925925925926, 1.6666666666666667, 1.2272727272727273]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.395348837209303, 1.2209302325581395, 3.357142857142857, 5.733333333333333]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 3.176470588235294, 1.1647058823529413, 1.6, 1.2318840579710144]","[0, 0, 4.0, 1.7777777777777777, 1.8571428571428572, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.5633802816901408, 1.8181818181818181, 2.9583333333333335]"
62,2017-06-14,20170614HHSK0,"[0, 0, 6.75, 2.25, 0, 1.3333333333333333]","[0, 0, 4.105263157894736, 1.4385964912280702, 1.5833333333333333, 5.181818181818182]","[0, 0, 4.584905660377358, 1.3018867924528301, 2.375, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.378378378378379, 1.4594594594594594, 3.1, 1.1212121212121213]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.036269430051814, 1.601036269430052, 1.7391304347826086, 5.361111111111111]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3276595744680852, 4.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.973684210526316, 1.368421052631579, 1.9230769230769231, 1.52]","[0, 0, 1.875, 1.1666666666666667, 1.8333333333333333, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.333333333333333, 1.5925925925925926, 1.6666666666666667, 1.2272727272727273]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.395348837209303, 1.2209302325581395, 3.357142857142857, 5.733333333333333]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.176470588235294, 1.1647058823529413, 1.6, 1.2318840579710144]","[0, 0, 4.0, 1.7777777777777777, 1.8571428571428572, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.618421052631579, 1.736842105263158, 1.8333333333333333, 2.814814814814815]"
63,2017-06-15,20170615HHSK0,"[0, 0, 6.75, 2.25, 0, 1.3333333333333333]","[1, 0, 3.8571428571428568, 1.3650793650793651, 1.8, 5.25]","[0, 0, 4.584905660377358, 1.3018867924528301, 2.375, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4594594594594594, 3.1, 1.1212121212121213]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.036269430051814, 1.601036269430052, 1.7391304347826086, 5.361111111111111]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3276595744680852, 4.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.805084745762712, 1.3220338983050848, 2.0, 1.512820512820513]","[0, 0, 1.875, 1.1666666666666667, 1.8333333333333333, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.333333333333333, 1.5925925925925926, 1.6666666666666667, 1.2272727272727273]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.395348837209303, 1.2209302325581395, 3.357142857142857, 5.733333333333333]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 3.5604395604395607, 1.1868131868131868, 1.7272727272727273, 1.2638888888888888]","[0, 0, 4.0, 1.7777777777777777, 1.8571428571428572, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.618421052631579, 1.736842105263158, 1.8333333333333333, 2.814814814814815]"
64,2017-06-16,20170616SKSS0,"[0, 0, 6.75, 2.25, 0, 1.3333333333333333]","[0, 0, 3.8571428571428568, 1.3650793650793651, 1.8, 5.25]","[0, 1, 6.267857142857143, 1.5, 2.1, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4594594594594594, 3.1, 1.1212121212121213]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.036269430051814, 1.601036269430052, 1.7391304347826086, 5.361111111111111]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.796875, 1.3359375, 4.045454545454546, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.805084745762712, 1.3220338983050848, 2.0, 1.512820512820513]","[0, 0, 1.875, 1.1666666666666667, 1.8333333333333333, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.333333333333333, 1.5925925925925926, 1.6666666666666667, 1.2272727272727273]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.395348837209303, 1.2209302325581395, 3.357142857142857, 5.733333333333333]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.5604395604395607, 1.1868131868131868, 1.7272727272727273, 1.2638888888888888]","[0, 0, 4.0, 1.7777777777777777, 1.8571428571428572, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.784810126582278, 1.7088607594936709, 1.9166666666666667, 2.6333333333333333]"
65,2017-06-17,20170617SKSS0,"[0, 1, 5.4, 1.5, 1, 1.6666666666666667]","[0, 0, 3.8571428571428568, 1.3650793650793651, 1.8, 5.25]","[0, 0, 6.267857142857143, 1.5, 2.1, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.4594594594594594, 3.1, 1.1212121212121213]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.036269430051814, 1.601036269430052, 1.7391304347826086, 5.361111111111111]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.3359375, 4.045454545454546, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.4132231404958677, 1.7333333333333334, 1.4938271604938274]","[0, 0, 1.875, 1.1666666666666667, 1.8333333333333333, 4.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.071428571428572, 1.7142857142857142, 1.6153846153846154, 1.2173913043478262]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[1, 0, 4.5473684210526315, 1.231578947368421, 3.2, 5.757575757575758]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.5604395604395607, 1.1868131868131868, 1.7272727272727273, 1.2638888888888888]","[0, 1, 5.586206896551724, 2.0689655172413794, 1.75, 0.9666666666666666]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.784810126582278, 1.7088607594936709, 1.9166666666666667, 2.6333333333333333]"
66,2017-06-18,20170618SKSS0,"[0, 1, 4.5, 1.5, 2, 1.3333333333333333]","[0, 0, 3.8571428571428568, 1.3650793650793651, 1.8, 5.25]","[0, 1, 6.051724137931035, 1.4482758620689655, 2.2, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.618421052631579, 1.5, 2.8181818181818183, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.036269430051814, 1.601036269430052, 1.7391304347826086, 5.361111111111111]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.3359375, 4.045454545454546, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4132231404958677, 1.7333333333333334, 1.4938271604938274]","[1, 0, 3.4137931034482762, 1.4137931034482758, 1.375, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 1.7142857142857142, 1.6153846153846154, 1.2173913043478262]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.5473684210526315, 1.231578947368421, 3.2, 5.757575757575758]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.5604395604395607, 1.1868131868131868, 1.7272727272727273, 1.2638888888888888]","[0, 0, 5.586206896551724, 2.0689655172413794, 1.75, 0.9666666666666666]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.7249999999999999, 1.9166666666666667, 2.4242424242424243]"
67,2017-06-20,20170620NCSK0,"[0, 0, 4.5, 1.5, 2, 1.3333333333333333]","[0, 0, 3.8571428571428568, 1.3650793650793651, 1.8, 5.25]","[0, 0, 6.051724137931035, 1.4482758620689655, 2.2, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.618421052631579, 1.5, 2.8181818181818183, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.734597156398104, 1.5639810426540286, 1.7307692307692308, 5.41025641025641]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.3359375, 4.045454545454546, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4132231404958677, 1.7333333333333334, 1.4938271604938274]","[0, 0, 3.4137931034482762, 1.4137931034482758, 1.375, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 1.7142857142857142, 1.6153846153846154, 1.2173913043478262]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.5473684210526315, 1.231578947368421, 3.2, 5.757575757575758]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.5604395604395607, 1.1868131868131868, 1.7272727272727273, 1.2638888888888888]","[0, 0, 5.586206896551724, 2.0689655172413794, 1.75, 0.9666666666666666]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.7249999999999999, 1.9166666666666667, 2.4242424242424243]"
68,2017-06-21,20170621NCSK0,"[0, 0, 4.5, 1.5, 2, 1.3333333333333333]","[1, 0, 3.764423076923077, 1.3557692307692308, 1.7857142857142858, 5.333333333333333]","[0, 1, 5.754098360655737, 1.4262295081967213, 2.2, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.618421052631579, 1.5, 2.8181818181818183, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.734597156398104, 1.5639810426540286, 1.7307692307692308, 5.41025641025641]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.796875, 1.3359375, 4.045454545454546, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4132231404958677, 1.7333333333333334, 1.4938271604938274]","[0, 0, 3.4137931034482762, 1.4137931034482758, 1.375, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 1.7142857142857142, 1.6153846153846154, 1.2173913043478262]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.5473684210526315, 1.231578947368421, 3.2, 5.757575757575758]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 3.375, 1.125, 1.7272727272727273, 1.28]","[0, 0, 5.586206896551724, 2.0689655172413794, 1.75, 0.9666666666666666]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.879518072289157, 1.6987951807228916, 1.9166666666666667, 2.305555555555556]"
69,2017-06-22,20170622NCSK0,"[0, 1, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.764423076923077, 1.3557692307692308, 1.7857142857142858, 5.333333333333333]","[0, 0, 5.754098360655737, 1.4262295081967213, 2.2, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.25974025974026, 1.6363636363636362, 2.3846153846153846, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.734597156398104, 1.5639810426540286, 1.7307692307692308, 5.41025641025641]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.471428571428571, 1.2964285714285715, 4.125, 6.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.008064516129032, 1.4274193548387095, 1.7333333333333334, 1.4761904761904763]","[0, 0, 3.4137931034482762, 1.4137931034482758, 1.375, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8275862068965525, 1.6551724137931034, 1.6923076923076923, 1.2083333333333333]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.5473684210526315, 1.231578947368421, 3.2, 5.757575757575758]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.375, 1.125, 1.7272727272727273, 1.28]","[0, 1, 5.7272727272727275, 2.0, 1.5555555555555556, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.6987951807228916, 1.9166666666666667, 2.305555555555556]"
70,2017-06-23,20170623KTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.764423076923077, 1.3557692307692308, 1.7857142857142858, 5.333333333333333]","[0, 0, 5.754098360655737, 1.4262295081967213, 2.2, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25974025974026, 1.6363636363636362, 2.3846153846153846, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.734597156398104, 1.5639810426540286, 1.7307692307692308, 5.41025641025641]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2964285714285715, 4.125, 6.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.889763779527559, 1.4409448818897637, 1.6875, 1.4597701149425288]","[1, 0, 3.7058823529411766, 1.411764705882353, 1.1, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.6551724137931034, 1.6923076923076923, 1.2083333333333333]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.5473684210526315, 1.231578947368421, 3.2, 5.757575757575758]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 3.272727272727273, 1.121212121212121, 1.7272727272727273, 1.2692307692307692]","[0, 0, 5.7272727272727275, 2.0, 1.5555555555555556, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.6987951807228916, 1.9166666666666667, 2.305555555555556]"
71,2017-06-24,20170624KTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.764423076923077, 1.3557692307692308, 1.7857142857142858, 5.333333333333333]","[0, 0, 5.754098360655737, 1.4262295081967213, 2.2, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25974025974026, 1.6363636363636362, 2.3846153846153846, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.734597156398104, 1.5639810426540286, 1.7307692307692308, 5.41025641025641]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2964285714285715, 4.125, 6.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.776923076923077, 1.4307692307692308, 1.6875, 1.4444444444444444]","[0, 0, 3.7058823529411766, 1.411764705882353, 1.1, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8275862068965525, 1.6551724137931034, 1.6923076923076923, 1.2083333333333333]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[1, 0, 5.2682926829268295, 1.3170731707317074, 2.9411764705882355, 5.694444444444444]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 3.1153846153846154, 1.0673076923076923, 1.8181818181818181, 1.2839506172839505]","[0, 0, 5.7272727272727275, 2.0, 1.5555555555555556, 1.0]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.879518072289157, 1.6987951807228916, 1.9166666666666667, 2.305555555555556]"
72,2017-06-25,20170625KTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.764423076923077, 1.3557692307692308, 1.7857142857142858, 5.333333333333333]","[0, 1, 5.661290322580645, 1.4032258064516128, 2.3, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25974025974026, 1.6363636363636362, 2.3846153846153846, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.734597156398104, 1.5639810426540286, 1.7307692307692308, 5.41025641025641]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.2964285714285715, 4.125, 6.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.776923076923077, 1.4307692307692308, 1.6875, 1.4444444444444444]","[0, 0, 3.7058823529411766, 1.411764705882353, 1.1, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.6, 1.6333333333333333, 1.7692307692307692, 1.2]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 5.2682926829268295, 1.3170731707317074, 2.9411764705882355, 5.694444444444444]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 3.1153846153846154, 1.0673076923076923, 1.8181818181818181, 1.2839506172839505]","[0, 1, 6.171428571428571, 1.885714285714286, 1.5555555555555556, 0.9722222222222222]","[0, 0, 4.426229508196721, 1.5737704918032789, 1.5555555555555556, 0.8840579710144927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.747252747252747, 1.6813186813186813, 1.7857142857142858, 2.333333333333333]"
