,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이민우,문경찬,김명찬,김현준,헥터,정동현,남재현,유승철,팻딘,박진태,정윤환,김광수,배힘찬,고효준,김진우,윤석민,곽정철,김세현,한기주,손영민,박경태,양현종,정용운,임창용,최영필
115,2017-08-29,20170829HTSS0,"[0, 0, 3.2586206896551726, 1.5517241379310345, 1.0, 1.487179487179487]","[0, 0, 4.887931034482759, 1.5775862068965518, 2.235294117647059, 0.9206349206349206]","[0, 1, 6.410071942446043, 1.7482014388489209, 1.8235294117647058, 1.8533333333333335]","[0, 0, 6.942857142857142, 1.7428571428571429, 1.9047619047619047, 1.09375]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.2272727272727275, 1.4242424242424243, 1.2380952380952381, 1.2941176470588236]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.455531453362256, 1.3015184381778742, 3.3529411764705883, 6.6811594202898545]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.4846938775510206, 3.212121212121212, 5.6811594202898545]","[0, 0, 5.673913043478261, 1.5, 1.4615384615384615, 1.6428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 1, 4.683673469387755, 1.6836734693877553, 1.5789473684210527, 1.0208333333333333]","[0, 0, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 2.0, 3.0, 0.7142857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.4429530201342287, 1.3020134228187918, 3.696969696969697, 6.208333333333333]","[0, 0, 5.198757763975156, 1.37888198757764, 0.8125, 2.824561403508772]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
116,2017-08-30,20170830HTSS0,"[0, 1, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[1, 0, 4.991596638655462, 1.5882352941176472, 2.2941176470588234, 0.9224806201550387]","[0, 0, 6.410071942446043, 1.7482014388489209, 1.8235294117647058, 1.8533333333333335]","[0, 0, 6.942857142857142, 1.7428571428571429, 1.9047619047619047, 1.09375]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.613065326633166, 1.477386934673367, 1.2619047619047619, 1.2756410256410255]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.455531453362256, 1.3015184381778742, 3.3529411764705883, 6.6811594202898545]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.4846938775510206, 3.212121212121212, 5.6811594202898545]","[0, 1, 5.547945205479452, 1.5205479452054795, 1.5384615384615385, 1.6781609195402298]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.683673469387755, 1.6836734693877553, 1.5789473684210527, 1.0208333333333333]","[0, 0, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 2.0, 3.0, 0.7142857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.4429530201342287, 1.3020134228187918, 3.696969696969697, 6.208333333333333]","[0, 0, 5.198757763975156, 1.37888198757764, 0.8125, 2.824561403508772]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
117,2017-08-31,20170831OBHT0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 4.991596638655462, 1.5882352941176472, 2.2941176470588234, 0.9224806201550387]","[0, 0, 6.410071942446043, 1.7482014388489209, 1.8235294117647058, 1.8533333333333335]","[0, 0, 6.942857142857142, 1.7428571428571429, 1.9047619047619047, 1.09375]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.613065326633166, 1.477386934673367, 1.2619047619047619, 1.2756410256410255]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.455531453362256, 1.3015184381778742, 3.3529411764705883, 6.6811594202898545]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.511056511056511, 1.4889434889434892, 3.235294117647059, 5.652777777777778]","[0, 1, 5.472972972972974, 1.5608108108108107, 1.3333333333333333, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 1, 4.590000000000001, 1.68, 1.631578947368421, 1.0101010101010102]","[0, 0, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 2.0, 3.0, 0.7142857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.4429530201342287, 1.3020134228187918, 3.696969696969697, 6.208333333333333]","[0, 0, 5.198757763975156, 1.37888198757764, 0.8125, 2.824561403508772]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
118,2017-09-01,20170901OBHT0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 4.991596638655462, 1.5882352941176472, 2.2941176470588234, 0.9224806201550387]","[0, 1, 7.135714285714286, 1.8214285714285716, 1.8235294117647058, 1.7948717948717947]","[0, 0, 6.942857142857142, 1.7428571428571429, 1.9047619047619047, 1.09375]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.543269230769231, 1.4711538461538463, 1.25, 1.3081761006289307]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.455531453362256, 1.3015184381778742, 3.3529411764705883, 6.6811594202898545]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.511056511056511, 1.4889434889434892, 3.235294117647059, 5.652777777777778]","[0, 0, 5.472972972972974, 1.5608108108108107, 1.3333333333333333, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 1, 4.330188679245283, 1.6132075471698113, 1.6842105263157894, 1.0392156862745099]","[0, 0, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.65, 2.6666666666666665, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.4429530201342287, 1.3020134228187918, 3.696969696969697, 6.208333333333333]","[1, 0, 6.166666666666666, 1.5, 0.7878787878787878, 2.7]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
119,2017-09-02,20170902HTWO0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 4.991596638655462, 1.5882352941176472, 2.2941176470588234, 0.9224806201550387]","[0, 0, 7.135714285714286, 1.8214285714285716, 1.8235294117647058, 1.7948717948717947]","[0, 0, 6.942857142857142, 1.7428571428571429, 1.9047619047619047, 1.09375]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.5, 1.4857142857142858, 1.2444444444444445, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.455531453362256, 1.3015184381778742, 3.3529411764705883, 6.6811594202898545]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.511056511056511, 1.4889434889434892, 3.235294117647059, 5.652777777777778]","[0, 0, 5.472972972972974, 1.5608108108108107, 1.3333333333333333, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.330188679245283, 1.6132075471698113, 1.6842105263157894, 1.0392156862745099]","[0, 1, 7.457142857142857, 1.8571428571428572, 1.0, 3.1818181818181817]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.375, 3.3333333333333335, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[1, 0, 3.5267665952890788, 1.3040685224839401, 3.657142857142857, 6.226666666666667]","[0, 0, 6.166666666666666, 1.5, 0.7878787878787878, 2.7]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
120,2017-09-03,20170903HTWO0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 1, 4.432835820895522, 1.5, 2.6470588235294117, 1.0151515151515151]","[0, 0, 7.135714285714286, 1.8214285714285716, 1.8235294117647058, 1.7948717948717947]","[0, 1, 6.75, 1.6944444444444444, 1.9523809523809523, 1.0909090909090908]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.5, 1.4857142857142858, 1.2444444444444445, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.382045929018789, 1.302713987473904, 3.3333333333333335, 6.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.511056511056511, 1.4889434889434892, 3.235294117647059, 5.652777777777778]","[0, 1, 5.4, 1.54, 1.3333333333333333, 1.6129032258064515]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.330188679245283, 1.6132075471698113, 1.6842105263157894, 1.0392156862745099]","[0, 1, 7.250000000000001, 1.8611111111111112, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.375, 3.3333333333333335, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.5267665952890788, 1.3040685224839401, 3.657142857142857, 6.226666666666667]","[0, 0, 6.166666666666666, 1.5, 0.7878787878787878, 2.7]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
121,2017-09-05,20170905HTLG0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 4.432835820895522, 1.5, 2.6470588235294117, 1.0151515151515151]","[0, 0, 7.135714285714286, 1.8214285714285716, 1.8235294117647058, 1.7948717948717947]","[0, 0, 6.75, 1.6944444444444444, 1.9523809523809523, 1.0909090909090908]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.563380281690141, 1.4929577464788732, 1.2666666666666666, 1.290909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.382045929018789, 1.302713987473904, 3.3333333333333335, 6.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 3.0, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.563380281690141, 1.5070422535211268, 3.1944444444444446, 5.68]","[0, 0, 5.4, 1.54, 1.3333333333333333, 1.6129032258064515]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 1, 4.172727272727273, 1.6090909090909091, 1.736842105263158, 1.0476190476190474]","[0, 0, 7.250000000000001, 1.8611111111111112, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.3333333333333333, 3.3333333333333335, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.5267665952890788, 1.3040685224839401, 3.657142857142857, 6.226666666666667]","[0, 0, 6.166666666666666, 1.5, 0.7878787878787878, 2.7]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
122,2017-09-06,20170906HTLG0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[1, 0, 5.0, 1.5555555555555556, 2.4210526315789473, 1.0]","[0, 0, 7.135714285714286, 1.8214285714285716, 1.8235294117647058, 1.7948717948717947]","[0, 1, 7.431192660550459, 1.7614678899082568, 1.8636363636363635, 1.0686274509803921]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.563380281690141, 1.4929577464788732, 1.2666666666666666, 1.290909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.382045929018789, 1.302713987473904, 3.3333333333333335, 6.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 3.3333333333333335, 0.6, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5070422535211268, 3.1944444444444446, 5.68]","[0, 1, 5.58, 1.56, 1.25, 1.5625]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.571428571428571, 2.0357142857142856, 3.3333333333333335, 1.0980392156862746]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.172727272727273, 1.6090909090909091, 1.736842105263158, 1.0476190476190474]","[0, 0, 7.250000000000001, 1.8611111111111112, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 3.3333333333333335, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.5267665952890788, 1.3040685224839401, 3.657142857142857, 6.226666666666667]","[0, 0, 6.166666666666666, 1.5, 0.7878787878787878, 2.7]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
123,2017-09-07,20170907HHHT0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 5.0, 1.5555555555555556, 2.4210526315789473, 1.0]","[0, 1, 6.662337662337662, 1.7142857142857142, 1.9444444444444444, 1.9012345679012346]","[0, 1, 7.342105263157895, 1.763157894736842, 1.826086956521739, 1.0857142857142856]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.563380281690141, 1.4929577464788732, 1.2666666666666666, 1.290909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.382045929018789, 1.302713987473904, 3.3333333333333335, 6.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 2.75, 0.8, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5070422535211268, 3.1944444444444446, 5.68]","[0, 0, 5.58, 1.56, 1.25, 1.5625]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.983050847457628, 1.9322033898305084, 3.3333333333333335, 1.0925925925925926]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.172727272727273, 1.6090909090909091, 1.736842105263158, 1.0476190476190474]","[1, 0, 7.250000000000001, 1.9166666666666667, 0.9545454545454546, 2.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 3.3333333333333335, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.5267665952890788, 1.3040685224839401, 3.657142857142857, 6.226666666666667]","[0, 1, 6.381818181818182, 1.5636363636363637, 0.7714285714285715, 2.619047619047619]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
124,2017-09-08,20170908HHHT0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 5.0, 1.5555555555555556, 2.4210526315789473, 1.0]","[0, 0, 6.662337662337662, 1.7142857142857142, 1.9444444444444444, 1.9012345679012346]","[0, 0, 7.342105263157895, 1.763157894736842, 1.826086956521739, 1.0857142857142856]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.794392523364486, 1.5140186915887852, 1.2391304347826086, 1.2738095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913669064748201, 1.2625899280575539, 3.3125, 5.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.382045929018789, 1.302713987473904, 3.3333333333333335, 6.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 2.75, 0.8, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5070422535211268, 3.1944444444444446, 5.68]","[0, 0, 5.58, 1.56, 1.25, 1.5625]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.983050847457628, 1.9322033898305084, 3.3333333333333335, 1.0925925925925926]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.172727272727273, 1.6090909090909091, 1.736842105263158, 1.0476190476190474]","[0, 0, 7.250000000000001, 1.9166666666666667, 0.9545454545454546, 2.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3823529411764706, 1.5, 3.25, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[1, 0, 3.451546391752577, 1.3051546391752578, 3.6486486486486487, 6.217948717948717]","[0, 0, 6.381818181818182, 1.5636363636363637, 0.7714285714285715, 2.619047619047619]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
125,2017-09-09,20170909SSHT0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 1, 5.207142857142857, 1.6714285714285715, 2.238095238095238, 1.0144927536231882]","[0, 0, 6.662337662337662, 1.7142857142857142, 1.9444444444444444, 1.9012345679012346]","[0, 0, 7.342105263157895, 1.763157894736842, 1.826086956521739, 1.0857142857142856]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.728110599078341, 1.4930875576036868, 1.2608695652173914, 1.2690058479532162]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.269896193771626, 1.3183391003460208, 3.5625, 5.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.382045929018789, 1.302713987473904, 3.3333333333333335, 6.652777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 2.75, 0.8, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5070422535211268, 3.1944444444444446, 5.68]","[0, 0, 5.58, 1.56, 1.25, 1.5625]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.983050847457628, 1.9322033898305084, 3.3333333333333335, 1.0925925925925926]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 1, 4.172727272727273, 1.6363636363636365, 1.65, 1.0185185185185184]","[0, 0, 7.250000000000001, 1.9166666666666667, 0.9545454545454546, 2.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1891891891891895, 1.3783783783783783, 3.5, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.451546391752577, 1.3051546391752578, 3.6486486486486487, 6.217948717948717]","[0, 0, 6.381818181818182, 1.5636363636363637, 0.7714285714285715, 2.619047619047619]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
126,2017-09-10,20170910SSHT0,"[0, 0, 3.3230769230769233, 1.7538461538461538, 0.9230769230769231, 1.5476190476190477]","[0, 0, 5.207142857142857, 1.6714285714285715, 2.238095238095238, 1.0144927536231882]","[0, 0, 6.662337662337662, 1.7142857142857142, 1.9444444444444444, 1.9012345679012346]","[0, 0, 7.342105263157895, 1.763157894736842, 1.826086956521739, 1.0857142857142856]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.663636363636364, 1.4727272727272729, 1.2608695652173914, 1.264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.269896193771626, 1.3183391003460208, 3.5625, 5.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2743538767395624, 1.2823061630218688, 3.3157894736842106, 6.706666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 2.75, 0.8, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5070422535211268, 3.1944444444444446, 5.68]","[0, 1, 5.810126582278481, 1.5949367088607596, 1.375, 1.5959595959595958]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.983050847457628, 1.9322033898305084, 3.3333333333333335, 1.0925925925925926]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.172727272727273, 1.6363636363636365, 1.65, 1.0185185185185184]","[0, 0, 7.250000000000001, 1.9166666666666667, 0.9545454545454546, 2.769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.3783783783783783, 3.5, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.451546391752577, 1.3051546391752578, 3.6486486486486487, 6.217948717948717]","[0, 1, 6.267857142857143, 1.5535714285714286, 0.8, 2.5454545454545454]","[0, 0, 3.75, 1.5555555555555556, 2.0476190476190474, 0.9]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
