,date,game_key,최원재,채선관,조근종,고영표,심재민,류희운,안상빈,강장산,홍성무,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,배제성,박세진,김도영,로치,조병욱,이정현,이종혁,최대성,홍성용,윤근영,이상화,배우열,김사율
117,2017-08-29,20170829NCKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.780548628428927, 1.2718204488778055, 7.25, 5.81159420289855]","[0, 0, 4.628571428571429, 1.457142857142857, 2.2, 1.10062893081761]","[0, 0, 6.506024096385542, 1.716867469879518, 0.9393939393939394, 3.2549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 0, 3.991304347826087, 1.3565217391304347, 1.7058823529411764, 1.0360360360360361]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.277533039647578, 1.8634361233480174, 1.5625, 3.7833333333333337]","[0, 0, 7.756906077348066, 1.7900552486187844, 1.5, 2.3205128205128207]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.9361702127659575, 1.148936170212766, 4.035714285714286, 6.409090909090909]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.929155313351499, 1.6348773841961854, 1.5106382978723405, 5.825396825396825]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.3636363636363638, 0.8, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.3246753246753247, 1.2, 0.9506172839506173]","[0, 1, 9.0, 1.6666666666666667, 3.0, 1.5]","[0, 0, 3.786585365853659, 1.3170731707317074, 3.357142857142857, 0.9761904761904762]","[0, 1, 9.671641791044776, 2.1044776119402986, 3.8333333333333335, 1.3137254901960784]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
118,2017-08-30,20170830NCKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.2718204488778055, 7.25, 5.81159420289855]","[0, 0, 4.628571428571429, 1.457142857142857, 2.2, 1.10062893081761]","[1, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.991304347826087, 1.408695652173913, 1.6111111111111112, 1.0087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.277533039647578, 1.8634361233480174, 1.5625, 3.7833333333333337]","[0, 1, 7.571428571428571, 1.7619047619047619, 1.5217391304347827, 2.3333333333333335]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.9361702127659575, 1.148936170212766, 4.035714285714286, 6.409090909090909]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.929155313351499, 1.6348773841961854, 1.5106382978723405, 5.825396825396825]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 0.8, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.3246753246753247, 1.2, 0.9506172839506173]","[0, 0, 9.0, 1.6666666666666667, 3.0, 1.5]","[0, 1, 3.7636363636363637, 1.309090909090909, 3.357142857142857, 0.9649122807017544]","[0, 0, 9.671641791044776, 2.1044776119402986, 3.8333333333333335, 1.3137254901960784]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
119,2017-08-31,20170831KTHH0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.2718204488778055, 7.25, 5.81159420289855]","[0, 1, 5.311475409836065, 1.540983606557377, 2.1538461538461537, 1.1296296296296295]","[0, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 0, 3.991304347826087, 1.408695652173913, 1.6111111111111112, 1.0087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.277533039647578, 1.8634361233480174, 1.5625, 3.7833333333333337]","[0, 0, 7.571428571428571, 1.7619047619047619, 1.5217391304347827, 2.3333333333333335]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.9361702127659575, 1.148936170212766, 4.035714285714286, 6.409090909090909]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.979220779220779, 1.6285714285714286, 1.6170212765957446, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 0.8, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2682926829268295, 1.2804878048780488, 1.3, 0.9761904761904762]","[0, 0, 9.0, 1.6666666666666667, 3.0, 1.5]","[0, 0, 3.7636363636363637, 1.309090909090909, 3.357142857142857, 0.9649122807017544]","[0, 0, 9.671641791044776, 2.1044776119402986, 3.8333333333333335, 1.3137254901960784]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
120,2017-09-01,20170901KTHH0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.2718204488778055, 7.25, 5.81159420289855]","[0, 1, 5.197860962566844, 1.5240641711229945, 2.1923076923076925, 1.1333333333333333]","[0, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.793388429752066, 1.3636363636363635, 1.6666666666666667, 1.0341880341880343]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 1, 7.363636363636363, 1.7272727272727273, 1.608695652173913, 2.357142857142857]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.9361702127659575, 1.148936170212766, 4.035714285714286, 6.409090909090909]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.979220779220779, 1.6285714285714286, 1.6170212765957446, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 0.8, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.2804878048780488, 1.3, 0.9761904761904762]","[0, 0, 9.0, 1.6666666666666667, 3.0, 1.5]","[0, 0, 3.7636363636363637, 1.309090909090909, 3.357142857142857, 0.9649122807017544]","[0, 0, 9.671641791044776, 2.1044776119402986, 3.8333333333333335, 1.3137254901960784]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
121,2017-09-02,20170902SKKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.780548628428927, 1.2718204488778055, 7.25, 5.81159420289855]","[0, 0, 5.197860962566844, 1.5240641711229945, 2.1923076923076925, 1.1333333333333333]","[0, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 0, 3.793388429752066, 1.3636363636363635, 1.6666666666666667, 1.0341880341880343]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 0, 7.363636363636363, 1.7272727272727273, 1.608695652173913, 2.357142857142857]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[1, 0, 2.778523489932886, 1.0939597315436242, 4.321428571428571, 6.478260869565218]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.979220779220779, 1.6285714285714286, 1.6170212765957446, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5600000000000005, 2.04, 0.8333333333333334, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.2804878048780488, 1.3, 0.9761904761904762]","[0, 1, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 0, 3.7636363636363637, 1.309090909090909, 3.357142857142857, 0.9649122807017544]","[0, 1, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
122,2017-09-03,20170903SKKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 1, 5.11578947368421, 1.5, 2.230769230769231, 1.130952380952381]","[0, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.701612903225806, 1.3306451612903225, 1.6666666666666667, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 1, 7.253731343283582, 1.7313432835820894, 1.625, 2.310344827586207]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.778523489932886, 1.0939597315436242, 4.321428571428571, 6.478260869565218]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.979220779220779, 1.6285714285714286, 1.6170212765957446, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.04, 0.8333333333333334, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.2804878048780488, 1.3, 0.9761904761904762]","[0, 0, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 1, 3.6964285714285716, 1.2857142857142858, 3.4285714285714284, 0.9655172413793104]","[0, 0, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
123,2017-09-05,20170905WOKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 1, 5.036269430051814, 1.4922279792746116, 2.269230769230769, 1.1286549707602338]","[0, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.826771653543307, 1.3700787401574803, 1.6666666666666667, 1.032520325203252]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 1, 7.147058823529412, 1.7058823529411764, 1.6666666666666667, 2.2666666666666666]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.778523489932886, 1.0939597315436242, 4.321428571428571, 6.478260869565218]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[1, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.979220779220779, 1.6285714285714286, 1.6170212765957446, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.967741935483871, 1.7419354838709677, 0.8333333333333334, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.2804878048780488, 1.3, 0.9761904761904762]","[0, 0, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 1, 3.631578947368421, 1.280701754385965, 3.5714285714285716, 0.9661016949152542]","[0, 0, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
124,2017-09-06,20170906WOKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 1, 4.959183673469388, 1.4846938775510206, 2.269230769230769, 1.1264367816091954]","[0, 0, 7.322033898305085, 1.7796610169491525, 0.918918918918919, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 0, 3.826771653543307, 1.3700787401574803, 1.6666666666666667, 1.032520325203252]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 0, 7.147058823529412, 1.7058823529411764, 1.6666666666666667, 2.2666666666666666]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.778523489932886, 1.0939597315436242, 4.321428571428571, 6.478260869565218]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.171641791044776, 1.664179104477612, 1.5918367346938775, 5.826086956521739]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.967741935483871, 1.7419354838709677, 0.8333333333333334, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.2804878048780488, 1.3, 0.9761904761904762]","[0, 0, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 1, 3.5689655172413794, 1.2586206896551724, 3.7142857142857144, 0.9666666666666667]","[0, 0, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 0, 7.061538461538462, 1.7076923076923076, 8.5, 1.9696969696969697]"
125,2017-09-07,20170907KTOB0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 0, 4.959183673469388, 1.4846938775510206, 2.269230769230769, 1.1264367816091954]","[1, 0, 7.548387096774193, 1.8225806451612903, 0.9459459459459459, 3.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.7099236641221376, 1.351145038167939, 1.8333333333333333, 1.0396825396825395]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 1, 7.043478260869565, 1.681159420289855, 1.7083333333333333, 2.225806451612903]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 2.778523489932886, 1.0939597315436242, 4.321428571428571, 6.478260869565218]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.171641791044776, 1.664179104477612, 1.5918367346938775, 5.826086956521739]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.147058823529412, 1.7647058823529411, 0.8333333333333334, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.411764705882353, 1.1666666666666667, 0.9770114942528735]","[0, 0, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 0, 3.5689655172413794, 1.2586206896551724, 3.7142857142857144, 0.9666666666666667]","[0, 0, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 1, 8.746478873239436, 1.9436619718309858, 3.6, 1.9722222222222223]"
126,2017-09-08,20170908KTOB0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 1, 4.884422110552764, 1.4623115577889447, 2.3461538461538463, 1.1242937853107344]","[0, 0, 7.548387096774193, 1.8225806451612903, 0.9459459459459459, 3.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.6, 1.3555555555555556, 1.7894736842105263, 1.0465116279069768]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.260330578512397, 1.884297520661157, 1.6176470588235294, 3.8412698412698414]","[0, 0, 7.043478260869565, 1.681159420289855, 1.7083333333333333, 2.225806451612903]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[1, 0, 3.138157894736842, 1.125, 4.464285714285714, 6.333333333333333]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.171641791044776, 1.664179104477612, 1.5918367346938775, 5.826086956521739]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.7647058823529411, 0.8333333333333334, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.411764705882353, 1.1666666666666667, 0.9770114942528735]","[0, 0, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 1, 3.8135593220338984, 1.271186440677966, 3.7142857142857144, 0.9672131147540983]","[0, 0, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 0, 8.746478873239436, 1.9436619718309858, 3.6, 1.9722222222222223]"
127,2017-09-09,20170909LTKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 0, 4.884422110552764, 1.4623115577889447, 2.3461538461538463, 1.1242937853107344]","[0, 0, 7.548387096774193, 1.8225806451612903, 0.9459459459459459, 3.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 0, 3.6, 1.3555555555555556, 1.7894736842105263, 1.0465116279069768]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.723076923076924, 1.7884615384615383, 1.8823529411764706, 3.9393939393939394]","[0, 1, 7.071428571428572, 1.6857142857142857, 1.64, 2.1875]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 3.138157894736842, 1.125, 4.464285714285714, 6.333333333333333]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.171641791044776, 1.664179104477612, 1.5918367346938775, 5.826086956521739]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.7647058823529411, 0.8333333333333334, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.411764705882353, 1.1666666666666667, 0.9770114942528735]","[0, 0, 5.142857142857142, 1.8571428571428572, 2.0, 2.3333333333333335]","[0, 0, 3.8135593220338984, 1.271186440677966, 3.7142857142857144, 0.9672131147540983]","[0, 0, 10.028571428571428, 2.185714285714286, 3.8333333333333335, 1.2962962962962963]","[0, 1, 8.391891891891891, 1.9054054054054053, 3.6, 1.8974358974358976]"
128,2017-09-10,20170910LTKT0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 1, 4.811881188118812, 1.4702970297029705, 2.2142857142857144, 1.1222222222222222]","[0, 0, 7.548387096774193, 1.8225806451612903, 0.9459459459459459, 3.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 0, 3.6, 1.3555555555555556, 1.7894736842105263, 1.0465116279069768]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.723076923076924, 1.7884615384615383, 1.8823529411764706, 3.9393939393939394]","[0, 0, 7.071428571428572, 1.6857142857142857, 1.64, 2.1875]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 3.138157894736842, 1.125, 4.464285714285714, 6.333333333333333]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[1, 0, 1.9285714285714284, 1.5, 1.75, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.171641791044776, 1.664179104477612, 1.5918367346938775, 5.826086956521739]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.6153846153846154, 1.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.934065934065934, 1.3516483516483517, 1.25, 1.011111111111111]","[0, 1, 6.75, 1.875, 2.5, 2.0]","[0, 0, 3.8135593220338984, 1.271186440677966, 3.7142857142857144, 0.9672131147540983]","[0, 1, 10.594936708860759, 2.1645569620253164, 4.0, 1.3859649122807016]","[0, 0, 8.391891891891891, 1.9054054054054053, 3.6, 1.8974358974358976]"
129,2017-09-12,20170912KTWO0,"[0, 0, 5.4, 2.4, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.004878048780488, 1.2951219512195122, 7.5, 5.694444444444444]","[0, 0, 4.811881188118812, 1.4702970297029705, 2.2142857142857144, 1.1222222222222222]","[0, 0, 7.548387096774193, 1.8225806451612903, 0.9459459459459459, 3.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 15.1875, 2.8125, 0.5, 0.8888888888888888]","[0, 1, 3.9705882352941178, 1.3897058823529411, 1.7, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.723076923076924, 1.7884615384615383, 1.8823529411764706, 3.9393939393939394]","[0, 0, 7.071428571428572, 1.6857142857142857, 1.64, 2.1875]","[0, 0, 4.706422018348624, 1.2935779816513762, 2.8181818181818183, 0.9316239316239316]","[0, 0, 7.9411764705882355, 1.588235294117647, 5.0, 0.8717948717948718]","[0, 0, 3.138157894736842, 1.125, 4.464285714285714, 6.333333333333333]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 1.9285714285714284, 1.5, 1.75, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.042553191489361, 1.6382978723404256, 1.72, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.934065934065934, 1.3516483516483517, 1.25, 1.011111111111111]","[0, 0, 6.75, 1.875, 2.5, 2.0]","[0, 1, 3.770949720670391, 1.2569832402234637, 3.7142857142857144, 0.9623655913978494]","[0, 1, 10.207317073170731, 2.1219512195121952, 4.0, 1.3666666666666667]","[0, 1, 8.064935064935064, 1.87012987012987, 3.6, 1.8333333333333335]"
