,date,game_key,최원재,채선관,조근종,고영표,심재민,류희운,안상빈,강장산,홍성무,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,배제성,박세진,김도영,로치,조병욱,이정현,이종혁,최대성,홍성용,윤근영,이상화,배우열,김사율
82,2017-07-12,20170712SSKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.989130434782608, 1.2282608695652173, 6.666666666666667, 5.75]","[0, 0, 3.5859375, 1.3359375, 2.933333333333333, 1.1851851851851851]","[0, 1, 6.75, 1.6630434782608694, 0.9444444444444444, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.839285714285714, 1.6964285714285714, 1.5714285714285714, 3.7333333333333334]","[0, 0, 7.7142857142857135, 1.8270676691729322, 1.3529411764705883, 2.7708333333333335]","[0, 0, 2.8208955223880596, 1.0298507462686568, 3.6, 0.9305555555555555]","[0, 1, 10.8, 1.6, 3.0, 0.625]","[0, 0, 2.948805460750853, 1.1160409556313993, 5.733333333333333, 6.511111111111111]","[0, 1, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.919028340080971, 1.591093117408907, 2.08, 5.8809523809523805]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.906976744186046, 1.4651162790697674, 1.8, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.2782608695652173, 3.3333333333333335, 1.0360360360360361]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.615384615384615, 1.9230769230769231, 5.0, 4.333333333333333]"
83,2017-07-13,20170713SSKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.989130434782608, 1.2282608695652173, 6.666666666666667, 5.75]","[0, 1, 3.7674418604651163, 1.3953488372093024, 2.588235294117647, 1.162162162162162]","[0, 0, 6.75, 1.6630434782608694, 0.9444444444444444, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.839285714285714, 1.6964285714285714, 1.5714285714285714, 3.7333333333333334]","[0, 1, 7.575539568345323, 1.8129496402877696, 1.411764705882353, 2.7254901960784315]","[0, 1, 2.7, 0.9857142857142858, 3.8, 0.9333333333333332]","[0, 0, 10.8, 1.6, 3.0, 0.625]","[0, 0, 2.948805460750853, 1.1160409556313993, 5.733333333333333, 6.511111111111111]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.846456692913386, 1.6889763779527558, 1.8620689655172413, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.456521739130435, 1.3695652173913042, 1.8, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.432203389830508, 1.2457627118644068, 3.4444444444444446, 1.0350877192982457]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.615384615384615, 1.9230769230769231, 5.0, 4.333333333333333]"
84,2017-07-18,20170718KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.989130434782608, 1.2282608695652173, 6.666666666666667, 5.75]","[0, 0, 3.7674418604651163, 1.3953488372093024, 2.588235294117647, 1.162162162162162]","[0, 0, 6.75, 1.6630434782608694, 0.9444444444444444, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.839285714285714, 1.6964285714285714, 1.5714285714285714, 3.7333333333333334]","[0, 1, 7.41549295774648, 1.7957746478873238, 1.3888888888888888, 2.6296296296296298]","[0, 0, 2.7, 0.9857142857142858, 3.8, 0.9333333333333332]","[0, 0, 10.8, 1.6, 3.0, 0.625]","[1, 0, 2.951768488745981, 1.1286173633440515, 5.0, 6.479166666666667]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.846456692913386, 1.6889763779527558, 1.8620689655172413, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.456521739130435, 1.3695652173913042, 1.8, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.432203389830508, 1.2457627118644068, 3.4444444444444446, 1.0350877192982457]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.615384615384615, 1.9230769230769231, 5.0, 4.333333333333333]"
85,2017-07-19,20170719KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.288659793814433, 1.2783505154639174, 7.0, 5.705882352941177]","[0, 1, 3.8571428571428568, 1.4210526315789473, 2.588235294117647, 1.1666666666666667]","[0, 0, 6.75, 1.6630434782608694, 0.9444444444444444, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.839285714285714, 1.6964285714285714, 1.5714285714285714, 3.7333333333333334]","[0, 0, 7.41549295774648, 1.7957746478873238, 1.3888888888888888, 2.6296296296296298]","[0, 0, 2.7, 0.9857142857142858, 3.8, 0.9333333333333332]","[0, 0, 10.8, 1.6, 3.0, 0.625]","[0, 0, 2.951768488745981, 1.1286173633440515, 5.0, 6.479166666666667]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.846456692913386, 1.6889763779527558, 1.8620689655172413, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.1875, 1.375, 1.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5702479338842976, 1.2396694214876032, 3.5555555555555554, 1.0341880341880343]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.615384615384615, 1.9230769230769231, 5.0, 4.333333333333333]"
86,2017-07-20,20170720KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.2783505154639174, 7.0, 5.705882352941177]","[0, 1, 3.7720588235294117, 1.4117647058823528, 2.588235294117647, 1.1623931623931625]","[0, 0, 6.75, 1.6630434782608694, 0.9444444444444444, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 1.7118644067796611, 1.6818181818181819, 3.6875]","[0, 1, 7.448275862068965, 1.7999999999999998, 1.4444444444444444, 2.543859649122807]","[0, 1, 3.8571428571428568, 1.1142857142857143, 3.1666666666666665, 0.8974358974358974]","[0, 0, 10.8, 1.6, 3.0, 0.625]","[0, 0, 2.951768488745981, 1.1286173633440515, 5.0, 6.479166666666667]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.846456692913386, 1.6889763779527558, 1.8620689655172413, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1875, 1.375, 1.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4838709677419355, 1.2338709677419355, 3.5555555555555554, 1.0333333333333334]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 1, 7.902439024390244, 1.975609756097561, 5.5, 3.4166666666666665]"
87,2017-07-21,20170721KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.2783505154639174, 7.0, 5.705882352941177]","[0, 1, 3.884892086330935, 1.4244604316546763, 2.6470588235294117, 1.1583333333333334]","[0, 0, 6.75, 1.6630434782608694, 0.9444444444444444, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7118644067796611, 1.6818181818181819, 3.6875]","[0, 0, 7.448275862068965, 1.7999999999999998, 1.4444444444444444, 2.543859649122807]","[0, 0, 3.8571428571428568, 1.1142857142857143, 3.1666666666666665, 0.8974358974358974]","[0, 1, 7.7142857142857135, 1.2857142857142858, 5.0, 0.7777777777777778]","[0, 0, 2.951768488745981, 1.1286173633440515, 5.0, 6.479166666666667]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.721189591078066, 1.695167286245353, 1.7575757575757576, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.1875, 1.375, 1.8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.2338709677419355, 3.5555555555555554, 1.0333333333333334]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.902439024390244, 1.975609756097561, 5.5, 3.4166666666666665]"
88,2017-07-22,20170722KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.2783505154639174, 7.0, 5.705882352941177]","[0, 0, 3.884892086330935, 1.4244604316546763, 2.6470588235294117, 1.1583333333333334]","[1, 0, 6.612244897959184, 1.6224489795918369, 1.0, 2.9696969696969693]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7118644067796611, 1.6818181818181819, 3.6875]","[0, 0, 7.448275862068965, 1.7999999999999998, 1.4444444444444444, 2.543859649122807]","[0, 0, 3.8571428571428568, 1.1142857142857143, 3.1666666666666665, 0.8974358974358974]","[0, 0, 7.7142857142857135, 1.2857142857142858, 5.0, 0.7777777777777778]","[0, 0, 2.951768488745981, 1.1286173633440515, 5.0, 6.479166666666667]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.721189591078066, 1.695167286245353, 1.7575757575757576, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.061224489795919, 1.3469387755102042, 2.0, 0.9607843137254901]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.2338709677419355, 3.5555555555555554, 1.0333333333333334]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 1, 8.162790697674419, 2.0232558139534884, 6.0, 2.8666666666666667]"
89,2017-07-23,20170723KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.2783505154639174, 7.0, 5.705882352941177]","[0, 1, 3.802816901408451, 1.3943661971830985, 2.7058823529411766, 1.1544715447154472]","[0, 0, 6.612244897959184, 1.6224489795918369, 1.0, 2.9696969696969693]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7118644067796611, 1.6818181818181819, 3.6875]","[0, 0, 7.448275862068965, 1.7999999999999998, 1.4444444444444444, 2.543859649122807]","[0, 1, 3.802816901408451, 1.0985915492957745, 3.1666666666666665, 0.8765432098765432]","[0, 0, 7.7142857142857135, 1.2857142857142858, 5.0, 0.7777777777777778]","[1, 0, 2.927710843373494, 1.1204819277108433, 4.842105263157895, 6.509803921568627]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.721189591078066, 1.695167286245353, 1.7575757575757576, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.061224489795919, 1.3469387755102042, 2.0, 0.9607843137254901]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4015748031496065, 1.2519685039370079, 3.5555555555555554, 1.032520325203252]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 8.162790697674419, 2.0232558139534884, 6.0, 2.8666666666666667]"
90,2017-07-25,20170725OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.084415584415584, 1.275974025974026, 6.615384615384615, 5.703703703703704]","[0, 0, 3.802816901408451, 1.3943661971830985, 2.7058823529411766, 1.1544715447154472]","[0, 0, 6.612244897959184, 1.6224489795918369, 1.0, 2.9696969696969693]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 1, 4.808219178082192, 1.6849315068493151, 1.125, 0.9733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7118644067796611, 1.6818181818181819, 3.6875]","[0, 0, 7.448275862068965, 1.7999999999999998, 1.4444444444444444, 2.543859649122807]","[0, 0, 3.802816901408451, 1.0985915492957745, 3.1666666666666665, 0.8765432098765432]","[0, 1, 7.875000000000001, 1.375, 5.0, 0.8]","[0, 0, 2.927710843373494, 1.1204819277108433, 4.842105263157895, 6.509803921568627]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.721189591078066, 1.695167286245353, 1.7575757575757576, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.711538461538462, 1.3846153846153848, 2.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.826771653543307, 1.2992125984251968, 3.5555555555555554, 1.007936507936508]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 8.162790697674419, 2.0232558139534884, 6.0, 2.8666666666666667]"
91,2017-07-26,20170726OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.084415584415584, 1.275974025974026, 6.615384615384615, 5.703703703703704]","[0, 0, 3.802816901408451, 1.3943661971830985, 2.7058823529411766, 1.1544715447154472]","[0, 0, 6.612244897959184, 1.6224489795918369, 1.0, 2.9696969696969693]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 4.808219178082192, 1.6849315068493151, 1.125, 0.9733333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.285714285714285, 1.7936507936507937, 1.5, 3.7058823529411766]","[0, 1, 7.662162162162161, 1.804054054054054, 1.5, 2.466666666666667]","[0, 0, 3.802816901408451, 1.0985915492957745, 3.1666666666666665, 0.8765432098765432]","[0, 1, 9.0, 1.5555555555555556, 5.0, 0.8181818181818182]","[0, 0, 2.927710843373494, 1.1204819277108433, 4.842105263157895, 6.509803921568627]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.721189591078066, 1.695167286245353, 1.7575757575757576, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.3636363636363638, 1.6666666666666667, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.826771653543307, 1.2992125984251968, 3.5555555555555554, 1.007936507936508]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 8.162790697674419, 2.0232558139534884, 6.0, 2.8666666666666667]"
92,2017-07-27,20170727OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.084415584415584, 1.275974025974026, 6.615384615384615, 5.703703703703704]","[0, 1, 4.2534246575342465, 1.4178082191780823, 2.611111111111111, 1.1587301587301586]","[0, 0, 6.612244897959184, 1.6224489795918369, 1.0, 2.9696969696969693]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 4.808219178082192, 1.6849315068493151, 1.125, 0.9733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.285714285714285, 1.7936507936507937, 1.5, 3.7058823529411766]","[0, 0, 7.662162162162161, 1.804054054054054, 1.5, 2.466666666666667]","[0, 1, 3.698630136986301, 1.1506849315068495, 3.3333333333333335, 0.869047619047619]","[0, 0, 9.0, 1.5555555555555556, 5.0, 0.8181818181818182]","[0, 0, 2.927710843373494, 1.1204819277108433, 4.842105263157895, 6.509803921568627]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.362369337979095, 1.6933797909407664, 1.5789473684210527, 5.627450980392157]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3636363636363638, 1.6666666666666667, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.796875, 1.3125, 3.2, 0.9922480620155039]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 8.162790697674419, 2.0232558139534884, 6.0, 2.8666666666666667]"
93,2017-07-28,20170728NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.084415584415584, 1.275974025974026, 6.615384615384615, 5.703703703703704]","[0, 1, 4.591836734693877, 1.4489795918367347, 2.611111111111111, 1.1395348837209303]","[1, 0, 5.9734513274336285, 1.6194690265486726, 0.92, 3.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 1, 5.4, 1.72, 1.1875, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.285714285714285, 1.7936507936507937, 1.5, 3.7058823529411766]","[0, 0, 7.662162162162161, 1.804054054054054, 1.5, 2.466666666666667]","[0, 1, 3.552631578947368, 1.1447368421052633, 3.0, 0.8735632183908045]","[0, 0, 9.0, 1.5555555555555556, 5.0, 0.8181818181818182]","[0, 0, 2.927710843373494, 1.1204819277108433, 4.842105263157895, 6.509803921568627]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.362369337979095, 1.6933797909407664, 1.5789473684210527, 5.627450980392157]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3636363636363638, 1.6666666666666667, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2954545454545454, 3.3, 1.0]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 1, 7.269230769230769, 1.7307692307692308, 7.5, 2.888888888888889]"
94,2017-07-29,20170729NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.084415584415584, 1.275974025974026, 6.615384615384615, 5.703703703703704]","[0, 1, 4.530201342281879, 1.4496644295302015, 2.473684210526316, 1.1287878787878787]","[0, 0, 5.9734513274336285, 1.6194690265486726, 0.92, 3.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 5.4, 1.72, 1.1875, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.285714285714285, 1.7936507936507937, 1.5, 3.7058823529411766]","[0, 0, 7.662162162162161, 1.804054054054054, 1.5, 2.466666666666667]","[0, 1, 3.8076923076923075, 1.2307692307692308, 2.625, 0.8666666666666667]","[0, 0, 9.0, 1.5555555555555556, 5.0, 0.8181818181818182]","[1, 0, 2.9314285714285715, 1.1057142857142856, 4.761904761904762, 6.481481481481482]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.362369337979095, 1.6933797909407664, 1.5789473684210527, 5.627450980392157]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3636363636363638, 1.6666666666666667, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6541353383458643, 1.2857142857142856, 3.4, 0.9851851851851853]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.269230769230769, 1.7307692307692308, 7.5, 2.888888888888889]"
95,2017-07-30,20170730NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.969325153374233, 1.3067484662576687, 6.5, 5.719298245614035]","[0, 0, 4.530201342281879, 1.4496644295302015, 2.473684210526316, 1.1287878787878787]","[0, 0, 5.9734513274336285, 1.6194690265486726, 0.92, 3.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 5.4, 1.72, 1.1875, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.285714285714285, 1.7936507936507937, 1.5, 3.7058823529411766]","[0, 1, 7.30188679245283, 1.7735849056603774, 1.6111111111111112, 2.5238095238095237]","[0, 0, 3.8076923076923075, 1.2307692307692308, 2.625, 0.8666666666666667]","[0, 1, 9.0, 1.6, 5.0, 0.8333333333333334]","[0, 0, 2.9314285714285715, 1.1057142857142856, 4.761904761904762, 6.481481481481482]","[0, 0, 6.46875, 1.84375, 1.05, 1.6842105263157894]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.362369337979095, 1.6933797909407664, 1.5789473684210527, 5.627450980392157]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.120689655172414, 1.293103448275862, 1.8333333333333333, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6541353383458643, 1.2857142857142856, 3.4, 0.9851851851851853]","[0, 0, 10.180327868852459, 2.1639344262295084, 3.5, 1.2708333333333333]","[0, 0, 7.269230769230769, 1.7307692307692308, 7.5, 2.888888888888889]"
