,date,game_key,안승민,김경태,김용주,이태양,이충호,김종수,서균,황영국,김민우,김범수,권용우,김재영,박상원,김지훈,김진영,비야누에바,오간도,김성훈,김병현,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,김혁민,강승현,정대훈,장민재,송신영,박정진
10,2017-04-13,20170413HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.272727272727273, 0.6363636363636364, 8, 5.5]","[0, 0, 8.379310344827587, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9230769230769231, 1.0, 1.4444444444444444]","[0, 0, 0.0, 0.9473684210526316, 0.3333333333333333, 6.333333333333333]","[0, 1, 0.0, 1.0, 1.5, 1.4]","[0, 1, 6.352941176470588, 1.9411764705882353, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0714285714285714, 4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.153846153846154, 1.25, 0.619047619047619]"
11,2017-04-14,20170414SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 0.6363636363636364, 8, 5.5]","[0, 0, 8.379310344827587, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.25, 2.0, 1.3333333333333333]","[0, 0, 2.076923076923077, 0.9230769230769231, 1.0, 1.4444444444444444]","[1, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 1, 0.0, 1.2272727272727273, 1.5, 1.222222222222222]","[0, 1, 6.0, 1.8333333333333333, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0714285714285714, 4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.153846153846154, 1.25, 0.619047619047619]"
12,2017-04-15,20170415SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4545454545454546, 1.2272727272727273, 2.5, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 0.6363636363636364, 8, 5.5]","[0, 0, 8.379310344827587, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 1.5, 2.0]","[0, 1, 3.8571428571428568, 1.2857142857142856, 0.5, 1.1666666666666667]","[0, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 1, 0.0, 1.2857142857142856, 1.6666666666666667, 1.3333333333333335]","[0, 0, 6.0, 1.8333333333333333, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0714285714285714, 4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 1.5, 1.0, 0.6666666666666666]"
13,2017-04-16,20170416SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.5, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 0.6363636363636364, 8, 5.5]","[0, 0, 8.379310344827587, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.5, 2.0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 0.5, 1.1666666666666667]","[0, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 0, 0.0, 1.2857142857142856, 1.6666666666666667, 1.3333333333333335]","[0, 1, 6.75, 1.875, 0.8571428571428571, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 1.0588235294117647, 4, 1.1333333333333333]","[0, 1, 0.0, 10, 0, 0.0]","[0, 1, 7.105263157894736, 1.4210526315789473, 1.1428571428571428, 0.7037037037037037]"
14,2017-04-18,20170418LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.5, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 0.6363636363636364, 8, 5.5]","[1, 0, 4.859999999999999, 1.26, 5.0, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.5, 2.0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 0.5, 1.1666666666666667]","[0, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 0, 0.0, 1.2857142857142856, 1.6666666666666667, 1.3333333333333335]","[0, 1, 11.423076923076923, 2.307692307692308, 0.875, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.05, 2.6666666666666665, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 4, 1.1333333333333333]","[0, 0, 0.0, 10, 0, 0.0]","[0, 0, 7.105263157894736, 1.4210526315789473, 1.1428571428571428, 0.7037037037037037]"
15,2017-04-19,20170419LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.5, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5961538461538463, 0.8076923076923077, 2.5, 5.777777777777778]","[0, 0, 4.859999999999999, 1.26, 5.0, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.5, 2.0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 0.5, 1.1666666666666667]","[0, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 0, 0.0, 1.2857142857142856, 1.6666666666666667, 1.3333333333333335]","[0, 0, 11.423076923076923, 2.307692307692308, 0.875, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 0.9545454545454546, 3.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0588235294117647, 4, 1.1333333333333333]","[0, 0, 0.0, 10, 0, 0.0]","[0, 0, 7.105263157894736, 1.4210526315789473, 1.1428571428571428, 0.7037037037037037]"
16,2017-04-20,20170420LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.5, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 0.8076923076923077, 2.5, 5.777777777777778]","[0, 0, 4.859999999999999, 1.26, 5.0, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.684210526315789, 2.0526315789473686, 1.0, 2.111111111111111]","[0, 1, 6.352941176470588, 1.588235294117647, 1.5, 1.1333333333333333]","[0, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 0, 0.0, 1.2857142857142856, 1.6666666666666667, 1.3333333333333335]","[0, 1, 9.899999999999999, 2.1, 1.125, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9545454545454546, 3.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.125, 3.5, 1.7777777777777777]","[0, 0, 0.0, 10, 0, 0.0]","[0, 1, 7.7142857142857135, 1.5714285714285714, 1.4285714285714286, 0.7]"
17,2017-04-21,20170421HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.5, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 0.8076923076923077, 2.5, 5.777777777777778]","[0, 0, 4.859999999999999, 1.26, 5.0, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7241379310344827, 1.3448275862068966, 3.5, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 2.0526315789473686, 1.0, 2.111111111111111]","[0, 1, 4.695652173913043, 1.1739130434782608, 3.5, 1.277777777777778]","[0, 0, 1.4594594594594597, 0.9729729729729729, 0.42857142857142855, 6.166666666666667]","[0, 0, 0.0, 1.2857142857142856, 1.6666666666666667, 1.3333333333333335]","[0, 1, 8.25, 1.8333333333333333, 1.25, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9545454545454546, 3.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 3.5, 1.7777777777777777]","[0, 0, 0.0, 10, 0, 0.0]","[0, 0, 7.7142857142857135, 1.5714285714285714, 1.4285714285714286, 0.7]"
18,2017-04-22,20170422HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.181818181818182, 1.9090909090909092, 1.2, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 0.8076923076923077, 2.5, 5.777777777777778]","[0, 0, 4.859999999999999, 1.26, 5.0, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 3.5, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.375, 1.0, 2.0]","[0, 0, 4.695652173913043, 1.1739130434782608, 3.5, 1.277777777777778]","[1, 0, 2.4545454545454546, 1.2272727272727273, 0.375, 4.888888888888888]","[0, 1, 0.0, 1.161290322580645, 2.3333333333333335, 1.2916666666666667]","[0, 0, 8.25, 1.8333333333333333, 1.25, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9545454545454546, 3.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.2162162162162162, 2.3333333333333335, 1.761904761904762]","[0, 0, 0.0, 10, 0, 0.0]","[0, 1, 6.230769230769231, 1.5, 1.4285714285714286, 0.7878787878787878]"
19,2017-04-23,20170423HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.2, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 0.8076923076923077, 2.5, 5.777777777777778]","[1, 0, 4.183098591549295, 1.2676056338028168, 5.75, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 3.5, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.375, 1.0, 2.0]","[0, 0, 4.695652173913043, 1.1739130434782608, 3.5, 1.277777777777778]","[0, 0, 2.4545454545454546, 1.2272727272727273, 0.375, 4.888888888888888]","[0, 1, 1.4594594594594597, 1.135135135135135, 2.3333333333333335, 1.3703703703703705]","[0, 1, 7.615384615384615, 1.7692307692307692, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9545454545454546, 3.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.2162162162162162, 2.3333333333333335, 1.761904761904762]","[0, 1, 0.0, 1.125, 1, 1.3333333333333333]","[0, 0, 6.230769230769231, 1.5, 1.4285714285714286, 0.7878787878787878]"
20,2017-04-25,20170425HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.2, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.776315789473684, 0.6710526315789473, 3.5, 6.333333333333333]","[0, 0, 4.183098591549295, 1.2676056338028168, 5.75, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 3.5, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.375, 1.0, 2.0]","[0, 1, 3.8571428571428568, 0.9642857142857142, 4.5, 1.3333333333333335]","[0, 0, 2.4545454545454546, 1.2272727272727273, 0.375, 4.888888888888888]","[0, 0, 1.4594594594594597, 1.135135135135135, 2.3333333333333335, 1.3703703703703705]","[0, 1, 7.071428571428572, 1.7142857142857142, 1.4444444444444444, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 0.96, 3.6666666666666665, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.2162162162162162, 2.3333333333333335, 1.761904761904762]","[0, 0, 0.0, 1.125, 1, 1.3333333333333333]","[0, 0, 6.230769230769231, 1.5, 1.4285714285714286, 0.7878787878787878]"
21,2017-04-26,20170426HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.2, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.776315789473684, 0.6710526315789473, 3.5, 6.333333333333333]","[0, 0, 4.183098591549295, 1.2676056338028168, 5.75, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 3.5, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 6.0, 2.111111111111111, 1.2, 1.8]","[0, 0, 3.8571428571428568, 0.9642857142857142, 4.5, 1.3333333333333335]","[0, 0, 2.4545454545454546, 1.2272727272727273, 0.375, 4.888888888888888]","[0, 1, 2.025, 1.275, 2.6666666666666665, 1.3333333333333335]","[0, 0, 7.071428571428572, 1.7142857142857142, 1.4444444444444444, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.96, 3.6666666666666665, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4615384615384612, 1.2307692307692308, 2.0, 1.625]","[0, 1, 0.0, 0.8181818181818182, 1, 1.222222222222222]","[0, 0, 6.230769230769231, 1.5, 1.4285714285714286, 0.7878787878787878]"
22,2017-04-27,20170427HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.2, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.776315789473684, 0.6710526315789473, 3.5, 6.333333333333333]","[0, 0, 4.183098591549295, 1.2676056338028168, 5.75, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.375, 1.3125, 5.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.111111111111111, 1.2, 1.8]","[0, 1, 3.7241379310344827, 1.0344827586206897, 3.3333333333333335, 1.2083333333333333]","[0, 0, 2.4545454545454546, 1.2272727272727273, 0.375, 4.888888888888888]","[0, 0, 2.025, 1.275, 2.6666666666666665, 1.3333333333333335]","[0, 1, 7.2, 1.8, 1.4444444444444444, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 0.8888888888888888, 3.6666666666666665, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.2307692307692308, 2.0, 1.625]","[0, 0, 0.0, 0.8181818181818182, 1, 1.222222222222222]","[0, 0, 6.230769230769231, 1.5, 1.4285714285714286, 0.7878787878787878]"
23,2017-04-28,20170428WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 1.2, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.776315789473684, 0.6710526315789473, 3.5, 6.333333333333333]","[0, 0, 4.183098591549295, 1.2676056338028168, 5.75, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 5.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.1666666666666665, 1.0, 2.0]","[0, 0, 3.7241379310344827, 1.0344827586206897, 3.3333333333333335, 1.2083333333333333]","[1, 0, 4.0754716981132075, 1.3584905660377358, 0.5, 4.416666666666667]","[0, 1, 3.13953488372093, 1.3953488372093024, 2.25, 1.303030303030303]","[0, 0, 7.2, 1.8, 1.4444444444444444, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 0.8888888888888888, 3.6666666666666665, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.2307692307692308, 2.0, 1.625]","[0, 1, 0.0, 0.6, 4, 1.25]","[0, 1, 6.0, 1.5555555555555556, 1.4285714285714286, 0.75]"
