,date,game_key,김대유,박종훈,문광은,이상백,이정담,서진용,정영일,임치영,문승원,세든,김정빈,조영우,이건욱,박민호,김정민,조한욱,박세웅,켈리,유상화,허웅,김찬호,라라,정동윤,김주한,이승호,채병용,전병두,김승회,임준혁,윤희상,신재웅,박정배,전유수,원용묵,박희수,김광현,윤석주,김태훈
86,2016-07-20,20160720SKNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.700404858299596, 1.5789473684210527, 1.2941176470588236, 5.145833333333333]","[0, 0, 10.125, 2.25, 1.8333333333333333, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9636363636363636, 0.7636363636363637, 1.75, 1.0784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.090225563909774, 1.7142857142857142, 1.6666666666666667, 4.433333333333334]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.491379310344828, 1.3706896551724137, 2.3055555555555554, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.9411764705882353, 1.5, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.90625, 1.40625, 2.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.2127659574468086, 2.388888888888889, 1.146341463414634]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.531468531468532, 1.5104895104895106, 1.4210526315789473, 5.296296296296296]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 5.08235294117647, 1.3764705882352941, 1.1818181818181819, 0.9444444444444444]","[0, 0, 5.5514018691588785, 1.7943925233644862, 1.4444444444444444, 1.1888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.2452830188679245, 1.3333333333333333, 1.1397849462365592]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.9565217391304348, 0.8571428571428571, 1.0952380952380953]"
87,2016-07-21,20160721SKNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.700404858299596, 1.5789473684210527, 1.2941176470588236, 5.145833333333333]","[0, 1, 10.125, 2.3249999999999997, 1.8333333333333333, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.230769230769231, 1.7412587412587412, 1.4090909090909092, 4.333333333333333]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.491379310344828, 1.3706896551724137, 2.3055555555555554, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.9411764705882353, 1.5, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.40625, 2.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.2127659574468086, 2.388888888888889, 1.146341463414634]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.531468531468532, 1.5104895104895106, 1.4210526315789473, 5.296296296296296]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 5.275862068965518, 1.4137931034482758, 1.2727272727272727, 0.9354838709677419]","[0, 1, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.2452830188679245, 1.3333333333333333, 1.1397849462365592]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.875, 0.8571428571428571, 1.0]"
88,2016-07-22,20160722WOSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.637404580152672, 1.6030534351145038, 1.2222222222222223, 5.137254901960784]","[0, 1, 9.418604651162791, 2.2325581395348837, 1.8333333333333333, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.7412587412587412, 1.4090909090909092, 4.333333333333333]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.491379310344828, 1.3706896551724137, 2.3055555555555554, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.9411764705882353, 1.5, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.044776119402985, 1.4328358208955225, 2.8333333333333335, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.328767123287671, 1.1917808219178083, 2.5, 1.1587301587301586]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.531468531468532, 1.5104895104895106, 1.4210526315789473, 5.296296296296296]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 5.275862068965518, 1.4137931034482758, 1.2727272727272727, 0.9354838709677419]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9636363636363636, 1.2272727272727273, 1.4761904761904763, 1.1458333333333333]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.8571428571428571, 1.0]"
89,2016-07-23,20160723WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.637404580152672, 1.6030534351145038, 1.2222222222222223, 5.137254901960784]","[0, 1, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.7412587412587412, 1.4090909090909092, 4.333333333333333]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.491379310344828, 1.3706896551724137, 2.3055555555555554, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.9411764705882353, 1.5, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4328358208955225, 2.8333333333333335, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.328767123287671, 1.1917808219178083, 2.5, 1.1587301587301586]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.531468531468532, 1.5104895104895106, 1.4210526315789473, 5.296296296296296]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 5.1, 1.4, 1.25, 0.9375]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9636363636363636, 1.2272727272727273, 1.4761904761904763, 1.1458333333333333]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1153846153846154, 1.7307692307692308, 1.0, 0.9629629629629629]"
90,2016-07-24,20160724WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.637404580152672, 1.6030534351145038, 1.2222222222222223, 5.137254901960784]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.7412587412587412, 1.4090909090909092, 4.333333333333333]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.491379310344828, 1.3706896551724137, 2.3055555555555554, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.9411764705882353, 1.5, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4328358208955225, 2.8333333333333335, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.328767123287671, 1.1917808219178083, 2.5, 1.1587301587301586]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.695652173913043, 1.4906832298136647, 1.55, 5.366666666666666]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 5.1, 1.4, 1.25, 0.9375]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.894736842105263, 1.2105263157894737, 1.4761904761904763, 1.1515151515151516]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.7307692307692308, 1.0, 0.9629629629629629]"
91,2016-07-26,20160726SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.637404580152672, 1.6030534351145038, 1.2222222222222223, 5.137254901960784]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 13.5, 4.5, 0.5, 0.6666666666666666]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.7412587412587412, 1.4090909090909092, 4.333333333333333]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.51219512195122, 1.3577235772357723, 2.324324324324324, 6.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.9411764705882353, 1.5, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4328358208955225, 2.8333333333333335, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.155844155844156, 1.2077922077922076, 2.4210526315789473, 1.1937984496124032]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4906832298136647, 1.55, 5.366666666666666]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 5.1, 1.4, 1.25, 0.9375]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 1.2105263157894737, 1.4761904761904763, 1.1515151515151516]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.7307692307692308, 1.0, 0.9629629629629629]"
92,2016-07-27,20160727SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.637404580152672, 1.6030534351145038, 1.2222222222222223, 5.137254901960784]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 13.5, 4.5, 0.5, 0.6666666666666666]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.662337662337662, 1.8116883116883116, 1.3461538461538463, 4.277777777777778]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.51219512195122, 1.3577235772357723, 2.324324324324324, 6.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6129032258064515, 1.064516129032258, 5.0, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4328358208955225, 2.8333333333333335, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.2077922077922076, 2.4210526315789473, 1.1937984496124032]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4906832298136647, 1.55, 5.366666666666666]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 5.11578947368421, 1.4210526315789473, 1.1538461538461537, 0.9595959595959597]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 1.2105263157894737, 1.4761904761904763, 1.1515151515151516]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.90625, 2.15625, 0.7272727272727273, 1.0666666666666667]"
93,2016-07-28,20160728SKHH0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.776173285198555, 1.6245487364620939, 1.1929824561403508, 5.12962962962963]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 16.2, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.662337662337662, 1.8116883116883116, 1.3461538461538463, 4.277777777777778]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.51219512195122, 1.3577235772357723, 2.324324324324324, 6.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.064516129032258, 5.0, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4328358208955225, 2.8333333333333335, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.2077922077922076, 2.4210526315789473, 1.1937984496124032]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4906832298136647, 1.55, 5.366666666666666]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 5.34375, 1.4375, 1.2307692307692308, 0.9411764705882353]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 1.2105263157894737, 1.4761904761904763, 1.1515151515151516]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 2.090909090909091, 0.7272727272727273, 1.0]"
94,2016-07-29,20160729HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.776173285198555, 1.6245487364620939, 1.1929824561403508, 5.12962962962963]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 16.2, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8789808917197455, 1.8535031847133756, 1.2857142857142858, 4.0256410256410255]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.51219512195122, 1.3577235772357723, 2.324324324324324, 6.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.064516129032258, 5.0, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.704225352112676, 1.436619718309859, 2.4285714285714284, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0955414012738856, 1.2229299363057324, 2.473684210526316, 1.1893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.4906832298136647, 1.55, 5.366666666666666]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 5.029411764705882, 1.3823529411764706, 1.3076923076923077, 0.9714285714285714]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.2564102564102564, 1.4090909090909092, 1.1470588235294117]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.25, 1.9166666666666667, 0.8181818181818182, 1.0]"
95,2016-07-30,20160730HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.776173285198555, 1.6245487364620939, 1.1929824561403508, 5.12962962962963]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 10.125, 2.625, 1.5, 0.8888888888888888]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8789808917197455, 1.8535031847133756, 1.2857142857142858, 4.0256410256410255]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.51219512195122, 1.3577235772357723, 2.324324324324324, 6.473684210526316]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.064516129032258, 5.0, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.436619718309859, 2.4285714285714284, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.611464968152866, 1.2611464968152866, 2.35, 1.162962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.232432432432432, 1.3783783783783785, 1.5909090909090908, 5.6060606060606055]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 5.029411764705882, 1.3823529411764706, 1.3076923076923077, 0.9714285714285714]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2564102564102564, 1.4090909090909092, 1.1470588235294117]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.9166666666666667, 0.8181818181818182, 1.0]"
96,2016-07-31,20160731HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.776173285198555, 1.6245487364620939, 1.1929824561403508, 5.12962962962963]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 5.785714285714286, 1.7142857142857142, 1.2, 1.1666666666666667]","[0, 0, 2.4107142857142856, 0.9107142857142857, 1.5555555555555556, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8789808917197455, 1.8535031847133756, 1.2857142857142858, 4.0256410256410255]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.425, 2.2, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4615384615384612, 1.353846153846154, 2.3947368421052633, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.064516129032258, 5.0, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.436619718309859, 2.4285714285714284, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.54375, 1.2375, 2.4, 1.1594202898550725]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.232432432432432, 1.3783783783783785, 1.5909090909090908, 5.6060606060606055]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 5.029411764705882, 1.3823529411764706, 1.3076923076923077, 0.9714285714285714]","[0, 0, 5.5514018691588785, 1.8504672897196264, 1.368421052631579, 1.150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2689075630252105, 1.2857142857142858, 1.3478260869565217, 1.1333333333333333]","[0, 0, 3.375, 1.2263513513513513, 3.259259259259259, 6.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.9166666666666667, 0.8181818181818182, 1.0]"
