,date,game_key,김대유,박종훈,문광은,이상백,이정담,서진용,정영일,임치영,문승원,세든,김정빈,조영우,이건욱,박민호,김정민,조한욱,박세웅,켈리,유상화,허웅,김찬호,라라,정동윤,김주한,이승호,채병용,전병두,김승회,임준혁,윤희상,신재웅,박정배,전유수,원용묵,박희수,김광현,윤석주,김태훈
121,2016-08-31,20160831SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.667638483965015, 1.7055393586005831, 1.0, 4.971014492753623]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 3.6, 1.3333333333333333, 2.375, 1.0]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.170212765957447, 1.3404255319148937, 3.2, 1.1604938271604939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.674226804123711, 1.3360824742268043, 2.3333333333333335, 6.466666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.029411764705882, 1.7058823529411764, 1.7647058823529411, 3.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.889763779527559, 1.2755905511811023, 3.090909090909091, 1.511904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.289855072463768, 2.4782608695652173, 1.1694915254237288]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 3.6486486486486487, 1.3783783783783783, 1.4, 4.111111111111112]","[0, 0, 5.2734375, 1.62890625, 1.3888888888888888, 5.333333333333333]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 4.7299270072992705, 1.3795620437956204, 1.375, 0.9927536231884058]","[0, 0, 5.075187969924812, 1.8270676691729322, 1.4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0638297872340425, 1.2553191489361701, 1.375, 1.119047619047619]","[0, 0, 3.436363636363636, 1.2636363636363637, 3.064516129032258, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
122,2016-09-01,20160901SKWO0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.704225352112676, 1.7323943661971832, 1.0123456790123457, 4.930555555555555]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 3.6, 1.3333333333333333, 2.375, 1.0]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.3404255319148937, 3.2, 1.1604938271604939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.674226804123711, 1.3360824742268043, 2.3333333333333335, 6.466666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.7027027027027026, 1.7222222222222223, 3.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.889763779527559, 1.2755905511811023, 3.090909090909091, 1.511904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.289855072463768, 2.4782608695652173, 1.1694915254237288]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 3.6486486486486487, 1.3783783783783783, 1.4, 4.111111111111112]","[0, 0, 5.2734375, 1.62890625, 1.3888888888888888, 5.333333333333333]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 4.7299270072992705, 1.3795620437956204, 1.375, 0.9927536231884058]","[0, 1, 5.360294117647059, 1.8308823529411764, 1.3461538461538463, 1.1623931623931625]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.2291666666666667, 1.375, 1.1162790697674418]","[0, 0, 3.436363636363636, 1.2636363636363637, 3.064516129032258, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
123,2016-09-02,20160902SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.7323943661971832, 1.0123456790123457, 4.930555555555555]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 3.056603773584906, 1.1886792452830188, 2.625, 1.1041666666666667]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.674226804123711, 1.3360824742268043, 2.3333333333333335, 6.466666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.921052631578947, 1.7105263157894737, 1.7222222222222223, 3.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.776923076923077, 1.2692307692307692, 3.1818181818181817, 1.4942528735632186]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.2857142857142858, 2.4782608695652173, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[1, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[0, 0, 5.2734375, 1.62890625, 1.3888888888888888, 5.333333333333333]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 4.7299270072992705, 1.3795620437956204, 1.375, 0.9927536231884058]","[0, 1, 5.133802816901408, 1.7535211267605633, 1.4230769230769231, 1.1833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.2291666666666667, 1.375, 1.1162790697674418]","[0, 0, 3.436363636363636, 1.2636363636363637, 3.064516129032258, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
124,2016-09-03,20160903SKNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.7323943661971832, 1.0123456790123457, 4.930555555555555]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 2.892857142857143, 1.232142857142857, 2.625, 1.0980392156862746]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.674226804123711, 1.3360824742268043, 2.3333333333333335, 6.466666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.818965517241379, 1.7068965517241381, 1.7777777777777777, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.776923076923077, 1.2692307692307692, 3.1818181818181817, 1.4942528735632186]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2110091743119265, 1.3211009174311925, 2.4583333333333335, 1.1912568306010929]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[1, 0, 5.2388059701492535, 1.6343283582089554, 1.5, 5.254901960784314]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 4.7299270072992705, 1.3795620437956204, 1.375, 0.9927536231884058]","[0, 0, 5.133802816901408, 1.7535211267605633, 1.4230769230769231, 1.1833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.979310344827586, 1.2206896551724138, 1.375, 1.0984848484848486]","[0, 0, 3.436363636363636, 1.2636363636363637, 3.064516129032258, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
125,2016-09-04,20160904SKNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.7323943661971832, 1.0123456790123457, 4.930555555555555]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 2.892857142857143, 1.232142857142857, 2.625, 1.0980392156862746]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.674226804123711, 1.3360824742268043, 2.3333333333333335, 6.466666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.818965517241379, 1.7068965517241381, 1.7777777777777777, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.6, 1.288888888888889, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2110091743119265, 1.3211009174311925, 2.4583333333333335, 1.1912568306010929]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[0, 0, 5.2388059701492535, 1.6343283582089554, 1.5, 5.254901960784314]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 4.7299270072992705, 1.3795620437956204, 1.375, 0.9927536231884058]","[0, 1, 5.213793103448276, 1.7586206896551724, 1.4615384615384615, 1.1788617886178863]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.979310344827586, 1.2206896551724138, 1.375, 1.0984848484848486]","[1, 0, 3.4137931034482762, 1.2586206896551724, 3.2580645161290325, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
126,2016-09-06,20160906HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.7323943661971832, 1.0123456790123457, 4.930555555555555]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 2.892857142857143, 1.232142857142857, 2.625, 1.0980392156862746]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8493975903614457, 1.3855421686746987, 2.259259259259259, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.818965517241379, 1.7068965517241381, 1.7777777777777777, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.6, 1.288888888888889, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2110091743119265, 1.3211009174311925, 2.4583333333333335, 1.1912568306010929]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[0, 0, 5.2388059701492535, 1.6343283582089554, 1.5, 5.254901960784314]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 4.7299270072992705, 1.3795620437956204, 1.375, 0.9927536231884058]","[0, 0, 5.213793103448276, 1.7586206896551724, 1.4615384615384615, 1.1788617886178863]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.306122448979592, 1.2653061224489797, 1.36, 1.0888888888888888]","[0, 0, 3.4137931034482762, 1.2586206896551724, 3.2580645161290325, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
127,2016-09-07,20160907HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.7323943661971832, 1.0123456790123457, 4.930555555555555]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 2.745762711864407, 1.2203389830508473, 3.0, 1.0925925925925926]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.8841463414634148, 1.3, 3.9047619047619047]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8493975903614457, 1.3855421686746987, 2.259259259259259, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.9491525423728815, 1.7796610169491525, 1.65, 3.025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.6, 1.288888888888889, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.061946902654867, 1.2743362831858407, 2.5416666666666665, 1.2150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[0, 0, 5.2388059701492535, 1.6343283582089554, 1.5, 5.254901960784314]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 1, 5.108108108108109, 1.3986486486486487, 1.5294117647058822, 1.049645390070922]","[0, 0, 5.213793103448276, 1.7586206896551724, 1.4615384615384615, 1.1788617886178863]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.2653061224489797, 1.36, 1.0888888888888888]","[0, 0, 3.4137931034482762, 1.2586206896551724, 3.2580645161290325, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
128,2016-09-08,20160908WOSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.8119891008174385, 1.7329700272479565, 1.0481927710843373, 4.8933333333333335]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 2.6129032258064515, 1.2096774193548387, 2.888888888888889, 1.087719298245614]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.988235294117648, 1.9058823529411766, 1.4, 3.7777777777777777]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8493975903614457, 1.3855421686746987, 2.259259259259259, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.65, 3.025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.3043478260869565, 3.0833333333333335, 1.4838709677419355]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.061946902654867, 1.2743362831858407, 2.5416666666666665, 1.2150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[0, 0, 5.2388059701492535, 1.6343283582089554, 1.5, 5.254901960784314]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 5.108108108108109, 1.3986486486486487, 1.5294117647058822, 1.049645390070922]","[0, 1, 5.006622516556291, 1.6887417218543046, 1.5384615384615385, 1.1984126984126984]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.2653061224489797, 1.36, 1.0888888888888888]","[0, 0, 3.4137931034482762, 1.2586206896551724, 3.2580645161290325, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
129,2016-09-09,20160909WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.8119891008174385, 1.7329700272479565, 1.0481927710843373, 4.8933333333333335]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 2.6129032258064515, 1.2096774193548387, 2.888888888888889, 1.087719298245614]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.9058823529411766, 1.4, 3.7777777777777777]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.288659793814433, 1.3917525773195876, 2.6666666666666665, 1.1547619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8493975903614457, 1.3855421686746987, 2.259259259259259, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.65, 3.025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3043478260869565, 3.0833333333333335, 1.4838709677419355]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.061946902654867, 1.2743362831858407, 2.5416666666666665, 1.2150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 7.2439024390243905, 1.7560975609756098, 1.4, 3.4166666666666665]","[1, 0, 5.1923076923076925, 1.6363636363636365, 1.5405405405405406, 5.296296296296296]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 5.108108108108109, 1.3986486486486487, 1.5294117647058822, 1.049645390070922]","[0, 0, 5.006622516556291, 1.6887417218543046, 1.5384615384615385, 1.1984126984126984]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.28, 1.36, 1.0869565217391304]","[0, 0, 3.4137931034482762, 1.2586206896551724, 3.2580645161290325, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
130,2016-09-10,20160910SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.8119891008174385, 1.7329700272479565, 1.0481927710843373, 4.8933333333333335]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 0, 2.6129032258064515, 1.2096774193548387, 2.888888888888889, 1.087719298245614]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.867052023121387, 1.8728323699421967, 1.4666666666666666, 3.6041666666666665]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.181818181818182, 1.393939393939394, 2.2857142857142856, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8493975903614457, 1.3855421686746987, 2.259259259259259, 6.384615384615385]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.65, 3.025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.297872340425532, 3.1666666666666665, 1.46875]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.061946902654867, 1.2743362831858407, 2.5416666666666665, 1.2150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 1, 10.285714285714285, 2.0714285714285716, 1.1666666666666667, 2.8]","[0, 0, 5.1923076923076925, 1.6363636363636365, 1.5405405405405406, 5.296296296296296]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 5.108108108108109, 1.3986486486486487, 1.5294117647058822, 1.049645390070922]","[0, 0, 5.006622516556291, 1.6887417218543046, 1.5384615384615385, 1.1984126984126984]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.28, 1.36, 1.0869565217391304]","[1, 0, 3.4672131147540983, 1.2704918032786885, 3.085714285714286, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
131,2016-09-11,20160911SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.8119891008174385, 1.7329700272479565, 1.0481927710843373, 4.8933333333333335]","[0, 0, 10.2, 2.2666666666666666, 2.0, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 0.0, 0.9333333333333333]","[0, 1, 2.53125, 1.171875, 2.888888888888889, 1.0666666666666667]","[0, 0, 4.242857142857143, 1.1142857142857143, 1.4545454545454546, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.867052023121387, 1.8728323699421967, 1.4666666666666666, 3.6041666666666665]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.181818181818182, 1.393939393939394, 2.2857142857142856, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0.6666666666666666, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6724137931034484, 1.3448275862068966, 2.388888888888889, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.65, 3.025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.297872340425532, 3.1666666666666665, 1.46875]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.073275862068965, 1.2543103448275863, 2.625, 1.2275132275132274]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.086956521739131, 1.391304347826087, 2.5714285714285716, 1.0454545454545454]","[0, 0, 10.285714285714285, 2.0714285714285716, 1.1666666666666667, 2.8]","[0, 0, 5.1923076923076925, 1.6363636363636365, 1.5405405405405406, 5.296296296296296]","[0, 0, 5.625, 1.6875, 1.1428571428571428, 0.5161290322580645]","[0, 0, 5.108108108108109, 1.3986486486486487, 1.5294117647058822, 1.049645390070922]","[0, 0, 5.006622516556291, 1.6887417218543046, 1.5384615384615385, 1.1984126984126984]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.2745098039215685, 1.4, 1.0851063829787233]","[0, 0, 3.4672131147540983, 1.2704918032786885, 3.085714285714286, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.902439024390244, 0.75, 0.9761904761904762]"
