,date,game_key,김현우,김대우,심창민,임현준,우병걸,안성무,윤대경,박제윤,구준범,정광운,웹스터,플란데,벨레스터,이케빈,레온,최충연,김승현,임대한,김건한,안지만,신용운,윤성환,박근홍,서동환,조현근,장원삼,차우찬,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
10,2016-04-14,20160414NCSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.0, 0.9166666666666666]","[0, 1, 2.4545454545454546, 1.090909090909091, 2.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.4166666666666667, 2.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.875, 4.125, 0.16666666666666666, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.8333333333333334, 3.0, 6.0]","[0, 1, 13.5, 3.0, 3.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 6, 0.8888888888888888]","[0, 0, 7.2, 2.2, 0.0, 1.0]","[0, 0, 8.1, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9230769230769231, 0.5, 1.0833333333333333]","[0, 0, 12.0, 1.6666666666666667, 1.0, 1.0]"
11,2016-04-15,20160415SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 1, 12.272727272727272, 2.7272727272727275, 0.0, 0.7333333333333333]","[0, 0, 2.4545454545454546, 1.090909090909091, 2.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4166666666666667, 2.2, 6.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.8333333333333334, 3.0, 6.0]","[0, 0, 13.5, 3.0, 3.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 0, 7.2, 2.2, 0.0, 1.0]","[0, 0, 8.1, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 0.6666666666666666, 1.0, 1.2]","[0, 0, 12.0, 1.6666666666666667, 1.0, 1.0]"
12,2016-04-17,20160417SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 2.7272727272727275, 0.0, 0.7333333333333333]","[0, 1, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4166666666666667, 2.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.8333333333333334, 3.0, 6.0]","[0, 1, 9.0, 2.0, 5.0, 0.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 1, 6.0, 2.1666666666666665, 0.0, 1.0]","[0, 0, 8.1, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 0.6666666666666666, 1.0, 1.2]","[0, 1, 9.0, 1.25, 2.0, 1.0]"
13,2016-04-19,20160419SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 2.4, 0.25, 0.8333333333333334]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4166666666666667, 2.2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.25, 1.0, 5.0, 6.0]","[0, 1, 7.7142857142857135, 1.7142857142857142, 5.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 0, 6.0, 2.1666666666666665, 0.0, 1.0]","[0, 0, 8.1, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 0.6818181818181819, 1.5, 1.222222222222222]","[0, 0, 9.0, 1.25, 2.0, 1.0]"
14,2016-04-20,20160420SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.4, 0.25, 0.8333333333333334]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.263157894736842, 1.3157894736842106, 2.4444444444444446, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8999999999999999, 5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.0, 5.0, 6.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 5.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.9090909090909092, 7.0, 0.9166666666666666]","[0, 0, 6.0, 2.1666666666666665, 0.0, 1.0]","[0, 0, 8.1, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.6818181818181819, 1.5, 1.222222222222222]","[0, 0, 9.0, 1.25, 2.0, 1.0]"
15,2016-04-21,20160421SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.3333333333333335, 0.25, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3157894736842106, 2.4444444444444446, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8999999999999999, 5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.0, 5.0, 6.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 5.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 2.076923076923077, 9.0, 0.8666666666666666]","[0, 1, 5.142857142857142, 1.8571428571428572, 2.0, 1.0]","[0, 0, 8.1, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.6818181818181819, 1.5, 1.222222222222222]","[0, 0, 9.0, 1.25, 2.0, 1.0]"
16,2016-04-22,20160422KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.3333333333333335, 0.25, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3157894736842106, 2.4444444444444446, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8999999999999999, 5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.0, 5.0, 6.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 5.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 2.076923076923077, 9.0, 0.8666666666666666]","[0, 1, 5.625, 1.875, 4.0, 1.0]","[1, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.6818181818181819, 1.5, 1.222222222222222]","[0, 1, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
17,2016-04-23,20160423KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 2.0, 0.5, 1.0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3157894736842106, 2.4444444444444446, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8999999999999999, 5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.0, 5.0, 6.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 5.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.2, 2.0, 3, 5.0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 0, 5.625, 1.875, 4.0, 1.0]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.6818181818181819, 1.5, 1.222222222222222]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
18,2016-04-24,20160424KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0, 0.5, 1.0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3157894736842106, 2.4444444444444446, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9375, 3.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0, 1.2222222222222223, 2.3333333333333335, 6.0]","[0, 1, 6.0, 1.3333333333333333, 7.0, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 3, 5.0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 0, 5.625, 1.875, 4.0, 1.0]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 0.6818181818181819, 1.5, 1.222222222222222]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
19,2016-04-26,20160426LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0, 0.5, 1.0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.333333333333333, 1.2592592592592593, 2.3636363636363638, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9375, 3.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.2222222222222223, 2.3333333333333335, 6.0]","[0, 0, 6.0, 1.3333333333333333, 7.0, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 3, 5.0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 0, 5.625, 1.875, 4.0, 1.0]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 0.7826086956521738, 2.0, 1.0952380952380953]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
20,2016-04-28,20160428LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0, 0.5, 1.0]","[0, 1, 7.7142857142857135, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2592592592592593, 2.3636363636363638, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 0.6, 4.0, 5.0]","[0, 1, 0.0, 0.7894736842105263, 4.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.2222222222222223, 2.3333333333333335, 6.0]","[0, 1, 5.4, 1.5, 3.5, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 3, 5.0]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 1, 5.0625, 1.78125, 2.0, 1.1851851851851851]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.7826086956521738, 2.0, 1.0952380952380953]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
21,2016-04-29,20160429SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.0, 0.5, 1.0]","[0, 1, 7.2, 2.2, 2.3333333333333335, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2592592592592593, 2.3636363636363638, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 0.6, 4.0, 5.0]","[0, 1, 1.1739130434782608, 0.7826086956521738, 5.0, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.2222222222222223, 2.3333333333333335, 6.0]","[0, 1, 3.8571428571428568, 1.5, 3.0, 0.5185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.96875, 1.875, 2.0, 5.333333333333333]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 0, 5.0625, 1.78125, 2.0, 1.1851851851851851]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 0.8275862068965518, 3.5, 1.2083333333333333]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
22,2016-04-30,20160430SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 11.88, 2.28, 0.5, 0.925925925925926]","[0, 1, 7.5, 2.0, 2.6666666666666665, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2592592592592593, 2.3636363636363638, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 0.6, 4.0, 5.0]","[0, 1, 5.869565217391304, 1.1739130434782608, 5.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.506493506493506, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 3.8571428571428568, 1.5, 3.0, 0.5185185185185186]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.96875, 1.875, 2.0, 5.333333333333333]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 0, 5.0625, 1.78125, 2.0, 1.1851851851851851]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 0.8275862068965518, 3.5, 1.2083333333333333]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
23,2016-05-01,20160501SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 11.423076923076923, 2.5384615384615388, 0.5, 0.8666666666666666]","[0, 0, 7.5, 2.0, 2.6666666666666665, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.176470588235294, 1.2647058823529411, 2.066666666666667, 6.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 0.6, 4.0, 5.0]","[0, 0, 5.869565217391304, 1.1739130434782608, 5.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.506493506493506, 1.12987012987013, 3.0, 6.416666666666667]","[0, 1, 6.352941176470588, 1.588235294117647, 2.5, 0.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.96875, 1.875, 2.0, 5.333333333333333]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 10.0, 0.8888888888888888]","[0, 0, 5.0625, 1.78125, 2.0, 1.1851851851851851]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 0.8275862068965518, 3.5, 1.2083333333333333]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
24,2016-05-03,20160503WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 11.423076923076923, 2.5384615384615388, 0.5, 0.8666666666666666]","[0, 0, 7.5, 2.0, 2.6666666666666665, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.2647058823529411, 2.066666666666667, 6.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 2, 0.6666666666666666]","[0, 0, 0.0, 0.6, 4.0, 5.0]","[0, 0, 5.869565217391304, 1.1739130434782608, 5.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.506493506493506, 1.12987012987013, 3.0, 6.416666666666667]","[0, 0, 6.352941176470588, 1.588235294117647, 2.5, 0.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.96875, 1.875, 2.0, 5.333333333333333]","[0, 0, 2.769230769230769, 1.0769230769230769, 1.5, 6.5]","[0, 1, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 1.6363636363636365, 5.5, 1.0476190476190477]","[1, 0, 5.142857142857142, 1.5714285714285714, 2.3333333333333335, 1.4]","[0, 0, 7.5, 2.3333333333333335, 2.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.1379310344827587, 3.5, 1.074074074074074]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
