,date,game_key,알테어,박시원,이상호,이원재,윤수강,박민우,강진성,노진혁,김성욱,나성범,유영준,김준완,권희동,김태진,최승민,김찬형,박준영,오영수,김형준,최정원,서호철,지석훈,박석민,양의지,정범모,이명기,김태군,모창민
30,2020-06-10,20200610OBNC0,"[1, 8, 0.28431372549019607, 0.3813559322033898, 0.5784313725490197, 0.3611111111111111, 0.19607843137254902, 0.29411764705882354]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3217391304347826, 0.3969465648854962, 0.4782608695652174, 0.4, 0.19130434782608696, 0.11304347826086956]","[1, 4, 0.4578313253012048, 0.5154639175257731, 0.8072289156626506, 0.6, 0.21686746987951808, 0.3493975903614458]","[1, 7, 0.30927835051546393, 0.3963963963963964, 0.5154639175257731, 0.3, 0.18556701030927836, 0.18556701030927836]","[0, 2, 0.2, 0.3142857142857143, 0.3333333333333333, 0.25, 0.23333333333333334, 0.1]","[1, 3, 0.33884297520661155, 0.4244604316546763, 0.6694214876033058, 0.3793103448275862, 0.2396694214876033, 0.23140495867768596]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 9, 0.33783783783783783, 0.4367816091954023, 0.5135135135135135, 0.41379310344827586, 0.24324324324324326, 0.1891891891891892]","[0, 6, 0.20930232558139536, 0.24444444444444444, 0.2558139534883721, 0.15, 0.11627906976744186, 0.06976744186046512]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.2857142857142857, 0.375, 0.42857142857142855, 0.2222222222222222, 0.2857142857142857, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.14285714285714285, 0.25, 0.5714285714285714, 0.3333333333333333, 0.42857142857142855, 0.42857142857142855]","[1, 6, 0.2875, 0.4, 0.4875, 0.23809523809523808, 0.175, 0.1625]","[1, 5, 0.3103448275862069, 0.39805825242718446, 0.5747126436781609, 0.39285714285714285, 0.20689655172413793, 0.3218390804597701]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.31, 0.3486238532110092, 0.36, 0.25, 0.2, 0.1]","[0, 5, 0.3448275862068966, 0.42857142857142855, 0.5517241379310345, 0.45454545454545453, 0.27586206896551724, 0.3448275862068966]","[0, 1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
31,2020-06-11,20200611OBNC0,"[1, 7, 0.2857142857142857, 0.38016528925619836, 0.5904761904761905, 0.3611111111111111, 0.19047619047619047, 0.2857142857142857]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3220338983050847, 0.39552238805970147, 0.4745762711864407, 0.4, 0.1864406779661017, 0.11016949152542373]","[1, 5, 0.4367816091954023, 0.49504950495049505, 0.7701149425287356, 0.6, 0.20689655172413793, 0.3333333333333333]","[1, 6, 0.30303030303030304, 0.3893805309734513, 0.5050505050505051, 0.3, 0.18181818181818182, 0.18181818181818182]","[0, -1, 0.2, 0.3142857142857143, 0.3333333333333333, 0.25, 0.23333333333333334, 0.1]","[1, 3, 0.328, 0.4125874125874126, 0.648, 0.36666666666666664, 0.232, 0.224]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[0, -1, 0.33783783783783783, 0.4367816091954023, 0.5135135135135135, 0.41379310344827586, 0.24324324324324326, 0.1891891891891892]","[1, 9, 0.20454545454545456, 0.2391304347826087, 0.25, 0.15, 0.11363636363636363, 0.06818181818181818]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2857142857142857, 0.375, 0.42857142857142855, 0.2222222222222222, 0.2857142857142857, 0.09523809523809523]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.14285714285714285, 0.25, 0.5714285714285714, 0.3333333333333333, 0.42857142857142855, 0.42857142857142855]","[0, -1, 0.2875, 0.4, 0.4875, 0.23809523809523808, 0.175, 0.1625]","[1, 4, 0.3111111111111111, 0.39622641509433965, 0.6, 0.39285714285714285, 0.2111111111111111, 0.32222222222222224]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.32038834951456313, 0.35714285714285715, 0.36893203883495146, 0.25, 0.1941747572815534, 0.0970873786407767]","[1, 8, 0.3333333333333333, 0.4166666666666667, 0.5333333333333333, 0.45454545454545453, 0.26666666666666666, 0.3333333333333333]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
32,2020-06-12,20200612WONC0,"[1, 7, 0.28440366972477066, 0.376, 0.5779816513761468, 0.3684210526315789, 0.1834862385321101, 0.28440366972477066]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3252032520325203, 0.39568345323741005, 0.4796747967479675, 0.4230769230769231, 0.18699186991869918, 0.10569105691056911]","[1, 5, 0.45054945054945056, 0.5047619047619047, 0.8131868131868132, 0.6153846153846154, 0.21978021978021978, 0.34065934065934067]","[0, 9, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, 2, 0.1935483870967742, 0.3055555555555556, 0.3225806451612903, 0.25, 0.22580645161290322, 0.0967741935483871]","[1, 3, 0.32558139534883723, 0.40816326530612246, 0.6356589147286822, 0.34375, 0.23255813953488372, 0.21705426356589147]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 8, 0.33766233766233766, 0.43333333333333335, 0.5064935064935064, 0.4, 0.23376623376623376, 0.18181818181818182]","[0, 6, 0.20833333333333334, 0.24, 0.25, 0.15, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2608695652173913, 0.34615384615384615, 0.391304347826087, 0.2222222222222222, 0.2608695652173913, 0.08695652173913043]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.14285714285714285, 0.25, 0.5714285714285714, 0.3333333333333333, 0.42857142857142855, 0.42857142857142855]","[1, 6, 0.27710843373493976, 0.3883495145631068, 0.46987951807228917, 0.23809523809523808, 0.1686746987951807, 0.1566265060240964]","[1, 4, 0.3191489361702128, 0.4, 0.6063829787234043, 0.36666666666666664, 0.2127659574468085, 0.3191489361702128]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3364485981308411, 0.3706896551724138, 0.3925233644859813, 0.3076923076923077, 0.18691588785046728, 0.12149532710280374]","[0, -1, 0.3333333333333333, 0.4166666666666667, 0.5333333333333333, 0.45454545454545453, 0.26666666666666666, 0.3333333333333333]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
33,2020-06-13,20200613WONC0,"[1, 7, 0.2831858407079646, 0.37209302325581395, 0.5663716814159292, 0.38461538461538464, 0.18584070796460178, 0.2831858407079646]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3203125, 0.3888888888888889, 0.46875, 0.4074074074074074, 0.1796875, 0.1015625]","[0, 2, 0.4421052631578947, 0.4954128440366973, 0.8, 0.6153846153846154, 0.22105263157894736, 0.3263157894736842]","[0, -1, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, 1, 0.1935483870967742, 0.32432432432432434, 0.3225806451612903, 0.25, 0.22580645161290322, 0.0967741935483871]","[1, 3, 0.3208955223880597, 0.40131578947368424, 0.6194029850746269, 0.3333333333333333, 0.22388059701492538, 0.208955223880597]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.3375, 0.43617021276595747, 0.5125, 0.3870967741935484, 0.225, 0.1875]","[0, 7, 0.20833333333333334, 0.24, 0.25, 0.15, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.28, 0.35714285714285715, 0.4, 0.2222222222222222, 0.24, 0.08]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.14285714285714285, 0.25, 0.5714285714285714, 0.3333333333333333, 0.42857142857142855, 0.42857142857142855]","[1, 4, 0.2823529411764706, 0.40186915887850466, 0.47058823529411764, 0.22727272727272727, 0.16470588235294117, 0.15294117647058825]","[0, -1, 0.3191489361702128, 0.4, 0.6063829787234043, 0.36666666666666664, 0.2127659574468085, 0.3191489361702128]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.33636363636363636, 0.375, 0.39090909090909093, 0.3076923076923077, 0.18181818181818182, 0.11818181818181818]","[1, 8, 0.3235294117647059, 0.4, 0.5, 0.4166666666666667, 0.2647058823529412, 0.29411764705882354]","[1, 5, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.25, 0.08333333333333333, 0.16666666666666666]"
34,2020-06-14,20200614WONC0,"[1, 8, 0.2782608695652174, 0.366412213740458, 0.5565217391304348, 0.36585365853658536, 0.1826086956521739, 0.2782608695652174]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.32061068702290074, 0.3877551020408163, 0.46564885496183206, 0.4074074074074074, 0.183206106870229, 0.09923664122137404]","[1, 5, 0.4479166666666667, 0.5, 0.8125, 0.6153846153846154, 0.22916666666666666, 0.3229166666666667]","[0, -1, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, 2, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 3, 0.32116788321167883, 0.40764331210191085, 0.6131386861313869, 0.34285714285714286, 0.21897810218978103, 0.2116788321167883]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.34146341463414637, 0.4489795918367347, 0.5121951219512195, 0.3939393939393939, 0.21951219512195122, 0.2073170731707317]","[0, -1, 0.20833333333333334, 0.24, 0.25, 0.15, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.27586206896551724, 0.34375, 0.3793103448275862, 0.2, 0.2413793103448276, 0.06896551724137931]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.14285714285714285, 0.25, 0.5714285714285714, 0.3333333333333333, 0.42857142857142855, 0.42857142857142855]","[1, 7, 0.2840909090909091, 0.40540540540540543, 0.4659090909090909, 0.21739130434782608, 0.1590909090909091, 0.14772727272727273]","[1, 4, 0.30303030303030304, 0.3826086956521739, 0.5757575757575758, 0.3548387096774194, 0.20202020202020202, 0.30303030303030304]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.34513274336283184, 0.3870967741935484, 0.39823008849557523, 0.3333333333333333, 0.19469026548672566, 0.12389380530973451]","[0, -1, 0.3235294117647059, 0.4, 0.5, 0.4166666666666667, 0.2647058823529412, 0.29411764705882354]","[0, 3, 0.35294117647058826, 0.35294117647058826, 0.5882352941176471, 0.2857142857142857, 0.058823529411764705, 0.17647058823529413]"
35,2020-06-16,20200616NCHT0,"[1, 8, 0.29411764705882354, 0.37777777777777777, 0.6050420168067226, 0.38095238095238093, 0.19327731092436976, 0.29411764705882354]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.31343283582089554, 0.3815789473684211, 0.4552238805970149, 0.4074074074074074, 0.1791044776119403, 0.1044776119402985]","[1, 5, 0.45, 0.5, 0.81, 0.5925925925925926, 0.23, 0.31]","[0, -1, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, -1, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 3, 0.3191489361702128, 0.40372670807453415, 0.624113475177305, 0.3333333333333333, 0.2198581560283688, 0.2198581560283688]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.3488372093023256, 0.45098039215686275, 0.5465116279069767, 0.38235294117647056, 0.23255813953488372, 0.20930232558139536]","[0, 9, 0.2, 0.23076923076923078, 0.24, 0.15, 0.12, 0.06]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.28125, 0.3611111111111111, 0.375, 0.2727272727272727, 0.21875, 0.09375]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 7, 0.27472527472527475, 0.4, 0.45054945054945056, 0.20833333333333334, 0.16483516483516483, 0.15384615384615385]","[1, 4, 0.2980769230769231, 0.375, 0.5673076923076923, 0.3333333333333333, 0.19230769230769232, 0.28846153846153844]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.35344827586206895, 0.40310077519379844, 0.41379310344827586, 0.3333333333333333, 0.19827586206896552, 0.1206896551724138]","[0, -1, 0.3235294117647059, 0.4, 0.5, 0.4166666666666667, 0.2647058823529412, 0.29411764705882354]","[0, 9, 0.3888888888888889, 0.3888888888888889, 0.6111111111111112, 0.2857142857142857, 0.05555555555555555, 0.16666666666666666]"
36,2020-06-17,20200617NCHT0,"[1, 4, 0.2926829268292683, 0.37410071942446044, 0.5934959349593496, 0.36363636363636365, 0.1951219512195122, 0.2845528455284553]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0, 0.4166666666666667, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.30935251798561153, 0.37579617834394907, 0.4460431654676259, 0.42857142857142855, 0.17985611510791366, 0.1079136690647482]","[1, 5, 0.44660194174757284, 0.5, 0.7961165048543689, 0.5714285714285714, 0.22330097087378642, 0.30097087378640774]","[0, -1, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, -1, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 3, 0.3150684931506849, 0.39759036144578314, 0.6095890410958904, 0.34146341463414637, 0.21232876712328766, 0.2191780821917808]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[0, -1, 0.3488372093023256, 0.45098039215686275, 0.5465116279069767, 0.38235294117647056, 0.23255813953488372, 0.20930232558139536]","[0, 9, 0.19607843137254902, 0.22641509433962265, 0.23529411764705882, 0.15, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.2647058823529412, 0.34210526315789475, 0.35294117647058826, 0.25, 0.20588235294117646, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 9, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 7, 0.2765957446808511, 0.40336134453781514, 0.44680851063829785, 0.23076923076923078, 0.1595744680851064, 0.1595744680851064]","[0, 8, 0.2962962962962963, 0.3709677419354839, 0.5648148148148148, 0.3333333333333333, 0.19444444444444445, 0.2777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.371900826446281, 0.417910447761194, 0.4462809917355372, 0.3333333333333333, 0.19834710743801653, 0.12396694214876033]","[1, 8, 0.3157894736842105, 0.38636363636363635, 0.47368421052631576, 0.38461538461538464, 0.23684210526315788, 0.2631578947368421]","[1, 6, 0.3684210526315789, 0.3684210526315789, 0.5789473684210527, 0.2857142857142857, 0.05263157894736842, 0.15789473684210525]"
37,2020-06-19,20200619HHNC0,"[1, 4, 0.29133858267716534, 0.3706293706293706, 0.5826771653543307, 0.34782608695652173, 0.1968503937007874, 0.28346456692913385]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.0, 0.38461538461538464, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.3055555555555556, 0.37037037037037035, 0.4375, 0.42857142857142855, 0.1736111111111111, 0.10416666666666667]","[1, 3, 0.4392523364485981, 0.4918032786885246, 0.7757009345794392, 0.5862068965517241, 0.21495327102803738, 0.29906542056074764]","[0, -1, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, -1, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 5, 0.30666666666666664, 0.391812865497076, 0.5933333333333334, 0.32558139534883723, 0.21333333333333335, 0.22]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.33707865168539325, 0.44339622641509435, 0.5280898876404494, 0.37142857142857144, 0.2247191011235955, 0.20224719101123595]","[0, -1, 0.19607843137254902, 0.22641509433962265, 0.23529411764705882, 0.15, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2647058823529412, 0.34210526315789475, 0.35294117647058826, 0.25, 0.20588235294117646, 0.08823529411764706]","[1, 9, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 6, 0.2708333333333333, 0.4016393442622951, 0.4375, 0.2222222222222222, 0.16666666666666666, 0.16666666666666666]","[0, -1, 0.2962962962962963, 0.3709677419354839, 0.5648148148148148, 0.3333333333333333, 0.19444444444444445, 0.2777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3709677419354839, 0.4244604316546763, 0.4435483870967742, 0.32142857142857145, 0.20161290322580644, 0.12096774193548387]","[1, 8, 0.3170731707317073, 0.3829787234042553, 0.5365853658536586, 0.35714285714285715, 0.24390243902439024, 0.2926829268292683]","[0, -1, 0.3684210526315789, 0.3684210526315789, 0.5789473684210527, 0.2857142857142857, 0.05263157894736842, 0.15789473684210525]"
38,2020-06-20,20200620HHNC0,"[1, 6, 0.2900763358778626, 0.3673469387755102, 0.5725190839694656, 0.3404255319148936, 0.19083969465648856, 0.2748091603053435]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.125, 0.125, 0.125, 0.3333333333333333, 0.3125, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3055555555555556, 0.37037037037037035, 0.4375, 0.42857142857142855, 0.1736111111111111, 0.10416666666666667]","[1, 3, 0.43243243243243246, 0.48412698412698413, 0.7837837837837838, 0.5666666666666667, 0.21621621621621623, 0.3063063063063063]","[0, -1, 0.2912621359223301, 0.37606837606837606, 0.4854368932038835, 0.28125, 0.17475728155339806, 0.17475728155339806]","[0, 6, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 4, 0.3116883116883117, 0.3942857142857143, 0.5974025974025974, 0.32558139534883723, 0.21428571428571427, 0.21428571428571427]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 5, 0.34065934065934067, 0.45454545454545453, 0.5384615384615384, 0.37142857142857144, 0.23076923076923078, 0.1978021978021978]","[0, -1, 0.19607843137254902, 0.22641509433962265, 0.23529411764705882, 0.15, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2647058823529412, 0.34210526315789475, 0.35294117647058826, 0.25, 0.20588235294117646, 0.08823529411764706]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[0, 8, 0.26262626262626265, 0.392, 0.42424242424242425, 0.21428571428571427, 0.16161616161616163, 0.16161616161616163]","[0, -1, 0.2962962962962963, 0.3709677419354839, 0.5648148148148148, 0.3333333333333333, 0.19444444444444445, 0.2777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.359375, 0.4125874125874126, 0.4296875, 0.32142857142857145, 0.1953125, 0.1171875]","[1, 8, 0.3181818181818182, 0.38, 0.5227272727272727, 0.3333333333333333, 0.22727272727272727, 0.29545454545454547]","[0, 9, 0.36363636363636365, 0.391304347826087, 0.5909090909090909, 0.25, 0.045454545454545456, 0.13636363636363635]"
39,2020-06-21,20200621HHNC0,"[1, 8, 0.2857142857142857, 0.3624161073825503, 0.5639097744360902, 0.3404255319148936, 0.18796992481203006, 0.2706766917293233]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.15, 0.15, 0.15, 0.25, 0.25, 0.0]","[0, -1, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.30612244897959184, 0.3674698795180723, 0.43537414965986393, 0.42857142857142855, 0.17006802721088435, 0.10884353741496598]","[1, 3, 0.4260869565217391, 0.47692307692307695, 0.7652173913043478, 0.5483870967741935, 0.20869565217391303, 0.2956521739130435]","[1, 7, 0.2857142857142857, 0.3697478991596639, 0.47619047619047616, 0.2647058823529412, 0.17142857142857143, 0.17142857142857143]","[0, -1, 0.18181818181818182, 0.3076923076923077, 0.30303030303030304, 0.25, 0.21212121212121213, 0.09090909090909091]","[1, 4, 0.310126582278481, 0.39106145251396646, 0.6075949367088608, 0.3111111111111111, 0.21518987341772153, 0.21518987341772153]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 5, 0.3404255319148936, 0.45614035087719296, 0.5319148936170213, 0.37142857142857144, 0.23404255319148937, 0.19148936170212766]","[0, -1, 0.19607843137254902, 0.22641509433962265, 0.23529411764705882, 0.15, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2647058823529412, 0.34210526315789475, 0.35294117647058826, 0.25, 0.20588235294117646, 0.08823529411764706]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.125, 0.2222222222222222, 0.5, 0.3333333333333333, 0.375, 0.375]","[1, 6, 0.26732673267326734, 0.3937007874015748, 0.42574257425742573, 0.2413793103448276, 0.15841584158415842, 0.16831683168316833]","[0, -1, 0.2962962962962963, 0.3709677419354839, 0.5648148148148148, 0.3333333333333333, 0.19444444444444445, 0.2777777777777778]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.3560606060606061, 0.40816326530612246, 0.42424242424242425, 0.3103448275862069, 0.1893939393939394, 0.11363636363636363]","[0, -1, 0.3181818181818182, 0.38, 0.5227272727272727, 0.3333333333333333, 0.22727272727272727, 0.29545454545454547]","[0, 2, 0.34782608695652173, 0.375, 0.5652173913043478, 0.2222222222222222, 0.043478260869565216, 0.13043478260869565]"
