,date,game_key,소형준,이강준,데스파이네,조근종,류희운,안현준,조현우,강장산,김민수,이창재,정성곤,주권,김재윤,배제성,조한욱,한승지,박세진,장현우,이대은,조병욱,이정현,김민,쿠에바스,이정훈,손동현,이상동,이선우,김성훈,금민철,전유수,이보근,유원상,이상화,하준호
39,2020-06-20,20200620LTKT0,"[1, 0, 6.339130434782609, 1.4608695652173913, 1.5, 5.476190476190476]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.595744680851063, 1.3191489361702127, 4.333333333333333, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0952380952380953, 2.8333333333333335, 1.05]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.1666666666666667, 1.0]","[0, 0, 2.659090909090909, 1.3409090909090908, 1.5, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 1, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 1, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.2307692307692308, 2.25, 1.0833333333333333]","[0, 0, 4.909090909090909, 1.5, 1.5, 0.8148148148148148]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
40,2020-06-21,20200621LTKT0,"[0, 0, 6.339130434782609, 1.4608695652173913, 1.5, 5.476190476190476]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.595744680851063, 1.3191489361702127, 4.333333333333333, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7794117647058822, 1.0588235294117647, 2.7142857142857144, 1.0793650793650795]","[0, 1, 6.0, 1.7333333333333334, 1.3333333333333333, 1.0]","[0, 0, 2.659090909090909, 1.3409090909090908, 1.5, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[1, 0, 6.27906976744186, 1.3255813953488371, 2.875, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.2307692307692308, 2.25, 1.0833333333333333]","[0, 0, 4.909090909090909, 1.5, 1.5, 0.8148148148148148]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
41,2020-06-23,20200623NCKT0,"[0, 0, 6.339130434782609, 1.4608695652173913, 1.5, 5.476190476190476]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.333333333333333, 1.3333333333333333, 3.230769230769231, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.4117647058823528, 1.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6619718309859155, 1.056338028169014, 2.5, 1.075757575757576]","[0, 0, 6.0, 1.7333333333333334, 1.3333333333333333, 1.0]","[0, 0, 2.659090909090909, 1.3409090909090908, 1.5, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 6.27906976744186, 1.3255813953488371, 2.875, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 1, 4.5, 1.2857142857142858, 1.8, 1.0769230769230769]","[0, 0, 4.909090909090909, 1.5, 1.5, 0.8148148148148148]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
42,2020-06-25,20200625NCKT1,"[0, 0, 6.339130434782609, 1.4608695652173913, 1.5, 5.476190476190476]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.333333333333333, 1.3333333333333333, 3.230769230769231, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5540540540540544, 1.054054054054054, 2.625, 1.0724637681159421]","[0, 0, 6.0, 1.7333333333333334, 1.3333333333333333, 1.0]","[1, 0, 4.0212765957446805, 1.4893617021276595, 1.35, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 6.27906976744186, 1.3255813953488371, 2.875, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 1, 4.2, 1.2, 1.8, 1.0714285714285714]","[0, 0, 4.909090909090909, 1.5, 1.5, 0.8148148148148148]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
43,2020-06-25,20200625NCKT2,"[0, 0, 6.339130434782609, 1.4608695652173913, 1.5, 5.476190476190476]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.333333333333333, 1.3333333333333333, 3.230769230769231, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.967213114754098, 2.016393442622951, 3.2, 1.6944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.0129870129870129, 2.625, 1.0694444444444444]","[0, 0, 6.0, 1.7333333333333334, 1.3333333333333333, 1.0]","[0, 0, 4.0212765957446805, 1.4893617021276595, 1.35, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 6.27906976744186, 1.3255813953488371, 2.875, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 1, 3.9375000000000004, 1.125, 2.0, 1.0666666666666667]","[0, 1, 4.0, 1.3333333333333333, 1.2, 0.9]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
44,2020-06-26,20200626KTHH0,"[1, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.333333333333333, 1.3333333333333333, 3.230769230769231, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.967213114754098, 2.016393442622951, 3.2, 1.6944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0129870129870129, 2.625, 1.0694444444444444]","[0, 0, 6.0, 1.7333333333333334, 1.3333333333333333, 1.0]","[0, 0, 4.0212765957446805, 1.4893617021276595, 1.35, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 1, 4.909090909090909, 1.6363636363636365, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 6.27906976744186, 1.3255813953488371, 2.875, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 0, 3.9375000000000004, 1.125, 2.0, 1.0666666666666667]","[0, 0, 4.0, 1.3333333333333333, 1.2, 0.9]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
45,2020-06-27,20200627KTHH0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.333333333333333, 1.3333333333333333, 3.230769230769231, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.967213114754098, 2.016393442622951, 3.2, 1.6944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7341772151898733, 1.0632911392405064, 2.625, 1.0533333333333332]","[0, 1, 6.75, 1.875, 1.5, 1.0]","[0, 0, 4.0212765957446805, 1.4893617021276595, 1.35, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.909090909090909, 1.6363636363636365, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[1, 0, 5.046728971962617, 1.205607476635514, 3.5, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 1, 4.235294117647059, 1.1176470588235294, 2.2, 1.0625]","[0, 0, 4.0, 1.3333333333333333, 1.2, 0.9]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
46,2020-06-28,20200628KTHH0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.5, 1.35, 2.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.3043478260869565, 1.3333333333333333, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.967213114754098, 2.016393442622951, 3.2, 1.6944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.0632911392405064, 2.625, 1.0533333333333332]","[0, 1, 6.352941176470588, 1.8235294117647058, 1.6666666666666667, 1.0]","[0, 0, 4.0212765957446805, 1.4893617021276595, 1.35, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.909090909090909, 1.6363636363636365, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.046728971962617, 1.205607476635514, 3.5, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 1, 4.0, 1.0555555555555556, 2.4, 1.0588235294117647]","[0, 0, 4.0, 1.3333333333333333, 1.2, 0.9]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
47,2020-06-30,20200630KTLG0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.5, 1.35, 2.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.2692307692307694, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.4125, 1.8375, 2.8333333333333335, 2.0512820512820515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6341463414634148, 1.0609756097560976, 2.625, 1.0512820512820513]","[0, 1, 6.0, 1.7777777777777777, 2.0, 1.0]","[0, 0, 4.0212765957446805, 1.4893617021276595, 1.35, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.909090909090909, 1.6363636363636365, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.046728971962617, 1.205607476635514, 3.5, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.3333333333333333]","[0, 1, 3.789473684210526, 1.0, 2.4, 1.0555555555555556]","[0, 1, 3.6, 1.2, 1.2, 0.9090909090909091]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
48,2020-07-01,20200701KTLG0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.5, 1.35, 2.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2692307692307694, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4125, 1.8375, 2.8333333333333335, 2.0512820512820515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.0609756097560976, 2.625, 1.0512820512820513]","[0, 0, 6.0, 1.7777777777777777, 2.0, 1.0]","[1, 0, 3.9056603773584904, 1.471698113207547, 1.3478260869565217, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.909090909090909, 1.6363636363636365, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.046728971962617, 1.205607476635514, 3.5, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 1, 6.352941176470588, 1.4117647058823528, 0.0, 1.4166666666666667]","[0, 0, 3.789473684210526, 1.0, 2.4, 1.0555555555555556]","[0, 1, 3.4838709677419355, 1.161290322580645, 1.2, 0.8611111111111112]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
49,2020-07-02,20200702KTLG0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.5, 1.35, 2.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.2857142857142856, 1.25, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4125, 1.8375, 2.8333333333333335, 2.0512820512820515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8588235294117648, 1.0941176470588236, 2.625, 1.0493827160493827]","[0, 1, 6.381818181818182, 1.8, 2.1666666666666665, 0.9649122807017543]","[0, 0, 3.9056603773584904, 1.471698113207547, 1.3478260869565217, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[1, 0, 3.552631578947368, 1.4210526315789473, 1.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.046728971962617, 1.205607476635514, 3.5, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 6.352941176470588, 1.4117647058823528, 0.0, 1.4166666666666667]","[0, 1, 3.4285714285714284, 0.9047619047619048, 2.4, 1.105263157894737]","[0, 0, 3.4838709677419355, 1.161290322580645, 1.2, 0.8611111111111112]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
50,2020-07-03,20200703WOKT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.636363636363637, 1.3484848484848484, 2.7222222222222223, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.2857142857142856, 1.25, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4125, 1.8375, 2.8333333333333335, 2.0512820512820515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7613636363636367, 1.090909090909091, 2.75, 1.0476190476190477]","[0, 0, 6.381818181818182, 1.8, 2.1666666666666665, 0.9649122807017543]","[0, 0, 3.9056603773584904, 1.471698113207547, 1.3478260869565217, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 3.552631578947368, 1.4210526315789473, 1.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.046728971962617, 1.205607476635514, 3.5, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 6.352941176470588, 1.4117647058823528, 0.0, 1.4166666666666667]","[0, 1, 3.130434782608696, 0.8260869565217391, 2.6, 1.15]","[0, 0, 3.4838709677419355, 1.161290322580645, 1.2, 0.8611111111111112]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
51,2020-07-04,20200704WOKT0,"[0, 0, 6.023076923076923, 1.4538461538461538, 1.6666666666666667, 5.416666666666667]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.636363636363637, 1.3484848484848484, 2.7222222222222223, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.2580645161290323, 1.25, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4125, 1.8375, 2.8333333333333335, 2.0512820512820515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7613636363636367, 1.090909090909091, 2.75, 1.0476190476190477]","[0, 0, 6.381818181818182, 1.8, 2.1666666666666665, 0.9649122807017543]","[0, 0, 3.9056603773584904, 1.471698113207547, 1.3478260869565217, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 3.552631578947368, 1.4210526315789473, 1.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[1, 0, 4.752, 1.224, 2.909090909090909, 5.952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 36.0, 5.0, 1, 1.0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 1, 0.0, 1.0, 2, 1.0]","[0, 1, 6.545454545454546, 1.7272727272727273, 1.2, 1.0]","[0, 1, 5.4, 1.2, 0.0, 1.3333333333333335]","[0, 0, 3.130434782608696, 0.8260869565217391, 2.6, 1.15]","[0, 1, 3.176470588235294, 1.0588235294117647, 1.2, 0.8717948717948718]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
