,date,game_key,이종민,김동혁,정대현,문성현,양현,윤영삼,김정후,김태훈,한현희,신재영,조상우,조성운,이영준,최원태,박주현,임규빈,차재용,김선기,박승주,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,김상수
52,2020-07-04,20200704WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 5.0, 1.2]","[0, 0, 2.8421052631578947, 1.0526315789473684, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7613636363636367, 1.0227272727272727, 3.4, 1.543859649122807]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.4909090909090909, 0.8727272727272728, 6.333333333333333, 1.1458333333333333]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 1, 5.0, 1.2777777777777777, 2.6, 0.8181818181818182]","[1, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.3888888888888888, 1.6666666666666667, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[0, 0, 4.891304347826087, 1.4782608695652173, 1.6875, 5.111111111111111]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.5, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 7.534883720930233, 1.6744186046511627, 2.7142857142857144, 0.8431372549019608]"
53,2020-07-05,20200705WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.3636363636363638, 1.0, 1.222222222222222]","[0, 0, 2.8421052631578947, 1.0526315789473684, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.7613636363636367, 1.0227272727272727, 3.4, 1.543859649122807]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 1, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.4909090909090909, 0.8727272727272728, 6.333333333333333, 1.1458333333333333]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 5.0, 1.2777777777777777, 2.6, 0.8181818181818182]","[0, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.7368421052631575, 1.4210526315789473, 1.8333333333333333, 1.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[1, 0, 4.5, 1.4038461538461537, 2.0, 5.2]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.5, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 7.2, 1.8, 2.5, 0.8333333333333334]"
54,2020-07-07,20200707SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 1.0, 1.222222222222222]","[0, 1, 2.571428571428571, 1.0, 3.75, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 3.0, 1.0, 1.0]","[0, 0, 2.7613636363636367, 1.0227272727272727, 3.4, 1.543859649122807]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.4909090909090909, 0.8727272727272728, 6.333333333333333, 1.1458333333333333]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 5.0, 1.2777777777777777, 2.6, 0.8181818181818182]","[0, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4210526315789473, 1.8333333333333333, 1.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.5, 3.0, 1.0416666666666667]","[0, 0, 4.5, 1.4038461538461537, 2.0, 5.2]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.5, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 1, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 6.75, 1.75, 2.5, 0.8421052631578947]"
55,2020-07-08,20200708SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.16, 1.3199999999999998, 1.2, 1.1904761904761905]","[0, 0, 2.571428571428571, 1.0, 3.75, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 1.0, 1.0]","[0, 1, 2.872340425531915, 1.021276595744681, 3.8, 1.5666666666666667]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 1, 0.9310344827586207, 0.9310344827586208, 6.666666666666667, 1.1372549019607843]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 1, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.285714285714286, 1.3333333333333333, 2.3333333333333335, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 3.0, 1.0416666666666667]","[0, 0, 4.5, 1.4038461538461537, 2.0, 5.2]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.8, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 6.75, 1.75, 2.5, 0.8421052631578947]"
56,2020-07-09,20200709SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.2, 1.1904761904761905]","[0, 0, 2.571428571428571, 1.0, 3.75, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 1.0, 1.0]","[0, 0, 2.872340425531915, 1.021276595744681, 3.8, 1.5666666666666667]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 1, 0.8852459016393444, 0.8852459016393444, 6.666666666666667, 1.1296296296296295]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.3333333333333333, 2.3333333333333335, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 3.0, 1.0416666666666667]","[0, 0, 4.5, 1.4038461538461537, 2.0, 5.2]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.6666666666666666, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2980769230769231, 0.8653846153846154, 4.9, 6.303030303030303]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 6.75, 1.75, 2.5, 0.8421052631578947]"
57,2020-07-10,20200710WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.2, 1.1904761904761905]","[0, 1, 2.3478260869565215, 1.0, 4.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 3.0, 3.0, 1.0]","[0, 1, 3.896907216494845, 1.11340206185567, 3.3333333333333335, 1.5396825396825398]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.8852459016393444, 0.8852459016393444, 6.666666666666667, 1.1296296296296295]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[1, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.434782608695652, 2.5, 1.2105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.7142857142857142, 2.857142857142857, 1.0980392156862746]","[0, 0, 4.5, 1.4038461538461537, 2.0, 5.2]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.6666666666666666, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2980769230769231, 0.8653846153846154, 4.9, 6.303030303030303]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 6.352941176470588, 1.7058823529411764, 2.5, 0.85]"
58,2020-07-11,20200711WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.2, 1.1904761904761905]","[0, 0, 2.3478260869565215, 1.0, 4.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 0, 3.896907216494845, 1.11340206185567, 3.3333333333333335, 1.5396825396825398]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.8852459016393444, 0.8852459016393444, 6.666666666666667, 1.1296296296296295]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.4583333333333333, 2.6666666666666665, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.491525423728814, 1.6271186440677965, 2.857142857142857, 1.0925925925925926]","[1, 0, 5.333333333333333, 1.462962962962963, 1.9411764705882353, 4.909090909090909]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.6666666666666666, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2980769230769231, 0.8653846153846154, 4.9, 6.303030303030303]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 6.352941176470588, 1.7058823529411764, 2.5, 0.85]"
59,2020-07-13,20200713WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.3235294117647058, 0.875, 1.4166666666666667]","[0, 0, 2.3478260869565215, 1.0, 4.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 0, 3.896907216494845, 1.11340206185567, 3.3333333333333335, 1.5396825396825398]","[1, 0, 5.943396226415095, 1.6226415094339623, 2.7142857142857144, 5.3]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.8852459016393444, 0.8852459016393444, 6.666666666666667, 1.1296296296296295]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.68, 1.48, 2.8333333333333335, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 4.5, 1.0, 0.3333333333333333]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.225806451612903, 1.6451612903225805, 2.2222222222222223, 1.087719298245614]","[0, 0, 5.333333333333333, 1.462962962962963, 1.9411764705882353, 4.909090909090909]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.6666666666666666, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2980769230769231, 0.8653846153846154, 4.9, 6.303030303030303]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 6.352941176470588, 1.7058823529411764, 2.5, 0.85]"
60,2020-07-14,20200714NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.3235294117647058, 0.875, 1.4166666666666667]","[0, 1, 2.16, 0.96, 4.0, 1.1363636363636365]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 0, 3.896907216494845, 1.11340206185567, 3.3333333333333335, 1.5396825396825398]","[0, 0, 5.943396226415095, 1.6226415094339623, 2.7142857142857144, 5.3]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 1, 0.84375, 0.890625, 7.0, 1.1228070175438596]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.48, 2.8333333333333335, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 1.0, 0.3333333333333333]","[1, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.6451612903225805, 2.2222222222222223, 1.087719298245614]","[0, 0, 5.333333333333333, 1.462962962962963, 1.9411764705882353, 4.909090909090909]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.8571428571428571, 2.3333333333333335, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2980769230769231, 0.8653846153846154, 4.9, 6.303030303030303]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 6.0, 1.6111111111111112, 2.5, 0.8571428571428571]"
61,2020-07-15,20200715NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.3235294117647058, 0.875, 1.4166666666666667]","[0, 0, 2.16, 0.96, 4.0, 1.1363636363636365]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 1, 3.818181818181818, 1.121212121212121, 3.142857142857143, 1.5]","[0, 0, 5.943396226415095, 1.6226415094339623, 2.7142857142857144, 5.3]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 1, 0.8059701492537313, 0.8507462686567164, 7.666666666666667, 1.1166666666666667]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.48, 2.8333333333333335, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 1.0, 0.3333333333333333]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.6451612903225805, 2.2222222222222223, 1.087719298245614]","[0, 0, 5.333333333333333, 1.462962962962963, 1.9411764705882353, 4.909090909090909]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.75, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4148471615720524, 0.8908296943231442, 5.4, 6.361111111111111]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 6.0, 1.6111111111111112, 2.5, 0.8571428571428571]"
62,2020-07-16,20200716NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4594594594594597, 1.2972972972972971, 1.0, 1.3703703703703705]","[0, 0, 2.16, 0.96, 4.0, 1.1363636363636365]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 0, 3.818181818181818, 1.121212121212121, 3.142857142857143, 1.5]","[0, 0, 5.943396226415095, 1.6226415094339623, 2.7142857142857144, 5.3]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.8059701492537313, 0.8507462686567164, 7.666666666666667, 1.1166666666666667]","[0, 1, 4.5, 1.0, 2.6666666666666665, 1.1666666666666667]","[0, 0, 4.7368421052631575, 1.368421052631579, 2.5, 0.8260869565217391]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.48, 2.8333333333333335, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 1.0, 0.3333333333333333]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.588235294117647, 2.3333333333333335, 1.1333333333333333]","[0, 0, 5.333333333333333, 1.462962962962963, 1.9411764705882353, 4.909090909090909]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.75, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4148471615720524, 0.8908296943231442, 5.4, 6.361111111111111]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 6.0, 1.6111111111111112, 2.5, 0.8571428571428571]"
63,2020-07-17,20200717WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 1.2972972972972971, 1.0, 1.3703703703703705]","[0, 1, 2.076923076923077, 0.9230769230769231, 4.5, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 1, 4.00990099009901, 1.1881188118811883, 2.75, 1.4637681159420288]","[0, 0, 5.943396226415095, 1.6226415094339623, 2.7142857142857144, 5.3]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 1, 0.7714285714285714, 0.8571428571428572, 7.666666666666667, 1.1111111111111112]","[0, 0, 4.5, 1.0, 2.6666666666666665, 1.1666666666666667]","[0, 1, 4.5, 1.35, 2.142857142857143, 0.8333333333333334]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.48, 2.8333333333333335, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 1.0, 0.3333333333333333]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.3333333333333335, 1.1333333333333333]","[1, 0, 5.8965517241379315, 1.5172413793103448, 2.0555555555555554, 4.833333333333333]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.72, 3.3333333333333335, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4148471615720524, 0.8908296943231442, 5.4, 6.361111111111111]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 5.684210526315789, 1.5263157894736843, 2.5, 0.8636363636363636]"
64,2020-07-18,20200718WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 1.2972972972972971, 1.0, 1.3703703703703705]","[0, 0, 2.076923076923077, 0.9230769230769231, 4.5, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 3.4285714285714284, 1.5, 0.7777777777777778]","[0, 1, 4.114285714285715, 1.2285714285714286, 3.0, 1.4583333333333333]","[1, 0, 6.872727272727272, 1.7454545454545454, 2.4375, 5.0]","[0, 0, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 1, 0.7605633802816901, 0.9295774647887324, 8.0, 1.075757575757576]","[0, 0, 4.5, 1.0, 2.6666666666666665, 1.1666666666666667]","[0, 1, 4.714285714285714, 1.3333333333333333, 2.142857142857143, 0.84]","[0, 0, 4.0212765957446805, 1.2446808510638299, 2.75, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.48, 2.8333333333333335, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 4.5, 1.0, 0.3333333333333333]","[0, 0, 5.0, 1.5555555555555556, 2.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.3333333333333335, 1.1333333333333333]","[0, 0, 5.8965517241379315, 1.5172413793103448, 2.0555555555555554, 4.833333333333333]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.72, 3.3333333333333335, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4148471615720524, 0.8908296943231442, 5.4, 6.361111111111111]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 6.75, 2.4, 2.0, 1.1111111111111112]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.5, 0.8636363636363636]"
