,date,game_key,임형원,안인산,라이트,김태경,정구범,이재학,김건태,강동연,홍성민,장현식,임정호,박진우,배재환,홍성무,구창모,최성영,김진호,김태현,소이현,김영규,신민혁,이승헌,루친스키,송명기,전사민,배민서,김진성,원종현,임창민,강윤구
41,2020-06-25,20200625NCKT1,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8000000000000003, 1.288888888888889, 1.9473684210526316, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.349056603773585, 1.3018867924528301, 2.0, 5.047619047619048]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 2.1891891891891895, 1.2162162162162162, 2.2, 0.6851851851851852]","[0, 0, 5.0, 1.6111111111111112, 1.5, 0.9]","[0, 1, 3.15, 1.45, 1.1428571428571428, 0.9090909090909091]","[0, 0, 7.615384615384615, 1.8461538461538463, 0.9090909090909091, 1.4444444444444444]","[0, 0, 0.75, 0.6875, 4.7272727272727275, 6.857142857142857]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.4444444444444444, 14.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5033112582781456, 1.1523178807947019, 3.2666666666666666, 6.291666666666667]","[0, 0, 27.0, 4.2, 1.3333333333333333, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.4545454545454546, 0.9818181818181819, 3.25, 0.9649122807017543]","[0, 1, 10.125, 1.75, 2.0, 0.7272727272727273]","[0, 1, 3.6818181818181817, 2.0454545454545454, 1.0, 0.6666666666666666]"
42,2020-06-25,20200625NCKT2,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8000000000000003, 1.288888888888889, 1.9473684210526316, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.349056603773585, 1.3018867924528301, 2.0, 5.047619047619048]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 3.6486486486486487, 1.3783783783783783, 1.8333333333333333, 0.6491228070175439]","[0, 1, 5.4, 1.6363636363636365, 1.5, 0.8730158730158729]","[0, 0, 3.15, 1.45, 1.1428571428571428, 0.9090909090909091]","[0, 1, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[1, 0, 0.8181818181818182, 0.6545454545454545, 5.545454545454546, 6.875]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.714285714285714, 1.2857142857142858, 7.5, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5033112582781456, 1.1523178807947019, 3.2666666666666666, 6.291666666666667]","[0, 1, 16.875, 2.625, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 3.25, 0.9649122807017543]","[0, 0, 10.125, 1.75, 2.0, 0.7272727272727273]","[0, 0, 3.6818181818181817, 2.0454545454545454, 1.0, 0.6666666666666666]"
43,2020-06-26,20200626NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8000000000000003, 1.288888888888889, 1.9473684210526316, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.578512396694215, 1.3884297520661155, 2.076923076923077, 5.041666666666667]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 4.973684210526316, 1.4210526315789473, 1.8333333333333333, 0.6333333333333333]","[0, 1, 5.120689655172414, 1.5517241379310345, 1.5, 0.8787878787878788]","[0, 1, 3.0, 1.4285714285714286, 1.0666666666666667, 0.9130434782608695]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 0.8181818181818182, 0.6545454545454545, 5.545454545454546, 6.875]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.714285714285714, 1.2857142857142858, 7.5, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5033112582781456, 1.1523178807947019, 3.2666666666666666, 6.291666666666667]","[0, 0, 16.875, 2.625, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 3.25, 0.9649122807017543]","[0, 1, 9.346153846153847, 1.6153846153846154, 2.0, 0.7222222222222222]","[0, 1, 3.1153846153846154, 1.9615384615384617, 1.0, 0.7222222222222222]"
44,2020-06-27,20200627NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8000000000000003, 1.288888888888889, 1.9473684210526316, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.578512396694215, 1.3884297520661155, 2.076923076923077, 5.041666666666667]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.8333333333333333, 0.6333333333333333]","[0, 0, 5.120689655172414, 1.5517241379310345, 1.5, 0.8787878787878788]","[0, 1, 2.8636363636363638, 1.3636363636363635, 1.0666666666666667, 0.9166666666666666]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 0.8181818181818182, 0.6545454545454545, 5.545454545454546, 6.875]","[1, 0, 6.75, 1.875, 0.75, 3.5555555555555554]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.56923076923077, 1.2923076923076922, 7.5, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5033112582781456, 1.1523178807947019, 3.2666666666666666, 6.291666666666667]","[0, 1, 12.272727272727272, 1.9090909090909092, 2.3333333333333335, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 3.25, 0.9649122807017543]","[0, 0, 9.346153846153847, 1.6153846153846154, 2.0, 0.7222222222222222]","[0, 0, 3.1153846153846154, 1.9615384615384617, 1.0, 0.7222222222222222]"
45,2020-06-28,20200628NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8000000000000003, 1.288888888888889, 1.9473684210526316, 5.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.578512396694215, 1.3884297520661155, 2.076923076923077, 5.041666666666667]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.8333333333333333, 0.6333333333333333]","[0, 0, 5.120689655172414, 1.5517241379310345, 1.5, 0.8787878787878788]","[0, 0, 2.8636363636363638, 1.3636363636363635, 1.0666666666666667, 0.9166666666666666]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 0.8181818181818182, 0.6545454545454545, 5.545454545454546, 6.875]","[0, 0, 6.75, 1.875, 0.75, 3.5555555555555554]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56923076923077, 1.2923076923076922, 7.5, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6686046511627906, 1.1511627906976745, 3.4375, 6.37037037037037]","[0, 0, 12.272727272727272, 1.9090909090909092, 2.3333333333333335, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.327586206896552, 0.9310344827586208, 3.5, 0.9666666666666666]","[0, 0, 9.346153846153847, 1.6153846153846154, 2.0, 0.7222222222222222]","[0, 1, 2.892857142857143, 1.9285714285714284, 1.0, 0.717948717948718]"
46,2020-06-30,20200630LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6, 1.34, 1.7826086956521738, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.578512396694215, 1.3884297520661155, 2.076923076923077, 5.041666666666667]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 4.5, 1.2857142857142858, 2.0, 0.6666666666666666]","[0, 1, 4.868852459016393, 1.4754098360655739, 1.6666666666666667, 0.8840579710144927]","[0, 1, 3.6818181818181817, 1.4545454545454546, 1.0666666666666667, 0.88]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 0.8181818181818182, 0.6545454545454545, 5.545454545454546, 6.875]","[0, 0, 6.75, 1.875, 0.75, 3.5555555555555554]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56923076923077, 1.2923076923076922, 7.5, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6686046511627906, 1.1511627906976745, 3.4375, 6.37037037037037]","[0, 1, 9.642857142857142, 1.5, 2.3333333333333335, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.2131147540983607, 0.8852459016393444, 3.5, 0.9682539682539681]","[0, 1, 9.0, 1.6666666666666667, 2.0, 0.6923076923076923]","[0, 1, 2.6129032258064515, 1.8387096774193548, 1.1666666666666667, 0.7380952380952381]"
47,2020-07-01,20200701LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.34, 1.7826086956521738, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.578512396694215, 1.3884297520661155, 2.076923076923077, 5.041666666666667]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 5.142857142857142, 1.3571428571428572, 1.7142857142857142, 0.6363636363636364]","[0, 0, 4.868852459016393, 1.4754098360655739, 1.6666666666666667, 0.8840579710144927]","[0, 1, 3.9705882352941178, 1.4558823529411764, 1.0666666666666667, 0.8717948717948718]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[1, 0, 1.3728813559322035, 0.7627118644067796, 5.416666666666667, 6.555555555555555]","[0, 0, 6.75, 1.875, 0.75, 3.5555555555555554]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56923076923077, 1.2923076923076922, 7.5, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6686046511627906, 1.1511627906976745, 3.4375, 6.37037037037037]","[0, 1, 7.9411764705882355, 1.4117647058823528, 2.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.2131147540983607, 0.8852459016393444, 3.5, 0.9682539682539681]","[0, 0, 9.0, 1.6666666666666667, 2.0, 0.6923076923076923]","[0, 0, 2.6129032258064515, 1.8387096774193548, 1.1666666666666667, 0.7380952380952381]"
48,2020-07-02,20200702LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.34, 1.7826086956521738, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.6, 1.4666666666666666, 1.6111111111111112, 5.0]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 5.142857142857142, 1.3571428571428572, 1.7142857142857142, 0.6363636363636364]","[0, 1, 5.225806451612903, 1.5, 1.6666666666666667, 0.8611111111111112]","[0, 0, 3.9705882352941178, 1.4558823529411764, 1.0666666666666667, 0.8717948717948718]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 1.3728813559322035, 0.7627118644067796, 5.416666666666667, 6.555555555555555]","[0, 0, 6.75, 1.875, 0.75, 3.5555555555555554]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56923076923077, 1.2923076923076922, 7.5, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6686046511627906, 1.1511627906976745, 3.4375, 6.37037037037037]","[0, 0, 7.9411764705882355, 1.4117647058823528, 2.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.014925373134328, 0.9402985074626866, 2.0, 1.0151515151515151]","[0, 0, 9.0, 1.6666666666666667, 2.0, 0.6923076923076923]","[0, 1, 4.354838709677419, 2.129032258064516, 1.0, 0.6888888888888889]"
49,2020-07-03,20200703HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.34, 1.7826086956521738, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6, 1.4666666666666666, 1.6111111111111112, 5.0]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 5.142857142857142, 1.3571428571428572, 1.7142857142857142, 0.6363636363636364]","[0, 0, 5.225806451612903, 1.5, 1.6666666666666667, 0.8611111111111112]","[0, 0, 3.9705882352941178, 1.4558823529411764, 1.0666666666666667, 0.8717948717948718]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 1.3728813559322035, 0.7627118644067796, 5.416666666666667, 6.555555555555555]","[1, 0, 5.94, 1.7399999999999998, 1.0, 4.166666666666667]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.147058823529412, 1.5441176470588234, 3.75, 3.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6686046511627906, 1.1511627906976745, 3.4375, 6.37037037037037]","[0, 0, 7.9411764705882355, 1.4117647058823528, 2.0, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.014925373134328, 0.9402985074626866, 2.0, 1.0151515151515151]","[0, 1, 9.0, 1.8, 1.7142857142857142, 0.7142857142857143]","[0, 0, 4.354838709677419, 2.129032258064516, 1.0, 0.6888888888888889]"
50,2020-07-04,20200704HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.34, 1.7826086956521738, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6, 1.4666666666666666, 1.6111111111111112, 5.0]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 1, 7.105263157894736, 2.0526315789473686, 1.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 5.142857142857142, 1.3571428571428572, 1.7142857142857142, 0.6363636363636364]","[0, 1, 5.2388059701492535, 1.5223880597014927, 1.25, 0.8933333333333333]","[0, 0, 3.9705882352941178, 1.4558823529411764, 1.0666666666666667, 0.8717948717948718]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 1.3728813559322035, 0.7627118644067796, 5.416666666666667, 6.555555555555555]","[0, 0, 5.94, 1.7399999999999998, 1.0, 4.166666666666667]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.5441176470588234, 3.75, 3.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.378238341968912, 1.1191709844559585, 3.388888888888889, 6.433333333333333]","[0, 1, 6.75, 1.2, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.014925373134328, 0.9402985074626866, 2.0, 1.0151515151515151]","[0, 0, 9.0, 1.8, 1.7142857142857142, 0.7142857142857143]","[0, 0, 4.354838709677419, 2.129032258064516, 1.0, 0.6888888888888889]"
51,2020-07-05,20200705HTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6964285714285716, 1.3928571428571428, 1.76, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6, 1.4666666666666666, 1.6111111111111112, 5.0]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 7.105263157894736, 2.0526315789473686, 1.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 4.8, 1.3333333333333333, 1.7142857142857142, 0.6521739130434783]","[0, 0, 5.2388059701492535, 1.5223880597014927, 1.25, 0.8933333333333333]","[0, 1, 3.9705882352941178, 1.5, 1.0, 0.8395061728395062]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 1.3728813559322035, 0.7627118644067796, 5.416666666666667, 6.555555555555555]","[0, 0, 5.94, 1.7399999999999998, 1.0, 4.166666666666667]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.5441176470588234, 3.75, 3.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.378238341968912, 1.1191709844559585, 3.388888888888889, 6.433333333333333]","[0, 1, 7.043478260869565, 1.434782608695652, 1.6, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 1.875, 0.875, 2.142857142857143, 1.0434782608695652]","[0, 0, 9.0, 1.8, 1.7142857142857142, 0.7142857142857143]","[0, 0, 4.354838709677419, 2.129032258064516, 1.0, 0.6888888888888889]"
52,2020-07-07,20200707NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3928571428571428, 1.76, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6, 1.4666666666666666, 1.6111111111111112, 5.0]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 7.105263157894736, 2.0526315789473686, 1.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 5.0625, 1.25, 1.7142857142857142, 0.6666666666666666]","[0, 0, 5.2388059701492535, 1.5223880597014927, 1.25, 0.8933333333333333]","[0, 1, 3.802816901408451, 1.4788732394366197, 0.9411764705882353, 0.8452380952380952]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[1, 0, 1.5, 0.7575757575757576, 6.333333333333333, 6.6]","[0, 0, 5.94, 1.7399999999999998, 1.0, 4.166666666666667]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.5441176470588234, 3.75, 3.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.378238341968912, 1.1191709844559585, 3.388888888888889, 6.433333333333333]","[0, 0, 7.043478260869565, 1.434782608695652, 1.6, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.9189189189189193, 1.0135135135135134, 2.142857142857143, 1.027777777777778]","[0, 0, 9.0, 1.8, 1.7142857142857142, 0.7142857142857143]","[0, 0, 4.354838709677419, 2.129032258064516, 1.0, 0.6888888888888889]"
53,2020-07-08,20200708NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3928571428571428, 1.76, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.7218543046357615, 1.4900662251655628, 1.65, 5.033333333333333]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 7.105263157894736, 2.0526315789473686, 1.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 5.0625, 1.25, 1.7142857142857142, 0.6666666666666666]","[0, 1, 5.014285714285714, 1.542857142857143, 1.25, 0.8974358974358974]","[0, 0, 3.802816901408451, 1.4788732394366197, 0.9411764705882353, 0.8452380952380952]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 1.5, 0.7575757575757576, 6.333333333333333, 6.6]","[0, 0, 5.94, 1.7399999999999998, 1.0, 4.166666666666667]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.5441176470588234, 3.75, 3.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.378238341968912, 1.1191709844559585, 3.388888888888889, 6.433333333333333]","[0, 1, 6.75, 1.375, 1.6, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.9189189189189193, 1.0135135135135134, 2.142857142857143, 1.027777777777778]","[0, 0, 9.0, 1.8, 1.7142857142857142, 0.7142857142857143]","[0, 1, 5.90625, 2.34375, 0.875, 0.6666666666666666]"
54,2020-07-09,20200709NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3928571428571428, 1.76, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7218543046357615, 1.4900662251655628, 1.65, 5.033333333333333]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 1, 6.136363636363636, 1.7727272727272727, 1.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 4.859999999999999, 1.2, 1.7142857142857142, 0.6666666666666667]","[0, 0, 5.014285714285714, 1.542857142857143, 1.25, 0.8974358974358974]","[0, 0, 3.802816901408451, 1.4788732394366197, 0.9411764705882353, 0.8452380952380952]","[0, 0, 7.071428571428572, 1.7857142857142858, 1.0, 1.4]","[0, 0, 1.5, 0.7575757575757576, 6.333333333333333, 6.6]","[1, 0, 5.704225352112676, 1.4788732394366197, 1.125, 4.733333333333333]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.225352112676056, 1.5633802816901408, 4.0, 2.9583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.378238341968912, 1.1191709844559585, 3.388888888888889, 6.433333333333333]","[0, 0, 6.75, 1.375, 1.6, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 2.9189189189189193, 1.0135135135135134, 2.142857142857143, 1.027777777777778]","[0, 0, 9.0, 1.8, 1.7142857142857142, 0.7142857142857143]","[0, 0, 5.90625, 2.34375, 0.875, 0.6666666666666666]"
