,date,game_key,임기준,홍건희,한승혁,박지훈,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,강이준,유승철,박진태,김승범,하준영,김기훈,터너,홍원빈,장지수,양승철,윌랜드,윤석민,김세현,박경태,양현종
10,2019-04-04,20190404HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 3.0, 0.25, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.5714285714285714, 2.5, 1.4]","[0, 0, 0.0, 0.5, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 2.142857142857143, 1.0, 0.5833333333333334]","[0, 0, 10.8, 2.4, 1.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 2.3333333333333335, 1.5]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.4, 3.1666666666666665]","[0, 0, 12.6, 2.4, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.8333333333333333, 0.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.25, 1.5833333333333333, 6.0, 6.0]"
11,2019-04-05,20190405WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.0, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 2.7272727272727275, 0.25, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5714285714285714, 2.5, 1.4]","[0, 0, 0.0, 0.5, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 1.0, 0.5833333333333334]","[0, 0, 10.8, 2.4, 1.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.7142857142857143, 2.6666666666666665, 1.4]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.4, 3.1666666666666665]","[1, 0, 8.1, 2.0, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.8333333333333333, 0.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.5833333333333333, 6.0, 6.0]"
12,2019-04-06,20190406WOHT0,"[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.7272727272727275, 0.25, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.5, 2.0, 1.3333333333333333]","[1, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.4, 1.5, 1.0]","[0, 1, 9.818181818181818, 2.181818181818182, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7142857142857143, 2.6666666666666665, 1.4]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.4, 3.1666666666666665]","[0, 0, 8.1, 2.0, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.8333333333333333, 0.75, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.5833333333333333, 6.0, 6.0]"
13,2019-04-10,20190410NCHT0,"[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 1.2, 2.6666666666666665, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.357142857142857, 0.4, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 2.0, 1.3333333333333333]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.4, 1.5, 1.0]","[0, 0, 9.818181818181818, 2.181818181818182, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.3636363636363638, 2.0, 1.222222222222222]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.4, 3.1666666666666665]","[0, 0, 8.1, 2.0, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.1891891891891895, 1.4594594594594594, 1.6666666666666667, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.5833333333333333, 6.0, 6.0]"
14,2019-04-11,20190411NCHT0,"[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.2, 2.6666666666666665, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 2.2, 0.4, 0.7142857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 2.0, 1.3333333333333333]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.4, 1.5, 1.0]","[0, 0, 9.818181818181818, 2.181818181818182, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.25, 2.0, 1.1428571428571428]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.4, 3.1666666666666665]","[0, 0, 8.1, 2.0, 1.4, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.4594594594594594, 1.6666666666666667, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 2.0714285714285716, 4.333333333333333, 4.666666666666667]"
15,2019-04-12,20190412HTSK0,"[0, 1, 0.0, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.08, 1.3199999999999998, 2.25, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.9411764705882355, 1.9411764705882353, 0.6, 0.7083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.92, 1.2, 1.1904761904761905]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.3333333333333333, 2.0, 1.5]","[0, 1, 19.636363636363637, 3.8181818181818183, 0.4, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.44, 2.25, 1.0416666666666667]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.4, 3.1666666666666665]","[1, 0, 5.625, 1.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.4594594594594594, 1.6666666666666667, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0714285714285716, 4.333333333333333, 4.666666666666667]"
16,2019-04-13,20190413HTSK0,"[0, 1, 0.0, 0.6, 0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 1.3199999999999998, 2.25, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.9411764705882353, 0.6, 0.7083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.9615384615384617, 1.0, 1.0833333333333333]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 19.636363636363637, 3.8181818181818183, 0.4, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.44, 2.25, 1.0416666666666667]","[1, 0, 5.108108108108109, 0.9729729729729729, 1.5714285714285714, 4.111111111111112]","[0, 0, 5.625, 1.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.4594594594594594, 1.6666666666666667, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0714285714285716, 4.333333333333333, 4.666666666666667]"
17,2019-04-14,20190414HTSK0,"[0, 1, 0.0, 0.5, 0, 0.5]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.607142857142857, 1.6666666666666667, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.8947368421052633, 0.5, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.8888888888888888, 1.1666666666666667, 1.0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.3333333333333333, 2.0, 1.5]","[0, 0, 19.636363636363637, 3.8181818181818183, 0.4, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.44, 2.25, 1.0416666666666667]","[0, 0, 5.108108108108109, 0.9729729729729729, 1.5714285714285714, 4.111111111111112]","[0, 0, 5.625, 1.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 1.4594594594594594, 1.6666666666666667, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0714285714285716, 4.333333333333333, 4.666666666666667]"
18,2019-04-16,20190416HTLT0,"[0, 1, 0.0, 0.42857142857142855, 0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.607142857142857, 1.6666666666666667, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.5652173913043477, 0.5, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8888888888888888, 1.1666666666666667, 1.0]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 2.3333333333333335, 1.4285714285714286]","[0, 1, 13.5, 3.1875, 0.5714285714285714, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.44, 2.25, 1.0416666666666667]","[0, 0, 5.108108108108109, 0.9729729729729729, 1.5714285714285714, 4.111111111111112]","[0, 0, 5.625, 1.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[1, 0, 1.8620689655172413, 1.3448275862068966, 1.6666666666666667, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0714285714285716, 4.333333333333333, 4.666666666666667]"
19,2019-04-17,20190417HTLT0,"[0, 1, 3.8571428571428568, 0.8571428571428571, 0.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.7419354838709677, 1.7142857142857142, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.75, 0.5, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.8214285714285714, 1.3333333333333333, 0.9333333333333333]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.0909090909090908, 3.0, 1.375]","[0, 0, 13.5, 3.1875, 0.5714285714285714, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.7777777777777777, 1.8333333333333333, 1.0]","[0, 0, 5.108108108108109, 0.9729729729729729, 1.5714285714285714, 4.111111111111112]","[0, 0, 5.625, 1.75, 2.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[0, 0, 1.8620689655172413, 1.3448275862068966, 1.6666666666666667, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
20,2019-04-18,20190418HTLT0,"[0, 0, 3.8571428571428568, 0.8571428571428571, 0.0, 0.3888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.75, 0.5, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.9, 1.125, 0.9090909090909091]","[0, 0, 2.8421052631578947, 0.9473684210526316, 8, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3142857142857145, 1.1142857142857143, 3.3333333333333335, 1.2962962962962963]","[0, 1, 12.0, 2.8333333333333335, 0.5714285714285714, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 2.0, 1.7142857142857142, 1.1]","[0, 0, 5.108108108108109, 0.9729729729729729, 1.5714285714285714, 4.111111111111112]","[1, 0, 4.5, 1.6363636363636365, 1.9090909090909092, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5454545454545455, 1, 1.8333333333333333]","[0, 0, 1.8620689655172413, 1.3448275862068966, 1.6666666666666667, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
21,2019-04-19,20190419OBHT0,"[0, 1, 6.75, 1.5, 0.0, 0.38095238095238093]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.5, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.9, 1.125, 0.9090909090909091]","[0, 1, 4.5, 1.6, 2.2, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3142857142857145, 1.1142857142857143, 3.3333333333333335, 1.2962962962962963]","[0, 1, 11.368421052631579, 2.8421052631578947, 0.5714285714285714, 0.7916666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 2.0, 1.7142857142857142, 1.1]","[1, 0, 5.625, 1.3125, 1.3076923076923077, 4.0]","[0, 0, 4.5, 1.6363636363636365, 1.9090909090909092, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5454545454545455, 1, 1.8333333333333333]","[0, 0, 1.8620689655172413, 1.3448275862068966, 1.6666666666666667, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
22,2019-04-20,20190420OBHT0,"[0, 0, 6.75, 1.5, 0.0, 0.38095238095238093]","[1, 0, 1.5, 1.1666666666666667, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.5, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.9, 1.125, 0.9090909090909091]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3142857142857145, 1.1142857142857143, 3.3333333333333335, 1.2962962962962963]","[0, 1, 10.285714285714285, 2.7142857142857144, 0.625, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 2.1818181818181817, 1.5, 1.0]","[0, 0, 5.625, 1.3125, 1.3076923076923077, 4.0]","[0, 0, 4.5, 1.6363636363636365, 1.9090909090909092, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 2, 1.5555555555555556]","[0, 0, 1.8620689655172413, 1.3448275862068966, 1.6666666666666667, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
23,2019-04-21,20190421OBHT0,"[0, 1, 8.1, 1.7999999999999998, 0.5, 0.4166666666666667]","[0, 0, 1.5, 1.1666666666666667, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.5, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.9, 1.125, 0.9090909090909091]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.0833333333333333, 3.3333333333333335, 1.2]","[0, 0, 10.285714285714285, 2.7142857142857144, 0.625, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 2.1818181818181817, 1.5, 1.0]","[0, 0, 5.625, 1.3125, 1.3076923076923077, 4.0]","[0, 0, 4.5, 1.6363636363636365, 1.9090909090909092, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 2, 1.5555555555555556]","[1, 0, 4.875, 1.7083333333333333, 1.7272727272727273, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
24,2019-04-23,20190423HTLG0,"[0, 1, 6.230769230769231, 1.6153846153846154, 0.6666666666666666, 0.48148148148148145]","[0, 0, 1.5, 1.1666666666666667, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.5, 0.6666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.9, 1.125, 0.9090909090909091]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0833333333333333, 3.3333333333333335, 1.2]","[0, 1, 9.391304347826086, 2.7391304347826084, 0.5555555555555556, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 2.1818181818181817, 1.5, 1.0]","[0, 0, 5.625, 1.3125, 1.3076923076923077, 4.0]","[0, 0, 4.5, 1.6363636363636365, 1.9090909090909092, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 0, 2.0]","[1, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 4.875, 1.7083333333333333, 1.7272727272727273, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
25,2019-04-24,20190424HTLG0,"[0, 0, 6.230769230769231, 1.6153846153846154, 0.6666666666666666, 0.48148148148148145]","[0, 0, 1.5, 1.1666666666666667, 1.3333333333333333, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.5517241379310345, 0.6666666666666666, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.9, 1.125, 0.9090909090909091]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 1, 3.8571428571428568, 2.142857142857143, 0.5, 2.3333333333333335]","[0, 0, 2.25, 1.0833333333333333, 3.3333333333333335, 1.2]","[0, 0, 9.391304347826086, 2.7391304347826084, 0.5555555555555556, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 2.1818181818181817, 1.5, 1.0]","[0, 0, 5.625, 1.3125, 1.3076923076923077, 4.0]","[1, 0, 4.821428571428571, 1.6071428571428572, 1.8461538461538463, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 2.0]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 4.875, 1.7083333333333333, 1.7272727272727273, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.954545454545454, 1.7727272727272727, 6.666666666666667, 5.5]"
