,date,game_key,이현호,강동연,박정준,윤명준,변진수,이동원,이형범,함덕주,박종기,윤수호,린드블럼,유재유,이영하,최원준,박치국,김민규,후랭코프,박신지,김호준,전창민,이교훈,이재민,배영수,권혁,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,유희관,허준혁
117,2019-08-24,20190824OBHH0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 1, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.823529411764706, 1.3529411764705883, 1.625, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3092105263157894, 1.1842105263157896, 1.4705882352941178, 0.9212121212121211]","[0, 1, 2.7794117647058822, 1.3455882352941175, 1.2333333333333334, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9459459459459458, 0.9594594594594594, 6.173913043478261, 6.434782608695652]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.119891008174387, 1.4305177111716623, 1.1607142857142858, 5.5606060606060606]","[0, 0, 2.076923076923077, 1.223076923076923, 2.2142857142857144, 1.884057971014493]","[0, 0, 4.3426573426573425, 1.4685314685314685, 2.357142857142857, 0.8993710691823898]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.2976190476190477, 3.409090909090909, 5.25]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.3304347826086955, 1.0, 1.3218390804597702]","[0, 0, 5.1923076923076925, 1.2307692307692308, 2.8333333333333335, 0.65]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.5552147239263805, 1.4907975460122698, 1.894736842105263, 5.719298245614035]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.068181818181818, 1.3257575757575757, 1.4857142857142858, 6.0]","[0, 0, 0, 0, 0, 0]"
118,2019-08-25,20190825OBHH0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.823529411764706, 1.3529411764705883, 1.625, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.264516129032258, 1.1612903225806452, 1.4705882352941178, 0.9226190476190476]","[0, 0, 2.7794117647058822, 1.3455882352941175, 1.2333333333333334, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.032258064516129, 0.9612903225806452, 6.333333333333333, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.119891008174387, 1.4305177111716623, 1.1607142857142858, 5.5606060606060606]","[0, 0, 2.076923076923077, 1.223076923076923, 2.2142857142857144, 1.884057971014493]","[0, 0, 4.3426573426573425, 1.4685314685314685, 2.357142857142857, 0.8993710691823898]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.2976190476190477, 3.409090909090909, 5.25]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3304347826086955, 1.0, 1.3218390804597702]","[0, 0, 5.1923076923076925, 1.2307692307692308, 2.8333333333333335, 0.65]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.5552147239263805, 1.4907975460122698, 1.894736842105263, 5.719298245614035]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.068181818181818, 1.3257575757575757, 1.4857142857142858, 6.0]","[0, 0, 0, 0, 0, 0]"
119,2019-08-27,20190827SKOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.7515923566878984, 1.3184713375796178, 1.75, 0.9515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.221518987341772, 1.139240506329114, 1.4705882352941178, 0.9239766081871345]","[0, 1, 2.7194244604316546, 1.316546762589928, 1.3, 0.8910256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.032258064516129, 0.9612903225806452, 6.333333333333333, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.119891008174387, 1.4305177111716623, 1.1607142857142858, 5.5606060606060606]","[0, 0, 2.076923076923077, 1.223076923076923, 2.2142857142857144, 1.884057971014493]","[0, 0, 4.3426573426573425, 1.4685314685314685, 2.357142857142857, 0.8993710691823898]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.178571428571429, 1.2976190476190477, 3.409090909090909, 5.25]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3304347826086955, 1.0, 1.3218390804597702]","[0, 1, 5.126582278481013, 1.2151898734177216, 3.0, 0.6422764227642276]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 4.5523255813953485, 1.5, 1.825, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.068181818181818, 1.3257575757575757, 1.4857142857142858, 6.0]","[0, 0, 0, 0, 0, 0]"
120,2019-08-28,20190828SKOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.7, 1.29375, 1.75, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.333333333333333, 1.1296296296296295, 1.5294117647058822, 0.9310344827586207]","[0, 0, 2.7194244604316546, 1.316546762589928, 1.3, 0.8910256410256411]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.032258064516129, 0.9612903225806452, 6.333333333333333, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.119891008174387, 1.4305177111716623, 1.1607142857142858, 5.5606060606060606]","[0, 0, 2.076923076923077, 1.223076923076923, 2.2142857142857144, 1.884057971014493]","[0, 0, 4.3426573426573425, 1.4685314685314685, 2.357142857142857, 0.8993710691823898]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0, 1.2666666666666666, 3.3333333333333335, 5.294117647058823]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3304347826086955, 1.0, 1.3218390804597702]","[0, 1, 5.0, 1.1851851851851851, 3.0, 0.6428571428571429]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.5523255813953485, 1.5, 1.825, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.068181818181818, 1.3257575757575757, 1.4857142857142858, 6.0]","[0, 0, 0, 0, 0, 0]"
121,2019-08-29,20190829OBKT0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 1, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.7, 1.29375, 1.75, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.333333333333333, 1.1296296296296295, 1.5294117647058822, 0.9310344827586207]","[0, 1, 2.6808510638297873, 1.3191489361702127, 1.3333333333333333, 0.8867924528301887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.032258064516129, 0.9612903225806452, 6.333333333333333, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.119891008174387, 1.4305177111716623, 1.1607142857142858, 5.5606060606060606]","[0, 1, 2.014925373134328, 1.1865671641791045, 2.2857142857142856, 1.861111111111111]","[0, 1, 4.72027972027972, 1.4895104895104896, 2.357142857142857, 0.882716049382716]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.2666666666666666, 3.3333333333333335, 5.294117647058823]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.576271186440678, 1.3220338983050848, 0.9, 1.3111111111111111]","[0, 0, 5.0, 1.1851851851851851, 3.0, 0.6428571428571429]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.5523255813953485, 1.5, 1.825, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[1, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
122,2019-08-30,20190830OBKT0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.6341463414634148, 1.2621951219512195, 1.8125, 0.9590643274853801]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.290909090909091, 1.1090909090909091, 1.5294117647058822, 0.9322033898305084]","[0, 0, 2.6808510638297873, 1.3191489361702127, 1.3333333333333333, 0.8867924528301887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.032258064516129, 0.9612903225806452, 6.333333333333333, 6.458333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.137662337662338, 1.4337662337662336, 1.1785714285714286, 5.579710144927537]","[0, 0, 2.014925373134328, 1.1865671641791045, 2.2857142857142856, 1.861111111111111]","[0, 0, 4.72027972027972, 1.4895104895104896, 2.357142857142857, 0.882716049382716]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.2666666666666666, 3.3333333333333335, 5.294117647058823]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.576271186440678, 1.3220338983050848, 0.9, 1.3111111111111111]","[0, 1, 4.879518072289157, 1.1566265060240963, 3.0, 0.6434108527131783]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.5523255813953485, 1.5, 1.825, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
123,2019-08-31,20190831SSOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.618181818181818, 1.2545454545454546, 1.8125, 0.9482758620689655]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.290909090909091, 1.1090909090909091, 1.5294117647058822, 0.9322033898305084]","[0, 0, 2.6808510638297873, 1.3191489361702127, 1.3333333333333333, 0.8867924528301887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.0429447852760734, 0.9325153374233128, 6.44, 6.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.137662337662338, 1.4337662337662336, 1.1785714285714286, 5.579710144927537]","[0, 0, 2.014925373134328, 1.1865671641791045, 2.2857142857142856, 1.861111111111111]","[0, 0, 4.72027972027972, 1.4895104895104896, 2.357142857142857, 0.882716049382716]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.2666666666666666, 3.3333333333333335, 5.294117647058823]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.576271186440678, 1.3220338983050848, 0.9, 1.3111111111111111]","[0, 1, 4.709302325581396, 1.1860465116279069, 3.0, 0.6515151515151515]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.5523255813953485, 1.5, 1.825, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
124,2019-09-01,20190901SSOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.618181818181818, 1.2545454545454546, 1.8125, 0.9482758620689655]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.290909090909091, 1.1090909090909091, 1.5294117647058822, 0.9322033898305084]","[0, 0, 2.6808510638297873, 1.3191489361702127, 1.3333333333333333, 0.8867924528301887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0429447852760734, 0.9325153374233128, 6.44, 6.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.137662337662338, 1.4337662337662336, 1.1785714285714286, 5.579710144927537]","[0, 1, 2.2, 1.2, 2.2857142857142856, 1.8]","[0, 1, 4.591836734693877, 1.469387755102041, 2.4285714285714284, 0.8909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.2666666666666666, 3.3333333333333335, 5.294117647058823]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.576271186440678, 1.3220338983050848, 0.9, 1.3111111111111111]","[0, 1, 4.602272727272727, 1.1590909090909092, 3.0, 0.6518518518518518]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 4.425, 1.4916666666666667, 1.9268292682926829, 5.714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
125,2019-09-03,20190903WOOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.556213017751479, 1.2603550295857988, 1.7647058823529411, 0.9548022598870057]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.290909090909091, 1.1090909090909091, 1.5294117647058822, 0.9322033898305084]","[0, 0, 2.6808510638297873, 1.3191489361702127, 1.3333333333333333, 0.8867924528301887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0429447852760734, 0.9325153374233128, 6.44, 6.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.137662337662338, 1.4337662337662336, 1.1785714285714286, 5.579710144927537]","[0, 1, 2.167883211678832, 1.1824817518248176, 2.2857142857142856, 1.7564102564102564]","[0, 0, 4.591836734693877, 1.469387755102041, 2.4285714285714284, 0.8909090909090909]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.84375, 1.2291666666666667, 3.3846153846153846, 5.333333333333333]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.390243902439025, 1.3170731707317074, 0.9, 1.3225806451612903]","[0, 1, 4.5, 1.1333333333333333, 3.1666666666666665, 0.6521739130434783]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.425, 1.4916666666666667, 1.9268292682926829, 5.714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
126,2019-09-08,20190908OBLG0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.6842105263157894, 1.263157894736842, 1.7647058823529411, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.290909090909091, 1.1090909090909091, 1.5294117647058822, 0.9322033898305084]","[0, 0, 2.6808510638297873, 1.3191489361702127, 1.3333333333333333, 0.8867924528301887]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0429447852760734, 0.9325153374233128, 6.44, 6.52]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.137662337662338, 1.4337662337662336, 1.1785714285714286, 5.579710144927537]","[0, 0, 2.167883211678832, 1.1824817518248176, 2.2857142857142856, 1.7564102564102564]","[0, 0, 4.591836734693877, 1.469387755102041, 2.4285714285714284, 0.8909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.84375, 1.2291666666666667, 3.3846153846153846, 5.333333333333333]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.390243902439025, 1.3170731707317074, 0.9, 1.3225806451612903]","[0, 1, 4.989130434782608, 1.1739130434782608, 3.1666666666666665, 0.6524822695035462]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 4.251968503937007, 1.4566929133858268, 2.0714285714285716, 5.7727272727272725]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
127,2019-09-11,20190911NCOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.6842105263157894, 1.263157894736842, 1.7647058823529411, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2634730538922154, 1.131736526946108, 1.368421052631579, 0.9277777777777777]","[0, 1, 3.0638297872340425, 1.3404255319148937, 1.2903225806451613, 0.8703703703703703]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.1176470588235294, 0.9352941176470588, 6.64, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.137662337662338, 1.4337662337662336, 1.1785714285714286, 5.579710144927537]","[0, 1, 2.152173913043478, 1.173913043478261, 2.2857142857142856, 1.7037037037037037]","[0, 1, 4.530201342281879, 1.4697986577181208, 2.4285714285714284, 0.8869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.84375, 1.2291666666666667, 3.3846153846153846, 5.333333333333333]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.3571428571428572, 0.9090909090909091, 1.3125]","[0, 1, 4.935483870967742, 1.1935483870967742, 2.7142857142857144, 0.6458333333333334]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.251968503937007, 1.4566929133858268, 2.0714285714285716, 5.7727272727272725]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
128,2019-09-12,20190912HTOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.6079545454545454, 1.2443181818181819, 1.8823529411764706, 0.9617486338797814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2634730538922154, 1.131736526946108, 1.368421052631579, 0.9277777777777777]","[0, 0, 3.0638297872340425, 1.3404255319148937, 1.2903225806451613, 0.8703703703703703]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 0.9352941176470588, 6.64, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9901477832512318, 1.3965517241379308, 1.2413793103448276, 5.638888888888889]","[0, 0, 2.152173913043478, 1.173913043478261, 2.2857142857142856, 1.7037037037037037]","[0, 0, 4.530201342281879, 1.4697986577181208, 2.4285714285714284, 0.8869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.84375, 1.2291666666666667, 3.3846153846153846, 5.333333333333333]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3571428571428572, 0.9090909090909091, 1.3125]","[0, 1, 5.11578947368421, 1.2, 2.7142857142857144, 0.6462585034013606]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.251968503937007, 1.4566929133858268, 2.0714285714285716, 5.7727272727272725]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.218978102189781, 1.3430656934306568, 1.3, 5.956521739130435]","[0, 0, 0, 0, 0, 0]"
129,2019-09-13,20190913HTOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.6079545454545454, 1.2443181818181819, 1.8823529411764706, 0.9617486338797814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2634730538922154, 1.131736526946108, 1.368421052631579, 0.9277777777777777]","[0, 0, 3.0638297872340425, 1.3404255319148937, 1.2903225806451613, 0.8703703703703703]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 0.9352941176470588, 6.64, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9901477832512318, 1.3965517241379308, 1.2413793103448276, 5.638888888888889]","[0, 0, 2.152173913043478, 1.173913043478261, 2.2857142857142856, 1.7037037037037037]","[0, 0, 4.530201342281879, 1.4697986577181208, 2.4285714285714284, 0.8869047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.84375, 1.2291666666666667, 3.3846153846153846, 5.333333333333333]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3571428571428572, 0.9090909090909091, 1.3125]","[0, 0, 5.11578947368421, 1.2, 2.7142857142857144, 0.6462585034013606]","[0, 0, 2.3823529411764706, 1.1647058823529413, 2.8125, 1.0897435897435896]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.251968503937007, 1.4566929133858268, 2.0714285714285716, 5.7727272727272725]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[1, 0, 3.574468085106383, 1.3900709219858156, 1.2926829268292683, 5.875]","[0, 0, 0, 0, 0, 0]"
