,date,game_key,문성현,양현,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,이상민,이영준,하영민,최원태,임규빈,김선기,서의태,이찬석,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,이보근,김상수
112,2019-08-14,20190814WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.4923076923076923, 1.2461538461538462, 1.8571428571428572, 1.2037037037037037]","[0, 0, 3.331168831168831, 1.2272727272727273, 4.2, 1.1407407407407408]","[0, 0, 4.295454545454545, 1.3806818181818183, 2.15, 2.3466666666666667]","[0, 0, 3.573529411764706, 1.3014705882352942, 2.3333333333333335, 0.9444444444444445]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.1595744680851063, 1.1170212765957448, 7.2, 1.0444444444444445]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.245283018867925, 1.3773584905660377, 2.5517241379310347, 5.578947368421052]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0, 0.6666666666666666, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.058011049723757, 1.2265193370165746, 2.4324324324324325, 5.746031746031746]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.203636363636363, 1.538181818181818, 1.8857142857142857, 5.392156862745098]","[0, 1, 2.7794117647058822, 1.125, 3.3, 1.1333333333333333]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.083756345177665, 1.1040609137055837, 3.4516129032258065, 6.253968253968255]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.7704918032786887, 0.9836065573770493, 5.0, 0.945736434108527]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.214285714285714, 1.5, 2.238095238095238, 0.84]"
113,2019-08-15,20190815NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 1.2461538461538462, 1.8571428571428572, 1.2037037037037037]","[0, 0, 3.331168831168831, 1.2272727272727273, 4.2, 1.1407407407407408]","[0, 0, 4.295454545454545, 1.3806818181818183, 2.15, 2.3466666666666667]","[0, 0, 3.573529411764706, 1.3014705882352942, 2.3333333333333335, 0.9444444444444445]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.6947368421052635, 1.263157894736842, 7.2, 1.021505376344086]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.297297297297297, 1.3873873873873874, 2.40625, 5.55]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0, 0.6666666666666666, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.058011049723757, 1.2265193370165746, 2.4324324324324325, 5.746031746031746]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.203636363636363, 1.538181818181818, 1.8857142857142857, 5.392156862745098]","[0, 0, 2.7794117647058822, 1.125, 3.3, 1.1333333333333333]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.083756345177665, 1.1040609137055837, 3.4516129032258065, 6.253968253968255]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.16, 1.056, 5.0, 0.9469696969696969]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 3.13953488372093, 1.4651162790697674, 2.3333333333333335, 0.8431372549019608]"
114,2019-08-16,20190816NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 1.2461538461538462, 1.8571428571428572, 1.2037037037037037]","[0, 0, 3.331168831168831, 1.2272727272727273, 4.2, 1.1407407407407408]","[0, 1, 4.247191011235955, 1.3820224719101124, 2.0952380952380953, 2.282051282051282]","[0, 1, 3.7445255474452552, 1.3357664233576643, 2.3333333333333335, 0.9319727891156462]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.6562499999999996, 1.25, 7.2, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297297297297297, 1.3873873873873874, 2.40625, 5.55]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0, 0.6666666666666666, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.058011049723757, 1.2265193370165746, 2.4324324324324325, 5.746031746031746]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 1, 2.7194244604316546, 1.1007194244604317, 3.3, 1.1300813008130082]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.083756345177665, 1.1040609137055837, 3.4516129032258065, 6.253968253968255]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.109375, 1.0546875, 5.166666666666667, 0.9481481481481481]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 3.068181818181818, 1.4318181818181819, 2.3333333333333335, 0.8461538461538461]"
115,2019-08-17,20190817HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.2816901408450705, 1.1830985915492958, 1.8571428571428572, 1.2456140350877194]","[0, 0, 3.331168831168831, 1.2272727272727273, 4.2, 1.1407407407407408]","[0, 0, 4.247191011235955, 1.3820224719101124, 2.0952380952380953, 2.282051282051282]","[0, 0, 3.7445255474452552, 1.3357664233576643, 2.3333333333333335, 0.9319727891156462]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.6562499999999996, 1.25, 7.2, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.155844155844156, 1.3636363636363635, 3.75, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297297297297297, 1.3873873873873874, 2.40625, 5.55]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0, 0.6666666666666666, 11.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.058011049723757, 1.2265193370165746, 2.4324324324324325, 5.746031746031746]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 0, 2.7194244604316546, 1.1007194244604317, 3.3, 1.1300813008130082]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.375, 1.155, 3.375, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.109375, 1.0546875, 5.166666666666667, 0.9481481481481481]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.068181818181818, 1.4318181818181819, 2.3333333333333335, 0.8461538461538461]"
116,2019-08-18,20190818HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1830985915492958, 1.8571428571428572, 1.2456140350877194]","[0, 1, 3.267515923566879, 1.2420382165605095, 4.2, 1.1376811594202898]","[0, 0, 4.247191011235955, 1.3820224719101124, 2.0952380952380953, 2.282051282051282]","[0, 0, 3.7445255474452552, 1.3357664233576643, 2.3333333333333335, 0.9319727891156462]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.545454545454546, 1.2424242424242424, 7.6, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.3636363636363635, 3.75, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297297297297297, 1.3873873873873874, 2.40625, 5.55]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.739130434782609, 0.9130434782608695, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.058011049723757, 1.2265193370165746, 2.4324324324324325, 5.746031746031746]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 1, 2.6619718309859155, 1.1197183098591548, 3.3, 1.126984126984127]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.375, 1.155, 3.375, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.0610687022900764, 1.0305343511450382, 5.333333333333333, 0.9492753623188406]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 3.0, 1.4, 2.380952380952381, 0.8490566037735849]"
117,2019-08-20,20190820WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1830985915492958, 1.8571428571428572, 1.2456140350877194]","[0, 0, 3.267515923566879, 1.2420382165605095, 4.2, 1.1376811594202898]","[0, 0, 4.247191011235955, 1.3820224719101124, 2.0952380952380953, 2.282051282051282]","[0, 0, 3.7445255474452552, 1.3357664233576643, 2.3333333333333335, 0.9319727891156462]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.545454545454546, 1.2424242424242424, 7.6, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297297297297297, 1.3873873873873874, 2.40625, 5.55]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.739130434782609, 0.9130434782608695, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.913157894736842, 1.2, 2.5789473684210527, 5.757575757575758]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 0, 2.6619718309859155, 1.1197183098591548, 3.3, 1.126984126984127]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.375, 1.155, 3.375, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.0610687022900764, 1.0305343511450382, 5.333333333333333, 0.9492753623188406]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.0, 1.4, 2.380952380952381, 0.8490566037735849]"
118,2019-08-21,20190821WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1830985915492958, 1.8571428571428572, 1.2456140350877194]","[0, 1, 3.1090909090909093, 1.2181818181818183, 4.181818181818182, 1.1702127659574468]","[0, 0, 4.247191011235955, 1.3820224719101124, 2.0952380952380953, 2.282051282051282]","[0, 0, 3.7445255474452552, 1.3357664233576643, 2.3333333333333335, 0.9319727891156462]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.545454545454546, 1.2424242424242424, 7.6, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.28328611898017, 1.376770538243626, 2.393939393939394, 5.603174603174604]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.739130434782609, 0.9130434782608695, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913157894736842, 1.2, 2.5789473684210527, 5.757575757575758]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 0, 2.6619718309859155, 1.1197183098591548, 3.3, 1.126984126984127]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.375, 1.155, 3.375, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.0610687022900764, 1.0305343511450382, 5.333333333333333, 0.9492753623188406]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 3.176470588235294, 1.4558823529411764, 2.380952380952381, 0.8395061728395062]"
119,2019-08-22,20190822HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.1538461538461537, 2.142857142857143, 1.3]","[0, 0, 3.1090909090909093, 1.2181818181818183, 4.181818181818182, 1.1702127659574468]","[0, 1, 4.255434782608696, 1.4021739130434783, 2.0, 2.271604938271605]","[0, 1, 3.664285714285714, 1.3285714285714287, 2.210526315789474, 0.9333333333333332]","[1, 0, 3.1153846153846154, 1.3846153846153846, 2.5, 2.3636363636363638]","[0, 1, 3.441176470588235, 1.2352941176470589, 7.6, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.28328611898017, 1.376770538243626, 2.393939393939394, 5.603174603174604]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.739130434782609, 0.9130434782608695, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913157894736842, 1.2, 2.5789473684210527, 5.757575757575758]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 1, 2.5540540540540544, 1.0743243243243243, 3.3, 1.1472868217054264]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.375, 1.155, 3.375, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.9852941176470589, 0.9926470588235293, 5.5, 0.9645390070921986]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 3.1532846715328464, 1.4452554744525548, 2.4285714285714284, 0.8303030303030302]"
120,2019-08-23,20190823HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.1428571428571428, 2.0, 1.3333333333333333]","[0, 0, 3.1090909090909093, 1.2181818181818183, 4.181818181818182, 1.1702127659574468]","[0, 0, 4.255434782608696, 1.4021739130434783, 2.0, 2.271604938271605]","[0, 0, 3.664285714285714, 1.3285714285714287, 2.210526315789474, 0.9333333333333332]","[0, 0, 3.1153846153846154, 1.3846153846153846, 2.5, 2.3636363636363638]","[0, 0, 3.441176470588235, 1.2352941176470589, 7.6, 1.0]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.28328611898017, 1.376770538243626, 2.393939393939394, 5.603174603174604]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.739130434782609, 0.9130434782608695, 3.5, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913157894736842, 1.2, 2.5789473684210527, 5.757575757575758]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 0, 2.5540540540540544, 1.0743243243243243, 3.3, 1.1472868217054264]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.7084337349397587, 1.1855421686746987, 3.5, 6.0144927536231885]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9852941176470589, 0.9926470588235293, 5.5, 0.9645390070921986]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.1532846715328464, 1.4452554744525548, 2.4285714285714284, 0.8303030303030302]"
121,2019-08-24,20190824WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.1428571428571428, 2.0, 1.3333333333333333]","[0, 0, 3.1090909090909093, 1.2181818181818183, 4.181818181818182, 1.1702127659574468]","[0, 0, 4.255434782608696, 1.4021739130434783, 2.0, 2.271604938271605]","[0, 1, 3.5874125874125875, 1.3006993006993008, 2.210526315789474, 0.9346405228758169]","[0, 0, 3.1153846153846154, 1.3846153846153846, 2.5, 2.3636363636363638]","[0, 1, 3.375, 1.2115384615384617, 7.6, 0.9904761904761904]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.28328611898017, 1.376770538243626, 2.393939393939394, 5.603174603174604]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.068493150684931, 1.1095890410958904, 2.5, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.913157894736842, 1.2, 2.5789473684210527, 5.757575757575758]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 1, 2.5033112582781456, 1.0728476821192052, 3.3, 1.143939393939394]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.7084337349397587, 1.1855421686746987, 3.5, 6.0144927536231885]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9852941176470589, 0.9926470588235293, 5.5, 0.9645390070921986]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.1532846715328464, 1.4452554744525548, 2.4285714285714284, 0.8303030303030302]"
122,2019-08-25,20190825WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.1428571428571428, 2.0, 1.3333333333333333]","[0, 1, 3.0535714285714284, 1.1964285714285714, 4.2727272727272725, 1.1666666666666667]","[0, 1, 4.359375, 1.40625, 1.9565217391304348, 2.2857142857142856]","[0, 0, 3.5874125874125875, 1.3006993006993008, 2.210526315789474, 0.9346405228758169]","[0, 0, 3.1153846153846154, 1.3846153846153846, 2.5, 2.3636363636363638]","[0, 0, 3.375, 1.2115384615384617, 7.6, 0.9904761904761904]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.28328611898017, 1.376770538243626, 2.393939393939394, 5.603174603174604]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.5, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.120603015075377, 1.2286432160804022, 2.6666666666666665, 5.768115942028985]","[0, 1, 13.5, 2.4, 3.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 0, 2.5033112582781456, 1.0728476821192052, 3.3, 1.143939393939394]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.7084337349397587, 1.1855421686746987, 3.5, 6.0144927536231885]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9852941176470589, 0.9926470588235293, 5.5, 0.9645390070921986]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.1532846715328464, 1.4452554744525548, 2.4285714285714284, 0.8303030303030302]"
123,2019-08-27,20190827WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.103448275862069, 2.125, 1.3181818181818181]","[0, 0, 3.0535714285714284, 1.1964285714285714, 4.2727272727272725, 1.1666666666666667]","[0, 0, 4.359375, 1.40625, 1.9565217391304348, 2.2857142857142856]","[0, 0, 3.5874125874125875, 1.3006993006993008, 2.210526315789474, 0.9346405228758169]","[0, 0, 3.1153846153846154, 1.3846153846153846, 2.5, 2.3636363636363638]","[0, 0, 3.375, 1.2115384615384617, 7.6, 0.9904761904761904]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.093085106382979, 1.3404255319148937, 2.5454545454545454, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.5, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.120603015075377, 1.2286432160804022, 2.6666666666666665, 5.768115942028985]","[0, 1, 18.692307692307693, 3.0, 3.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.068259385665529, 1.5358361774744027, 1.868421052631579, 5.4259259259259265]","[0, 0, 2.5033112582781456, 1.0728476821192052, 3.3, 1.143939393939394]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.7084337349397587, 1.1855421686746987, 3.5, 6.0144927536231885]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9852941176470589, 0.9926470588235293, 5.5, 0.9645390070921986]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.1532846715328464, 1.4452554744525548, 2.4285714285714284, 0.8303030303030302]"
124,2019-08-28,20190828WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.103448275862069, 2.125, 1.3181818181818181]","[0, 0, 3.0535714285714284, 1.1964285714285714, 4.2727272727272725, 1.1666666666666667]","[0, 0, 4.359375, 1.40625, 1.9565217391304348, 2.2857142857142856]","[0, 1, 3.4429530201342287, 1.2483221476510067, 2.3684210526315788, 0.9551282051282051]","[0, 0, 3.1153846153846154, 1.3846153846153846, 2.5, 2.3636363636363638]","[0, 1, 3.2803738317757007, 1.177570093457944, 7.6, 0.9907407407407407]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9634146341463414, 1.353658536585366, 4.0, 1.0933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.093085106382979, 1.3404255319148937, 2.5454545454545454, 5.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.068493150684931, 1.1095890410958904, 2.5, 4.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.120603015075377, 1.2286432160804022, 2.6666666666666665, 5.768115942028985]","[0, 0, 18.692307692307693, 3.0, 3.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.237458193979934, 1.5652173913043477, 1.775, 5.245614035087719]","[0, 1, 2.4076433121019107, 1.0509554140127388, 3.4, 1.162962962962963]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.7084337349397587, 1.1855421686746987, 3.5, 6.0144927536231885]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9852941176470589, 0.9926470588235293, 5.5, 0.9645390070921986]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 3.1532846715328464, 1.4452554744525548, 2.4285714285714284, 0.8303030303030302]"
