,date,game_key,문성현,양현,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,이상민,이영준,하영민,최원태,임규빈,김선기,서의태,이찬석,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,이보근,김상수
55,2019-05-28,20190528LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.7, 1.0714285714285714, 3.0, 1.1666666666666665]","[0, 0, 4.537815126050421, 1.3109243697478992, 2.3846153846153846, 2.4791666666666665]","[0, 0, 4.563380281690141, 1.436619718309859, 2.7777777777777777, 0.9466666666666668]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 2.7, 1.1, 8.333333333333334, 1.1111111111111112]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.3636363636363638, 3.6666666666666665, 1.0784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7762237762237767, 1.2167832167832169, 3.3636363636363638, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4015748031496065, 1.3228346456692912, 2.2142857142857144, 5.291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.4285714285714286, 1.826086956521739, 6.222222222222222]","[0, 0, 1.6615384615384616, 0.8307692307692307, 5.666666666666667, 1.1403508771929824]","[1, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.708791208791209, 1.0054945054945055, 4.416666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0377358490566038, 1.3584905660377358, 3.75, 0.9814814814814815]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 4.235294117647059, 1.7058823529411764, 4.2, 0.7727272727272727]"
56,2019-05-29,20190529LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 2.7, 1.0714285714285714, 3.0, 1.1666666666666665]","[0, 0, 4.537815126050421, 1.3109243697478992, 2.3846153846153846, 2.4791666666666665]","[0, 0, 4.563380281690141, 1.436619718309859, 2.7777777777777777, 0.9466666666666668]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 2.7, 1.1, 8.333333333333334, 1.1111111111111112]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.3636363636363638, 3.6666666666666665, 1.0784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7762237762237767, 1.2167832167832169, 3.3636363636363638, 5.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4015748031496065, 1.3228346456692912, 2.2142857142857144, 5.291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.4285714285714286, 1.826086956521739, 6.222222222222222]","[0, 1, 1.9852941176470589, 0.8823529411764706, 6.333333333333333, 1.1333333333333333]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.9149999999999996, 1.095, 4.071428571428571, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.3392857142857142, 4.0, 0.9824561403508772]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 4.235294117647059, 1.7058823529411764, 4.2, 0.7727272727272727]"
57,2019-05-30,20190530LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.5890410958904106, 1.0273972602739727, 3.2, 1.1587301587301586]","[0, 0, 4.537815126050421, 1.3109243697478992, 2.3846153846153846, 2.4791666666666665]","[0, 1, 4.5, 1.5, 2.5, 0.9230769230769231]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 2.7, 1.1, 8.333333333333334, 1.1111111111111112]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.2484472049689441, 3.3076923076923075, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4015748031496065, 1.3228346456692912, 2.2142857142857144, 5.291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.4285714285714286, 1.826086956521739, 6.222222222222222]","[0, 1, 1.8, 0.88, 6.333333333333333, 1.1904761904761905]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.9149999999999996, 1.095, 4.071428571428571, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.3392857142857142, 4.0, 0.9824561403508772]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 4.0, 1.6111111111111112, 4.6, 0.782608695652174]"
58,2019-05-31,20190531WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.8800000000000003, 1.12, 2.6666666666666665, 1.1363636363636365]","[0, 0, 4.537815126050421, 1.3109243697478992, 2.3846153846153846, 2.4791666666666665]","[0, 1, 4.808219178082192, 1.5205479452054795, 2.5, 0.9012345679012346]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 2.7, 1.1, 8.333333333333334, 1.1111111111111112]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2484472049689441, 3.3076923076923075, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4015748031496065, 1.3228346456692912, 2.2142857142857144, 5.291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.9655172413793105, 1.5, 1.72, 5.8]","[0, 0, 1.8, 0.88, 6.333333333333333, 1.1904761904761905]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.9149999999999996, 1.095, 4.071428571428571, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.3392857142857142, 4.0, 0.9824561403508772]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 4.0, 1.6111111111111112, 4.6, 0.782608695652174]"
59,2019-06-01,20190601WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.769230769230769, 1.1153846153846154, 2.2857142857142856, 1.1304347826086956]","[0, 0, 4.537815126050421, 1.3109243697478992, 2.3846153846153846, 2.4791666666666665]","[0, 1, 4.618421052631579, 1.5, 2.6, 0.9047619047619048]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 3.4838709677419355, 1.2096774193548387, 8.666666666666666, 1.087719298245614]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2484472049689441, 3.3076923076923075, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3517241379310345, 1.2620689655172412, 2.25, 5.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9655172413793105, 1.5, 1.72, 5.8]","[0, 0, 1.8, 0.88, 6.333333333333333, 1.1904761904761905]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.9149999999999996, 1.095, 4.071428571428571, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8305084745762712, 1.3220338983050848, 4.25, 0.9833333333333334]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 4.339285714285714, 1.6607142857142856, 3.8333333333333335, 0.7777777777777778]"
60,2019-06-02,20190602WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 2.769230769230769, 1.1153846153846154, 2.2857142857142856, 1.1304347826086956]","[1, 0, 4.968, 1.3920000000000001, 2.2857142857142856, 2.4509803921568625]","[0, 0, 4.618421052631579, 1.5, 2.6, 0.9047619047619048]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 3.272727272727273, 1.1818181818181819, 7.0, 1.1]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2484472049689441, 3.3076923076923075, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3517241379310345, 1.2620689655172412, 2.25, 5.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9655172413793105, 1.5, 1.72, 5.8]","[0, 1, 1.7307692307692306, 0.9615384615384616, 4.75, 1.1818181818181819]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.9149999999999996, 1.095, 4.071428571428571, 6.060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7704918032786887, 1.3278688524590165, 4.25, 0.9682539682539681]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 4.118644067796611, 1.6271186440677965, 3.5714285714285716, 0.7866666666666667]"
61,2019-06-04,20190604SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.7, 1.1624999999999999, 2.4285714285714284, 1.1111111111111112]","[0, 0, 4.968, 1.3920000000000001, 2.2857142857142856, 2.4509803921568625]","[0, 1, 4.558441558441558, 1.5194805194805194, 2.4545454545454546, 0.8850574712643678]","[0, 0, 3.8571428571428568, 2.142857142857143, 1, 0.7777777777777778]","[0, 1, 3.5217391304347827, 1.2608695652173914, 6.0, 1.0952380952380953]","[0, 0, 9.0, 1.5, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2484472049689441, 3.3076923076923075, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3517241379310345, 1.2620689655172412, 2.25, 5.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9655172413793105, 1.5, 1.72, 5.8]","[0, 0, 1.7307692307692306, 0.9615384615384616, 4.75, 1.1818181818181819]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 4.105990783410139, 1.2027649769585254, 3.2777777777777777, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7704918032786887, 1.3278688524590165, 4.25, 0.9682539682539681]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 3.9193548387096775, 1.5483870967741935, 3.5714285714285716, 0.7948717948717949]"
62,2019-06-05,20190605SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 2.7, 1.1624999999999999, 2.4285714285714284, 1.1111111111111112]","[0, 0, 4.968, 1.3920000000000001, 2.2857142857142856, 2.4509803921568625]","[0, 0, 4.558441558441558, 1.5194805194805194, 2.4545454545454546, 0.8850574712643678]","[0, 1, 8.1, 2.4, 3, 0.8333333333333334]","[0, 0, 3.5217391304347827, 1.2608695652173914, 6.0, 1.0952380952380953]","[0, 1, 6.0, 1.6666666666666667, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.620111731843575, 1.223463687150838, 3.4615384615384617, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3517241379310345, 1.2620689655172412, 2.25, 5.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.9655172413793105, 1.5, 1.72, 5.8]","[0, 0, 1.7307692307692306, 0.9615384615384616, 4.75, 1.1818181818181819]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 4.105990783410139, 1.2027649769585254, 3.2777777777777777, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7704918032786887, 1.3278688524590165, 4.25, 0.9682539682539681]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 3.9193548387096775, 1.5483870967741935, 3.5714285714285716, 0.7948717948717949]"
63,2019-06-06,20190606SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.927710843373494, 1.2289156626506024, 2.7142857142857144, 1.1066666666666667]","[0, 0, 4.968, 1.3920000000000001, 2.2857142857142856, 2.4509803921568625]","[0, 1, 4.443037974683544, 1.5569620253164558, 2.4545454545454546, 0.8777777777777778]","[0, 0, 8.1, 2.4, 3, 0.8333333333333334]","[0, 0, 3.5217391304347827, 1.2608695652173914, 6.0, 1.0952380952380953]","[0, 0, 6.0, 1.6666666666666667, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.223463687150838, 3.4615384615384617, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3517241379310345, 1.2620689655172412, 2.25, 5.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.921875, 1.515625, 1.8076923076923077, 5.818181818181818]","[0, 0, 1.7307692307692306, 0.9615384615384616, 4.75, 1.1818181818181819]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 4.105990783410139, 1.2027649769585254, 3.2777777777777777, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7704918032786887, 1.3278688524590165, 4.25, 0.9682539682539681]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 3.796875, 1.5, 3.7142857142857144, 0.7901234567901234]"
64,2019-06-07,20190607WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 2.927710843373494, 1.2289156626506024, 2.7142857142857144, 1.1066666666666667]","[0, 0, 4.968, 1.3920000000000001, 2.2857142857142856, 2.4509803921568625]","[0, 0, 4.443037974683544, 1.5569620253164558, 2.4545454545454546, 0.8777777777777778]","[0, 0, 8.1, 2.4, 3, 0.8333333333333334]","[0, 0, 3.5217391304347827, 1.2608695652173914, 6.0, 1.0952380952380953]","[0, 1, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.223463687150838, 3.4615384615384617, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0375, 1.2375, 2.235294117647059, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.921875, 1.515625, 1.8076923076923077, 5.818181818181818]","[0, 1, 1.6666666666666665, 1.0, 4.0, 1.173913043478261]","[0, 0, 5.1502890173410405, 1.4739884393063585, 2.526315789473684, 5.766666666666667]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 4.105990783410139, 1.2027649769585254, 3.2777777777777777, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 1.3064516129032258, 4.25, 0.9393939393939394]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 3.796875, 1.5, 3.7142857142857144, 0.7901234567901234]"
65,2019-06-08,20190608WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 2.927710843373494, 1.2289156626506024, 2.7142857142857144, 1.1066666666666667]","[0, 1, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 4.443037974683544, 1.5569620253164558, 2.4545454545454546, 0.8777777777777778]","[0, 0, 8.1, 2.4, 3, 0.8333333333333334]","[0, 1, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.223463687150838, 3.4615384615384617, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 2.235294117647059, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.921875, 1.515625, 1.8076923076923077, 5.818181818181818]","[0, 1, 1.607142857142857, 1.0, 3.3333333333333335, 1.1666666666666667]","[1, 0, 4.59278350515464, 1.345360824742268, 2.8, 5.878787878787879]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 4.105990783410139, 1.2027649769585254, 3.2777777777777777, 6.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.3064516129032258, 4.25, 0.9393939393939394]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 3.796875, 1.5, 3.7142857142857144, 0.7901234567901234]"
66,2019-06-09,20190609WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 0, 2.927710843373494, 1.2289156626506024, 2.7142857142857144, 1.1066666666666667]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 4.443037974683544, 1.5569620253164558, 2.4545454545454546, 0.8777777777777778]","[0, 0, 8.1, 2.4, 3, 0.8333333333333334]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.620111731843575, 1.223463687150838, 3.4615384615384617, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 2.235294117647059, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.921875, 1.515625, 1.8076923076923077, 5.818181818181818]","[0, 0, 1.607142857142857, 1.0, 3.3333333333333335, 1.1666666666666667]","[0, 0, 4.59278350515464, 1.345360824742268, 2.8, 5.878787878787879]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.8076923076923075, 1.1794871794871795, 3.3157894736842106, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.3064516129032258, 4.25, 0.9393939393939394]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 0, 3.796875, 1.5, 3.7142857142857144, 0.7901234567901234]"
67,2019-06-11,20190611WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.8255813953488373, 1.1860465116279069, 2.857142857142857, 1.1025641025641026]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 4.280487804878049, 1.5365853658536586, 2.4545454545454546, 0.8817204301075269]","[0, 1, 6.75, 1.875, 6.0, 1.0666666666666667]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9746192893401013, 1.279187817258883, 3.125, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 2.235294117647059, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.921875, 1.515625, 1.8076923076923077, 5.818181818181818]","[0, 0, 1.607142857142857, 1.0, 3.3333333333333335, 1.1666666666666667]","[0, 0, 4.59278350515464, 1.345360824742268, 2.8, 5.878787878787879]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.8076923076923075, 1.1794871794871795, 3.3157894736842106, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.3384615384615384, 3.6, 0.9420289855072465]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 3.626865671641791, 1.4328358208955225, 3.7142857142857144, 0.7976190476190476]"
68,2019-06-12,20190612WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 2.0, 2.0, 1.0]","[0, 1, 2.730337078651685, 1.2134831460674156, 2.857142857142857, 1.0987654320987654]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 4.129411764705883, 1.5176470588235296, 2.25, 0.8854166666666666]","[0, 0, 6.75, 1.875, 6.0, 1.0666666666666667]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9746192893401013, 1.279187817258883, 3.125, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.2375, 2.235294117647059, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.757142857142857, 1.4714285714285715, 1.8888888888888888, 5.833333333333333]","[0, 1, 1.569767441860465, 1.0116279069767442, 3.5, 1.1466666666666667]","[0, 0, 4.59278350515464, 1.345360824742268, 2.8, 5.878787878787879]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.8076923076923075, 1.1794871794871795, 3.3157894736842106, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9852941176470589, 1.2794117647058822, 3.8, 0.9444444444444445]","[0, 0, 29.454545454545453, 4.636363636363637, 0.6666666666666666, 0.7333333333333333]","[0, 1, 3.471428571428571, 1.4571428571428573, 3.5, 0.8045977011494252]"
