,date,game_key,박종훈,서진용,최진호,정영일,신동훈,소사,문승원,조영우,이승진,박민호,김택형,이재관,이케빈,김주한,이원준,산체스,김정우,조성훈,하재훈,백승건,최재성,채병용,정재원,윤희상,신재웅,박정배,박희수,김광현,백청훈,강지광,김태훈
118,2019-08-23,20190823HHSK0,"[1, 0, 3.5250000000000004, 1.4666666666666666, 1.8863636363636365, 5.217391304347826]","[0, 1, 2.290909090909091, 1.1636363636363636, 3.0952380952380953, 0.9322033898305084]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1724137931034484, 1.103448275862069, 1.375, 0.9666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0591133004926108, 1.167487684729064, 3.5714285714285716, 6.151515151515152]","[0, 0, 4.313099041533546, 1.2268370607028753, 2.962962962962963, 5.796296296296296]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.6052631578947367, 1.2894736842105263, 1.3333333333333333, 1.0555555555555556]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.238341968911917, 1.1191709844559585, 3.2857142857142856, 6.1269841269841265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8243243243243243, 1.2162162162162162, 2.4545454545454546, 0.9673202614379085]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.0263157894736843, 2.3333333333333335, 1.0555555555555556]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.4375, 1.2291666666666667, 4.758620689655173, 6.260869565217392]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.7921348314606744, 1.297752808988764, 2.8260869565217392, 0.9888888888888889]"
119,2019-08-24,20190824HTSK0,"[0, 0, 3.5250000000000004, 1.4666666666666666, 1.8863636363636365, 5.217391304347826]","[0, 0, 2.290909090909091, 1.1636363636363636, 3.0952380952380953, 0.9322033898305084]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1724137931034484, 1.103448275862069, 1.375, 0.9666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0591133004926108, 1.167487684729064, 3.5714285714285716, 6.151515151515152]","[1, 0, 4.43161094224924, 1.221884498480243, 3.0, 5.771929824561404]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.6052631578947367, 1.2894736842105263, 1.3333333333333333, 1.0555555555555556]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.238341968911917, 1.1191709844559585, 3.2857142857142856, 6.1269841269841265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7880794701986757, 1.2119205298013245, 2.5, 0.967948717948718]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.0263157894736843, 2.3333333333333335, 1.0555555555555556]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.4375, 1.2291666666666667, 4.758620689655173, 6.260869565217392]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.7292817679558015, 1.292817679558011, 2.869565217391304, 0.9890710382513661]"
120,2019-08-25,20190825HTSK0,"[0, 0, 3.5250000000000004, 1.4666666666666666, 1.8863636363636365, 5.217391304347826]","[0, 0, 2.290909090909091, 1.1636363636363636, 3.0952380952380953, 0.9322033898305084]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.426966292134831, 1.1797752808988764, 1.4375, 0.956989247311828]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0591133004926108, 1.167487684729064, 3.5714285714285716, 6.151515151515152]","[0, 0, 4.43161094224924, 1.221884498480243, 3.0, 5.771929824561404]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.4344262295081966, 1.2049180327868854, 1.4166666666666667, 1.099099099099099]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.238341968911917, 1.1191709844559585, 3.2857142857142856, 6.1269841269841265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7880794701986757, 1.2119205298013245, 2.5, 0.967948717948718]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0666666666666667, 1.4, 1.1538461538461537]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[1, 0, 2.34, 1.2133333333333334, 4.67741935483871, 6.25]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.7292817679558015, 1.292817679558011, 2.869565217391304, 0.9890710382513661]"
121,2019-08-27,20190827SKOB0,"[0, 0, 3.5250000000000004, 1.4666666666666666, 1.8863636363636365, 5.217391304347826]","[0, 0, 2.290909090909091, 1.1636363636363636, 3.0952380952380953, 0.9322033898305084]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.641304347826087, 1.2065217391304348, 1.4375, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1621621621621623, 1.1486486486486487, 3.8095238095238093, 6.166666666666667]","[0, 0, 4.43161094224924, 1.221884498480243, 3.0, 5.771929824561404]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.4344262295081966, 1.2049180327868854, 1.4166666666666667, 1.099099099099099]","[0, 1, 6.328125, 1.921875, 1.2380952380952381, 0.9275362318840579]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.238341968911917, 1.1191709844559585, 3.2857142857142856, 6.1269841269841265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7880794701986757, 1.2119205298013245, 2.5, 0.967948717948718]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8125, 1.0, 1.6, 1.1428571428571428]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.34, 1.2133333333333334, 4.67741935483871, 6.25]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.7292817679558015, 1.292817679558011, 2.869565217391304, 0.9890710382513661]"
122,2019-08-28,20190828SKOB0,"[0, 0, 3.5250000000000004, 1.4666666666666666, 1.8863636363636365, 5.217391304347826]","[0, 1, 2.223529411764706, 1.147058823529412, 3.142857142857143, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.641304347826087, 1.2065217391304348, 1.4375, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.1486486486486487, 3.8095238095238093, 6.166666666666667]","[0, 0, 4.43161094224924, 1.221884498480243, 3.0, 5.771929824561404]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.376, 1.1760000000000002, 1.4166666666666667, 1.0964912280701753]","[0, 0, 6.328125, 1.921875, 1.2380952380952381, 0.9275362318840579]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2097186700767266, 1.1202046035805626, 3.3142857142857145, 5.924242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7880794701986757, 1.2119205298013245, 2.5, 0.967948717948718]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6470588235294117, 1.0588235294117647, 1.3333333333333333, 1.1333333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.34, 1.2133333333333334, 4.67741935483871, 6.25]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.668478260869565, 1.2880434782608696, 2.9565217391304346, 0.989247311827957]"
123,2019-08-29,20190829SKSS0,"[1, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 0, 2.223529411764706, 1.147058823529412, 3.142857142857143, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.903225806451613, 1.2580645161290323, 1.5, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.1486486486486487, 3.8095238095238093, 6.166666666666667]","[0, 0, 4.43161094224924, 1.221884498480243, 3.0, 5.771929824561404]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.376, 1.1760000000000002, 1.4166666666666667, 1.0964912280701753]","[0, 1, 6.044776119402985, 1.8358208955223883, 1.2857142857142858, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2097186700767266, 1.1202046035805626, 3.3142857142857145, 5.924242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7880794701986757, 1.2119205298013245, 2.5, 0.967948717948718]","[0, 1, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.0588235294117647, 1.3333333333333333, 1.1333333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.34, 1.2133333333333334, 4.67741935483871, 6.25]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.668478260869565, 1.2880434782608696, 2.9565217391304346, 0.989247311827957]"
124,2019-08-30,20190830SKSS0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 1, 2.2105263157894735, 1.1578947368421053, 3.0, 0.9344262295081968]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.903225806451613, 1.2580645161290323, 1.5, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.1486486486486487, 3.8095238095238093, 6.166666666666667]","[1, 0, 4.242857142857143, 1.1742857142857142, 3.0357142857142856, 5.833333333333334]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.376, 1.1760000000000002, 1.4166666666666667, 1.0964912280701753]","[0, 0, 6.044776119402985, 1.8358208955223883, 1.2857142857142858, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2097186700767266, 1.1202046035805626, 3.3142857142857145, 5.924242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.103896103896104, 1.2662337662337662, 2.5454545454545454, 0.9685534591194969]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.0588235294117647, 1.3333333333333333, 1.1333333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.34, 1.2133333333333334, 4.67741935483871, 6.25]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.609625668449198, 1.267379679144385, 3.0434782608695654, 0.9894179894179894]"
125,2019-08-31,20190831LGSK0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 0, 2.2105263157894735, 1.1578947368421053, 3.0, 0.9344262295081968]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.231578947368421, 1.5, 0.9313725490196079]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.1486486486486487, 3.8095238095238093, 6.166666666666667]","[0, 0, 4.242857142857143, 1.1742857142857142, 3.0357142857142856, 5.833333333333334]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.338582677165354, 1.1574803149606299, 1.5833333333333333, 1.0854700854700856]","[0, 0, 6.044776119402985, 1.8358208955223883, 1.2857142857142858, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2097186700767266, 1.1202046035805626, 3.3142857142857145, 5.924242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.103896103896104, 1.2662337662337662, 2.5454545454545454, 0.9685534591194969]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.0588235294117647, 1.3333333333333333, 1.1333333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[1, 0, 2.423076923076923, 1.2243589743589745, 4.228571428571429, 6.24]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.609625668449198, 1.267379679144385, 3.0434782608695654, 0.9894179894179894]"
126,2019-09-01,20190901LGSK0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 1, 2.1724137931034484, 1.1724137931034482, 3.090909090909091, 0.9354838709677419]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0306122448979593, 1.2551020408163267, 1.5, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.242857142857143, 1.1742857142857142, 3.0357142857142856, 5.833333333333334]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.284615384615385, 1.176923076923077, 1.5833333333333333, 1.0833333333333335]","[0, 0, 6.044776119402985, 1.8358208955223883, 1.2857142857142858, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2097186700767266, 1.1202046035805626, 3.3142857142857145, 5.924242424242425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0636942675159236, 1.2420382165605095, 2.590909090909091, 0.9691358024691359]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.4090909090909091, 1.1818181818181819, 1.2, 0.8461538461538461]","[0, 0, 2.423076923076923, 1.2243589743589745, 4.228571428571429, 6.24]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.552631578947368, 1.2473684210526315, 3.0434782608695654, 0.9895833333333334]"
127,2019-09-03,20190903NCSK0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 1, 2.135593220338983, 1.1694915254237288, 3.1363636363636362, 0.9365079365079365]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0306122448979593, 1.2551020408163267, 1.5, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.242857142857143, 1.1742857142857142, 3.0357142857142856, 5.833333333333334]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.284615384615385, 1.176923076923077, 1.5833333333333333, 1.0833333333333335]","[0, 0, 6.044776119402985, 1.8358208955223883, 1.2857142857142858, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.3161764705882355, 1.1470588235294117, 3.3055555555555554, 5.913043478260869]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0636942675159236, 1.2420382165605095, 2.590909090909091, 0.9691358024691359]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.1911764705882353, 1.3676470588235294, 1.2, 0.8395061728395062]","[0, 0, 2.423076923076923, 1.2243589743589745, 4.228571428571429, 6.24]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.49740932642487, 1.227979274611399, 3.0434782608695654, 0.9897435897435897]"
128,2019-09-08,20190908SKKT0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 0, 2.135593220338983, 1.1694915254237288, 3.1363636363636362, 0.9365079365079365]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9405940594059405, 1.217821782178218, 1.5625, 0.9351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.242857142857143, 1.1742857142857142, 3.0357142857142856, 5.833333333333334]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.43609022556391, 1.218045112781955, 1.4615384615384615, 1.08130081300813]","[0, 1, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2816901408450705, 1.1408450704225352, 3.3421052631578947, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0636942675159236, 1.2420382165605095, 2.590909090909091, 0.9691358024691359]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.1408450704225352, 1.352112676056338, 1.0909090909090908, 0.8452380952380952]","[0, 0, 2.423076923076923, 1.2243589743589745, 4.228571428571429, 6.24]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.49740932642487, 1.227979274611399, 3.0434782608695654, 0.9897435897435897]"
129,2019-09-11,20190911WOSK0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 0, 2.135593220338983, 1.1694915254237288, 3.1363636363636362, 0.9365079365079365]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.855769230769231, 1.1826923076923077, 1.5625, 0.9369369369369369]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.242857142857143, 1.1742857142857142, 3.0357142857142856, 5.833333333333334]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.3823529411764706, 1.1911764705882353, 1.5384615384615385, 1.0793650793650795]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1408450704225352, 3.3421052631578947, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0636942675159236, 1.2420382165605095, 2.590909090909091, 0.9691358024691359]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.0945945945945947, 1.2972972972972971, 1.0909090909090908, 0.8505747126436782]","[1, 0, 2.539877300613497, 1.2453987730061349, 4.4, 6.269230769230769]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.49740932642487, 1.227979274611399, 3.0434782608695654, 0.9897435897435897]"
