,date,game_key,박종훈,서진용,최진호,정영일,신동훈,소사,문승원,조영우,이승진,박민호,김택형,이재관,이케빈,김주한,이원준,산체스,김정우,조성훈,하재훈,백승건,최재성,채병용,정재원,윤희상,신재웅,박정배,박희수,김광현,백청훈,강지광,김태훈
10,2019-04-04,20190404LTSK0,"[0, 0, 0.0, 1.5, 1.25, 6.0]","[0, 1, 4.153846153846154, 1.6153846153846154, 7.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 1, 0.0, 1.25, 1.0, 1.0]","[0, 1, 3.8571428571428568, 1.7142857142857142, 1.1666666666666667, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 2.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.5, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.6666666666666667, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 2.25, 1.0, 2, 1.0]"
11,2019-04-05,20190405SSSK0,"[0, 0, 0.0, 1.5, 1.25, 6.0]","[0, 0, 4.153846153846154, 1.6153846153846154, 7.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 1, 0.0, 1.4, 1.5, 1.0]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.1666666666666667, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.4, 3.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.5, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6666666666666667, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 1.5, 0.6666666666666666, 2, 1.2]"
12,2019-04-06,20190406SSSK0,"[0, 0, 0.0, 1.5, 1.25, 6.0]","[0, 1, 3.375, 1.5, 10.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 0, 0.0, 1.4, 1.5, 1.0]","[0, 1, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.4, 3.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.5, 1.3333333333333333, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6666666666666667, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 1.5, 0.6666666666666666, 2, 1.2]"
13,2019-04-07,20190407SSSK0,"[1, 0, 1.5428571428571427, 1.4571428571428573, 1.3333333333333333, 5.833333333333333]","[0, 1, 2.8421052631578947, 1.2631578947368423, 11.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 1, 0.0, 1.5, 1.5, 1.0]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.4, 3.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.4117647058823528, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 0.8181818181818182, 2, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6666666666666667, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 1.2857142857142856, 0.7142857142857143, 3.0, 1.1666666666666667]"
14,2019-04-10,20190410SKHH0,"[0, 0, 1.5428571428571427, 1.4571428571428573, 1.3333333333333333, 5.833333333333333]","[0, 0, 2.8421052631578947, 1.2631578947368423, 11.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 1, 0.0, 1.4285714285714286, 1.0, 1.0]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.4, 3.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.2857142857142856, 4, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.294117647058823, 1.7058823529411764, 4.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 3.0, 1.1666666666666667]"
15,2019-04-11,20190411SKHH0,"[0, 0, 1.5428571428571427, 1.4571428571428573, 1.3333333333333333, 5.833333333333333]","[0, 0, 2.8421052631578947, 1.2631578947368423, 11.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 0, 0.0, 1.4285714285714286, 1.0, 1.0]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.3333333333333333, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6875, 1.1875, 4.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 4, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.7058823529411764, 4.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 1.125, 0.75, 4.0, 1.1428571428571428]"
16,2019-04-12,20190412HTSK0,"[0, 0, 1.5428571428571427, 1.4571428571428573, 1.3333333333333333, 5.833333333333333]","[0, 0, 2.8421052631578947, 1.2631578947368423, 11.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 1.0, 0.8888888888888888]","[0, 1, 0.0, 1.25, 1.0, 1.0]","[0, 1, 2.7, 1.2, 1.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.1875, 4.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.65, 1.1666666666666667, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.0588235294117647, 5, 0.9444444444444445]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.7058823529411764, 4.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 1.0, 0.7777777777777778, 5.0, 1.125]"
17,2019-04-13,20190413HTSK0,"[1, 0, 1.7234042553191489, 1.6595744680851063, 1.1111111111111112, 5.222222222222222]","[0, 1, 2.4545454545454546, 1.3636363636363638, 6.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.25, 8.0, 8.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.090909090909091, 1.3333333333333333, 0.9166666666666666]","[0, 0, 0.0, 1.25, 1.0, 1.0]","[0, 0, 2.7, 1.2, 1.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.1875, 4.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.65, 1.1666666666666667, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.0588235294117647, 5, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.7058823529411764, 4.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 0.9, 0.9, 3.0, 1.1111111111111112]"
18,2019-04-14,20190414HTSK0,"[0, 0, 1.7234042553191489, 1.6595744680851063, 1.1111111111111112, 5.222222222222222]","[0, 0, 2.4545454545454546, 1.3636363636363638, 6.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.6428571428571428, 0.5714285714285714, 5.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 1.3333333333333333, 0.8]","[0, 1, 1.0384615384615385, 1.5, 1.0, 0.9629629629629629]","[0, 0, 2.7, 1.2, 1.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.1875, 4.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.0588235294117647, 5, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.7058823529411764, 4.2, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 0.9, 0.9, 3.0, 1.1111111111111112]"
19,2019-04-16,20190416SKOB0,"[0, 0, 1.7234042553191489, 1.6595744680851063, 1.1111111111111112, 5.222222222222222]","[0, 1, 2.16, 1.2, 7.0, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.5714285714285714, 5.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6666666666666666, 1.6666666666666667, 1.0]","[0, 0, 1.0384615384615385, 1.5, 1.0, 0.9629629629629629]","[0, 0, 2.7, 1.2, 1.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.1875, 4.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.0588235294117647, 5, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.695652173913043, 1.6956521739130435, 4.666666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 0.9, 0.9, 3.0, 1.1111111111111112]"
20,2019-04-17,20190417SKOB0,"[0, 0, 1.7234042553191489, 1.6595744680851063, 1.1111111111111112, 5.222222222222222]","[0, 0, 2.16, 1.2, 7.0, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.5714285714285714, 5.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 1.6666666666666667, 1.0]","[0, 1, 1.9285714285714284, 1.7142857142857142, 0.75, 0.9333333333333333]","[0, 1, 2.3478260869565215, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.125, 0.9583333333333334, 6.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.05, 5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.6956521739130435, 4.666666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 0.9, 0.9, 3.0, 1.1111111111111112]"
21,2019-04-18,20190418SKOB0,"[0, 0, 1.7234042553191489, 1.6595744680851063, 1.1111111111111112, 5.222222222222222]","[0, 1, 2.076923076923077, 1.5, 3.75, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 1.9090909090909092, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.5714285714285714, 5.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 1.6666666666666667, 1.0]","[0, 0, 1.9285714285714284, 1.7142857142857142, 0.75, 0.9333333333333333]","[0, 0, 2.3478260869565215, 1.3043478260869565, 1.6666666666666667, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.9583333333333334, 6.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.5599999999999998, 1.5, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.05, 5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.6956521739130435, 4.666666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 5.0625, 1.21875, 2.3333333333333335, 1.0666666666666667]"
22,2019-04-19,20190419NCSK0,"[1, 0, 1.588235294117647, 1.3676470588235294, 1.3333333333333333, 5.666666666666667]","[0, 0, 2.076923076923077, 1.5, 3.75, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 1.9090909090909092, 0.6666666666666666, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.6428571428571428, 0.5714285714285714, 5.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.0, 1.25, 1.0]","[0, 1, 1.8, 1.7, 0.75, 0.9090909090909091]","[0, 1, 5.625, 1.625, 1.2222222222222223, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.9583333333333334, 6.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.5599999999999998, 1.5, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 0.9230769230769231, 6, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.6956521739130435, 4.666666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 5.0625, 1.21875, 2.3333333333333335, 1.0666666666666667]"
23,2019-04-20,20190420NCSK0,"[0, 0, 1.588235294117647, 1.3676470588235294, 1.3333333333333333, 5.666666666666667]","[0, 1, 1.8620689655172413, 1.4482758620689655, 4.0, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.384615384615385, 2.307692307692308, 0.5, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8, 0.75, 5.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0, 1.25, 1.0]","[0, 0, 1.8, 1.7, 0.75, 0.9090909090909091]","[0, 0, 5.625, 1.625, 1.2222222222222223, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.9583333333333334, 6.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.6153846153846154, 1.2857142857142858, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 0.9230769230769231, 6, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.6956521739130435, 4.666666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 0, 5.0625, 1.21875, 2.3333333333333335, 1.0666666666666667]"
24,2019-04-21,20190421NCSK0,"[0, 0, 1.588235294117647, 1.3676470588235294, 1.3333333333333333, 5.666666666666667]","[0, 1, 1.6875, 1.5, 4.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 2.307692307692308, 0.5, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.75, 5.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0, 1.25, 1.0]","[0, 0, 1.8, 1.7, 0.75, 0.9090909090909091]","[0, 0, 5.625, 1.625, 1.2222222222222223, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.9583333333333334, 6.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.5517241379310345, 1.4285714285714286, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 0.9230769230769231, 6, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.344827586206897, 1.6896551724137931, 4.714285714285714, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 0.0, 1.0]","[0, 1, 4.628571428571429, 1.1142857142857143, 2.6666666666666665, 1.0606060606060606]"
25,2019-04-24,20190424SKSS0,"[0, 0, 1.588235294117647, 1.3676470588235294, 1.3333333333333333, 5.666666666666667]","[0, 1, 1.5, 1.4166666666666667, 5.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 2.0625, 0.75, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.75, 5.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0, 1.25, 1.0]","[0, 0, 1.8, 1.7, 0.75, 0.9090909090909091]","[0, 1, 6.0, 1.5555555555555556, 1.5555555555555556, 0.8181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.9583333333333334, 6.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.40625, 1.4285714285714286, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 0.9230769230769231, 6, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.344827586206897, 1.6896551724137931, 4.714285714285714, 5.8]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.0, 2.3333333333333335, 0.0, 0.75]","[0, 1, 4.263157894736842, 1.105263157894737, 2.0, 1.0555555555555556]"
