,date,game_key,박시영,장국헌,김원중,정태승,홍성민,박진형,구승민,박세웅,이인복,최영환,조무근,차재용,레일리,한승혁,윤성빈,최하늘,이승헌,정성종,김현수,서준원,톰슨,강민성,박진,다익손,고효준,윤길현,박근홍,손승락,김건국,배장호,장시환,송승준,오현택,진명호
113,2019-08-20,20190820LTSK0,"[0, 0, 4.21875, 1.2562499999999999, 2.12, 1.4414414414414416]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.465587044534413, 1.639676113360324, 2.111111111111111, 5.145833333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.3928571428571428, 5, 0.9333333333333333]","[0, 0, 3.214285714285714, 1.0357142857142858, 6.2, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 4.853932584269662, 1.4157303370786516, 1.5833333333333333, 4.944444444444445]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.7928571428571427, 1.4214285714285715, 2.056603773584906, 6.086956521739131]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 1, 5.4, 1.5899999999999999, 1.6923076923076923, 2.5641025641025643]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[1, 0, 5.303571428571429, 1.375, 2.4615384615384617, 5.090909090909091]","[0, 1, 5.225806451612903, 1.5096774193548388, 2.1481481481481484, 0.8469945355191256]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.251968503937007, 1.464566929133858, 2.1176470588235294, 1.007936507936508]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4210526315789473, 2.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.247349823321555, 1.7279151943462898, 1.5957446808510638, 4.716666666666667]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.020979020979021, 1.4685314685314685, 1.5172413793103448, 1.0592592592592591]"
114,2019-08-21,20190821LTSK0,"[0, 1, 4.3915662650602405, 1.283132530120482, 2.16, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.465587044534413, 1.639676113360324, 2.111111111111111, 5.145833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3928571428571428, 5, 0.9333333333333333]","[0, 1, 3.103448275862069, 1.0, 6.2, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[1, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.7928571428571427, 1.4214285714285715, 2.056603773584906, 6.086956521739131]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.4, 1.5899999999999999, 1.6923076923076923, 2.5641025641025643]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.303571428571429, 1.375, 2.4615384615384617, 5.090909090909091]","[0, 0, 5.225806451612903, 1.5096774193548388, 2.1481481481481484, 0.8469945355191256]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 4.361538461538462, 1.5, 2.176470588235294, 1.0077519379844961]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4210526315789473, 2.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.247349823321555, 1.7279151943462898, 1.5957446808510638, 4.716666666666667]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.020979020979021, 1.4685314685314685, 1.5172413793103448, 1.0592592592592591]"
115,2019-08-22,20190822LTKT0,"[0, 0, 4.3915662650602405, 1.283132530120482, 2.16, 1.456140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.465587044534413, 1.639676113360324, 2.111111111111111, 5.145833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3928571428571428, 5, 0.9333333333333333]","[0, 0, 3.103448275862069, 1.0, 6.2, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[1, 0, 3.7094594594594597, 1.3918918918918919, 2.150943396226415, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.4, 1.5899999999999999, 1.6923076923076923, 2.5641025641025643]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.303571428571429, 1.375, 2.4615384615384617, 5.090909090909091]","[0, 0, 5.225806451612903, 1.5096774193548388, 2.1481481481481484, 0.8469945355191256]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.361538461538462, 1.5, 2.176470588235294, 1.0077519379844961]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4210526315789473, 2.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.247349823321555, 1.7279151943462898, 1.5957446808510638, 4.716666666666667]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 2.958904109589041, 1.4589041095890412, 1.5517241379310345, 1.0579710144927537]"
116,2019-08-23,20190823LTKT0,"[0, 1, 4.288235294117647, 1.2882352941176471, 2.2, 1.452991452991453]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.465587044534413, 1.639676113360324, 2.111111111111111, 5.145833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3928571428571428, 5, 0.9333333333333333]","[0, 1, 3.8999999999999995, 1.1, 6.4, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.7094594594594597, 1.3918918918918919, 2.150943396226415, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.4, 1.5899999999999999, 1.6923076923076923, 2.5641025641025643]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.303571428571429, 1.375, 2.4615384615384617, 5.090909090909091]","[0, 1, 5.365384615384615, 1.5192307692307692, 2.1481481481481484, 0.8387096774193549]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 4.263157894736842, 1.4661654135338344, 2.235294117647059, 1.0075757575757576]","[0, 1, 6.084507042253521, 1.6690140845070423, 1.4210526315789473, 2.057971014492754]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.6055363321799305, 1.7750865051903115, 1.5625, 4.587301587301587]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.2399999999999998, 1.48, 1.5517241379310345, 1.0638297872340425]"
117,2019-08-24,20190824NCLT0,"[0, 0, 4.288235294117647, 1.2882352941176471, 2.2, 1.452991452991453]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.740157480314961, 1.7244094488188975, 1.8780487804878048, 4.980392156862745]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 0, 3.8999999999999995, 1.1, 6.4, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.7094594594594597, 1.3918918918918919, 2.150943396226415, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.4, 1.5899999999999999, 1.6923076923076923, 2.5641025641025643]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.303571428571429, 1.375, 2.4615384615384617, 5.090909090909091]","[0, 0, 5.365384615384615, 1.5192307692307692, 2.1481481481481484, 0.8387096774193549]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.263157894736842, 1.4661654135338344, 2.235294117647059, 1.0075757575757576]","[0, 1, 5.958620689655172, 1.6551724137931034, 1.4, 2.013888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6055363321799305, 1.7750865051903115, 1.5625, 4.587301587301587]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.2399999999999998, 1.48, 1.5517241379310345, 1.0638297872340425]"
118,2019-08-25,20190825NCLT0,"[0, 1, 4.213872832369942, 1.2658959537572254, 2.2, 1.4416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.740157480314961, 1.7244094488188975, 1.8780487804878048, 4.980392156862745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 1, 4.645161290322581, 1.1612903225806452, 6.6, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.7094594594594597, 1.3918918918918919, 2.150943396226415, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[1, 0, 5.142857142857142, 1.5714285714285714, 1.5714285714285714, 2.5925925925925926]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.303571428571429, 1.375, 2.4615384615384617, 5.090909090909091]","[0, 0, 5.365384615384615, 1.5192307692307692, 2.1481481481481484, 0.8387096774193549]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 4.169117647058823, 1.4558823529411764, 2.2941176470588234, 1.0074074074074075]","[0, 0, 5.958620689655172, 1.6551724137931034, 1.4, 2.013888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6055363321799305, 1.7750865051903115, 1.5625, 4.587301587301587]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.176470588235294, 1.5098039215686274, 1.4516129032258065, 1.0625]"
119,2019-08-27,20190827LGLT0,"[0, 1, 4.095505617977528, 1.247191011235955, 2.1923076923076925, 1.4471544715447155]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.740157480314961, 1.7244094488188975, 1.8780487804878048, 4.980392156862745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 0, 4.645161290322581, 1.1612903225806452, 6.6, 1.0]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.7094594594594597, 1.3918918918918919, 2.150943396226415, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.142857142857142, 1.5714285714285714, 1.5714285714285714, 2.5925925925925926]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[1, 0, 5.676136363636364, 1.4147727272727273, 2.769230769230769, 4.888888888888888]","[0, 1, 5.264150943396227, 1.5471698113207548, 2.0, 0.8412698412698413]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.169117647058823, 1.4558823529411764, 2.2941176470588234, 1.0074074074074075]","[0, 1, 5.6103896103896105, 1.6168831168831168, 1.4, 2.0533333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6055363321799305, 1.7750865051903115, 1.5625, 4.587301587301587]","[0, 1, 9.642857142857142, 2.571428571428571, 1.2, 2.3333333333333335]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.176470588235294, 1.5098039215686274, 1.4516129032258065, 1.0625]"
120,2019-08-28,20190828LGLT0,"[0, 0, 4.095505617977528, 1.247191011235955, 2.1923076923076925, 1.4471544715447155]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.740157480314961, 1.7244094488188975, 1.8780487804878048, 4.980392156862745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 1, 4.363636363636364, 1.1818181818181819, 4.857142857142857, 1.03125]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[1, 0, 3.6659482758620694, 1.3900862068965518, 2.185185185185185, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.142857142857142, 1.5714285714285714, 1.5714285714285714, 2.5925925925925926]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.676136363636364, 1.4147727272727273, 2.769230769230769, 4.888888888888888]","[0, 1, 5.166666666666666, 1.5185185185185186, 2.033333333333333, 0.84375]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 4.079136690647482, 1.4244604316546763, 2.2941176470588234, 1.0072463768115942]","[0, 0, 5.6103896103896105, 1.6168831168831168, 1.4, 2.0533333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6055363321799305, 1.7750865051903115, 1.5625, 4.587301587301587]","[0, 0, 9.642857142857142, 2.571428571428571, 1.2, 2.3333333333333335]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.0955414012738856, 1.4904458598726114, 1.4838709677419355, 1.0680272108843538]"
121,2019-08-29,20190829LTWO0,"[0, 1, 4.0054945054945055, 1.2362637362637363, 2.269230769230769, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.740157480314961, 1.7244094488188975, 1.8780487804878048, 4.980392156862745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 1, 4.32, 1.2, 5.0, 1.0101010101010102]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 5.346534653465347, 1.5445544554455446, 1.7692307692307692, 4.809523809523809]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.6659482758620694, 1.3900862068965518, 2.185185185185185, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.142857142857142, 1.5714285714285714, 1.5714285714285714, 2.5925925925925926]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.676136363636364, 1.4147727272727273, 2.769230769230769, 4.888888888888888]","[0, 0, 5.166666666666666, 1.5185185185185186, 2.033333333333333, 0.84375]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.079136690647482, 1.4244604316546763, 2.2941176470588234, 1.0072463768115942]","[0, 0, 5.6103896103896105, 1.6168831168831168, 1.4, 2.0533333333333332]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.276872964169381, 1.739413680781759, 1.588235294117647, 4.651515151515151]","[0, 0, 9.642857142857142, 2.571428571428571, 1.2, 2.3333333333333335]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.0955414012738856, 1.4904458598726114, 1.4838709677419355, 1.0680272108843538]"
122,2019-08-30,20190830LTWO0,"[0, 0, 4.0054945054945055, 1.2362637362637363, 2.269230769230769, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.740157480314961, 1.7244094488188975, 1.8780487804878048, 4.980392156862745]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 0, 4.32, 1.2, 5.0, 1.0101010101010102]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[1, 0, 4.695652173913043, 1.5130434782608695, 1.8, 4.791666666666667]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.6659482758620694, 1.3900862068965518, 2.185185185185185, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.142857142857142, 1.5714285714285714, 1.5714285714285714, 2.5925925925925926]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.676136363636364, 1.4147727272727273, 2.769230769230769, 4.888888888888888]","[0, 1, 5.134969325153374, 1.50920245398773, 2.066666666666667, 0.8358974358974359]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.079136690647482, 1.4244604316546763, 2.2941176470588234, 1.0072463768115942]","[0, 0, 5.6103896103896105, 1.6168831168831168, 1.4, 2.0533333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.276872964169381, 1.739413680781759, 1.588235294117647, 4.651515151515151]","[0, 1, 10.125, 2.4375, 1.4, 1.7777777777777777]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.2264150943396226, 1.5471698113207548, 1.4375, 1.06]"
123,2019-08-31,20190831LTHT0,"[0, 0, 4.0054945054945055, 1.2362637362637363, 2.269230769230769, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.168539325842697, 1.7640449438202248, 1.9069767441860466, 4.944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2727272727272727, 6, 1.0]","[0, 1, 4.153846153846154, 1.2115384615384617, 4.375, 1.0196078431372548]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 4.695652173913043, 1.5130434782608695, 1.8, 4.791666666666667]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 2.3478260869565215, 1.1739130434782608, 1.3333333333333333, 1.0952380952380953]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.1666666666666667, 1.2083333333333333]","[0, 0, 3.6659482758620694, 1.3900862068965518, 2.185185185185185, 6.1866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.75735294117647, 1.8088235294117647, 0.9166666666666666, 1.5111111111111113]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.142857142857142, 1.5714285714285714, 1.5714285714285714, 2.5925925925925926]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.676136363636364, 1.4147727272727273, 2.769230769230769, 4.888888888888888]","[0, 0, 5.134969325153374, 1.50920245398773, 2.066666666666667, 0.8358974358974359]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 4.079136690647482, 1.4244604316546763, 2.2941176470588234, 1.0072463768115942]","[0, 1, 5.433962264150944, 1.6226415094339623, 1.380952380952381, 2.0384615384615383]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.276872964169381, 1.739413680781759, 1.588235294117647, 4.651515151515151]","[0, 0, 10.125, 2.4375, 1.4, 1.7777777777777777]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.2264150943396226, 1.5471698113207548, 1.4375, 1.06]"
