,date,game_key,김지용,문광은,임찬규,이우찬,김정후,최성훈,유원석,류제국,배재준,임지섭,이상규,김대현,오석주,고우석,김태형,김영준,윌슨,이강욱,성동현,켈리,한선태,이정용,강정현,정우영,이상영,이동현,송은범,심수창,장원삼,차우찬,진해수,정찬헌,최동환,정용운,여건욱
113,2019-08-20,20190820HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[0, 0, 4.475138121546961, 1.3591160220994474, 1.3636363636363635, 2.513888888888889]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7445255474452552, 1.467153284671533, 1.3, 5.0740740740740735]","[0, 1, 6.451327433628319, 1.6194690265486726, 1.4444444444444444, 3.424242424242424]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.5, 1.3157894736842106, 1.7948717948717947]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4817073170731707, 1.079268292682927, 2.56, 1.1156462585034013]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0422535211267605, 1.176056338028169, 3.15625, 6.173913043478261]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6557377049180326, 1.1592505854800936, 3.225806451612903, 6.18840579710145]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 1, 3.1153846153846154, 1.1346153846153846, 2.6153846153846154, 1.2380952380952381]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 1, 0.0, 1.125, 3, 1.3333333333333333]","[0, 0, 3.176470588235294, 1.2352941176470587, 5, 0.8095238095238095]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.748031496062993, 1.4960629921259843, 2.0652173913043477, 5.7727272727272725]","[0, 0, 3.7850467289719623, 1.3738317757009346, 2.0625, 0.6149425287356322]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
114,2019-08-21,20190821HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[0, 0, 4.475138121546961, 1.3591160220994474, 1.3636363636363635, 2.513888888888889]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.451327433628319, 1.6194690265486726, 1.4444444444444444, 3.424242424242424]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.5103448275862068, 1.1818181818181819, 1.7901234567901236]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.4550898203592815, 1.0778443113772456, 2.6, 1.1133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.176056338028169, 3.15625, 6.173913043478261]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6557377049180326, 1.1592505854800936, 3.225806451612903, 6.18840579710145]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 0, 3.1153846153846154, 1.1346153846153846, 2.6153846153846154, 1.2380952380952381]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.125, 3, 1.3333333333333333]","[0, 1, 6.0, 1.5, 5.0, 0.75]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.748031496062993, 1.4960629921259843, 2.0652173913043477, 5.7727272727272725]","[0, 1, 3.75, 1.3611111111111112, 2.125, 0.6101694915254238]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
115,2019-08-22,20190822NCLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[1, 0, 4.871134020618556, 1.4536082474226804, 1.2972972972972974, 2.586666666666667]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 1, 6.75, 1.6810344827586208, 1.368421052631579, 3.222222222222222]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.5103448275862068, 1.1818181818181819, 1.7901234567901236]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4550898203592815, 1.0778443113772456, 2.6, 1.1133333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.176056338028169, 3.15625, 6.173913043478261]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6557377049180326, 1.1592505854800936, 3.225806451612903, 6.18840579710145]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 0, 3.1153846153846154, 1.1346153846153846, 2.6153846153846154, 1.2380952380952381]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 1, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 0, 6.0, 1.5, 5.0, 0.75]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.748031496062993, 1.4960629921259843, 2.0652173913043477, 5.7727272727272725]","[0, 0, 3.75, 1.3611111111111112, 2.125, 0.6101694915254238]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 1, 4.949999999999999, 1.3, 2.1666666666666665, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
116,2019-08-23,20190823NCLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[0, 0, 4.871134020618556, 1.4536082474226804, 1.2972972972972974, 2.586666666666667]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.75, 1.6810344827586208, 1.368421052631579, 3.222222222222222]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.5103448275862068, 1.1818181818181819, 1.7901234567901236]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.4210526315789473, 1.0701754385964912, 2.64, 1.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.176056338028169, 3.15625, 6.173913043478261]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 1, 3.056603773584906, 1.1320754716981132, 2.5, 1.2325581395348837]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 0, 6.0, 1.5, 5.0, 0.75]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.748031496062993, 1.4960629921259843, 2.0652173913043477, 5.7727272727272725]","[0, 1, 3.6486486486486487, 1.3513513513513513, 2.1875, 0.6166666666666667]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.949999999999999, 1.3, 2.1666666666666665, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
117,2019-08-24,20190824KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[0, 0, 4.871134020618556, 1.4536082474226804, 1.2972972972972974, 2.586666666666667]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.75, 1.6810344827586208, 1.368421052631579, 3.222222222222222]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.4129032258064518, 1.2727272727272727, 1.8452380952380951]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.4046242774566475, 1.0578034682080926, 2.68, 1.108974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0422535211267605, 1.176056338028169, 3.15625, 6.173913043478261]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 0, 3.056603773584906, 1.1320754716981132, 2.5, 1.2325581395348837]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 1, 6.75, 1.65, 5.0, 0.7407407407407408]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[1, 0, 4.533834586466165, 1.481203007518797, 2.127659574468085, 5.782608695652174]","[0, 0, 3.6486486486486487, 1.3513513513513513, 2.1875, 0.6166666666666667]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 1, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
118,2019-08-25,20190825KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[0, 0, 4.871134020618556, 1.4536082474226804, 1.2972972972972974, 2.586666666666667]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.75, 1.6810344827586208, 1.368421052631579, 3.222222222222222]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.4129032258064518, 1.2727272727272727, 1.8452380952380951]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4046242774566475, 1.0578034682080926, 2.68, 1.108974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9189189189189193, 1.1554054054054055, 3.0588235294117645, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 1, 3.0, 1.1296296296296295, 2.5, 1.2272727272727273]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 1, 5.869565217391304, 1.5652173913043477, 5.0, 0.7666666666666667]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.533834586466165, 1.481203007518797, 2.127659574468085, 5.782608695652174]","[0, 1, 3.8918918918918917, 1.4054054054054055, 2.1875, 0.6065573770491803]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
119,2019-08-27,20190827LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.608695652173913, 1.7272727272727273, 0.9583333333333334]","[0, 0, 4.871134020618556, 1.4536082474226804, 1.2972972972972974, 2.586666666666667]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[1, 0, 6.639344262295082, 1.6721311475409837, 1.380952380952381, 3.128205128205128]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.584905660377358, 1.4528301886792452, 1.2608695652173914, 1.8275862068965518]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.396551724137931, 1.0517241379310345, 2.72, 1.0943396226415094]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.1554054054054055, 3.0588235294117645, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 1, 3.0718562874251494, 1.131736526946108, 2.5, 1.237037037037037]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 0, 5.869565217391304, 1.5652173913043477, 5.0, 0.7666666666666667]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.533834586466165, 1.481203007518797, 2.127659574468085, 5.782608695652174]","[0, 0, 3.8918918918918917, 1.4054054054054055, 2.1875, 0.6065573770491803]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
120,2019-08-28,20190828LGLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.875, 1.6666666666666667, 1.8181818181818181, 0.96]","[1, 0, 5.038277511961723, 1.478468899521531, 1.4102564102564104, 2.6794871794871797]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.639344262295082, 1.6721311475409837, 1.380952380952381, 3.128205128205128]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.584905660377358, 1.4528301886792452, 1.2608695652173914, 1.8275862068965518]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.396551724137931, 1.0517241379310345, 2.72, 1.0943396226415094]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.1554054054054055, 3.0588235294117645, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 0, 3.0718562874251494, 1.131736526946108, 2.5, 1.237037037037037]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 1, 5.1923076923076925, 1.6153846153846154, 3.0, 0.7878787878787878]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.533834586466165, 1.481203007518797, 2.127659574468085, 5.782608695652174]","[0, 1, 3.823008849557522, 1.4070796460176993, 2.1875, 0.6075268817204301]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
121,2019-08-30,20190830HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.6666666666666667, 1.8181818181818181, 0.96]","[0, 0, 5.038277511961723, 1.478468899521531, 1.4102564102564104, 2.6794871794871797]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.639344262295082, 1.6721311475409837, 1.380952380952381, 3.128205128205128]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.418181818181818, 1.4363636363636363, 1.3043478260869565, 1.8333333333333333]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.396551724137931, 1.0517241379310345, 2.72, 1.0943396226415094]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.1554054054054055, 3.0588235294117645, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 0, 3.0718562874251494, 1.131736526946108, 2.5, 1.237037037037037]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 1, 4.21875, 1.5, 3.0, 0.8888888888888888]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[1, 0, 4.532374100719425, 1.4676258992805755, 2.163265306122449, 5.791666666666667]","[0, 1, 3.823008849557522, 1.4336283185840708, 2.1875, 0.5978835978835978]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
122,2019-08-31,20190831LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.6666666666666667, 1.8181818181818181, 0.96]","[0, 0, 5.038277511961723, 1.478468899521531, 1.4102564102564104, 2.6794871794871797]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[0, 0, 6.639344262295082, 1.6721311475409837, 1.380952380952381, 3.128205128205128]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.339285714285714, 1.4464285714285714, 1.28, 1.8064516129032258]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.3728813559322035, 1.0508474576271187, 2.76, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.10412147505423, 1.1843817787418656, 2.8157894736842106, 6.1466666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 1, 3.0176470588235293, 1.1294117647058823, 2.5, 1.2318840579710144]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 0, 4.21875, 1.5, 3.0, 0.8888888888888888]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.532374100719425, 1.4676258992805755, 2.163265306122449, 5.791666666666667]","[0, 1, 3.823008849557522, 1.4601769911504425, 2.1875, 0.5885416666666666]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.4782608695652173, 2.5, 1.2105263157894737]"
123,2019-09-01,20190901LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.178082191780821, 1.6849315068493151, 1.8181818181818181, 0.9358974358974359]","[0, 0, 5.038277511961723, 1.478468899521531, 1.4102564102564104, 2.6794871794871797]","[0, 1, 4.576271186440678, 1.5381355932203389, 0.8928571428571429, 3.025641025641026]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.5, 1.1666666666666667, 5.066666666666666]","[1, 0, 6.109489051094891, 1.5766423357664234, 1.375, 3.261904761904762]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.339285714285714, 1.4464285714285714, 1.28, 1.8064516129032258]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.3728813559322035, 1.0508474576271187, 2.76, 1.0925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.10412147505423, 1.1843817787418656, 2.8157894736842106, 6.1466666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.791011235955056, 1.1797752808988764, 3.088235294117647, 6.180555555555556]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3125, 1.25, 1.0666666666666667]","[0, 0, 3.0176470588235293, 1.1294117647058823, 2.5, 1.2318840579710144]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0.0, 1.3636363636363638, 4, 1.222222222222222]","[0, 1, 3.8571428571428568, 1.4571428571428573, 3.3333333333333335, 0.8974358974358974]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.532374100719425, 1.4676258992805755, 2.163265306122449, 5.791666666666667]","[0, 0, 3.823008849557522, 1.4601769911504425, 2.1875, 0.5885416666666666]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.714285714285714, 1.2380952380952381, 2.1666666666666665, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.183098591549295, 1.4788732394366197, 2.5, 1.1833333333333333]"
