,date,game_key,김지용,문광은,임찬규,이우찬,김정후,최성훈,유원석,류제국,배재준,임지섭,이상규,김대현,오석주,고우석,김태형,김영준,윌슨,이강욱,성동현,켈리,한선태,이정용,강정현,정우영,이상영,이동현,송은범,심수창,장원삼,차우찬,진해수,정찬헌,최동환,정용운,여건욱
64,2019-06-11,20190611LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.375, 1.75, 1.0]","[0, 1, 3.8076923076923075, 1.3461538461538463, 1.5, 3.25]","[0, 0, 2.677685950413223, 1.165289256198347, 1.6, 2.240740740740741]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 2.0, 0.5, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.0, 2.4444444444444446, 1.0, 1.8]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.8900000000000001, 1.14, 2.176470588235294, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6240601503759398, 1.0037593984962405, 3.625, 6.820512820512821]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2131147540983607, 1.069672131147541, 3.4210526315789473, 6.256410256410256]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 1.575, 0.85, 3.375, 1.2903225806451613]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.9193548387096775, 1.4193548387096775, 2.1666666666666665, 5.636363636363637]","[0, 1, 2.2131147540983607, 1.2295081967213115, 1.6666666666666667, 0.6354166666666666]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0, 0.0]"
65,2019-06-12,20190612LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.375, 1.75, 1.0]","[0, 1, 3.535714285714286, 1.2857142857142858, 1.4666666666666666, 3.111111111111111]","[0, 0, 2.677685950413223, 1.165289256198347, 1.6, 2.240740740740741]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 2.0, 0.5, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.0, 2.4444444444444446, 1.0, 1.8]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.8349514563106795, 1.1650485436893203, 2.1666666666666665, 1.1075268817204302]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6240601503759398, 1.0037593984962405, 3.625, 6.820512820512821]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2131147540983607, 1.069672131147541, 3.4210526315789473, 6.256410256410256]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.575, 0.85, 3.375, 1.2903225806451613]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[1, 0, 3.8009708737864076, 1.4563106796116503, 2.1153846153846154, 5.722222222222222]","[0, 0, 2.2131147540983607, 1.2295081967213115, 1.6666666666666667, 0.6354166666666666]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0, 0.0]"
66,2019-06-13,20190613LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.125, 2.5, 1.1851851851851851]","[0, 0, 3.535714285714286, 1.2857142857142858, 1.4666666666666666, 3.111111111111111]","[0, 0, 2.677685950413223, 1.165289256198347, 1.6, 2.240740740740741]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 2.0, 0.5, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.172413793103448, 2.4827586206896552, 1.5, 1.611111111111111]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.8349514563106795, 1.1650485436893203, 2.1666666666666665, 1.1075268817204302]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6161971830985915, 0.9929577464788731, 3.875, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2131147540983607, 1.069672131147541, 3.4210526315789473, 6.256410256410256]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 1.75609756097561, 0.9024390243902439, 3.375, 1.28125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.8009708737864076, 1.4563106796116503, 2.1153846153846154, 5.722222222222222]","[0, 1, 2.1774193548387095, 1.2580645161290323, 1.5, 0.6262626262626263]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0, 0.0]"
67,2019-06-14,20190614LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.125, 2.5, 1.1851851851851851]","[0, 0, 3.535714285714286, 1.2857142857142858, 1.4666666666666666, 3.111111111111111]","[0, 0, 2.677685950413223, 1.165289256198347, 1.6, 2.240740740740741]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 1, 0.0, 1.7999999999999998, 0.75, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.4827586206896552, 1.5, 1.611111111111111]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.8349514563106795, 1.1650485436893203, 2.1666666666666665, 1.1075268817204302]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6161971830985915, 0.9929577464788731, 3.875, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.1396226415094337, 1.0528301886792453, 3.380952380952381, 6.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.75609756097561, 0.9024390243902439, 3.375, 1.28125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.8009708737864076, 1.4563106796116503, 2.1153846153846154, 5.722222222222222]","[0, 0, 2.1774193548387095, 1.2580645161290323, 1.5, 0.6262626262626263]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 0, 0.5]"
68,2019-06-15,20190615LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.125, 2.5, 1.1851851851851851]","[0, 0, 3.535714285714286, 1.2857142857142858, 1.4666666666666666, 3.111111111111111]","[1, 0, 2.5251798561151078, 1.2517985611510791, 1.3333333333333333, 2.43859649122807]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 1.7999999999999998, 0.75, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.4827586206896552, 1.5, 1.611111111111111]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.7830188679245282, 1.1320754716981132, 2.2777777777777777, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6161971830985915, 0.9929577464788731, 3.875, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1396226415094337, 1.0528301886792453, 3.380952380952381, 6.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 1.7142857142857142, 0.9047619047619048, 3.5, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.8009708737864076, 1.4563106796116503, 2.1153846153846154, 5.722222222222222]","[0, 1, 2.1774193548387095, 1.3064516129032258, 1.3636363636363635, 0.607843137254902]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0, 0.5]"
69,2019-06-16,20190616LGOB0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.5428571428571427, 1.0285714285714287, 2.75, 1.1666666666666665]","[1, 0, 3.8999999999999995, 1.3, 1.411764705882353, 3.0]","[0, 0, 2.5251798561151078, 1.2517985611510791, 1.3333333333333333, 2.43859649122807]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 1, 0.0, 1.2, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.257142857142858, 2.142857142857143, 1.2, 1.6666666666666665]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.7830188679245282, 1.1320754716981132, 2.2777777777777777, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6161971830985915, 0.9929577464788731, 3.875, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1396226415094337, 1.0528301886792453, 3.380952380952381, 6.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.7142857142857142, 0.9047619047619048, 3.5, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.8009708737864076, 1.4563106796116503, 2.1153846153846154, 5.722222222222222]","[0, 1, 2.142857142857143, 1.2857142857142858, 1.4545454545454546, 0.6]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0, 0.5]"
70,2019-06-18,20190618LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.0263157894736843, 3.0, 1.1515151515151514]","[0, 0, 3.8999999999999995, 1.3, 1.411764705882353, 3.0]","[0, 0, 2.5251798561151078, 1.2517985611510791, 1.3333333333333333, 2.43859649122807]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.257142857142858, 2.142857142857143, 1.2, 1.6666666666666665]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.7830188679245282, 1.1320754716981132, 2.2777777777777777, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6161971830985915, 0.9929577464788731, 3.875, 6.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1396226415094337, 1.0528301886792453, 3.380952380952381, 6.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.7142857142857142, 0.9047619047619048, 3.5, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[1, 0, 3.5682819383259914, 1.4140969162995594, 2.0344827586206895, 5.820512820512821]","[0, 0, 2.142857142857143, 1.2857142857142858, 1.4545454545454546, 0.6]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 2, 0.6666666666666666]"
71,2019-06-19,20190619LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 1.0263157894736843, 3.0, 1.1515151515151514]","[0, 0, 3.8999999999999995, 1.3, 1.411764705882353, 3.0]","[0, 0, 2.5251798561151078, 1.2517985611510791, 1.3333333333333333, 2.43859649122807]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.257142857142858, 2.142857142857143, 1.2, 1.6666666666666665]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.981651376146789, 1.18348623853211, 2.210526315789474, 1.101010101010101]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6986754966887418, 1.043046357615894, 3.6666666666666665, 6.711111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1396226415094337, 1.0528301886792453, 3.380952380952381, 6.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 1.8549618320610688, 0.9160305343511451, 3.111111111111111, 1.284313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.5682819383259914, 1.4140969162995594, 2.0344827586206895, 5.820512820512821]","[0, 1, 2.014925373134328, 1.3432835820895523, 1.4166666666666667, 0.6203703703703703]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2, 0.6666666666666666]"
72,2019-06-20,20190620LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 1.0263157894736843, 3.0, 1.1515151515151514]","[0, 1, 4.935483870967742, 1.4193548387096775, 1.1428571428571428, 2.8181818181818183]","[0, 0, 2.5251798561151078, 1.2517985611510791, 1.3333333333333333, 2.43859649122807]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8936170212765955, 1.9787234042553192, 1.1428571428571428, 1.9583333333333333]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.981651376146789, 1.18348623853211, 2.210526315789474, 1.101010101010101]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6986754966887418, 1.043046357615894, 3.6666666666666665, 6.711111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.594306049822064, 1.1316725978647686, 3.3636363636363638, 6.2444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.8549618320610688, 0.9160305343511451, 3.111111111111111, 1.284313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.5682819383259914, 1.4140969162995594, 2.0344827586206895, 5.820512820512821]","[0, 0, 2.014925373134328, 1.3432835820895523, 1.4166666666666667, 0.6203703703703703]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2, 0.6666666666666666]"
73,2019-06-21,20190621HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.4615384615384612, 1.2307692307692308, 2.6, 1.0833333333333333]","[0, 1, 4.78125, 1.375, 1.1904761904761905, 2.6666666666666665]","[1, 0, 2.4076433121019107, 1.2802547770700636, 1.2666666666666666, 2.6166666666666667]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.953125, 1.5, 1.0, 5.333333333333333]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.9787234042553192, 1.1428571428571428, 1.9583333333333333]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.9285714285714284, 1.1785714285714286, 2.263157894736842, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6986754966887418, 1.043046357615894, 3.6666666666666665, 6.711111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.594306049822064, 1.1316725978647686, 3.3636363636363638, 6.2444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 1.9852941176470589, 0.9044117647058824, 3.111111111111111, 1.2952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.5682819383259914, 1.4140969162995594, 2.0344827586206895, 5.820512820512821]","[0, 1, 1.9852941176470589, 1.3676470588235294, 1.3076923076923077, 0.6126126126126127]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2, 0.6666666666666666]"
74,2019-06-22,20190622HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.2307692307692308, 2.6, 1.0833333333333333]","[0, 0, 4.78125, 1.375, 1.1904761904761905, 2.6666666666666665]","[0, 0, 2.4076433121019107, 1.2802547770700636, 1.2666666666666666, 2.6166666666666667]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.392405063291139, 1.4810126582278482, 1.1666666666666667, 5.266666666666667]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 0.0, 1.2, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.113207547169812, 1.7547169811320753, 1.2857142857142858, 1.962962962962963]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.9285714285714284, 1.1785714285714286, 2.263157894736842, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6986754966887418, 1.043046357615894, 3.6666666666666665, 6.711111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.594306049822064, 1.1316725978647686, 3.3636363636363638, 6.2444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.9852941176470589, 0.9044117647058824, 3.111111111111111, 1.2952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[0, 0, 3.5682819383259914, 1.4140969162995594, 2.0344827586206895, 5.820512820512821]","[0, 0, 1.9852941176470589, 1.3676470588235294, 1.3076923076923077, 0.6126126126126127]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2, 0.6666666666666666]"
75,2019-06-23,20190623HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.13953488372093, 1.3255813953488371, 2.3333333333333335, 1.1025641025641026]","[0, 1, 4.636363636363637, 1.3636363636363635, 1.1363636363636365, 2.5384615384615383]","[0, 0, 2.4076433121019107, 1.2802547770700636, 1.2666666666666666, 2.6166666666666667]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.392405063291139, 1.4810126582278482, 1.1666666666666667, 5.266666666666667]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 1, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.113207547169812, 1.7547169811320753, 1.2857142857142858, 1.962962962962963]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.9285714285714284, 1.1785714285714286, 2.263157894736842, 1.0980392156862746]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6986754966887418, 1.043046357615894, 3.6666666666666665, 6.711111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.594306049822064, 1.1316725978647686, 3.3636363636363638, 6.2444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 1.9852941176470589, 0.9044117647058824, 3.111111111111111, 1.2952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.526315789473683, 2.0526315789473686, 1.5, 3.1666666666666665]","[1, 0, 3.8571428571428568, 1.420408163265306, 2.032258064516129, 5.833333333333334]","[0, 0, 1.9852941176470589, 1.3676470588235294, 1.3076923076923077, 0.6126126126126127]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 2.181818181818182, 2, 0.9166666666666666]"
