,date,game_key,신정락,김경태,이태양,문재현,임준섭,이충호,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,김재영,박상원,김진영,김성훈,김진욱,박주홍,서폴드,김이환,채드벨,박윤철,정이황,안영명,윤규진,송창식,정우람,장민재
117,2019-08-24,20190824OBHH0,"[0, 1, 4.354838709677419, 1.5483870967741935, 0.25, 1.2916666666666667]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.585365853658536, 1.3902439024390245, 4.0, 1.2713178294573644]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0, 1.75, 0.7727272727272727, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.784810126582278, 1.9367088607594938, 0.7777777777777778, 0.9080459770114943]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 4.0, 3, 0.3333333333333333]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.705660377358491, 1.7207547169811321, 1.411764705882353, 2.8494623655913975]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.0855263157894735, 1.4210526315789473, 1.1923076923076923, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.9584245076586435, 1.299781181619256, 2.282608695652174, 6.093333333333334]","[0, 0, 2.076923076923077, 1.0769230769230769, 1.1428571428571428, 2.6]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9337748344370858, 1.5894039735099337, 3.909090909090909, 0.9151515151515152]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.648854961832061, 1.1908396946564885, 4.25, 1.0155038759689923]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
118,2019-08-25,20190825OBHH0,"[0, 0, 4.354838709677419, 1.5483870967741935, 0.25, 1.2916666666666667]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.585365853658536, 1.3902439024390245, 4.0, 1.2713178294573644]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.75, 0.7727272727272727, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.784810126582278, 1.9367088607594938, 0.7777777777777778, 0.9080459770114943]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 4.0, 3, 0.3333333333333333]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.705660377358491, 1.7207547169811321, 1.411764705882353, 2.8494623655913975]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.3269230769230775, 1.4230769230769231, 1.1923076923076923, 0.9811320754716981]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.9584245076586435, 1.299781181619256, 2.282608695652174, 6.093333333333334]","[1, 0, 4.108695652173913, 1.5652173913043477, 0.6153846153846154, 2.555555555555556]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.5974025974025974, 3.6666666666666665, 0.9166666666666667]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6, 1.1777777777777778, 4.375, 1.0227272727272727]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
119,2019-08-27,20190827WOHH0,"[0, 1, 5.5588235294117645, 1.7647058823529411, 0.4, 1.2592592592592593]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.585365853658536, 1.3902439024390245, 4.0, 1.2713178294573644]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.75, 0.7727272727272727, 1.3333333333333333]","[0, 1, 0, 0, 0, 0]","[0, 1, 4.666666666666666, 1.962962962962963, 0.7586206896551724, 0.9]","[1, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 4.0, 3, 0.3333333333333333]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.705660377358491, 1.7207547169811321, 1.411764705882353, 2.8494623655913975]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.3269230769230775, 1.4230769230769231, 1.1923076923076923, 0.9811320754716981]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.9584245076586435, 1.299781181619256, 2.282608695652174, 6.093333333333334]","[0, 0, 4.108695652173913, 1.5652173913043477, 0.6153846153846154, 2.555555555555556]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5974025974025974, 3.6666666666666665, 0.9166666666666667]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6, 1.1777777777777778, 4.375, 1.0227272727272727]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
120,2019-08-28,20190828WOHH0,"[0, 1, 5.108108108108109, 1.6216216216216215, 0.4, 1.2333333333333334]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.75, 1.426829268292683, 4.0, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.75, 0.7727272727272727, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.962962962962963, 0.7586206896551724, 0.9]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 4.0, 3, 0.3333333333333333]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.641791044776119, 1.7350746268656718, 1.3846153846153846, 2.7916666666666665]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.3269230769230775, 1.4230769230769231, 1.1923076923076923, 0.9811320754716981]","[1, 0, 2.25, 1.25, 2.0, 4.0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.9584245076586435, 1.299781181619256, 2.282608695652174, 6.093333333333334]","[0, 0, 4.108695652173913, 1.5652173913043477, 0.6153846153846154, 2.555555555555556]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5974025974025974, 3.6666666666666665, 0.9166666666666667]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.565217391304348, 1.1521739130434783, 4.5, 1.0222222222222221]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
121,2019-08-30,20190830HHLG0,"[0, 0, 5.108108108108109, 1.6216216216216215, 0.4, 1.2333333333333334]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.628742514970059, 1.4191616766467066, 3.75, 1.237037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.75, 0.7727272727272727, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.962962962962963, 0.7586206896551724, 0.9]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 4.0, 3, 0.3333333333333333]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.641791044776119, 1.7350746268656718, 1.3846153846153846, 2.7916666666666665]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.3269230769230775, 1.4230769230769231, 1.1923076923076923, 0.9811320754716981]","[0, 0, 2.25, 1.25, 2.0, 4.0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.9584245076586435, 1.299781181619256, 2.282608695652174, 6.093333333333334]","[0, 0, 4.108695652173913, 1.5652173913043477, 0.6153846153846154, 2.555555555555556]","[1, 0, 4.066666666666667, 1.4444444444444444, 1.9423076923076923, 5.869565217391305]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.5974025974025974, 3.6666666666666665, 0.9166666666666667]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5319148936170213, 1.148936170212766, 4.222222222222222, 1.0217391304347827]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
122,2019-08-31,20190831KTHH0,"[0, 1, 4.725, 1.7249999999999999, 0.42857142857142855, 1.2121212121212122]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.628742514970059, 1.4191616766467066, 3.75, 1.237037037037037]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.2749999999999995, 1.775, 0.72, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.962962962962963, 0.7586206896551724, 0.9]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 1, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.6, 1.7222222222222223, 1.3846153846153846, 2.727272727272727]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.245283018867925, 1.3962264150943395, 1.2692307692307692, 0.9814814814814815]","[0, 0, 2.25, 1.25, 2.0, 4.0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.9584245076586435, 1.299781181619256, 2.282608695652174, 6.093333333333334]","[0, 0, 4.108695652173913, 1.5652173913043477, 0.6153846153846154, 2.555555555555556]","[0, 0, 4.066666666666667, 1.4444444444444444, 1.9423076923076923, 5.869565217391305]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.930379746835443, 1.5949367088607596, 3.75, 0.9239766081871345]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 1.148936170212766, 4.222222222222222, 1.0217391304347827]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
123,2019-09-01,20190901KTHH0,"[0, 0, 4.725, 1.7249999999999999, 0.42857142857142855, 1.2121212121212122]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.473684210526315, 1.4210526315789473, 3.6923076923076925, 1.2391304347826086]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2749999999999995, 1.775, 0.72, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.962962962962963, 0.7586206896551724, 0.9]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.658088235294118, 1.7316176470588234, 1.3518518518518519, 2.666666666666667]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.21875, 1.40625, 1.3076923076923077, 0.9696969696969697]","[0, 0, 2.25, 1.25, 2.0, 4.0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[1, 0, 3.978947368421052, 1.3010526315789472, 2.3404255319148937, 6.08974358974359]","[0, 0, 4.108695652173913, 1.5652173913043477, 0.6153846153846154, 2.555555555555556]","[0, 0, 4.066666666666667, 1.4444444444444444, 1.9423076923076923, 5.869565217391305]","[0, 0, 5.785714285714286, 1.982142857142857, 0.8636363636363636, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.930379746835443, 1.5949367088607596, 3.75, 0.9239766081871345]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 1.148936170212766, 4.222222222222222, 1.0217391304347827]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
124,2019-09-03,20190903HTHH0,"[0, 1, 3.8571428571428568, 1.5306122448979593, 0.7142857142857143, 1.361111111111111]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.473684210526315, 1.4210526315789473, 3.6923076923076925, 1.2391304347826086]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2749999999999995, 1.775, 0.72, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.926829268292683, 2.0853658536585367, 0.7333333333333333, 0.8817204301075269]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.616788321167883, 1.7189781021897812, 1.3518518518518519, 2.6095238095238096]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.141104294478527, 1.3803680981595092, 1.3076923076923077, 0.9702380952380952]","[0, 0, 2.25, 1.25, 2.0, 4.0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.978947368421052, 1.3010526315789472, 2.3404255319148937, 6.08974358974359]","[1, 0, 3.8571428571428568, 1.619047619047619, 0.8461538461538461, 3.0]","[0, 0, 4.066666666666667, 1.4444444444444444, 1.9423076923076923, 5.869565217391305]","[0, 1, 4.618421052631579, 1.618421052631579, 0.875, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.6312499999999999, 3.8333333333333335, 0.9195402298850575]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 1.148936170212766, 4.222222222222222, 1.0217391304347827]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
125,2019-09-04,20190904HTHH0,"[0, 1, 3.6346153846153846, 1.5, 0.8571428571428571, 1.3333333333333333]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.325714285714286, 1.4057142857142857, 3.769230769230769, 1.2411347517730498]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2749999999999995, 1.775, 0.72, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 2.0853658536585367, 0.7333333333333333, 0.8817204301075269]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.576086956521739, 1.7173913043478262, 1.3703703703703705, 2.5555555555555554]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.141104294478527, 1.3803680981595092, 1.3076923076923077, 0.9702380952380952]","[1, 0, 1.9285714285714284, 1.2857142857142856, 1.0, 4.666666666666667]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.978947368421052, 1.3010526315789472, 2.3404255319148937, 6.08974358974359]","[0, 0, 3.8571428571428568, 1.619047619047619, 0.8461538461538461, 3.0]","[0, 0, 4.066666666666667, 1.4444444444444444, 1.9423076923076923, 5.869565217391305]","[0, 0, 4.618421052631579, 1.618421052631579, 0.875, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.6312499999999999, 3.8333333333333335, 0.9195402298850575]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 1.148936170212766, 4.222222222222222, 1.0217391304347827]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
126,2019-09-05,20190905HHNC0,"[0, 0, 3.6346153846153846, 1.5, 0.8571428571428571, 1.3333333333333333]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.325714285714286, 1.4057142857142857, 3.769230769230769, 1.2411347517730498]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2749999999999995, 1.775, 0.72, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 2.0853658536585367, 0.7333333333333333, 0.8817204301075269]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.576086956521739, 1.7173913043478262, 1.3703703703703705, 2.5555555555555554]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.141104294478527, 1.3803680981595092, 1.3076923076923077, 0.9702380952380952]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.0, 4.666666666666667]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.978947368421052, 1.3010526315789472, 2.3404255319148937, 6.08974358974359]","[0, 0, 3.8571428571428568, 1.619047619047619, 0.8461538461538461, 3.0]","[1, 0, 3.8844339622641506, 1.4150943396226414, 1.9272727272727272, 5.888888888888889]","[0, 0, 4.618421052631579, 1.618421052631579, 0.875, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.6312499999999999, 3.8333333333333335, 0.9195402298850575]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.489655172413793, 1.1793103448275861, 3.5454545454545454, 1.0283687943262412]","[0, 0, 5.214953271028037, 1.3738317757009346, 4.2727272727272725, 5.095238095238095]"
127,2019-09-06,20190906HHNC0,"[0, 1, 3.375, 1.3928571428571428, 1.1428571428571428, 1.3333333333333335]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.325714285714286, 1.4057142857142857, 3.769230769230769, 1.2411347517730498]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.56923076923077, 1.823076923076923, 0.8076923076923077, 1.4942528735632186]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 2.0357142857142856, 0.7666666666666667, 0.875]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.576086956521739, 1.7173913043478262, 1.3703703703703705, 2.5555555555555554]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.141104294478527, 1.3803680981595092, 1.3076923076923077, 0.9702380952380952]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.0, 4.666666666666667]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 3.978947368421052, 1.3010526315789472, 2.3404255319148937, 6.08974358974359]","[0, 0, 3.8571428571428568, 1.619047619047619, 0.8461538461538461, 3.0]","[0, 0, 3.8844339622641506, 1.4150943396226414, 1.9272727272727272, 5.888888888888889]","[0, 0, 4.618421052631579, 1.618421052631579, 0.875, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.6312499999999999, 3.8333333333333335, 0.9195402298850575]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.489655172413793, 1.1793103448275861, 3.5454545454545454, 1.0283687943262412]","[1, 0, 5.300613496932516, 1.4171779141104295, 4.130434782608695, 4.9393939393939394]"
128,2019-09-07,20190907LTHH0,"[0, 0, 3.375, 1.3928571428571428, 1.1428571428571428, 1.3333333333333335]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.219101123595506, 1.398876404494382, 4.0, 1.2361111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.56923076923077, 1.823076923076923, 0.8076923076923077, 1.4942528735632186]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 2.0357142857142856, 0.7666666666666667, 0.875]","[0, 0, 4.5, 1.6666666666666667, 1.3333333333333333, 3.0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 13.5, 3.0, 4, 0.5]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.576086956521739, 1.7173913043478262, 1.3703703703703705, 2.5555555555555554]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.141104294478527, 1.3803680981595092, 1.3076923076923077, 0.9702380952380952]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.0, 4.666666666666667]","[0, 0, 3.7241379310344827, 1.6551724137931036, 1.5714285714285714, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[1, 0, 3.8884381338742395, 1.32657200811359, 2.2549019607843137, 6.08641975308642]","[0, 0, 3.8571428571428568, 1.619047619047619, 0.8461538461538461, 3.0]","[0, 0, 3.8844339622641506, 1.4150943396226414, 1.9272727272727272, 5.888888888888889]","[0, 0, 4.618421052631579, 1.618421052631579, 0.875, 2.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.6312499999999999, 3.8333333333333335, 0.9195402298850575]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4594594594594597, 1.1756756756756757, 3.6363636363636362, 1.027777777777778]","[0, 0, 5.300613496932516, 1.4171779141104295, 4.130434782608695, 4.9393939393939394]"
