,date,game_key,신정락,김경태,이태양,문재현,임준섭,이충호,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,김재영,박상원,김진영,김성훈,김진욱,박주홍,서폴드,김이환,채드벨,박윤철,정이황,안영명,윤규진,송창식,정우람,장민재
62,2019-06-08,20190608LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.75, 1.3295454545454546, 4.0, 1.3968253968253967]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 0.8333333333333334, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.571428571428571, 2.0, 1.1666666666666667]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.171428571428571, 1.6928571428571428, 1.4444444444444444, 5.185185185185185]","[0, 0, 4.186046511627907, 1.6046511627906976, 1.6521739130434783, 2.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.5405405405405406, 1.0, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 1.75, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.015625, 1.875, 1.125, 1.3333333333333333]","[0, 0, 4.263157894736842, 1.4078947368421053, 2.076923076923077, 5.846153846153846]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.703539823008849, 1.5265486725663717, 1.6875, 6.277777777777778]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.2272727272727273, 4.333333333333333, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.04, 4.5, 1.0]","[1, 0, 4.082926829268293, 1.2585365853658537, 5.25, 5.256410256410256]"
63,2019-06-09,20190609LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.75, 1.3695652173913042, 3.5714285714285716, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 0.8333333333333334, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.571428571428571, 2.0, 1.1666666666666667]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.171428571428571, 1.6928571428571428, 1.4444444444444444, 5.185185185185185]","[0, 0, 4.186046511627907, 1.6046511627906976, 1.6521739130434783, 2.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.155844155844156, 1.5974025974025974, 0.9375, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 1.75, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.772727272727273, 1.8636363636363635, 1.1875, 1.2941176470588236]","[0, 0, 4.263157894736842, 1.4078947368421053, 2.076923076923077, 5.846153846153846]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.51219512195122, 1.4634146341463414, 1.7352941176470589, 6.3076923076923075]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2134831460674156, 1.247191011235955, 4.333333333333333, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.708860759493671, 1.0632911392405064, 3.8, 1.0128205128205128]","[0, 0, 4.082926829268293, 1.2585365853658537, 5.25, 5.256410256410256]"
64,2019-06-11,20190611OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.336734693877552, 1.3469387755102042, 3.25, 1.4202898550724636]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 0.8333333333333334, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.571428571428571, 2.0, 1.1666666666666667]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.171428571428571, 1.6928571428571428, 1.4444444444444444, 5.185185185185185]","[1, 0, 4.2827586206896555, 1.5517241379310345, 1.5, 3.0208333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.5974025974025974, 0.9375, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.3076923076923077, 1.75, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.656716417910447, 1.8358208955223883, 1.25, 1.2407407407407407]","[0, 0, 4.263157894736842, 1.4078947368421053, 2.076923076923077, 5.846153846153846]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.51219512195122, 1.4634146341463414, 1.7352941176470589, 6.3076923076923075]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1868131868131868, 1.2197802197802199, 4.333333333333333, 1.011111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.1071428571428572, 4.2, 1.037037037037037]","[0, 0, 4.082926829268293, 1.2585365853658537, 5.25, 5.256410256410256]"
65,2019-06-12,20190612OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.336734693877552, 1.3469387755102042, 3.25, 1.4202898550724636]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.8333333333333333, 0.8333333333333334, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.705882352941176, 2.4705882352941173, 2.0, 1.1333333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 5.810126582278481, 1.5949367088607596, 1.631578947368421, 5.266666666666667]","[0, 0, 4.2827586206896555, 1.5517241379310345, 1.5, 3.0208333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.5974025974025974, 0.9375, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.656716417910447, 1.9253731343283582, 1.1764705882352942, 1.175438596491228]","[0, 0, 4.263157894736842, 1.4078947368421053, 2.076923076923077, 5.846153846153846]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.51219512195122, 1.4634146341463414, 1.7352941176470589, 6.3076923076923075]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1868131868131868, 1.2197802197802199, 4.333333333333333, 1.011111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.1071428571428572, 4.2, 1.037037037037037]","[0, 0, 4.082926829268293, 1.2585365853658537, 5.25, 5.256410256410256]"
66,2019-06-13,20190613OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.336734693877552, 1.3469387755102042, 3.25, 1.4202898550724636]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7999999999999998, 0.7142857142857143, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 2.25, 2.5, 1.1111111111111112]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 5.810126582278481, 1.5949367088607596, 1.631578947368421, 5.266666666666667]","[0, 0, 4.2827586206896555, 1.5517241379310345, 1.5, 3.0208333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.5769230769230769, 0.9375, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.656716417910447, 1.9253731343283582, 1.1764705882352942, 1.175438596491228]","[1, 0, 4.012048192771084, 1.3734939759036144, 2.423076923076923, 5.928571428571429]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.51219512195122, 1.4634146341463414, 1.7352941176470589, 6.3076923076923075]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1868131868131868, 1.2197802197802199, 4.333333333333333, 1.011111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.1071428571428572, 4.2, 1.037037037037037]","[0, 0, 4.082926829268293, 1.2585365853658537, 5.25, 5.256410256410256]"
67,2019-06-14,20190614HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.148514851485149, 1.3663366336633664, 3.0, 1.4027777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7999999999999998, 0.7142857142857143, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.25, 2.5, 1.1111111111111112]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 5.810126582278481, 1.5949367088607596, 1.631578947368421, 5.266666666666667]","[0, 0, 4.2827586206896555, 1.5517241379310345, 1.5, 3.0208333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0375, 1.6124999999999998, 0.9411764705882353, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.576923076923077, 1.7307692307692308, 1.2941176470588236, 1.3]","[0, 0, 4.012048192771084, 1.3734939759036144, 2.423076923076923, 5.928571428571429]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.51219512195122, 1.4634146341463414, 1.7352941176470589, 6.3076923076923075]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1489361702127658, 1.1808510638297873, 4.333333333333333, 1.010752688172043]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.1071428571428572, 4.2, 1.037037037037037]","[1, 0, 4.061946902654867, 1.261061946902655, 5.3076923076923075, 5.3809523809523805]"
68,2019-06-15,20190615HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.148514851485149, 1.3663366336633664, 3.0, 1.4027777777777777]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.826086956521739, 0.625, 0.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.391304347826086, 2.0869565217391304, 2.5, 1.0952380952380953]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 5.810126582278481, 1.5949367088607596, 1.631578947368421, 5.266666666666667]","[0, 0, 4.2827586206896555, 1.5517241379310345, 1.5, 3.0208333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0375, 1.6124999999999998, 0.9411764705882353, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.012048192771084, 1.3734939759036144, 2.423076923076923, 5.928571428571429]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.375, 1.4431818181818181, 1.8235294117647058, 6.285714285714286]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1489361702127658, 1.1808510638297873, 4.333333333333333, 1.010752688172043]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.1071428571428572, 4.2, 1.037037037037037]","[0, 0, 4.061946902654867, 1.261061946902655, 5.3076923076923075, 5.3809523809523805]"
69,2019-06-16,20190616HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.352941176470588, 1.4411764705882353, 3.0, 1.36]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.7307692307692308, 0.875, 0.7222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.4482758620689655, 1.0, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.391304347826086, 2.0869565217391304, 2.5, 1.0952380952380953]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 5.810126582278481, 1.5949367088607596, 1.631578947368421, 5.266666666666667]","[1, 0, 3.9056603773584904, 1.6226415094339623, 1.3870967741935485, 3.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.5714285714285714, 0.9444444444444444, 0.9655172413793104]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.012048192771084, 1.3734939759036144, 2.423076923076923, 5.928571428571429]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.375, 1.4431818181818181, 1.8235294117647058, 6.285714285714286]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.2, 4.333333333333333, 0.9895833333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1724137931034484, 1.103448275862069, 4.6, 1.0357142857142858]","[0, 0, 4.061946902654867, 1.261061946902655, 5.3076923076923075, 5.3809523809523805]"
70,2019-06-18,20190618LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.352941176470588, 1.4411764705882353, 3.0, 1.36]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.607142857142857, 1.0, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.5454545454545454, 0.9230769230769231, 0.7857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 6.666666666666666, 1.6666666666666667, 1.4545454545454546, 4.909090909090909]","[0, 0, 3.9056603773584904, 1.6226415094339623, 1.3870967741935485, 3.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.5714285714285714, 0.9444444444444444, 0.9655172413793104]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.012048192771084, 1.3734939759036144, 2.423076923076923, 5.928571428571429]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.375, 1.4431818181818181, 1.8235294117647058, 6.285714285714286]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 1.2, 4.333333333333333, 0.9895833333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1724137931034484, 1.103448275862069, 4.6, 1.0357142857142858]","[0, 0, 4.061946902654867, 1.261061946902655, 5.3076923076923075, 5.3809523809523805]"
71,2019-06-19,20190619LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.171428571428571, 1.4, 3.0, 1.3461538461538463]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.607142857142857, 1.0, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.5454545454545454, 0.9230769230769231, 0.7857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.666666666666666, 1.6666666666666667, 1.4545454545454546, 4.909090909090909]","[0, 0, 3.9056603773584904, 1.6226415094339623, 1.3870967741935485, 3.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.13953488372093, 1.6046511627906976, 0.9473684210526315, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[1, 0, 4.23134328358209, 1.41044776119403, 2.2857142857142856, 5.955555555555555]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.375, 1.4431818181818181, 1.8235294117647058, 6.285714285714286]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6701030927835052, 1.268041237113402, 3.7142857142857144, 0.9797979797979799]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1724137931034484, 1.103448275862069, 4.6, 1.0357142857142858]","[0, 0, 4.061946902654867, 1.261061946902655, 5.3076923076923075, 5.3809523809523805]"
72,2019-06-20,20190620LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.171428571428571, 1.4, 3.0, 1.3461538461538463]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.607142857142857, 1.0, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.4166666666666667, 1.0769230769230769, 0.8]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.666666666666666, 1.6666666666666667, 1.4545454545454546, 4.909090909090909]","[0, 0, 3.9056603773584904, 1.6226415094339623, 1.3870967741935485, 3.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.13953488372093, 1.6046511627906976, 0.9473684210526315, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.23134328358209, 1.41044776119403, 2.2857142857142856, 5.955555555555555]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.375, 1.4431818181818181, 1.8235294117647058, 6.285714285714286]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6199999999999999, 1.23, 3.857142857142857, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1724137931034484, 1.103448275862069, 4.6, 1.0357142857142858]","[1, 0, 4.369294605809129, 1.2572614107883817, 5.357142857142857, 5.355555555555555]"
73,2019-06-21,20190621SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.75, 1.4444444444444444, 2.7, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.225806451612903, 1.5483870967741935, 1.0, 0.7380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.769230769230769, 1.4615384615384615, 1.0769230769230769, 0.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.666666666666666, 1.6666666666666667, 1.4545454545454546, 4.909090909090909]","[0, 0, 3.9056603773584904, 1.6226415094339623, 1.3870967741935485, 3.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.640449438202247, 1.6179775280898876, 0.9473684210526315, 0.956989247311828]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.23134328358209, 1.41044776119403, 2.2857142857142856, 5.955555555555555]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.8709677419354835, 1.4731182795698925, 1.9428571428571428, 6.2]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6199999999999999, 1.23, 3.857142857142857, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1724137931034484, 1.103448275862069, 4.6, 1.0357142857142858]","[0, 0, 4.369294605809129, 1.2572614107883817, 5.357142857142857, 5.355555555555555]"
74,2019-06-22,20190622SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.75, 1.4444444444444444, 2.7, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.0, 0.7380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.4615384615384615, 1.0769230769230769, 0.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.666666666666666, 1.6666666666666667, 1.4545454545454546, 4.909090909090909]","[1, 0, 4.554216867469879, 1.716867469879518, 1.2571428571428571, 3.0740740740740744]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.640449438202247, 1.6179775280898876, 0.9473684210526315, 0.956989247311828]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.23134328358209, 1.41044776119403, 2.2857142857142856, 5.955555555555555]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.8709677419354835, 1.4731182795698925, 1.9428571428571428, 6.2]","[0, 0, 5.4, 4.2, 0.6, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6199999999999999, 1.23, 3.857142857142857, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1, 1.1333333333333333, 4.8, 1.0344827586206897]","[0, 0, 4.369294605809129, 1.2572614107883817, 5.357142857142857, 5.355555555555555]"
75,2019-06-23,20190623SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.8108108108108105, 1.4594594594594594, 2.9, 1.3214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.628571428571429, 1.542857142857143, 0.8888888888888888, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.5, 1.0, 0.7843137254901961]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 6.666666666666666, 1.6666666666666667, 1.4545454545454546, 4.909090909090909]","[0, 0, 4.554216867469879, 1.716867469879518, 1.2571428571428571, 3.0740740740740744]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7741935483870965, 1.5806451612903225, 1.0, 0.96875]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 1.7692307692307692, 1.2222222222222223, 1.2380952380952381]","[0, 0, 4.23134328358209, 1.41044776119403, 2.2857142857142856, 5.955555555555555]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.8709677419354835, 1.4731182795698925, 1.9428571428571428, 6.2]","[0, 1, 8.4375, 3.1875, 0.6, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6199999999999999, 1.23, 3.857142857142857, 0.9803921568627452]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1, 1.1333333333333333, 4.8, 1.0344827586206897]","[0, 0, 4.369294605809129, 1.2572614107883817, 5.357142857142857, 5.355555555555555]"
