,date,game_key,안승민,김경태,김용주,이태양,문재현,임준섭,송창현,로저스,김민우,김범수,권용우,김재영,서캠프,마에스트리,카스티요,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,정대훈,구본범,황재규,장민재,송신영,박정진
10,2016-04-14,20160414OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.6875, 2.0, 0.8888888888888888]","[1, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 0.6, 6, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 2.357142857142857, 1.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 0.7777777777777778]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.64, 1.68, 1.5, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.59090909090909, 1.7727272727272727, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 1.5, 1.2]"
11,2016-04-15,20160415LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.6, 6, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.53125, 1.5, 1.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.5, 1.5, 0.8333333333333334]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.64, 1.68, 1.5, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.59090909090909, 1.7727272727272727, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.6, 1.4285714285714286, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 1.5, 1.2]"
12,2016-04-17,20160417LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 0.46153846153846156, 8, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.5, 1.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.5, 0.8333333333333334]","[0, 1, 4.32, 1.2, 2.0, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 7.615384615384615, 1.6923076923076923, 1.3333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.59090909090909, 1.7727272727272727, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 5, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.59375, 1.4285714285714286, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.5714285714285714, 1.75, 1.1666666666666667]"
13,2016-04-19,20160419HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 0.46153846153846156, 8, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.5, 1.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.5, 1.5, 0.8333333333333334]","[0, 1, 6.4799999999999995, 1.5599999999999998, 2.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 7.615384615384615, 1.6923076923076923, 1.3333333333333333, 4.333333333333333]","[1, 0, 0, 0, 0, 0]","[0, 1, 13.114285714285714, 2.0571428571428574, 1.8333333333333333, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 0.1764705882352941, 6, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.59375, 1.4285714285714286, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 1.3333333333333333, 2.5, 1.2857142857142858]"
14,2016-04-20,20160420HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 0.7, 3.3333333333333335, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.585365853658536, 2.048780487804878, 0.8461538461538461, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 2.1176470588235294, 1.25, 1.1333333333333333]","[0, 0, 6.4799999999999995, 1.5599999999999998, 2.0, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 7.615384615384615, 1.6923076923076923, 1.3333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.114285714285714, 2.0571428571428574, 1.8333333333333333, 1.9444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.1764705882352941, 6, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.6666666666666667, 1.4444444444444444, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.3333333333333333, 2.5, 1.2857142857142858]"
15,2016-04-21,20160421HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.7, 3.3333333333333335, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.585365853658536, 2.048780487804878, 0.8461538461538461, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.1176470588235294, 1.25, 1.1333333333333333]","[0, 1, 5.785714285714286, 1.607142857142857, 1.2, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 0.8333333333333334]","[0, 0, 7.615384615384615, 1.6923076923076923, 1.3333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.405405405405405, 2.0270270270270268, 1.5714285714285714, 1.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 0.3913043478260869, 8, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 1.4444444444444444, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.6666666666666667, 1.6666666666666667, 1.125]"
16,2016-04-22,20160422HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 1.03125, 2.2, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.585365853658536, 2.048780487804878, 0.8461538461538461, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 0, 5.785714285714286, 1.607142857142857, 1.2, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.8333333333333334]","[1, 0, 7.7142857142857135, 1.7142857142857144, 1.4, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.405405405405405, 2.0270270270270268, 1.5714285714285714, 1.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.3913043478260869, 8, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 1.4444444444444444, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.6, 1.5714285714285714, 1.1111111111111112]"
17,2016-04-23,20160423HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.585365853658536, 2.048780487804878, 0.8461538461538461, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 5.0625, 1.5, 1.1666666666666667, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.27272727272727276, 2, 1.222222222222222]","[0, 0, 7.7142857142857135, 1.7142857142857144, 1.4, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.978260869565217, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 0.3214285714285714, 11, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 1.4444444444444444, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.6, 1.5714285714285714, 1.1111111111111112]"
18,2016-04-24,20160424HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.585365853658536, 2.048780487804878, 0.8461538461538461, 4.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 4.263157894736842, 1.3421052631578947, 1.5, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.4, 2, 1.25]","[0, 0, 7.7142857142857135, 1.7142857142857144, 1.4, 4.083333333333333]","[1, 0, 1.6875, 0.9375, 2.0, 5.333333333333333]","[0, 0, 9.978260869565217, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.3214285714285714, 11, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.395348837209303, 1.9534883720930232, 1.3636363636363635, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.6, 1.5714285714285714, 1.1111111111111112]"
19,2016-04-26,20160426HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.411764705882353, 2.235294117647059, 0.9333333333333333, 4.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 3.6818181818181817, 1.4318181818181819, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 2.0, 1.0666666666666667]","[0, 0, 7.7142857142857135, 1.7142857142857144, 1.4, 4.083333333333333]","[0, 0, 1.6875, 0.9375, 2.0, 5.333333333333333]","[0, 1, 9.36734693877551, 2.0204081632653064, 1.4545454545454546, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 0.3103448275862069, 11, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.9534883720930232, 1.3636363636363635, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.6, 1.5714285714285714, 1.1111111111111112]"
20,2016-04-28,20160428HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.411764705882353, 2.235294117647059, 0.9333333333333333, 4.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 3.6, 1.4666666666666666, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 0.8823529411764706, 1.0, 0.9444444444444445]","[1, 0, 6.545454545454546, 1.5909090909090908, 1.6363636363636365, 4.4]","[0, 0, 1.6875, 0.9375, 2.0, 5.333333333333333]","[0, 1, 9.180000000000001, 2.04, 1.4545454545454546, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5428571428571427, 0.5142857142857143, 16, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.9534883720930232, 1.3636363636363635, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.6875, 1.5714285714285714, 1.0666666666666667]"
21,2016-04-29,20160429SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.411764705882353, 2.235294117647059, 0.9333333333333333, 4.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 3.2399999999999998, 1.38, 1.2, 1.2820512820512822]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.05, 1.5, 0.9523809523809524]","[0, 0, 6.545454545454546, 1.5909090909090908, 1.6363636363636365, 4.4]","[1, 0, 1.0, 1.3333333333333333, 1.375, 4.5]","[0, 1, 8.196428571428571, 1.8749999999999998, 1.5, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 0.525, 17.0, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.9534883720930232, 1.3636363636363635, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.5405405405405406, 2.0, 1.1212121212121213]"
22,2016-04-30,20160430SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[1, 0, 8.1, 1.5, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.8571428571428571, 2.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.411764705882353, 2.235294117647059, 0.9333333333333333, 4.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 3.5, 1.3888888888888888, 1.3, 1.2857142857142858]","[0, 1, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 0.9130434782608695, 2.0, 0.9583333333333334]","[0, 0, 6.545454545454546, 1.5909090909090908, 1.6363636363636365, 4.4]","[0, 0, 1.0, 1.3333333333333333, 1.375, 4.5]","[0, 0, 8.196428571428571, 1.8749999999999998, 1.5, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.525, 17.0, 1.4814814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.7755102040816328, 1.3333333333333333, 1.4848484848484846]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2, 1.4666666666666666, 1.875, 1.25]"
23,2016-05-01,20160501SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 8.1, 1.5, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 1, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.478260869565218, 1.8695652173913044, 1.1764705882352942, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 0, 3.5, 1.3888888888888888, 1.3, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.9130434782608695, 2.0, 0.9583333333333334]","[0, 0, 6.545454545454546, 1.5909090909090908, 1.6363636363636365, 4.4]","[0, 0, 1.0, 1.3333333333333333, 1.375, 4.5]","[0, 1, 8.196428571428571, 2.0357142857142856, 1.2, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.255813953488372, 0.4883720930232558, 19.0, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.7755102040816328, 1.3333333333333333, 1.4848484848484846]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.4666666666666666, 1.875, 1.25]"
24,2016-05-03,20160503HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, inf, inf, 0.0, 0.0]","[0, 0, 8.1, 1.5, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.21875, 2.2, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.272727272727272, 3.272727272727273, 0.16666666666666666, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.478260869565218, 1.8695652173913044, 1.1764705882352942, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 1.0, 1.222222222222222]","[0, 1, 3.31578947368421, 1.4210526315789473, 1.1818181818181819, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.9130434782608695, 2.0, 0.9583333333333334]","[1, 0, 6.4799999999999995, 1.6, 1.75, 4.166666666666667]","[0, 0, 1.0, 1.3333333333333333, 1.375, 4.5]","[0, 1, 7.285714285714286, 1.9047619047619047, 1.4, 1.6153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.255813953488372, 0.4883720930232558, 19.0, 1.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.7755102040816328, 1.3333333333333333, 1.4848484848484846]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.4680851063829787, 1.7777777777777777, 1.205128205128205]"
