,date,game_key,김정훈,정회찬,박정준,밴헤켄,박종윤,한현희,신재영,조상우,신명수,하영민,김윤환,최원태,김택형,김해수,박주현,정용준,김정인,코엘로,맥그레거,안현석,유재훈,안정훈,이찬석,김성택,황덕균,마정길,오주원,금민철,이보근,양훈,김세현,김상수,강윤구,이정훈
114,2016-08-26,20160826LGWO0,"[0, 0, 6.697674418604651, 1.627906976744186, 1.2352941176470589, 1.72]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 1.125, 0.7916666666666666, 2.857142857142857, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7705735660847877, 1.2418952618453867, 4.705882352941177, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.810126582278481, 1.7658227848101267, 1.6666666666666667, 4.051282051282051]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.453642384105961, 1.4801324503311257, 2.0344827586206895, 4.3768115942028984]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.711538461538462, 1.5, 4.714285714285714, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.808219178082192, 1.5, 1.6666666666666667, 1.0138888888888888]","[0, 1, 4.0754716981132075, 1.3018867924528301, 1.7692307692307692, 0.9059829059829061]","[0, 0, 4.673076923076923, 1.2692307692307694, 1.5, 1.9259259259259258]","[0, 0, 3.9754601226993866, 1.4723926380368098, 2.0, 0.9878787878787879]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 0, 2.682119205298013, 1.1920529801324502, 9.75, 0.9869281045751634]","[0, 0, 4.7368421052631575, 1.631578947368421, 2.142857142857143, 1.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 2.0, 1.25]"
115,2016-08-27,20160827WONC0,"[0, 0, 6.697674418604651, 1.627906976744186, 1.2352941176470589, 1.72]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[1, 0, 0.84375, 0.71875, 3.875, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7705735660847877, 1.2418952618453867, 4.705882352941177, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.810126582278481, 1.7658227848101267, 1.6666666666666667, 4.051282051282051]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.453642384105961, 1.4801324503311257, 2.0344827586206895, 4.3768115942028984]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.711538461538462, 1.5, 4.714285714285714, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5, 1.6666666666666667, 1.0138888888888888]","[0, 1, 3.963302752293578, 1.3211009174311925, 1.7142857142857142, 0.9083333333333334]","[0, 0, 4.673076923076923, 1.2692307692307694, 1.5, 1.9259259259259258]","[0, 1, 3.903614457831325, 1.463855421686747, 2.0, 0.9880952380952381]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 1, 2.62987012987013, 1.1883116883116882, 10.0, 0.9871794871794872]","[0, 1, 4.602272727272727, 1.6022727272727273, 2.1785714285714284, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 2.0, 1.25]"
116,2016-08-30,20160830WOSS0,"[0, 0, 6.697674418604651, 1.627906976744186, 1.2352941176470589, 1.72]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0.84375, 0.71875, 3.875, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7705735660847877, 1.2418952618453867, 4.705882352941177, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.810126582278481, 1.7658227848101267, 1.6666666666666667, 4.051282051282051]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.453642384105961, 1.4801324503311257, 2.0344827586206895, 4.3768115942028984]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[1, 0, 5.033898305084746, 1.423728813559322, 4.555555555555555, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5, 1.6666666666666667, 1.0138888888888888]","[0, 0, 3.963302752293578, 1.3211009174311925, 1.7142857142857142, 0.9083333333333334]","[0, 1, 4.655172413793104, 1.5, 1.5714285714285714, 1.9333333333333331]","[0, 0, 3.903614457831325, 1.463855421686747, 2.0, 0.9880952380952381]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 0, 2.62987012987013, 1.1883116883116882, 10.0, 0.9871794871794872]","[0, 0, 4.602272727272727, 1.6022727272727273, 2.1785714285714284, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 2.0, 1.25]"
117,2016-08-31,20160831WOSS0,"[0, 1, 6.557142857142857, 1.5857142857142859, 1.1578947368421053, 1.7948717948717947]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0.84375, 0.71875, 3.875, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7705735660847877, 1.2418952618453867, 4.705882352941177, 5.81159420289855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.810126582278481, 1.7658227848101267, 1.6666666666666667, 4.051282051282051]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.693290734824281, 1.5047923322683707, 2.1333333333333333, 4.347222222222222]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.033898305084746, 1.423728813559322, 4.555555555555555, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5, 1.6666666666666667, 1.0138888888888888]","[0, 0, 3.963302752293578, 1.3211009174311925, 1.7142857142857142, 0.9083333333333334]","[0, 0, 4.655172413793104, 1.5, 1.5714285714285714, 1.9333333333333331]","[0, 0, 3.903614457831325, 1.463855421686747, 2.0, 0.9880952380952381]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 0, 2.62987012987013, 1.1883116883116882, 10.0, 0.9871794871794872]","[0, 1, 4.977653631284916, 1.6256983240223464, 2.1379310344827585, 1.1257861635220126]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.9354838709677418, 1.0, 1.1481481481481481]"
118,2016-09-01,20160901SKWO0,"[0, 0, 6.557142857142857, 1.5857142857142859, 1.1578947368421053, 1.7948717948717947]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0.84375, 0.71875, 3.875, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7838479809976246, 1.2327790973871733, 4.882352941176471, 5.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.810126582278481, 1.7658227848101267, 1.6666666666666667, 4.051282051282051]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.693290734824281, 1.5047923322683707, 2.1333333333333333, 4.347222222222222]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.033898305084746, 1.423728813559322, 4.555555555555555, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.68, 1.48, 1.7083333333333333, 1.0204081632653061]","[0, 1, 4.098214285714286, 1.3125, 1.7142857142857142, 0.910569105691057]","[0, 0, 4.655172413793104, 1.5, 1.5714285714285714, 1.9333333333333331]","[0, 0, 3.903614457831325, 1.463855421686747, 2.0, 0.9880952380952381]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 0, 2.62987012987013, 1.1883116883116882, 10.0, 0.9871794871794872]","[0, 0, 4.977653631284916, 1.6256983240223464, 2.1379310344827585, 1.1257861635220126]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.852941176470588, 1.25, 1.1333333333333333]"
119,2016-09-02,20160902SKWO0,"[0, 0, 6.557142857142857, 1.5857142857142859, 1.1578947368421053, 1.7948717948717947]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[1, 0, 1.2162162162162162, 0.7837837837837838, 3.3636363636363638, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7838479809976246, 1.2327790973871733, 4.882352941176471, 5.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.810126582278481, 1.7658227848101267, 1.6666666666666667, 4.051282051282051]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.693290734824281, 1.5047923322683707, 2.1333333333333333, 4.347222222222222]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.033898305084746, 1.423728813559322, 4.555555555555555, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.48, 1.7083333333333333, 1.0204081632653061]","[0, 1, 4.026315789473684, 1.2894736842105263, 1.7142857142857142, 0.9047619047619048]","[0, 0, 4.655172413793104, 1.5, 1.5714285714285714, 1.9333333333333331]","[0, 1, 3.834319526627219, 1.4378698224852071, 2.0, 0.9883040935672515]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 1, 2.5796178343949046, 1.1656050955414012, 10.5, 0.9874213836477987]","[0, 1, 4.816216216216216, 1.5891891891891892, 2.1333333333333333, 1.1419753086419753]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.852941176470588, 1.25, 1.1333333333333333]"
120,2016-09-03,20160903HHWO0,"[0, 1, 6.419580419580419, 1.5734265734265735, 1.1, 1.765432098765432]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 1.2162162162162162, 0.7837837837837838, 3.3636363636363638, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7838479809976246, 1.2327790973871733, 4.882352941176471, 5.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.545454545454546, 1.8363636363636364, 1.608695652173913, 3.9285714285714284]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.693290734824281, 1.5047923322683707, 2.1333333333333333, 4.347222222222222]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.033898305084746, 1.423728813559322, 4.555555555555555, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.588235294117648, 1.4509803921568627, 1.7083333333333333, 1.02]","[0, 0, 4.026315789473684, 1.2894736842105263, 1.7142857142857142, 0.9047619047619048]","[0, 1, 4.153846153846154, 1.523076923076923, 1.5, 1.9696969696969697]","[0, 1, 3.924418604651163, 1.4651162790697674, 2.0, 0.9885057471264368]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 1, 2.4846625766871164, 1.1411042944785275, 8.6, 1.0061728395061729]","[0, 1, 4.73936170212766, 1.5797872340425532, 2.1666666666666665, 1.1393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 2.0270270270270268, 1.2, 1.1212121212121213]"
121,2016-09-04,20160904HHWO0,"[0, 0, 6.419580419580419, 1.5734265734265735, 1.1, 1.765432098765432]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 1.2162162162162162, 0.7837837837837838, 3.3636363636363638, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7838479809976246, 1.2327790973871733, 4.882352941176471, 5.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.8363636363636364, 1.608695652173913, 3.9285714285714284]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.693290734824281, 1.5047923322683707, 2.1333333333333333, 4.347222222222222]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[1, 0, 5.706185567010309, 1.4690721649484535, 3.6666666666666665, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.846153846153846, 1.5, 1.5555555555555556, 1.0196078431372548]","[0, 1, 4.7368421052631575, 1.394736842105263, 1.7142857142857142, 0.8837209302325582]","[0, 0, 4.153846153846154, 1.523076923076923, 1.5, 1.9696969696969697]","[0, 0, 3.924418604651163, 1.4651162790697674, 2.0, 0.9885057471264368]","[0, 0, 6.914634146341464, 1.957317073170732, 0.6818181818181818, 4.205128205128205]","[0, 0, 2.4846625766871164, 1.1411042944785275, 8.6, 1.0061728395061729]","[0, 0, 4.73936170212766, 1.5797872340425532, 2.1666666666666665, 1.1393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 2.0270270270270268, 1.2, 1.1212121212121213]"
122,2016-09-06,20160906WOLG0,"[0, 1, 6.375, 1.5625, 1.1, 1.7142857142857142]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 1.2162162162162162, 0.7837837837837838, 3.3636363636363638, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7838479809976246, 1.2327790973871733, 4.882352941176471, 5.847222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.8363636363636364, 1.608695652173913, 3.9285714285714284]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.762195121951219, 1.5365853658536586, 2.129032258064516, 4.373333333333333]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.706185567010309, 1.4690721649484535, 3.6666666666666665, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8152866242038215, 1.5286624203821655, 1.5, 1.0064102564102564]","[0, 1, 4.805084745762712, 1.423728813559322, 1.9285714285714286, 0.893939393939394]","[0, 0, 4.153846153846154, 1.523076923076923, 1.5, 1.9696969696969697]","[0, 0, 3.924418604651163, 1.4651162790697674, 2.0, 0.9885057471264368]","[0, 1, 7.363636363636363, 2.0, 0.6818181818181818, 3.9285714285714284]","[0, 0, 2.4846625766871164, 1.1411042944785275, 8.6, 1.0061728395061729]","[0, 0, 4.73936170212766, 1.5797872340425532, 2.1666666666666665, 1.1393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 2.0270270270270268, 1.2, 1.1212121212121213]"
123,2016-09-07,20160907WOLG0,"[0, 0, 6.375, 1.5625, 1.1, 1.7142857142857142]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 1.2162162162162162, 0.7837837837837838, 3.3636363636363638, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6204545454545456, 1.240909090909091, 4.142857142857143, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.894736842105263, 1.6956521739130435, 3.8]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.5365853658536586, 2.129032258064516, 4.373333333333333]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.706185567010309, 1.4690721649484535, 3.6666666666666665, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8152866242038215, 1.5286624203821655, 1.5, 1.0064102564102564]","[0, 0, 4.805084745762712, 1.423728813559322, 1.9285714285714286, 0.893939393939394]","[0, 0, 4.153846153846154, 1.523076923076923, 1.5, 1.9696969696969697]","[0, 0, 3.924418604651163, 1.4651162790697674, 2.0, 0.9885057471264368]","[0, 0, 7.363636363636363, 2.0, 0.6818181818181818, 3.9285714285714284]","[0, 0, 2.4846625766871164, 1.1411042944785275, 8.6, 1.0061728395061729]","[0, 0, 4.73936170212766, 1.5797872340425532, 2.1666666666666665, 1.1393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.651162790697675, 1.9534883720930232, 1.4, 1.1944444444444444]"
124,2016-09-08,20160908WOSK0,"[0, 0, 6.375, 1.5625, 1.1, 1.7142857142857142]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[1, 0, 2.142857142857143, 0.9523809523809523, 3.3076923076923075, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6204545454545456, 1.240909090909091, 4.142857142857143, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 1, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.894736842105263, 1.6956521739130435, 3.8]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.5365853658536586, 2.129032258064516, 4.373333333333333]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.706185567010309, 1.4690721649484535, 3.6666666666666665, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8152866242038215, 1.5286624203821655, 1.5, 1.0064102564102564]","[0, 0, 4.805084745762712, 1.423728813559322, 1.9285714285714286, 0.893939393939394]","[0, 1, 4.068493150684931, 1.6027397260273974, 1.875, 2.0277777777777777]","[0, 0, 3.924418604651163, 1.4651162790697674, 2.0, 0.9885057471264368]","[0, 1, 7.232142857142857, 2.0, 0.6956521739130435, 3.7333333333333334]","[0, 0, 2.4846625766871164, 1.1411042944785275, 8.6, 1.0061728395061729]","[0, 0, 4.73936170212766, 1.5797872340425532, 2.1666666666666665, 1.1393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.651162790697675, 1.9534883720930232, 1.4, 1.1944444444444444]"
125,2016-09-09,20160909WOSK0,"[1, 0, 6.244897959183674, 1.5510204081632653, 1.15, 1.6896551724137931]","[0, 0, 7.269230769230769, 1.9615384615384617, 0.2222222222222222, 0.8666666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 2.142857142857143, 0.9523809523809523, 3.3076923076923075, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6204545454545456, 1.240909090909091, 4.142857142857143, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.894736842105263, 1.6956521739130435, 3.8]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.5365853658536586, 2.129032258064516, 4.373333333333333]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 5.706185567010309, 1.4690721649484535, 3.6666666666666665, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.784810126582278, 1.5759493670886076, 1.4, 0.9937106918238994]","[0, 1, 5.4, 1.475, 1.8, 0.8888888888888888]","[0, 0, 4.068493150684931, 1.6027397260273974, 1.875, 2.0277777777777777]","[0, 0, 3.924418604651163, 1.4651162790697674, 2.0, 0.9885057471264368]","[0, 0, 7.232142857142857, 2.0, 0.6956521739130435, 3.7333333333333334]","[0, 0, 2.4846625766871164, 1.1411042944785275, 8.6, 1.0061728395061729]","[0, 1, 4.664921465968586, 1.5549738219895288, 2.2, 1.1369047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.651162790697675, 1.9534883720930232, 1.4, 1.1944444444444444]"
