,date,game_key,임기준,심동섭,홍건희,한승혁,유창식,김병현,김윤동,박준표,박동민,이준영,김명찬,전상현,지크,신윤철,김현준,헥터,정동현,남재현,서덕원,김광수,배힘찬,고효준,김진우,윤석민,곽정철,신창호,한기주,손영민,양현종,정용운,임창용,최영필
119,2016-09-01,20160901HTSS0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 0, 6.163043478260869, 1.7282608695652173, 1.588235294117647, 0.7863247863247863]","[0, 1, 4.1629955947136565, 1.5594713656387664, 1.8571428571428572, 1.845528455284553]","[0, 0, 6.328125, 1.921875, 1.5384615384615385, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.076923076923077, 0.9642857142857143, 1.3188405797101448]","[0, 0, 7.463414634146342, 1.8048780487804879, 1.4210526315789473, 1.0789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.8]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[1, 0, 5.4986945169712795, 1.660574412532637, 1.875, 5.319444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4294354838709675, 1.318548387096774, 2.25531914893617, 6.613333333333333]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.623287671232877, 1.6027397260273974, 1.9444444444444444, 1.0354609929078014]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 1.9636363636363636, 1.309090909090909, 1.4615384615384615, 2.0370370370370368]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.15, 1.35, 3.75, 5.0]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.2955974842767295, 2.0535714285714284, 6.625]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 3.802816901408451, 1.6056338028169013, 4.0, 1.126984126984127]","[0, 0, 3.4615384615384612, 1.4423076923076923, 5.875, 1.1063829787234043]"
120,2016-09-03,20160903LTHT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 0, 6.163043478260869, 1.7282608695652173, 1.588235294117647, 0.7863247863247863]","[0, 0, 4.1629955947136565, 1.5594713656387664, 1.8571428571428572, 1.845528455284553]","[0, 1, 6.230769230769231, 1.8923076923076922, 1.6153846153846154, 0.9420289855072465]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.076923076923077, 0.9642857142857143, 1.3188405797101448]","[0, 0, 7.463414634146342, 1.8048780487804879, 1.4210526315789473, 1.0789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.8]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.4986945169712795, 1.660574412532637, 1.875, 5.319444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4294354838709675, 1.318548387096774, 2.25531914893617, 6.613333333333333]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.775510204081633, 1.6122448979591837, 1.9444444444444444, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 1.9636363636363636, 1.309090909090909, 1.4615384615384615, 2.0370370370370368]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.15, 1.35, 3.75, 5.0]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.592741935483871, 1.3064516129032258, 2.0166666666666666, 6.613333333333333]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.5, 1.6666666666666667, 4.166666666666667, 1.0909090909090908]","[0, 0, 3.4615384615384612, 1.4423076923076923, 5.875, 1.1063829787234043]"
121,2016-09-04,20160904LTHT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 6.031914893617021, 1.6914893617021278, 1.6470588235294117, 0.7833333333333333]","[0, 0, 4.1629955947136565, 1.5594713656387664, 1.8571428571428572, 1.845528455284553]","[0, 0, 6.230769230769231, 1.8923076923076922, 1.6153846153846154, 0.9420289855072465]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.622641509433962, 1.8679245283018866, 1.064516129032258, 1.4722222222222223]","[0, 0, 7.463414634146342, 1.8048780487804879, 1.4210526315789473, 1.0789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.8]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.4986945169712795, 1.660574412532637, 1.875, 5.319444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4294354838709675, 1.318548387096774, 2.25531914893617, 6.613333333333333]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.775510204081633, 1.6122448979591837, 1.9444444444444444, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 1, 3.7384615384615385, 1.523076923076923, 1.5, 2.166666666666667]","[0, 1, 4.5, 1.5, 1, 2.0]","[0, 1, 3.0483870967741935, 1.3548387096774193, 3.75, 4.133333333333334]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.592741935483871, 1.3064516129032258, 2.0166666666666666, 6.613333333333333]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.32, 1.6, 4.333333333333333, 1.0869565217391304]","[0, 0, 3.4615384615384612, 1.4423076923076923, 5.875, 1.1063829787234043]"
122,2016-09-06,20160906HTSK0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 5.968421052631578, 1.6736842105263157, 1.6470588235294117, 0.7723577235772358]","[0, 1, 4.460869565217391, 1.5782608695652174, 1.8611111111111112, 1.8253968253968256]","[0, 0, 6.230769230769231, 1.8923076923076922, 1.6153846153846154, 0.9420289855072465]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.8679245283018866, 1.064516129032258, 1.4722222222222223]","[0, 1, 7.403225806451612, 1.7903225806451613, 1.4210526315789473, 1.0598290598290598]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.8]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.4986945169712795, 1.660574412532637, 1.875, 5.319444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5512572533849127, 1.3172147001934236, 2.375, 6.628205128205129]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.775510204081633, 1.6122448979591837, 1.9444444444444444, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 1, 3.6818181818181817, 1.5, 1.5, 2.0]","[0, 0, 4.5, 1.5, 1, 2.0]","[0, 0, 3.0483870967741935, 1.3548387096774193, 3.75, 4.133333333333334]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.592741935483871, 1.3064516129032258, 2.0166666666666666, 6.613333333333333]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.32, 1.6, 4.333333333333333, 1.0869565217391304]","[0, 0, 3.4615384615384612, 1.4423076923076923, 5.875, 1.1063829787234043]"
123,2016-09-07,20160907HTSK0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 0, 5.968421052631578, 1.6736842105263157, 1.6470588235294117, 0.7723577235772358]","[0, 1, 4.441558441558442, 1.5844155844155845, 1.8108108108108107, 1.7906976744186047]","[0, 1, 5.955882352941177, 1.852941176470588, 1.6923076923076923, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.8679245283018866, 1.064516129032258, 1.4722222222222223]","[0, 1, 7.344, 1.8, 1.4210526315789473, 1.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.8]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[1, 0, 5.35929648241206, 1.6582914572864322, 1.8448275862068966, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5512572533849127, 1.3172147001934236, 2.375, 6.628205128205129]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.775510204081633, 1.6122448979591837, 1.9444444444444444, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 3.6818181818181817, 1.5, 1.5, 2.0]","[0, 1, 2.25, 0.75, 1, 2.0]","[0, 0, 3.0483870967741935, 1.3548387096774193, 3.75, 4.133333333333334]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.592741935483871, 1.3064516129032258, 2.0166666666666666, 6.613333333333333]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.32, 1.6, 4.333333333333333, 1.0869565217391304]","[0, 1, 3.611464968152866, 1.4522292993630572, 5.875, 1.090277777777778]"
124,2016-09-08,20160908NCHT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 5.90625, 1.65625, 1.6470588235294117, 0.7619047619047619]","[0, 0, 4.441558441558442, 1.5844155844155845, 1.8108108108108107, 1.7906976744186047]","[0, 1, 5.472972972972974, 1.7432432432432432, 1.7692307692307692, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.622641509433962, 1.8679245283018866, 1.064516129032258, 1.4722222222222223]","[0, 0, 7.344, 1.8, 1.4210526315789473, 1.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.8]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.35929648241206, 1.6582914572864322, 1.8448275862068966, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5512572533849127, 1.3172147001934236, 2.375, 6.628205128205129]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.68, 1.6, 2.0555555555555554, 1.0204081632653061]","[0, 0, 0.0, 0.0, 1, 2.0]","[1, 0, 4.090909090909091, 1.5454545454545454, 1.5, 1.8333333333333333]","[0, 0, 2.25, 0.75, 1, 2.0]","[0, 1, 3.0, 1.380952380952381, 4.0, 3.5]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.592741935483871, 1.3064516129032258, 2.0166666666666666, 6.613333333333333]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.101265822784811, 1.518987341772152, 4.5, 1.097222222222222]","[0, 0, 3.611464968152866, 1.4522292993630572, 5.875, 1.090277777777778]"
125,2016-09-09,20160909NCHT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 5.785714285714286, 1.653061224489796, 1.5555555555555556, 0.7596899224806201]","[1, 0, 4.730769230769231, 1.6282051282051282, 1.7894736842105263, 1.7727272727272727]","[0, 1, 5.328947368421053, 1.6973684210526316, 1.7692307692307692, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.525, 1.8, 1.088235294117647, 1.6]","[0, 0, 7.344, 1.8, 1.4210526315789473, 1.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 1, 5.586206896551724, 1.7586206896551726, 2.25, 1.611111111111111]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.35929648241206, 1.6582914572864322, 1.8448275862068966, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5512572533849127, 1.3172147001934236, 2.375, 6.628205128205129]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.6, 2.0555555555555554, 1.0204081632653061]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 4.090909090909091, 1.5454545454545454, 1.5, 1.8333333333333333]","[0, 1, 3.375, 1.5, 1.0, 1.7777777777777777]","[0, 0, 3.0, 1.380952380952381, 4.0, 3.5]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.592741935483871, 1.3064516129032258, 2.0166666666666666, 6.613333333333333]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.101265822784811, 1.518987341772152, 4.5, 1.097222222222222]","[0, 1, 3.6666666666666665, 1.4444444444444444, 6.125, 1.1020408163265305]"
126,2016-09-10,20160910HTKT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 6.0, 1.696969696969697, 1.5263157894736843, 0.75]","[0, 0, 4.730769230769231, 1.6282051282051282, 1.7894736842105263, 1.7727272727272727]","[0, 0, 5.328947368421053, 1.6973684210526316, 1.7692307692307692, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.525, 1.8, 1.088235294117647, 1.6]","[0, 1, 7.5, 1.7857142857142858, 1.4736842105263157, 1.024390243902439]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 5.586206896551724, 1.7586206896551726, 2.25, 1.611111111111111]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.35929648241206, 1.6582914572864322, 1.8448275862068966, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5512572533849127, 1.3172147001934236, 2.375, 6.628205128205129]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.649006622516556, 1.629139072847682, 1.9473684210526316, 1.0066666666666668]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 4.090909090909091, 1.5454545454545454, 1.5, 1.8333333333333333]","[0, 0, 3.375, 1.5, 1.0, 1.7777777777777777]","[0, 1, 2.953125, 1.359375, 4.25, 3.0476190476190474]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5719844357976656, 1.3073929961089494, 2.096774193548387, 6.58974358974359]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.228915662650603, 1.6265060240963856, 3.857142857142857, 1.1066666666666667]","[0, 0, 3.6666666666666665, 1.4444444444444444, 6.125, 1.1020408163265305]"
127,2016-09-11,20160911HTKT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 0, 6.0, 1.696969696969697, 1.5263157894736843, 0.75]","[0, 0, 4.730769230769231, 1.6282051282051282, 1.7894736842105263, 1.7727272727272727]","[0, 0, 5.328947368421053, 1.6973684210526316, 1.7692307692307692, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.525, 1.8, 1.088235294117647, 1.6]","[0, 0, 7.5, 1.7857142857142858, 1.4736842105263157, 1.024390243902439]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 5.586206896551724, 1.7586206896551726, 2.25, 1.611111111111111]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.35929648241206, 1.6582914572864322, 1.8448275862068966, 5.306666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.462825278810409, 1.2936802973977695, 2.4791666666666665, 6.6419753086419755]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.649006622516556, 1.629139072847682, 1.9473684210526316, 1.0066666666666668]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 4.090909090909091, 1.5454545454545454, 1.5, 1.8333333333333333]","[0, 0, 3.375, 1.5, 1.0, 1.7777777777777777]","[0, 0, 2.953125, 1.359375, 4.25, 3.0476190476190474]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5719844357976656, 1.3073929961089494, 2.096774193548387, 6.58974358974359]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.879518072289157, 1.6987951807228916, 3.375, 1.064102564102564]","[0, 0, 3.6666666666666665, 1.4444444444444444, 6.125, 1.1020408163265305]"
128,2016-09-13,20160913WOHT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 6.4799999999999995, 1.7399999999999998, 1.5789473684210527, 0.7407407407407408]","[0, 0, 4.730769230769231, 1.6282051282051282, 1.7894736842105263, 1.7727272727272727]","[0, 1, 5.25974025974026, 1.6753246753246753, 1.8461538461538463, 0.9506172839506173]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.525, 1.8, 1.088235294117647, 1.6]","[0, 0, 7.5, 1.7857142857142858, 1.4736842105263157, 1.024390243902439]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 5.586206896551724, 1.7586206896551726, 2.25, 1.611111111111111]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[1, 0, 5.6277915632754345, 1.6972704714640197, 1.8305084745762712, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.462825278810409, 1.2936802973977695, 2.4791666666666665, 6.6419753086419755]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.649006622516556, 1.629139072847682, 1.9473684210526316, 1.0066666666666668]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 1, 4.228915662650603, 1.5180722891566265, 1.7777777777777777, 2.128205128205128]","[0, 0, 3.375, 1.5, 1.0, 1.7777777777777777]","[0, 1, 2.8208955223880596, 1.3432835820895523, 4.5, 2.7916666666666665]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5719844357976656, 1.3073929961089494, 2.096774193548387, 6.58974358974359]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.764705882352941, 1.6941176470588235, 3.2222222222222223, 1.0493827160493827]","[0, 0, 3.6666666666666665, 1.4444444444444444, 6.125, 1.1020408163265305]"
129,2016-09-14,20160914WOHT0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 0, 6.4799999999999995, 1.7399999999999998, 1.5789473684210527, 0.7407407407407408]","[1, 0, 4.939024390243902, 1.646341463414634, 1.8205128205128205, 1.8222222222222222]","[0, 0, 5.25974025974026, 1.6753246753246753, 1.8461538461538463, 0.9506172839506173]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.418032786885245, 1.7950819672131149, 1.0571428571428572, 1.564102564102564]","[0, 1, 7.440944881889764, 1.7716535433070866, 1.5263157894736843, 1.007936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 1, 4.909090909090909, 1.5454545454545454, 2.5, 1.5714285714285714]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.6277915632754345, 1.6972704714640197, 1.8305084745762712, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.462825278810409, 1.2936802973977695, 2.4791666666666665, 6.6419753086419755]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.649006622516556, 1.629139072847682, 1.9473684210526316, 1.0066666666666668]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 4.228915662650603, 1.5180722891566265, 1.7777777777777777, 2.128205128205128]","[0, 0, 3.375, 1.5, 1.0, 1.7777777777777777]","[0, 0, 2.8208955223880596, 1.3432835820895523, 4.5, 2.7916666666666665]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5719844357976656, 1.3073929961089494, 2.096774193548387, 6.58974358974359]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.764705882352941, 1.6941176470588235, 3.2222222222222223, 1.0493827160493827]","[0, 1, 3.644171779141104, 1.4355828220858895, 6.25, 1.0866666666666667]"
130,2016-09-15,20160915HTLG0,"[0, 0, 5.043956043956044, 2.10989010989011, 0.4666666666666667, 1.6851851851851851]","[0, 1, 6.352941176470588, 1.7352941176470589, 1.631578947368421, 0.7391304347826086]","[0, 0, 4.939024390243902, 1.646341463414634, 1.8205128205128205, 1.8222222222222222]","[0, 1, 4.939024390243902, 1.6097560975609757, 2.0, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.418032786885245, 1.7950819672131149, 1.0571428571428572, 1.564102564102564]","[0, 0, 7.440944881889764, 1.7716535433070866, 1.5263157894736843, 1.007936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 4.909090909090909, 1.5454545454545454, 2.5, 1.5714285714285714]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 5.6277915632754345, 1.6972704714640197, 1.8305084745762712, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.462825278810409, 1.2936802973977695, 2.4791666666666665, 6.6419753086419755]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.151315789473684, 1.6776315789473686, 1.7619047619047619, 0.9934640522875816]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 4.228915662650603, 1.5180722891566265, 1.7777777777777777, 2.128205128205128]","[0, 1, 6.136363636363636, 1.6363636363636365, 1.3333333333333333, 1.8333333333333333]","[0, 0, 2.8208955223880596, 1.3432835820895523, 4.5, 2.7916666666666665]","[0, 0, 7.518987341772151, 1.9746835443037976, 0.8, 1.0128205128205128]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.275449101796408, 1.9221556886227547, 0.9310344827586207, 1.988095238095238]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.552631578947368, 1.3195488721804511, 2.076923076923077, 6.567901234567902]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.764705882352941, 1.6941176470588235, 3.2222222222222223, 1.0493827160493827]","[0, 0, 3.644171779141104, 1.4355828220858895, 6.25, 1.0866666666666667]"
