,date,game_key,배민관,이승현,유경국,김지용,이창호,임찬규,이영재,윤지웅,임정우,최성훈,이준형,소사,류제국,배재준,허프,김대현,코프랜드,유재유,신승현,이동현,우규민,장진용,진해수,유원상,봉중근,이범준,정찬헌,최동환,전인환,정현욱,김광삼
119,2016-09-02,20160902LGHH0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.046728971962617, 1.5700934579439254, 1.368421052631579, 1.0808080808080807]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 4.273381294964029, 1.2517985611510791, 2.75, 1.2870370370370372]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.336734693877552, 1.5612244897959184, 1.25, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.490384615384616, 1.528846153846154, 2.2, 0.7703703703703704]","[0, 1, 3.6818181818181817, 1.5852272727272727, 2.3448275862068964, 1.0666666666666667]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 5.157303370786517, 1.7528089887640448, 0.7837837837837838, 3.4901960784313726]","[0, 0, 4.731958762886598, 1.4103092783505156, 2.9655172413793105, 6.217948717948717]","[0, 0, 4.714285714285714, 1.4206349206349207, 1.9811320754716981, 5.478260869565218]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 0, 4.118644067796611, 1.2203389830508473, 1.2857142857142858, 0.9593495934959351]","[0, 1, 4.778761061946903, 1.4867256637168142, 2.9166666666666665, 0.9658119658119657]","[0, 0, 5.146627565982405, 1.4604105571847508, 2.2413793103448274, 5.412698412698413]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 5.770992366412214, 1.9007633587786261, 1.4242424242424243, 0.7401129943502824]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 1, 5.60377358490566, 1.8679245283018866, 1.3636363636363635, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 1, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
120,2016-09-03,20160903LGKT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.495575221238938, 1.6194690265486726, 1.35, 1.1078431372549018]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.153846153846154, 1.2167832167832169, 2.75, 1.2882882882882882]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.336734693877552, 1.5612244897959184, 1.25, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5865384615384617, 2.2, 0.753623188405797]","[0, 0, 3.6818181818181817, 1.5852272727272727, 2.3448275862068964, 1.0666666666666667]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 5.157303370786517, 1.7528089887640448, 0.7837837837837838, 3.4901960784313726]","[1, 0, 5.065868263473053, 1.4431137724550898, 2.966666666666667, 6.185185185185185]","[0, 0, 4.714285714285714, 1.4206349206349207, 1.9811320754716981, 5.478260869565218]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 1, 4.05, 1.225, 1.2857142857142858, 0.9523809523809523]","[0, 0, 4.778761061946903, 1.4867256637168142, 2.9166666666666665, 0.9658119658119657]","[0, 0, 5.146627565982405, 1.4604105571847508, 2.2413793103448274, 5.412698412698413]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.684210526315789, 1.8721804511278195, 1.4242424242424243, 0.7388888888888889]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 5.60377358490566, 1.8679245283018866, 1.3636363636363635, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
121,2016-09-04,20160904LGKT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.495575221238938, 1.6194690265486726, 1.35, 1.1078431372549018]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 4.153846153846154, 1.2167832167832169, 2.75, 1.2882882882882882]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.336734693877552, 1.5612244897959184, 1.25, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.440366972477064, 1.513761467889908, 2.2666666666666666, 0.7730496453900709]","[0, 1, 3.8135593220338984, 1.5932203389830508, 2.3448275862068964, 1.0535714285714286]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 5.157303370786517, 1.7528089887640448, 0.7837837837837838, 3.4901960784313726]","[0, 0, 5.065868263473053, 1.4431137724550898, 2.966666666666667, 6.185185185185185]","[0, 0, 4.714285714285714, 1.4206349206349207, 1.9811320754716981, 5.478260869565218]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 1, 3.951219512195122, 1.2195121951219512, 1.2857142857142858, 0.9534883720930233]","[0, 1, 5.033898305084746, 1.4745762711864405, 2.9166666666666665, 0.9833333333333334]","[1, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.5588235294117645, 1.8970588235294117, 1.3714285714285714, 0.7431693989071039]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 5.60377358490566, 1.8679245283018866, 1.3636363636363635, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
122,2016-09-06,20160906WOLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.495575221238938, 1.6194690265486726, 1.35, 1.1078431372549018]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.2534246575342465, 1.2328767123287672, 2.8125, 1.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.336734693877552, 1.5612244897959184, 1.25, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.440366972477064, 1.513761467889908, 2.2666666666666666, 0.7730496453900709]","[0, 1, 4.072625698324023, 1.6256983240223464, 2.193548387096774, 1.0467836257309941]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 5.157303370786517, 1.7528089887640448, 0.7837837837837838, 3.4901960784313726]","[0, 0, 5.065868263473053, 1.4431137724550898, 2.966666666666667, 6.185185185185185]","[0, 0, 4.714285714285714, 1.4206349206349207, 1.9811320754716981, 5.478260869565218]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 1, 3.8571428571428568, 1.2619047619047619, 1.2272727272727273, 0.9545454545454546]","[0, 1, 4.991596638655462, 1.4873949579831933, 2.9166666666666665, 0.9674796747967479]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 5.5588235294117645, 1.8970588235294117, 1.3714285714285714, 0.7431693989071039]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[1, 0, 5.9491525423728815, 1.7796610169491525, 1.3333333333333333, 1.4047619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
123,2016-09-07,20160907WOLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.495575221238938, 1.6194690265486726, 1.35, 1.1078431372549018]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 4.2534246575342465, 1.2328767123287672, 2.8125, 1.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.336734693877552, 1.5612244897959184, 1.25, 4.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.267857142857143, 1.4732142857142856, 2.3333333333333335, 0.7777777777777778]","[0, 0, 4.072625698324023, 1.6256983240223464, 2.193548387096774, 1.0467836257309941]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 1, 6.603260869565218, 1.891304347826087, 0.75, 3.4074074074074074]","[0, 0, 5.065868263473053, 1.4431137724550898, 2.966666666666667, 6.185185185185185]","[1, 0, 4.613065326633166, 1.4095477386934674, 1.9655172413793103, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 1, 4.21875, 1.3359375, 1.173913043478261, 0.9481481481481481]","[0, 0, 4.991596638655462, 1.4873949579831933, 2.9166666666666665, 0.9674796747967479]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 5.5588235294117645, 1.8970588235294117, 1.3714285714285714, 0.7431693989071039]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.3333333333333333, 1.4047619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
124,2016-09-08,20160908OBLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.538461538461538, 1.6153846153846154, 1.2272727272727273, 1.1142857142857143]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 4.2534246575342465, 1.2328767123287672, 2.8125, 1.280701754385965]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.5, 1.5833333333333333, 1.0833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.267857142857143, 1.4732142857142856, 2.3333333333333335, 0.7777777777777778]","[0, 0, 4.072625698324023, 1.6256983240223464, 2.193548387096774, 1.0467836257309941]","[0, 1, 8.345454545454546, 2.2363636363636363, 0.7, 0.8333333333333333]","[0, 0, 6.603260869565218, 1.891304347826087, 0.75, 3.4074074074074074]","[0, 0, 5.065868263473053, 1.4431137724550898, 2.966666666666667, 6.185185185185185]","[0, 0, 4.613065326633166, 1.4095477386934674, 1.9655172413793103, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 0, 4.21875, 1.3359375, 1.173913043478261, 0.9481481481481481]","[0, 1, 4.909090909090909, 1.487603305785124, 2.9166666666666665, 0.9603174603174603]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.5588235294117645, 1.9191176470588234, 1.3333333333333333, 0.7311827956989247]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.3333333333333333, 1.4047619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
125,2016-09-09,20160909OBLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.538461538461538, 1.6153846153846154, 1.2272727272727273, 1.1142857142857143]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.14, 1.24, 2.764705882352941, 1.2820512820512822]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5833333333333333, 1.0833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.212389380530974, 1.4601769911504425, 2.4, 0.7687074829931972]","[0, 0, 4.072625698324023, 1.6256983240223464, 2.193548387096774, 1.0467836257309941]","[0, 0, 8.345454545454546, 2.2363636363636363, 0.7, 0.8333333333333333]","[0, 0, 6.603260869565218, 1.891304347826087, 0.75, 3.4074074074074074]","[1, 0, 5.218934911242603, 1.467455621301775, 2.78125, 6.035714285714286]","[0, 0, 4.613065326633166, 1.4095477386934674, 1.9655172413793103, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2589285714285714, 4.4, 5.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 0, 4.21875, 1.3359375, 1.173913043478261, 0.9481481481481481]","[0, 0, 4.909090909090909, 1.487603305785124, 2.9166666666666665, 0.9603174603174603]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.4, 1.885714285714286, 1.3611111111111112, 0.7407407407407407]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.3333333333333333, 1.4047619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
126,2016-09-10,20160910LTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.538461538461538, 1.6153846153846154, 1.2272727272727273, 1.1142857142857143]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.263157894736842, 1.243421052631579, 2.764705882352941, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5833333333333333, 1.0833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.212389380530974, 1.4601769911504425, 2.4, 0.7687074829931972]","[0, 1, 3.983606557377049, 1.6065573770491803, 2.225806451612903, 1.0517241379310345]","[0, 1, 8.196428571428571, 2.196428571428571, 0.7, 0.8115942028985508]","[1, 0, 6.497326203208556, 1.8770053475935828, 0.8, 3.280701754385965]","[0, 0, 5.218934911242603, 1.467455621301775, 2.78125, 6.035714285714286]","[0, 0, 4.613065326633166, 1.4095477386934674, 1.9655172413793103, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.2573529411764706, 5.6, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 1, 4.060150375939849, 1.3082706766917294, 1.2608695652173914, 0.963768115942029]","[0, 1, 5.225806451612903, 1.5725806451612903, 2.769230769230769, 0.9612403100775194]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 5.4, 1.885714285714286, 1.3611111111111112, 0.7407407407407407]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 5.9491525423728815, 1.7796610169491525, 1.3333333333333333, 1.4047619047619049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.25, 0.0, 1.3333333333333333]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
127,2016-09-11,20160911LTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.4, 1.65, 1.173913043478261, 1.1111111111111112]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.180645161290323, 1.2193548387096775, 2.764705882352941, 1.2601626016260161]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5833333333333333, 1.0833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.157894736842105, 1.4473684210526316, 2.4, 0.76]","[0, 0, 3.983606557377049, 1.6065573770491803, 2.225806451612903, 1.0517241379310345]","[0, 1, 7.779661016949153, 2.1864406779661016, 0.6363636363636364, 0.8194444444444445]","[0, 0, 6.497326203208556, 1.8770053475935828, 0.8, 3.280701754385965]","[0, 0, 5.218934911242603, 1.467455621301775, 2.78125, 6.035714285714286]","[0, 0, 4.613065326633166, 1.4095477386934674, 1.9655172413793103, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.2573529411764706, 5.6, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 1, 4.060150375939849, 1.330827067669173, 1.2083333333333333, 0.9432624113475178]","[0, 0, 5.225806451612903, 1.5725806451612903, 2.769230769230769, 0.9612403100775194]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.213793103448276, 1.8413793103448275, 1.3888888888888888, 0.7552083333333334]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[1, 0, 4.743243243243244, 1.6216216216216215, 1.2666666666666666, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 1, 0.0, 2.0, 0.0, 1.0]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
128,2016-09-13,20160913LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.4, 1.65, 1.173913043478261, 1.1111111111111112]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.0, 1.1666666666666667, 2.8823529411764706, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.879032258064516, 1.4758064516129032, 1.2692307692307692, 4.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.339130434782609, 1.4608695652173913, 2.4, 0.7516339869281046]","[0, 1, 4.209677419354839, 1.6290322580645162, 2.21875, 1.0508474576271187]","[0, 0, 7.779661016949153, 2.1864406779661016, 0.6363636363636364, 0.8194444444444445]","[0, 0, 6.497326203208556, 1.8770053475935828, 0.8, 3.280701754385965]","[0, 0, 5.218934911242603, 1.467455621301775, 2.78125, 6.035714285714286]","[1, 0, 4.413461538461538, 1.3918269230769231, 1.9344262295081966, 5.546666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.2573529411764706, 5.6, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 0, 4.060150375939849, 1.330827067669173, 1.2083333333333333, 0.9432624113475178]","[0, 0, 5.225806451612903, 1.5725806451612903, 2.769230769230769, 0.9612403100775194]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.178082191780821, 1.8493150684931507, 1.3888888888888888, 0.7487179487179487]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 4.743243243243244, 1.6216216216216215, 1.2666666666666666, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
129,2016-09-14,20160914LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.4, 1.65, 1.173913043478261, 1.1111111111111112]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 4.0, 1.1666666666666667, 2.8823529411764706, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.879032258064516, 1.4758064516129032, 1.2692307692307692, 4.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.339130434782609, 1.4608695652173913, 2.4, 0.7516339869281046]","[0, 0, 4.209677419354839, 1.6290322580645162, 2.21875, 1.0508474576271187]","[0, 1, 7.524590163934426, 2.1147540983606556, 0.6363636363636364, 0.8133333333333332]","[0, 0, 6.497326203208556, 1.8770053475935828, 0.8, 3.280701754385965]","[1, 0, 5.184410646387833, 1.4657794676806082, 2.9375, 6.045977011494253]","[0, 0, 4.413461538461538, 1.3918269230769231, 1.9344262295081966, 5.546666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.2573529411764706, 5.6, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 0, 4.060150375939849, 1.330827067669173, 1.2083333333333333, 0.9432624113475178]","[0, 1, 5.4, 1.608, 2.5714285714285716, 0.9469696969696969]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.142857142857142, 1.836734693877551, 1.3888888888888888, 0.7424242424242424]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 4.743243243243244, 1.6216216216216215, 1.2666666666666666, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 1, 0.0, 1.153846153846154, 1.0, 1.4444444444444444]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
130,2016-09-15,20160915HTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.4, 1.65, 1.173913043478261, 1.1111111111111112]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 3.9272727272727272, 1.1454545454545455, 3.0, 1.2790697674418605]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.879032258064516, 1.4758064516129032, 1.2692307692307692, 4.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.339130434782609, 1.4608695652173913, 2.4, 0.7516339869281046]","[0, 1, 4.142857142857142, 1.6031746031746033, 2.3125, 1.05]","[0, 0, 7.524590163934426, 2.1147540983606556, 0.6363636363636364, 0.8133333333333332]","[0, 0, 6.497326203208556, 1.8770053475935828, 0.8, 3.280701754385965]","[0, 0, 5.184410646387833, 1.4657794676806082, 2.9375, 6.045977011494253]","[0, 0, 4.413461538461538, 1.3918269230769231, 1.9344262295081966, 5.546666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.75, 1.1875, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 9.947368421052632, 2.0526315789473686, 0.5, 1.0555555555555556]","[0, 0, 4.060150375939849, 1.330827067669173, 1.2083333333333333, 0.9432624113475178]","[0, 0, 5.4, 1.608, 2.5714285714285716, 0.9469696969696969]","[0, 0, 5.26271186440678, 1.5, 2.3225806451612905, 5.363636363636363]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.04, 1.82, 1.4166666666666667, 0.746268656716418]","[0, 0, 6.044776119402985, 1.7014925373134329, 1.4, 1.2407407407407407]","[0, 0, 4.743243243243244, 1.6216216216216215, 1.2666666666666666, 1.6444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.456310679611651, 1.3106796116504853, 1.4666666666666666, 1.3733333333333335]","[0, 0, 0.0, 1.153846153846154, 1.0, 1.4444444444444444]","[0, 0, 6.639344262295082, 1.4754098360655739, 1.8888888888888888, 1.2708333333333333]","[0, 0, 0, 0, 0, 0]"
